semana_epi,ABDON BATISTA,ABELARDO LUZ,AGROLÂNDIA,AGRONÔMICA,ALTO BELA VISTA,ANCHIETA,ANGELINA,ANITÁPOLIS,ANTÔNIO CARLOS,APIÚNA,ARABUTÃ,ARAQUARI,ARARANGUÁ,ARMAZÉM,ARROIO TRINTA,ARVOREDO,ASCURRA,ATALANTA,AURORA,BALNEÁRIO ARROIO DO SILVA,BALNEÁRIO BARRA DO SUL,BALNEÁRIO CAMBORIÚ,BALNEÁRIO GAIVOTA,BALNEÁRIO PIÇARRAS,BALNEÁRIO RINCÃO,BANDEIRANTE,BARRA BONITA,BARRA VELHA,BELMONTE,BENEDITO NOVO,BIGUAÇU,BLUMENAU,BOCAINA DO SUL,BOM JESUS,BOM JESUS DO OESTE,BOM RETIRO,BOMBINHAS,BOTUVERÁ,BRAÇO DO NORTE,BRAÇO DO TROMBUDO,BRUSQUE,CAIBI,CAMBORIÚ,CAMPO ALEGRE,CAMPO ERÊ,CAMPOS NOVOS,CANELINHA,CANOINHAS,CAPINZAL,CAPIVARI DE BAIXO,CAPÃO ALTO,CATANDUVAS,CAXAMBU DO SUL,CAÇADOR,CELSO RAMOS,CHAPECÓ,COCAL DO SUL,CONCÓRDIA,CORDILHEIRA ALTA,CORONEL FREITAS,CORONEL MARTINS,CORREIA PINTO,CORUPÁ,CRICIÚMA,CUNHA PORÃ,CUNHATAÍ,CURITIBANOS,DESCANSO,DIONÍSIO CERQUEIRA,DONA EMMA,DOUTOR PEDRINHO,ENTRE RIOS,ERMO,ERVAL VELHO,FAXINAL DOS GUEDES,FLOR DO SERTÃO,FLORIANÓPOLIS,FORMOSA DO SUL,FORQUILHINHA,FRAIBURGO,GALVÃO,GAROPABA,GARUVA,GASPAR,GOVERNADOR CELSO RAMOS,GRAVATAL,GRÃO-PARÁ,GUABIRUBA,GUARACIABA,GUARAMIRIM,GUARUJÁ DO SUL,GUATAMBÚ,HERVAL D'OESTE,IBIAM,IBICARÉ,IBIRAMA,ILHOTA,IMARUÍ,IMBITUBA,IMBUIA,INDAIAL,IOMERÊ,IPIRA,IPORÃ DO OESTE,IPUAÇU,IPUMIRIM,IRACEMINHA,IRANI,IRATI,IRINEÓPOLIS,ITAIÓPOLIS,ITAJAÍ,ITAPEMA,ITAPIRANGA,ITAPOÁ,ITUPORANGA,ITÁ,IÇARA,JABORÁ,JACINTO MACHADO,JAGUARUNA,JARAGUÁ DO SUL,JARDINÓPOLIS,JOAÇABA,JOINVILLE,JOSÉ BOITEUX,JUPIÁ,LACERDÓPOLIS,LAGES,LAGUNA,LAJEADO GRANDE,LAURENTINO,LAURO MÜLLER,LEBON RÉGIS,LINDÓIA DO SUL,LONTRAS,LUIZ ALVES,LUZERNA,MACIEIRA,MAFRA,MAJOR GERCINO,MAJOR VIEIRA,MARACAJÁ,MARAVILHA,MAREMA,MASSARANDUBA,MATOS COSTA,MELEIRO,MIRIM DOCE,MODELO,MONDAÍ,MONTE CASTELO,MORRO DA FUMAÇA,MORRO GRANDE,NAVEGANTES,NOVA ERECHIM,NOVA ITABERABA,NOVA TRENTO,NOVA VENEZA,NOVO HORIZONTE,ORLEANS,OURO,OURO VERDE,PAIAL,PAINEL,PALHOÇA,PALMA SOLA,PALMITOS,PAPANDUVA,PARAÍSO,PASSO DE TORRES,PASSOS MAIA,PAULO LOPES,PEDRAS GRANDES,PENHA,PERITIBA,PESCARIA BRAVA,PETROLÂNDIA,PINHALZINHO,PINHEIRO PRETO,PIRATUBA,PLANALTO ALEGRE,POMERODE,PONTE ALTA DO NORTE,PONTE SERRADA,PORTO BELO,PORTO UNIÃO,POUSO REDONDO,PRAIA GRANDE,PRESIDENTE CASTELLO BRANCO,PRESIDENTE GETÚLIO,PRESIDENTE NEREU,PRINCESA,QUILOMBO,RIO DAS ANTAS,RIO DO CAMPO,RIO DO OESTE,RIO DO SUL,RIO DOS CEDROS,RIO NEGRINHO,RIQUEZA,RODEIO,ROMELÂNDIA,SALETE,SALTINHO,SALTO VELOSO,SANGÃO,SANTA CECÍLIA,SANTA HELENA,SANTA ROSA DO SUL,SANTA TEREZINHA,SANTA TEREZINHA DO PROGRESSO,SANTIAGO DO SUL,SANTO AMARO DA IMPERATRIZ,SAUDADES,SCHROEDER,SEARA,SERRA ALTA,SIDERÓPOLIS,SOMBRIO,SUL BRASIL,SÃO BENTO DO SUL,SÃO BERNARDINO,SÃO BONIFÁCIO,SÃO CARLOS,SÃO CRISTÓVÃO DO SUL,SÃO DOMINGOS,SÃO FRANCISCO DO SUL,SÃO JOSÉ,SÃO JOSÉ DO CEDRO,SÃO JOSÉ DO CERRITO,SÃO JOÃO BATISTA,SÃO JOÃO DO ITAPERIÚ,SÃO JOÃO DO OESTE,SÃO JOÃO DO SUL,SÃO LOURENÇO DO OESTE,SÃO LUDGERO,SÃO MARTINHO,SÃO MIGUEL DA BOA VISTA,SÃO MIGUEL DO OESTE,SÃO PEDRO DE ALCÂNTARA,TAIÓ,TANGARÁ,TIGRINHOS,TIJUCAS,TIMBÓ,TREVISO,TREZE DE MAIO,TREZE TÍLIAS,TROMBUDO CENTRAL,TRÊS BARRAS,TUBARÃO,TUNÁPOLIS,TURVO,UNIÃO DO OESTE,URUSSANGA,VARGEM BONITA,VARGEÃO,VIDAL RAMOS,VIDEIRA,WITMARSUM,XANXERÊ,XAVANTINA,XAXIM,ZORTÉA,ÁGUA DOCE,ÁGUAS DE CHAPECÓ,ÁGUAS FRIAS,ÁGUAS MORNAS
31,0.0,2.25,0.25,0.0,0.25,5.25,0.0,0.0,0.5,1.0,0.75,22.25,2.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,7.5,41.25,1.75,33.25,0.0,0.25,0.25,7.0,0.25,0.25,26.25,59.75,0.0,2.5,0.0,0.0,19.0,0.75,0.25,0.0,38.25,1.5,51.75,0.0,5.0,1.5,0.5,0.25,1.0,0.0,0.0,5.75,1.5,4.75,0.0,65.5,0.0,30.75,3.0,1.25,1.75,0.0,1.0,0.5,5.75,2.25,0.0,2.25,1.0,0.0,0.0,1.25,0.0,1.5,0.0,0.25,149.25,1.0,0.0,0.25,1.75,0.25,6.75,6.75,6.5,0.0,0.0,3.5,3.75,4.5,2.25,0.5,2.25,0.0,0.0,1.75,3.75,0.0,3.5,0.0,11.75,0.0,1.25,0.75,6.5,1.25,2.25,0.5,1.25,0.25,0.0,33.0,31.5,6.25,3.75,0.25,2.5,1.25,3.0,0.75,0.0,21.5,1.75,3.25,266.75,0.0,1.75,0.5,0.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.25,0.25,0.0,0.25,5.0,0.0,0.75,0.25,0.0,0.25,0.75,6.75,0.25,0.0,0.0,45.75,6.5,0.0,1.5,0.0,1.0,0.0,0.25,1.25,0.5,0.0,52.5,2.75,9.25,0.25,2.75,2.0,0.75,0.25,0.0,23.0,2.5,0.0,0.0,6.25,0.0,0.0,2.5,0.5,0.0,1.25,22.0,11.0,0.25,0.0,0.0,0.25,0.0,0.0,4.75,0.0,0.0,0.0,2.25,0.5,0.25,1.75,0.75,5.75,0.0,0.5,1.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.25,4.5,0.75,8.75,1.75,0.0,17.25,0.75,2.0,1.25,0.0,7.25,0.25,12.0,15.75,100.5,1.0,0.0,9.75,0.0,2.25,0.25,6.5,1.25,0.0,2.5,22.0,0.0,0.0,0.0,0.25,5.25,0.75,0.0,0.0,0.0,1.0,0.0,1.5,0.75,0.0,1.5,0.0,0.25,1.5,0.25,0.25,0.0,17.25,1.75,21.0,2.25,1.75,0.25,5.0,0.25
32,0.0,1.25,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.75,0.0,14.25,0.0,0.0,0.25,0.75,0.0,0.0,0.0,0.25,0.0,10.25,0.75,6.75,0.0,0.75,0.0,4.0,1.5,0.0,12.75,37.25,0.0,5.0,0.0,0.0,13.75,0.0,0.0,0.0,14.25,0.0,15.5,0.0,0.25,0.0,0.75,0.25,0.25,0.0,0.0,0.5,1.0,1.25,0.5,12.0,0.0,7.0,0.0,2.75,0.0,0.0,0.5,0.25,2.5,0.25,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.75,3.75,0.0,0.0,0.5,0.0,3.5,4.0,2.75,0.0,0.0,2.0,0.5,2.25,3.0,0.0,0.25,0.0,0.0,0.0,2.0,0.25,0.25,0.0,5.25,0.0,0.5,0.75,1.25,0.0,0.25,0.0,3.25,0.5,0.0,12.0,10.0,1.5,0.5,0.0,2.5,0.0,1.0,0.0,0.0,8.25,0.25,0.75,174.5,0.0,0.75,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.25,0.0,0.0,0.0,1.5,1.0,0.0,0.25,0.0,23.25,4.0,2.0,0.0,0.0,0.25,0.25,0.0,0.25,0.25,0.0,16.0,0.25,2.75,0.0,0.75,3.25,0.0,0.0,0.0,12.75,2.75,0.0,0.0,3.75,0.0,0.25,0.0,0.25,0.0,0.0,8.75,1.25,0.0,0.0,0.0,0.0,0.0,0.5,3.75,0.0,0.0,0.0,0.0,0.25,0.25,0.5,0.0,1.25,0.0,1.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,1.25,2.5,0.0,6.75,1.25,0.0,1.75,1.75,1.0,0.5,0.0,9.25,0.0,2.0,3.5,48.75,0.75,0.0,2.0,0.0,0.25,0.0,5.25,1.25,0.0,0.75,10.25,0.25,0.0,0.0,0.25,5.5,1.0,0.0,0.0,0.0,0.25,0.25,0.5,2.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.25,8.25,0.25,0.0,2.75,0.0,0.0
33,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.5,0.0,0.0,7.5,1.25,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.75,5.75,0.25,5.0,0.0,0.5,0.0,2.5,0.0,0.0,9.25,18.5,0.0,1.25,0.0,0.0,6.5,0.25,0.0,0.0,6.5,3.0,11.25,0.0,0.0,0.0,1.25,0.0,0.75,0.0,0.0,0.5,0.0,1.25,0.0,1.75,0.25,3.5,0.25,1.0,0.0,0.0,0.0,0.25,1.25,0.0,0.0,0.0,0.25,0.0,0.0,1.75,0.0,0.0,0.0,0.0,78.5,1.0,0.0,0.0,1.5,0.25,2.25,3.0,5.5,0.0,0.0,1.25,0.75,1.0,0.0,0.0,1.75,0.0,0.0,0.25,2.25,0.0,0.5,0.0,4.5,0.0,0.25,0.25,0.25,0.5,0.0,0.0,0.25,0.0,0.0,4.0,8.5,0.5,0.75,0.0,0.25,0.0,0.0,0.0,0.0,9.25,0.0,0.25,150.0,0.0,1.0,0.25,0.0,0.25,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.25,0.0,0.0,0.0,0.75,1.25,0.0,0.0,0.0,13.5,0.5,0.0,0.75,0.0,0.25,0.0,0.0,0.75,0.0,0.0,14.25,0.5,2.0,0.25,0.0,1.75,0.0,0.25,0.0,9.75,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.25,0.0,0.0,5.25,0.0,0.0,0.0,0.0,0.25,0.0,0.25,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,2.5,0.0,0.0,0.5,0.5,0.0,4.5,0.0,0.25,1.0,0.0,2.75,0.0,0.0,8.0,25.75,0.0,0.0,1.75,0.0,0.25,0.0,1.5,0.25,0.0,0.25,3.25,0.0,0.0,0.0,0.5,5.5,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.25,0.0,0.0,0.0,2.75,0.25,1.75,0.0,0.0,2.5,0.0,0.0
34,0.0,1.5,0.0,0.0,0.0,0.25,0.0,0.0,0.25,1.0,0.0,7.75,0.5,0.0,0.0,0.25,0.0,0.0,0.0,0.0,1.5,5.25,0.75,8.75,0.0,0.25,0.0,1.0,0.0,0.0,7.0,22.5,0.0,1.75,0.0,0.0,7.0,0.25,0.0,0.0,7.0,1.25,3.5,0.0,0.75,0.0,1.25,0.25,0.5,0.0,0.0,0.25,0.0,0.75,0.0,0.75,0.0,5.0,0.25,1.75,0.0,0.0,0.0,0.5,0.5,0.25,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.25,0.5,0.0,70.25,0.25,0.0,0.0,0.0,0.0,3.25,6.0,4.0,0.0,0.0,0.75,0.75,2.75,0.5,0.5,0.75,0.0,0.0,0.0,3.25,0.0,0.25,0.0,4.75,0.0,0.25,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.0,3.0,6.25,0.75,0.25,0.0,0.75,0.5,0.25,0.25,0.0,6.0,1.0,0.5,128.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,2.25,0.0,0.25,0.0,0.0,0.0,1.0,1.75,0.0,0.0,0.0,11.75,0.75,0.25,0.5,0.0,0.0,0.0,0.0,0.5,0.25,0.0,16.25,0.25,3.75,0.0,0.25,1.0,0.0,0.0,0.0,8.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.5,0.0,0.0,0.0,0.75,0.0,0.0,3.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.25,0.0,1.5,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.25,0.0,0.0,9.0,40.5,0.25,0.0,2.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,3.75,0.0,0.0,0.0,0.25,1.75,1.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.25,0.5,1.25,0.0,0.25,1.0,0.5,0.0
35,0.0,2.5,0.0,0.0,0.5,0.75,0.0,0.0,0.0,0.25,0.0,16.25,0.5,0.0,0.0,0.25,0.75,0.0,0.0,0.0,1.75,18.5,0.0,16.75,0.0,0.5,0.0,5.25,0.25,0.25,14.5,50.5,0.0,5.75,0.25,0.0,18.0,0.25,0.5,0.0,27.25,2.25,24.25,0.75,2.5,2.0,1.25,0.5,0.75,0.25,0.0,0.5,0.75,5.25,0.25,38.75,0.0,24.75,1.5,4.5,0.0,0.0,1.0,0.5,1.5,2.0,0.0,2.25,0.75,0.0,0.0,1.0,0.0,0.5,0.0,0.0,128.25,1.75,0.0,0.0,0.0,0.0,6.0,6.0,3.75,0.0,0.0,2.75,3.0,3.0,3.25,0.5,2.25,0.0,0.0,0.5,3.5,0.0,2.0,0.0,9.75,0.0,0.75,0.5,4.5,3.0,1.0,0.0,3.0,0.5,0.0,31.5,26.25,2.5,1.25,0.25,1.75,1.25,0.25,0.25,0.25,18.0,0.75,3.75,191.75,0.0,1.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,1.75,0.0,0.25,0.75,0.0,0.0,0.0,0.0,0.25,8.5,0.0,0.0,0.0,0.0,0.0,3.5,5.0,0.0,0.0,0.0,40.25,4.75,2.75,1.0,0.0,1.25,0.0,0.25,0.75,0.5,0.0,36.75,0.25,8.0,0.0,1.75,2.25,0.0,0.5,0.0,14.25,1.75,0.0,0.0,7.0,0.0,0.25,0.75,0.5,0.0,2.5,19.5,9.0,0.25,0.25,0.0,0.0,0.0,0.5,4.5,0.25,0.0,0.0,2.0,0.0,0.5,2.25,0.5,3.5,0.0,1.75,0.0,0.0,0.0,0.5,0.0,0.0,0.25,1.5,2.0,2.5,0.0,3.25,2.75,0.0,13.75,0.5,1.75,1.25,0.0,10.0,0.0,3.75,10.75,69.5,1.25,0.0,4.0,0.25,0.25,0.0,4.5,1.25,0.0,4.0,21.25,0.0,0.0,0.0,0.0,5.25,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.75,0.0,0.0,0.25,0.25,0.25,0.0,17.5,0.0,21.25,0.75,1.25,2.0,0.0,0.0
36,0.0,0.5,0.0,0.25,0.25,0.25,0.0,0.0,0.0,1.0,1.0,8.75,3.0,0.0,0.0,0.0,3.0,0.0,0.5,0.5,2.25,18.75,2.75,9.25,0.25,0.25,0.25,1.0,0.25,0.0,17.25,48.75,0.0,3.0,0.25,0.0,19.0,0.25,0.5,0.0,21.25,3.25,24.25,0.0,1.0,0.75,2.25,0.25,3.5,0.0,0.0,1.25,0.5,6.0,0.75,26.0,0.0,5.5,0.5,3.25,0.0,0.0,0.5,0.5,2.25,0.5,0.0,0.25,0.25,0.0,0.0,0.5,0.0,2.75,4.0,0.0,100.0,6.75,0.0,0.5,0.75,0.25,3.75,6.25,7.25,0.0,0.0,3.25,1.5,4.0,1.25,1.25,0.0,0.0,0.0,0.0,2.75,0.0,0.25,0.0,4.75,0.0,0.0,0.25,1.25,1.25,0.0,0.0,0.75,0.25,0.0,28.0,10.5,0.0,1.0,0.25,1.0,0.5,0.0,0.0,0.25,15.25,0.25,3.25,192.75,0.0,0.0,0.0,0.0,0.5,1.75,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.25,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.25,0.0,0.0,32.0,3.25,0.25,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,34.0,1.25,6.75,0.0,1.0,1.5,0.75,0.25,0.0,16.75,2.25,0.0,0.0,5.25,0.0,2.25,1.25,0.25,0.0,2.0,12.5,3.75,1.0,0.0,0.25,0.5,0.0,0.5,2.75,0.0,0.0,0.0,0.25,0.0,0.0,5.0,0.0,3.0,0.0,0.5,0.5,0.0,0.0,0.25,0.25,0.0,0.0,0.5,2.25,4.25,0.25,3.0,0.0,0.0,6.0,2.75,1.25,0.25,0.0,3.25,0.0,1.25,3.75,63.5,1.25,0.0,4.0,0.25,0.5,0.0,5.25,1.5,0.0,0.75,7.25,0.0,0.0,0.0,0.0,6.25,1.25,0.0,0.0,0.0,0.75,0.0,1.75,1.0,0.0,0.75,0.0,2.0,2.0,0.0,0.0,0.0,12.0,0.75,7.5,0.0,0.5,4.5,0.0,0.75
37,0.0,1.75,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.5,0.0,11.75,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,1.75,7.75,0.0,7.0,0.0,0.0,0.0,2.75,0.5,0.0,9.0,48.25,0.0,3.5,0.5,0.0,8.75,0.0,0.25,0.0,9.75,2.75,4.75,0.0,0.25,0.0,0.5,0.0,1.25,0.0,0.0,0.0,0.0,1.75,0.0,4.75,0.0,7.75,0.75,2.0,0.0,0.0,1.0,0.25,2.0,1.25,0.0,0.5,0.0,0.0,0.0,2.25,0.0,0.0,1.25,0.0,66.5,0.5,0.0,0.0,0.75,0.25,3.0,6.0,4.75,0.0,0.0,1.25,1.25,2.25,2.5,0.75,2.25,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.75,0.5,0.0,0.25,0.75,0.25,0.75,0.0,0.0,0.5,0.0,7.25,11.0,1.75,0.75,0.25,1.0,0.25,0.0,0.0,0.0,8.0,0.0,0.5,221.75,0.0,1.0,0.25,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,1.5,2.25,0.0,0.0,0.0,16.5,2.25,0.5,1.5,0.0,0.5,0.0,0.0,0.25,0.0,0.0,25.25,0.25,2.5,0.0,0.5,0.0,0.75,0.0,0.0,10.75,2.25,0.0,0.0,3.0,0.0,0.25,0.25,0.0,0.0,0.0,5.5,0.5,0.0,0.0,0.0,0.0,0.0,0.25,1.5,0.0,0.0,0.0,0.5,0.0,0.0,2.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1.75,1.5,0.0,3.75,0.0,0.0,2.5,1.0,0.0,0.0,0.0,6.5,0.0,2.0,5.5,48.25,0.5,0.0,0.75,0.0,0.25,0.0,2.0,0.25,0.0,0.5,5.25,0.0,0.0,0.0,0.0,3.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,1.0,0.25,0.25,0.0,3.75,0.0,2.5,0.0,0.0,2.25,0.75,0.0
38,0.0,1.75,0.0,0.0,0.75,0.5,0.0,0.0,0.5,0.25,0.0,10.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,6.25,1.25,6.5,0.0,0.0,0.0,1.0,0.5,0.0,5.75,30.75,0.0,2.5,0.0,0.0,8.75,0.0,0.0,0.0,12.5,3.0,4.5,0.0,0.75,0.75,0.5,0.0,1.5,0.0,0.0,0.25,0.25,1.5,0.0,2.0,0.0,4.25,0.25,2.5,0.0,0.0,1.25,0.0,1.75,0.5,0.0,0.75,0.0,0.0,0.0,1.25,0.0,0.25,0.0,0.0,67.25,1.0,0.0,0.0,0.0,0.0,3.75,5.5,3.75,0.0,0.0,1.0,1.75,1.75,1.5,0.5,1.5,0.0,0.0,0.0,3.5,0.0,0.5,0.0,3.25,0.0,0.0,0.75,0.5,1.5,0.5,0.0,0.25,0.0,0.0,6.25,11.5,1.75,2.0,0.0,1.25,0.0,0.0,0.0,0.0,4.0,0.25,0.5,168.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.5,1.25,0.25,0.0,0.0,12.75,0.75,0.0,0.5,0.0,0.0,0.0,0.0,0.75,0.0,0.0,28.0,1.0,4.5,0.0,1.25,1.5,0.0,0.0,0.0,9.5,0.25,0.0,0.0,1.75,0.0,0.0,0.0,0.5,0.0,0.25,6.25,0.5,0.0,0.0,0.5,0.0,0.0,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.5,2.25,0.0,0.25,0.25,0.0,0.0,0.25,0.0,0.0,0.5,0.5,2.0,0.75,0.0,1.5,0.25,0.0,4.5,1.25,0.25,0.75,0.0,8.25,0.0,0.0,7.75,35.75,0.5,0.0,2.0,0.0,0.25,0.0,1.75,1.25,0.0,0.0,6.75,0.0,0.0,0.0,0.0,3.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.25,0.75,0.0,0.0,0.0,4.75,0.25,6.5,0.25,0.0,2.25,0.5,0.0
39,0.0,7.5,0.0,0.0,0.5,1.0,0.0,0.0,0.25,0.0,0.75,18.5,1.25,0.0,0.0,0.5,0.0,0.25,0.0,0.0,2.5,15.25,1.75,15.5,0.0,0.0,1.0,7.5,2.25,0.0,18.25,57.75,0.0,2.25,0.25,0.0,16.5,0.0,0.0,0.0,19.75,4.5,28.0,0.0,1.0,0.75,0.75,0.0,2.75,0.0,0.0,1.25,0.0,2.75,0.0,9.75,0.0,31.5,0.25,1.75,0.0,0.0,1.5,0.75,4.75,0.75,0.0,1.5,2.75,0.0,0.0,1.25,0.0,0.25,3.25,0.0,73.75,2.0,0.0,0.25,0.75,0.5,3.0,4.5,5.0,0.0,0.0,1.75,5.25,3.0,3.5,0.75,0.5,0.0,0.0,0.5,5.0,0.0,0.25,0.0,7.5,0.0,0.5,2.25,2.5,1.25,1.25,0.25,1.25,0.5,0.0,14.75,28.5,4.25,1.0,0.0,4.25,0.25,0.0,0.0,0.0,10.0,0.25,2.75,233.0,0.0,0.5,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.5,0.0,0.0,0.0,7.75,3.25,0.0,0.0,0.0,0.0,2.5,2.5,0.0,0.0,0.0,22.5,5.5,1.5,1.5,0.0,0.0,0.0,0.5,0.75,0.0,0.0,33.5,1.0,11.25,0.0,1.75,1.5,2.0,0.25,0.0,11.5,0.0,0.0,0.0,5.0,0.0,1.5,0.75,0.75,0.0,0.75,14.25,3.5,0.25,0.0,0.5,0.0,0.25,0.75,7.5,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,4.25,0.0,0.0,1.5,0.0,0.0,0.5,0.0,0.0,0.0,2.75,2.75,5.0,0.25,11.75,2.0,0.0,4.25,1.75,0.75,2.75,0.0,12.25,0.0,4.75,15.25,54.5,3.0,0.0,3.0,0.0,0.75,0.0,6.0,0.25,0.0,0.5,18.0,0.0,0.0,0.0,1.0,4.25,1.5,0.0,0.0,0.0,0.25,0.0,0.5,0.75,0.0,1.75,0.0,1.0,1.5,0.5,0.75,0.0,9.25,0.75,19.75,0.25,1.0,4.25,0.0,0.5
40,0.0,7.0,0.0,0.0,0.0,2.75,0.0,0.0,1.75,1.75,0.25,14.25,5.25,0.0,0.25,0.0,0.5,0.5,0.0,0.25,7.25,22.0,1.75,15.5,0.25,0.0,0.25,2.25,1.0,0.0,22.0,63.5,0.0,6.25,4.75,0.0,17.0,0.25,0.25,0.0,37.25,0.5,29.5,0.0,0.5,0.75,0.25,0.25,2.25,0.25,0.0,2.25,0.75,6.5,0.5,40.75,0.0,12.0,2.0,1.75,0.0,0.0,0.75,1.25,2.0,1.5,0.0,1.5,0.25,0.0,0.0,0.5,0.0,2.25,4.0,0.0,160.0,1.0,0.0,0.0,1.75,0.0,8.75,15.5,9.75,0.25,0.0,3.25,2.25,5.0,3.0,0.0,1.5,0.0,0.0,1.0,2.0,0.0,1.5,0.0,13.75,0.0,1.0,0.0,3.25,0.75,0.5,0.0,0.75,0.0,0.0,31.5,24.0,4.0,3.5,0.25,1.0,2.75,1.5,0.0,0.0,27.25,0.0,10.5,286.0,0.0,1.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.75,0.5,0.0,0.5,0.0,0.0,0.25,0.0,0.0,2.75,0.0,0.5,0.0,0.0,0.5,0.75,4.0,0.0,0.0,0.0,36.0,4.5,0.75,1.5,0.0,0.0,0.25,0.0,4.25,0.5,0.0,46.5,2.5,9.5,0.25,1.75,1.25,2.5,1.5,0.0,22.0,1.5,0.0,0.0,2.0,0.0,1.0,5.5,0.0,0.0,0.5,16.0,5.5,1.0,0.25,1.0,0.25,0.0,0.0,3.75,0.0,0.0,0.0,3.0,0.0,0.0,4.25,0.5,3.5,0.0,0.25,2.25,0.0,0.0,1.0,0.0,0.0,1.5,0.5,7.0,5.0,0.0,4.25,0.0,0.0,14.0,0.0,1.75,0.25,0.0,6.5,0.0,3.5,6.0,84.25,0.75,0.0,7.5,0.0,0.5,0.75,5.75,2.25,0.0,1.25,12.0,0.25,0.0,0.0,4.5,6.75,1.0,0.0,0.0,0.0,0.25,0.25,1.5,0.75,0.0,0.25,0.25,0.0,2.25,0.0,0.5,0.0,18.5,0.25,9.5,1.0,1.25,1.5,0.0,0.25
