semana_epi,ABDON BATISTA,ABELARDO LUZ,AGROLÂNDIA,AGRONÔMICA,ALTO BELA VISTA,ANCHIETA,ANGELINA,ANITÁPOLIS,ANTÔNIO CARLOS,APIÚNA,ARABUTÃ,ARAQUARI,ARARANGUÁ,ARMAZÉM,ARROIO TRINTA,ARVOREDO,ASCURRA,ATALANTA,AURORA,BALNEÁRIO ARROIO DO SILVA,BALNEÁRIO BARRA DO SUL,BALNEÁRIO CAMBORIÚ,BALNEÁRIO GAIVOTA,BALNEÁRIO PIÇARRAS,BALNEÁRIO RINCÃO,BANDEIRANTE,BARRA BONITA,BARRA VELHA,BELMONTE,BENEDITO NOVO,BIGUAÇU,BLUMENAU,BOCAINA DO SUL,BOM JESUS,BOM JESUS DO OESTE,BOM RETIRO,BOMBINHAS,BOTUVERÁ,BRAÇO DO NORTE,BRAÇO DO TROMBUDO,BRUSQUE,CAIBI,CAMBORIÚ,CAMPO ALEGRE,CAMPO ERÊ,CAMPOS NOVOS,CANELINHA,CANOINHAS,CAPINZAL,CAPIVARI DE BAIXO,CAPÃO ALTO,CATANDUVAS,CAXAMBU DO SUL,CAÇADOR,CELSO RAMOS,CHAPECÓ,COCAL DO SUL,CONCÓRDIA,CORDILHEIRA ALTA,CORONEL FREITAS,CORONEL MARTINS,CORREIA PINTO,CORUPÁ,CRICIÚMA,CUNHA PORÃ,CUNHATAÍ,CURITIBANOS,DESCANSO,DIONÍSIO CERQUEIRA,DONA EMMA,DOUTOR PEDRINHO,ENTRE RIOS,ERMO,ERVAL VELHO,FAXINAL DOS GUEDES,FLOR DO SERTÃO,FLORIANÓPOLIS,FORMOSA DO SUL,FORQUILHINHA,FRAIBURGO,GALVÃO,GAROPABA,GARUVA,GASPAR,GOVERNADOR CELSO RAMOS,GRAVATAL,GRÃO-PARÁ,GUABIRUBA,GUARACIABA,GUARAMIRIM,GUARUJÁ DO SUL,GUATAMBÚ,HERVAL D'OESTE,IBIAM,IBICARÉ,IBIRAMA,ILHOTA,IMARUÍ,IMBITUBA,IMBUIA,INDAIAL,IOMERÊ,IPIRA,IPORÃ DO OESTE,IPUAÇU,IPUMIRIM,IRACEMINHA,IRANI,IRATI,IRINEÓPOLIS,ITAIÓPOLIS,ITAJAÍ,ITAPEMA,ITAPIRANGA,ITAPOÁ,ITUPORANGA,ITÁ,IÇARA,JABORÁ,JACINTO MACHADO,JAGUARUNA,JARAGUÁ DO SUL,JARDINÓPOLIS,JOAÇABA,JOINVILLE,JOSÉ BOITEUX,JUPIÁ,LACERDÓPOLIS,LAGES,LAGUNA,LAJEADO GRANDE,LAURENTINO,LAURO MÜLLER,LEBON RÉGIS,LINDÓIA DO SUL,LONTRAS,LUIZ ALVES,LUZERNA,MACIEIRA,MAFRA,MAJOR GERCINO,MAJOR VIEIRA,MARACAJÁ,MARAVILHA,MAREMA,MASSARANDUBA,MATOS COSTA,MELEIRO,MIRIM DOCE,MODELO,MONDAÍ,MONTE CASTELO,MORRO DA FUMAÇA,MORRO GRANDE,NAVEGANTES,NOVA ERECHIM,NOVA ITABERABA,NOVA TRENTO,NOVA VENEZA,NOVO HORIZONTE,ORLEANS,OURO,OURO VERDE,PAIAL,PAINEL,PALHOÇA,PALMA SOLA,PALMITOS,PAPANDUVA,PARAÍSO,PASSO DE TORRES,PASSOS MAIA,PAULO LOPES,PEDRAS GRANDES,PENHA,PERITIBA,PESCARIA BRAVA,PETROLÂNDIA,PINHALZINHO,PINHEIRO PRETO,PIRATUBA,PLANALTO ALEGRE,POMERODE,PONTE ALTA DO NORTE,PONTE SERRADA,PORTO BELO,PORTO UNIÃO,POUSO REDONDO,PRAIA GRANDE,PRESIDENTE CASTELLO BRANCO,PRESIDENTE GETÚLIO,PRESIDENTE NEREU,PRINCESA,QUILOMBO,RIO DAS ANTAS,RIO DO CAMPO,RIO DO OESTE,RIO DO SUL,RIO DOS CEDROS,RIO NEGRINHO,RIQUEZA,RODEIO,ROMELÂNDIA,SALETE,SALTINHO,SALTO VELOSO,SANGÃO,SANTA CECÍLIA,SANTA HELENA,SANTA ROSA DO SUL,SANTA TEREZINHA,SANTA TEREZINHA DO PROGRESSO,SANTIAGO DO SUL,SANTO AMARO DA IMPERATRIZ,SAUDADES,SCHROEDER,SEARA,SERRA ALTA,SIDERÓPOLIS,SOMBRIO,SUL BRASIL,SÃO BENTO DO SUL,SÃO BERNARDINO,SÃO BONIFÁCIO,SÃO CARLOS,SÃO CRISTÓVÃO DO SUL,SÃO DOMINGOS,SÃO FRANCISCO DO SUL,SÃO JOSÉ,SÃO JOSÉ DO CEDRO,SÃO JOSÉ DO CERRITO,SÃO JOÃO BATISTA,SÃO JOÃO DO ITAPERIÚ,SÃO JOÃO DO OESTE,SÃO JOÃO DO SUL,SÃO LOURENÇO DO OESTE,SÃO LUDGERO,SÃO MARTINHO,SÃO MIGUEL DA BOA VISTA,SÃO MIGUEL DO OESTE,SÃO PEDRO DE ALCÂNTARA,TAIÓ,TANGARÁ,TIGRINHOS,TIJUCAS,TIMBÓ,TREVISO,TREZE DE MAIO,TREZE TÍLIAS,TROMBUDO CENTRAL,TRÊS BARRAS,TUBARÃO,TUNÁPOLIS,TURVO,UNIÃO DO OESTE,URUSSANGA,VARGEM BONITA,VARGEÃO,VIDAL RAMOS,VIDEIRA,WITMARSUM,XANXERÊ,XAVANTINA,XAXIM,ZORTÉA,ÁGUA DOCE,ÁGUAS DE CHAPECÓ,ÁGUAS FRIAS,ÁGUAS MORNAS
11,0.0,11.25,0.0,0.0,0.5,2.0,0.0,0.0,0.75,0.25,1.0,27.0,1.75,0.0,1.75,1.0,1.25,0.25,0.25,1.75,1.5,32.75,0.5,15.0,0.0,0.25,0.25,0.5,1.25,0.75,42.5,42.75,0.25,6.0,1.0,0.25,19.0,0.75,0.25,0.0,32.75,2.25,44.75,0.5,1.75,4.5,1.75,0.25,2.75,0.25,0.0,5.25,0.5,12.0,0.0,65.5,0.0,25.25,26.0,4.25,1.5,0.0,1.25,1.75,6.75,6.0,0.0,0.75,0.25,0.0,0.0,2.0,0.0,3.0,9.75,0.0,261.0,10.5,0.0,0.5,2.75,1.25,7.5,8.25,11.0,0.25,0.25,3.5,2.25,3.25,4.25,0.25,1.75,0.0,0.25,1.5,3.75,0.0,0.5,0.5,15.25,0.0,9.75,0.0,7.0,2.25,3.5,0.0,4.0,0.25,0.0,106.25,19.0,2.25,2.25,0.5,3.75,0.75,5.0,0.0,0.0,13.25,6.25,2.0,332.25,0.0,3.5,0.5,0.0,0.25,1.0,0.0,0.0,0.25,0.5,0.5,0.0,2.0,0.0,0.5,0.0,0.5,0.25,1.75,1.25,1.25,0.0,0.0,0.0,5.75,2.5,0.0,0.0,0.0,43.25,5.0,2.75,1.75,0.0,1.5,0.25,1.25,5.0,2.0,0.0,71.25,2.0,1.75,1.5,0.5,1.5,7.0,0.0,0.0,5.5,2.0,0.0,0.0,7.0,0.5,0.25,2.0,2.25,0.0,3.25,14.0,17.25,2.0,0.25,0.5,0.25,0.0,2.5,8.0,0.0,0.0,0.0,3.25,0.0,0.25,7.75,0.0,3.0,0.0,1.0,5.0,0.0,0.0,0.0,0.25,0.0,0.5,1.75,5.5,8.0,0.5,5.25,2.5,0.0,18.75,0.5,5.75,4.5,0.0,13.0,0.0,7.0,3.0,102.0,1.5,0.25,8.5,0.0,0.75,0.5,3.5,3.75,0.0,1.0,4.0,0.0,0.0,0.0,4.0,10.75,3.0,0.0,0.0,0.0,0.5,0.25,0.75,0.25,0.0,6.25,0.75,0.0,16.0,0.5,0.75,0.0,32.75,0.5,47.0,0.0,5.0,8.5,4.25,0.5
12,0.0,8.5,0.0,0.25,0.0,1.25,0.0,0.25,0.0,1.0,0.75,29.0,1.5,0.0,3.25,1.25,0.75,0.5,0.0,0.5,0.5,38.5,1.25,35.75,0.0,0.0,4.5,3.25,0.75,0.0,29.0,33.25,0.0,5.5,0.5,1.0,22.0,0.0,1.25,0.0,27.5,16.0,26.75,0.75,2.5,4.0,1.75,0.5,6.75,0.25,0.0,7.75,1.0,19.75,0.25,28.0,0.0,63.75,2.25,3.25,1.5,0.0,1.75,1.0,6.25,3.5,0.25,2.0,0.0,0.0,0.0,1.5,0.0,1.25,12.5,2.0,136.0,1.25,0.25,0.25,0.25,2.0,3.75,5.0,13.75,0.25,0.0,5.5,4.0,7.25,3.0,1.0,2.25,0.0,0.0,3.75,4.25,0.0,1.25,0.0,13.0,0.0,2.5,0.5,3.5,2.25,2.0,0.0,2.25,2.5,0.0,40.25,30.25,4.5,1.0,1.0,4.5,1.75,2.25,0.25,0.25,20.0,2.0,2.75,269.0,0.0,1.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,2.25,0.25,0.0,2.75,0.0,0.75,0.0,0.0,0.5,9.75,1.25,1.75,0.0,0.0,0.25,37.25,2.75,0.0,0.0,0.0,32.25,6.75,1.75,1.0,0.0,5.5,0.25,0.75,3.25,0.75,0.0,45.0,1.0,10.25,1.25,0.75,0.75,0.5,0.0,0.0,28.25,3.0,0.25,0.0,6.0,0.5,1.75,2.25,2.5,0.0,4.25,26.75,16.25,1.25,0.0,0.5,0.0,0.0,1.0,6.75,1.75,0.0,0.0,1.5,0.0,0.5,5.0,0.5,4.25,0.0,2.0,3.5,0.0,0.0,2.25,0.5,0.0,1.5,2.0,5.5,3.25,1.0,8.0,0.75,0.0,26.5,0.75,3.0,2.75,0.0,2.25,0.0,15.75,2.75,84.5,0.75,0.0,6.75,0.5,0.5,0.5,11.25,1.75,0.0,2.0,16.75,0.0,0.0,0.0,0.5,4.5,3.75,0.0,0.0,0.0,2.0,0.0,1.75,0.5,0.0,1.0,0.0,0.0,6.0,0.25,0.75,0.0,31.0,2.25,32.25,1.0,3.25,3.25,0.0,0.5
13,0.0,3.5,0.0,0.5,0.75,1.25,0.0,0.5,0.75,3.5,2.0,32.75,3.0,1.5,2.0,1.0,1.0,0.75,0.25,0.75,8.5,54.75,1.25,44.0,0.0,1.5,0.75,2.25,2.25,1.5,44.75,87.0,0.0,3.75,1.25,0.5,28.25,1.0,0.25,0.0,44.75,6.75,68.0,0.0,4.25,3.5,1.5,0.25,5.75,0.0,0.0,4.0,0.25,18.75,0.75,34.75,0.0,68.0,1.5,5.0,1.75,0.0,1.25,1.75,7.25,4.5,0.0,5.25,4.25,0.25,0.0,0.5,0.25,1.0,7.0,1.0,167.75,2.5,0.25,0.25,0.0,0.75,11.0,12.75,17.25,0.0,0.0,6.0,6.0,5.75,7.0,2.0,1.25,0.0,0.0,2.5,4.5,0.0,3.75,0.0,16.5,0.0,3.25,2.0,3.0,4.5,1.0,0.0,0.75,0.5,0.25,24.0,60.5,8.5,3.0,1.5,3.0,2.75,5.25,0.0,0.25,44.0,2.5,6.75,381.25,0.0,1.0,0.0,0.25,0.75,1.0,0.0,0.0,0.0,1.5,0.75,0.0,4.25,0.25,0.5,0.0,0.0,0.5,5.0,0.25,1.75,0.0,0.0,0.25,0.5,6.0,0.0,0.25,0.0,46.5,3.75,0.25,2.75,0.0,2.5,0.0,0.25,2.25,4.25,0.0,85.5,1.0,26.25,0.5,3.5,6.75,0.5,0.0,0.0,36.25,4.75,0.0,0.0,7.25,0.0,3.25,2.25,1.75,0.0,4.0,14.5,21.25,0.5,0.25,0.0,0.0,0.0,3.5,11.5,0.0,0.0,0.25,2.5,0.75,1.5,1.75,0.75,5.5,0.0,0.5,2.5,0.0,0.25,3.25,0.0,0.0,0.0,5.5,8.25,7.75,1.5,27.25,1.0,0.5,18.25,1.5,4.0,2.25,0.0,16.25,0.0,18.5,12.75,124.75,3.5,0.0,13.0,0.5,1.0,0.25,16.0,3.25,0.0,1.0,22.75,0.0,0.0,0.0,0.0,17.5,3.5,0.0,0.0,0.0,0.25,0.0,1.5,3.25,0.0,4.25,0.0,0.0,3.75,0.25,2.0,0.0,48.0,3.75,36.75,3.25,6.25,6.75,2.0,0.5
14,0.0,7.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.25,26.75,1.0,0.0,1.5,0.25,0.75,0.0,0.0,0.0,4.0,22.25,2.0,12.75,0.0,0.0,0.25,3.5,0.75,0.0,18.5,69.75,0.0,1.25,0.0,0.0,26.5,0.5,0.0,0.0,14.75,2.25,16.0,0.25,2.25,1.0,1.75,0.0,2.25,0.5,0.0,0.25,0.5,4.25,0.0,11.0,0.0,19.75,2.0,1.5,1.0,0.0,0.75,0.5,4.0,0.75,0.0,0.75,0.5,0.0,0.0,0.25,0.0,0.25,0.75,0.0,113.75,0.75,0.0,0.0,1.0,0.5,5.0,8.25,8.25,0.0,0.0,1.75,2.0,4.25,5.25,1.0,0.0,0.0,0.0,0.75,1.5,0.0,2.25,0.0,10.0,0.5,1.5,2.0,2.75,0.75,0.0,0.0,0.5,0.0,0.0,19.0,29.0,8.0,2.0,0.5,0.5,0.5,0.25,0.25,0.0,25.0,0.75,2.25,219.75,0.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.5,0.0,0.0,0.0,1.0,0.25,0.75,0.0,0.0,0.0,5.75,5.25,0.0,0.0,0.0,21.75,2.5,0.25,0.75,0.0,0.75,0.0,0.0,0.75,0.0,0.0,34.5,0.75,3.5,1.25,2.5,2.0,1.75,0.0,0.0,17.75,0.5,0.0,0.0,3.0,0.0,0.5,0.0,0.5,0.0,1.0,14.0,5.25,0.25,0.0,0.0,0.5,0.25,0.25,2.25,0.0,0.0,0.0,2.5,0.0,0.0,2.0,0.75,2.5,0.0,0.0,0.5,0.0,0.0,0.75,0.25,0.0,0.0,0.0,4.0,3.25,1.5,6.25,0.25,0.0,8.0,0.75,1.25,0.0,0.0,10.0,0.0,1.0,11.75,81.25,1.75,0.0,4.5,0.0,0.5,0.0,4.75,0.75,0.0,0.5,12.75,0.0,0.0,0.0,0.0,5.0,1.5,0.0,0.0,0.5,1.0,0.5,1.0,0.5,0.0,2.75,0.0,0.0,0.0,0.0,0.0,0.0,14.5,1.25,14.5,0.0,1.25,2.25,0.0,0.0
15,0.0,3.25,0.0,0.0,1.75,0.0,0.0,0.0,0.5,1.0,0.25,20.5,1.0,0.0,1.5,0.75,1.0,0.0,0.25,0.5,4.25,17.5,0.75,9.75,0.0,0.0,0.25,2.25,0.75,0.25,17.0,72.5,0.0,5.0,0.25,0.0,11.5,0.5,0.5,0.0,32.0,5.0,22.75,0.75,1.5,4.75,2.0,0.0,3.0,0.0,0.0,2.0,0.0,11.5,0.5,27.75,0.0,19.0,4.5,1.75,0.0,0.0,1.0,0.25,2.5,2.25,0.0,4.5,0.0,0.0,0.0,2.0,0.0,2.25,6.5,1.75,124.0,4.25,0.0,1.25,0.0,0.5,5.75,6.75,4.0,0.0,0.0,4.5,1.75,3.5,1.75,0.5,4.75,0.0,0.0,0.25,2.5,0.0,1.5,0.0,14.25,1.0,3.25,0.5,1.5,0.25,1.0,0.0,2.5,1.0,0.0,17.0,28.5,7.25,2.0,0.25,0.5,1.25,0.5,0.25,0.0,18.0,1.5,6.0,286.0,0.25,2.5,0.25,0.0,0.25,0.75,0.0,0.0,0.0,0.75,0.0,0.0,0.5,0.0,0.25,0.0,0.0,0.0,4.75,0.0,0.25,0.0,0.0,0.0,3.25,7.0,0.0,0.0,0.0,35.5,3.75,0.25,0.75,0.0,1.25,0.0,0.25,1.0,1.25,0.0,39.5,0.5,12.25,0.5,1.25,1.5,1.0,0.0,0.0,32.0,0.75,0.0,0.0,4.0,0.0,7.25,0.75,0.75,0.0,9.25,15.25,7.5,0.0,0.0,0.75,0.5,0.0,0.0,7.25,0.0,0.0,0.0,1.75,0.0,0.25,0.75,0.75,2.5,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.75,5.5,1.75,0.25,1.75,0.25,0.0,10.75,0.25,2.5,0.5,0.0,4.5,0.0,1.0,6.5,113.75,2.75,0.0,6.75,0.0,0.5,0.0,2.0,1.25,0.0,2.75,6.5,0.25,0.0,0.0,0.75,3.5,1.0,0.0,0.0,0.0,0.0,0.25,0.5,0.25,0.0,1.5,0.0,0.0,4.0,0.0,0.25,0.0,22.75,1.25,13.5,1.5,1.5,1.75,0.5,0.25
16,0.0,3.25,0.0,0.0,0.0,1.75,0.0,0.0,1.0,0.5,0.75,27.75,3.5,0.25,0.0,0.25,0.75,0.5,0.0,2.5,5.75,33.0,5.75,27.75,0.0,0.75,0.5,4.5,2.25,0.25,27.75,116.0,0.0,2.5,0.25,0.0,23.25,0.75,1.75,0.25,48.0,3.5,22.5,0.0,2.75,11.75,1.25,1.0,5.0,0.0,0.0,3.5,0.0,19.5,0.5,25.75,0.0,27.5,7.75,1.75,0.25,0.0,1.5,1.75,6.25,2.0,0.0,3.25,0.75,0.0,0.0,0.0,0.0,2.0,4.5,1.0,169.25,3.0,0.0,0.5,4.75,0.25,5.5,16.0,8.25,0.0,0.25,5.0,4.25,5.5,4.0,0.75,2.5,0.0,0.25,2.75,5.0,0.0,3.5,0.0,18.5,0.0,0.5,0.25,1.25,2.0,4.0,0.0,1.0,1.0,0.0,25.75,34.75,2.25,3.0,1.25,3.0,3.75,1.75,0.25,0.0,38.25,1.25,2.5,308.0,0.0,1.0,0.0,0.0,0.0,0.25,0.5,0.25,0.0,1.25,0.5,0.0,2.0,0.0,0.5,0.0,0.0,0.25,3.0,0.25,0.75,0.0,0.0,0.0,2.0,5.25,0.0,0.0,0.0,17.5,3.75,0.0,1.5,0.0,0.5,0.0,0.25,2.5,1.0,0.0,41.0,0.75,12.25,0.5,1.25,3.25,1.5,0.0,0.0,23.25,2.0,0.5,0.0,6.75,0.0,1.25,0.75,1.5,0.0,7.25,20.5,9.0,1.75,0.0,1.25,0.0,0.25,0.25,5.75,0.0,0.0,0.25,2.5,0.0,0.25,2.0,0.5,4.25,0.5,0.0,0.75,0.25,0.0,2.5,0.0,0.0,0.5,1.5,6.0,1.25,0.0,8.75,0.25,0.0,24.5,1.75,2.25,1.25,0.0,7.0,0.0,3.25,14.75,152.5,1.75,0.0,13.0,0.0,0.25,0.5,7.75,2.75,0.0,3.0,16.75,0.25,0.0,0.0,0.5,6.0,6.75,0.0,0.0,0.0,1.5,0.0,1.5,2.5,0.0,2.5,0.0,1.75,1.5,0.0,0.5,0.0,13.5,3.5,20.25,3.25,2.0,4.75,0.25,0.25
17,0.0,2.75,0.25,0.0,0.25,1.25,0.0,0.0,0.25,0.75,1.0,29.25,1.5,0.75,0.25,0.5,0.75,0.0,0.0,0.25,9.0,34.5,1.25,24.5,0.25,1.5,0.5,4.25,0.25,0.75,35.75,82.75,0.0,3.25,0.0,0.0,35.75,0.75,0.0,0.0,69.5,3.25,41.75,0.5,3.0,3.25,1.5,4.0,3.0,0.0,0.0,2.5,0.25,11.0,1.25,27.75,0.0,24.25,9.75,4.0,1.25,0.0,0.5,2.75,4.25,1.75,0.0,5.25,0.0,0.0,0.0,1.25,0.0,3.0,2.5,1.0,153.5,3.0,0.0,0.0,0.0,0.75,5.75,11.75,11.75,0.0,0.25,5.75,3.25,6.75,4.75,0.75,1.25,0.0,0.0,0.5,6.0,0.0,2.75,0.0,15.5,0.0,0.25,2.75,3.5,0.75,1.75,0.0,1.5,0.0,0.0,32.0,42.75,2.5,3.25,0.25,2.25,7.0,1.0,0.0,0.25,30.25,0.5,3.5,348.25,0.0,2.25,0.5,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.5,0.0,1.5,0.0,0.75,0.0,0.25,0.0,3.75,0.0,0.0,0.0,0.0,0.0,2.0,4.25,0.0,0.0,0.0,20.5,4.0,0.5,1.75,0.25,0.25,0.25,0.0,1.25,3.5,0.0,51.0,1.75,10.0,1.25,2.5,2.5,1.25,1.0,0.0,37.0,1.5,0.0,0.0,5.25,0.0,1.25,1.5,1.25,0.0,6.0,25.25,11.5,1.25,0.0,0.25,0.25,0.0,0.0,7.5,0.0,0.0,0.0,3.25,0.0,0.25,3.5,0.25,4.25,0.25,0.25,0.0,0.0,0.0,1.5,0.5,0.0,0.25,2.0,8.75,3.0,0.75,5.25,1.25,0.0,18.25,1.25,2.25,0.25,0.0,8.25,0.0,1.25,8.0,176.75,1.5,0.0,15.0,0.0,0.5,0.25,8.5,2.75,0.0,2.5,8.5,0.0,0.0,0.0,2.25,7.5,3.0,0.0,0.0,0.0,1.5,0.0,1.5,4.0,0.0,0.75,0.25,6.25,0.5,0.5,1.5,0.0,24.75,1.5,13.75,2.5,1.0,5.5,0.0,0.25
18,0.0,1.0,0.0,0.0,0.0,0.5,0.25,0.0,0.5,0.5,1.5,14.0,1.5,0.25,0.0,1.0,0.5,0.0,0.25,1.5,6.75,40.75,0.5,13.25,0.0,0.75,1.0,1.25,1.5,0.0,19.75,67.0,0.0,6.5,0.0,0.25,12.75,0.75,0.0,0.0,26.5,1.25,19.0,0.0,1.25,2.5,2.25,0.0,2.0,0.5,0.0,2.0,2.25,10.5,0.25,21.25,0.0,15.25,2.5,3.25,0.75,0.0,0.5,0.5,3.75,1.25,0.0,1.25,0.0,0.0,0.0,1.0,0.0,0.75,2.0,0.75,105.75,3.75,0.0,0.5,0.25,0.5,9.75,8.25,6.25,0.0,0.0,4.75,0.75,2.75,2.0,0.5,0.25,0.0,0.0,0.5,8.5,0.0,3.0,0.0,15.0,0.75,0.5,0.75,1.0,1.5,0.25,0.0,1.25,0.25,0.0,9.5,36.5,5.0,5.25,0.0,0.5,0.0,1.25,0.0,0.0,23.5,3.0,5.5,250.5,0.0,0.75,0.0,0.0,0.25,1.0,0.0,0.0,0.0,0.5,0.25,0.0,1.0,0.25,0.75,0.0,0.0,0.25,3.0,0.5,0.75,0.0,0.0,0.0,2.25,4.25,0.0,0.0,0.0,36.5,3.0,2.5,0.25,0.0,0.0,0.25,0.5,1.75,0.0,0.0,40.5,0.75,6.75,0.0,1.5,3.25,0.25,0.25,0.0,23.25,2.75,0.0,0.0,3.0,0.0,0.5,1.25,1.25,0.0,4.25,16.25,6.0,0.25,0.0,0.0,0.0,0.25,0.0,4.75,0.0,0.0,0.0,3.25,0.0,0.25,0.0,0.25,5.0,0.0,0.0,0.25,0.0,0.0,1.25,0.25,0.0,0.5,0.25,3.25,5.5,0.25,7.25,1.0,0.0,13.0,1.0,2.75,0.0,0.25,3.75,0.0,3.5,9.5,85.25,1.25,0.0,5.25,0.0,0.25,0.0,4.5,0.25,0.0,0.5,9.25,0.25,0.0,0.0,0.75,7.0,1.25,0.0,0.0,0.5,1.0,0.25,0.25,2.0,0.0,0.75,0.0,0.25,4.0,0.25,0.25,0.0,21.75,0.5,13.0,1.5,4.75,2.5,0.0,0.75
19,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.75,0.25,9.75,1.5,0.0,0.0,0.25,1.5,0.0,0.0,0.0,4.0,8.0,2.5,10.5,0.0,0.25,0.0,1.75,0.0,0.5,14.25,44.25,0.0,2.75,0.5,0.0,4.75,0.0,0.75,0.0,20.5,1.5,7.5,0.0,0.75,1.25,1.25,0.25,1.75,0.0,0.0,0.0,0.0,0.75,0.25,16.0,0.0,9.0,0.5,0.5,0.5,0.0,1.25,0.75,4.0,0.0,0.0,0.25,0.0,0.0,0.0,1.0,0.0,0.75,1.25,0.0,96.75,0.0,0.25,0.0,0.0,0.25,4.0,6.5,3.75,0.0,0.0,1.5,0.75,3.25,2.0,0.0,0.5,0.0,0.0,0.5,2.25,0.0,0.75,0.0,6.0,0.0,0.0,0.75,0.75,0.25,1.0,0.0,0.0,0.25,0.0,6.5,16.25,2.25,0.75,0.0,0.75,1.0,0.75,0.0,0.25,15.25,0.0,1.75,253.5,0.0,0.25,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.25,3.5,0.25,0.5,0.0,0.0,0.0,1.5,1.75,0.0,0.0,0.0,15.0,4.0,0.0,0.25,0.0,0.25,0.75,1.5,0.75,0.5,0.0,36.0,0.25,7.5,0.0,2.0,0.0,1.0,0.25,0.0,18.0,0.75,0.0,0.0,2.25,0.25,0.0,0.25,0.5,0.0,0.25,13.0,1.75,0.0,0.0,0.0,0.5,0.0,0.0,2.5,0.25,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.75,0.0,1.75,0.5,0.0,4.25,0.75,1.5,0.5,0.0,1.75,0.0,2.5,9.5,66.5,0.25,0.0,3.75,0.0,0.5,0.0,1.5,2.0,0.0,0.0,8.75,0.0,0.0,0.0,0.0,6.5,0.25,0.0,0.0,0.0,1.0,0.0,0.5,0.75,0.0,0.5,0.0,3.25,0.75,0.0,0.25,0.0,6.25,0.5,9.5,0.25,0.0,4.0,1.5,0.0
20,1.25,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.25,1.5,0.5,20.5,2.75,0.0,0.0,0.25,0.0,0.0,0.0,0.75,8.75,18.5,2.75,16.75,0.0,0.0,0.0,3.25,0.5,0.0,19.25,52.5,0.0,2.25,0.25,0.0,17.0,0.75,0.75,0.0,35.25,1.25,14.0,0.0,1.0,0.5,1.25,0.25,1.75,0.0,0.0,0.25,0.5,2.25,0.75,15.25,0.0,7.0,3.0,1.25,0.25,0.0,1.25,1.0,1.5,0.5,0.0,2.25,3.25,0.0,0.0,1.0,0.0,1.75,0.0,0.75,139.0,2.0,0.0,0.0,0.5,0.0,9.75,9.75,9.5,0.0,0.0,4.0,1.25,4.75,0.5,0.5,0.75,0.0,0.0,0.75,3.75,0.0,1.75,0.0,10.75,0.0,0.0,0.25,0.75,0.75,0.0,0.0,1.75,0.25,0.0,13.75,23.75,2.5,3.0,0.0,0.75,1.25,0.75,0.0,0.0,24.75,0.75,2.5,292.5,0.0,0.5,0.25,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.5,0.0,0.0,0.0,0.25,0.0,1.0,0.0,0.0,0.0,0.25,1.5,0.0,0.0,0.0,17.25,0.5,0.25,1.5,0.0,0.0,0.0,0.0,1.5,0.0,0.0,54.5,0.75,5.5,0.0,0.25,1.0,0.75,0.5,0.0,22.75,0.75,0.0,0.0,0.25,0.0,0.25,0.0,1.25,0.0,0.5,12.75,3.25,0.5,0.0,0.0,0.0,0.0,0.5,1.25,0.0,0.25,0.0,0.5,0.25,0.25,1.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.75,0.0,0.0,0.25,7.5,3.75,0.25,2.0,0.0,0.0,17.5,0.75,1.25,0.25,0.0,4.5,0.0,0.0,13.5,79.5,2.25,0.0,7.0,0.0,0.0,0.5,2.75,2.25,0.0,0.25,4.0,0.5,0.25,0.0,0.5,9.0,2.0,0.0,0.0,0.0,0.25,0.0,1.5,0.0,0.0,0.75,0.0,3.25,1.5,0.0,0.0,0.0,7.75,0.5,2.0,0.5,0.0,2.25,0.75,0.75
