,Semana,Município,Focos,ponto
308,2012-11-04,SÃO MIGUEL DO OESTE,1,POINT (-53.51212123092325 -26.727236944731406)
309,2012-11-11,SÃO MIGUEL DO OESTE,1,POINT (-53.51212123092325 -26.727236944731406)
310,2012-11-11,TIJUCAS,1,POINT (-48.70088637061579 -27.247563296595885)
311,2012-11-11,JARAGUÁ DO SUL,1,POINT (-49.159974339900636 -26.481907693524388)
312,2012-11-11,CRICIÚMA,1,POINT (-49.379715593390806 -28.715695317599724)
313,2012-11-11,CHAPECÓ,6,POINT (-52.6503387011512 -27.125143757264095)
314,2012-11-11,ARARANGUÁ,1,POINT (-49.47117420910179 -28.9422934098757)
315,2012-11-18,ARAQUARI,1,POINT (-48.75777734611065 -26.461708089601323)
316,2012-11-18,CHAPECÓ,16,POINT (-52.6503387011512 -27.125143757264095)
317,2012-11-18,COCAL DO SUL,1,POINT (-49.3339303801786 -28.59869687778446)
318,2012-11-18,IMBITUBA,1,POINT (-48.70266299449253 -28.19427352006288)
319,2012-11-18,JOINVILLE,5,POINT (-48.95140521079262 -26.244282225607027)
320,2012-11-25,PINHALZINHO,1,POINT (-52.97663206995043 -26.829373480377633)
321,2012-11-25,JOINVILLE,3,POINT (-48.95140521079262 -26.244282225607027)
322,2012-11-25,SÃO MIGUEL DO OESTE,3,POINT (-53.51212123092325 -26.727236944731406)
323,2012-11-25,COCAL DO SUL,1,POINT (-49.3339303801786 -28.59869687778446)
324,2012-11-25,CONCÓRDIA,1,POINT (-52.00738181173657 -27.23912654780915)
325,2012-11-25,CANOINHAS,1,POINT (-50.53337070155689 -26.249950005908698)
326,2012-11-25,BOMBINHAS,2,POINT (-48.51748707787348 -27.17325633187103)
327,2012-11-25,BLUMENAU,1,POINT (-49.09730924738388 -26.885766673711007)
328,2012-11-25,BALNEÁRIO CAMBORIÚ,1,POINT (-48.62174059290786 -27.004736811989282)
329,2012-11-25,CHAPECÓ,35,POINT (-52.6503387011512 -27.125143757264095)
330,2012-12-02,TIJUCAS,1,POINT (-48.70088637061579 -27.247563296595885)
331,2012-12-02,SÃO MIGUEL DO OESTE,5,POINT (-53.51212123092325 -26.727236944731406)
332,2012-12-02,PINHALZINHO,1,POINT (-52.97663206995043 -26.829373480377633)
333,2012-12-02,PALHOÇA,1,POINT (-48.66170819531588 -27.77182146966105)
334,2012-12-02,SAUDADES,1,POINT (-53.04001442530173 -26.89720679402398)
335,2012-12-02,FLORIANÓPOLIS,11,POINT (-48.50819805014117 -27.577833913876493)
336,2012-12-02,CONCÓRDIA,1,POINT (-52.00738181173657 -27.23912654780915)
337,2012-12-02,CHAPECÓ,9,POINT (-52.6503387011512 -27.125143757264095)
338,2012-12-02,BRUSQUE,1,POINT (-48.90974338759385 -27.125000077860673)
339,2012-12-02,JOINVILLE,1,POINT (-48.95140521079262 -26.244282225607027)
340,2012-12-09,BLUMENAU,3,POINT (-49.09730924738388 -26.885766673711007)
341,2012-12-09,BRUSQUE,1,POINT (-48.90974338759385 -27.125000077860673)
342,2012-12-09,CHAPECÓ,41,POINT (-52.6503387011512 -27.125143757264095)
343,2012-12-09,CRICIÚMA,1,POINT (-49.379715593390806 -28.715695317599724)
344,2012-12-09,ITAPEMA,1,POINT (-48.63442695278928 -27.10858334921313)
345,2012-12-09,JOINVILLE,3,POINT (-48.95140521079262 -26.244282225607027)
346,2012-12-09,PINHALZINHO,2,POINT (-52.97663206995043 -26.829373480377633)
347,2012-12-09,POMERODE,1,POINT (-49.17330417894716 -26.728186239159662)
348,2012-12-16,PORTO BELO,1,POINT (-48.61643450369326 -27.174795882021932)
349,2012-12-16,SÃO JOSÉ,1,POINT (-48.65625577254402 -27.57847109713233)
350,2012-12-16,MARAVILHA,1,POINT (-53.19811282877847 -26.759973577360107)
351,2012-12-16,XAXIM,1,POINT (-52.52910542362624 -26.97030880074372)
352,2012-12-16,TIJUCAS,1,POINT (-48.70088637061579 -27.247563296595885)
353,2012-12-16,PINHALZINHO,1,POINT (-52.97663206995043 -26.829373480377633)
354,2012-12-16,CHAPECÓ,44,POINT (-52.6503387011512 -27.125143757264095)
355,2012-12-16,JOINVILLE,2,POINT (-48.95140521079262 -26.244282225607027)
356,2012-12-16,BALNEÁRIO CAMBORIÚ,1,POINT (-48.62174059290786 -27.004736811989282)
357,2012-12-16,MASSARANDUBA,1,POINT (-48.98819178964745 -26.626911300757143)
358,2012-12-16,CRICIÚMA,1,POINT (-49.379715593390806 -28.715695317599724)
359,2012-12-23,BALNEÁRIO CAMBORIÚ,3,POINT (-48.62174059290786 -27.004736811989282)
360,2012-12-23,BLUMENAU,1,POINT (-49.09730924738388 -26.885766673711007)
361,2012-12-23,CONCÓRDIA,1,POINT (-52.00738181173657 -27.23912654780915)
362,2012-12-23,JARAGUÁ DO SUL,1,POINT (-49.159974339900636 -26.481907693524388)
363,2012-12-23,JOINVILLE,3,POINT (-48.95140521079262 -26.244282225607027)
364,2012-12-23,XAXIM,3,POINT (-52.52910542362624 -26.97030880074372)
365,2012-12-23,SÃO DOMINGOS,1,POINT (-52.55460248576241 -26.53938727845183)
366,2012-12-30,LAGES,1,POINT (-50.34057306529381 -28.020467334528156)
367,2012-12-30,XANXERÊ,1,POINT (-52.409753977893864 -26.87227935615384)
368,2012-12-30,TUBARÃO,1,POINT (-49.03724862155106 -28.48158146246524)
369,2012-12-30,TIJUCAS,1,POINT (-48.70088637061579 -27.247563296595885)
370,2012-12-30,SÃO MIGUEL DO OESTE,19,POINT (-53.51212123092325 -26.727236944731406)
371,2012-12-30,SÃO JOSÉ DO CEDRO,1,POINT (-53.53373642407425 -26.48085134039229)
372,2012-12-30,PINHALZINHO,1,POINT (-52.97663206995043 -26.829373480377633)
373,2012-12-30,XAXIM,2,POINT (-52.52910542362624 -26.97030880074372)
374,2012-12-30,JOINVILLE,4,POINT (-48.95140521079262 -26.244282225607027)
375,2012-12-30,INDAIAL,1,POINT (-49.224177687901346 -26.99497938110411)
376,2012-12-30,GUATAMBÚ,10,POINT (-52.78338990117775 -27.11647391751629)
377,2012-12-30,FLORIANÓPOLIS,2,POINT (-48.50819805014117 -27.577833913876493)
378,2012-12-30,CRICIÚMA,2,POINT (-49.379715593390806 -28.715695317599724)
379,2012-12-30,CHAPECÓ,42,POINT (-52.6503387011512 -27.125143757264095)
380,2012-12-30,BLUMENAU,2,POINT (-49.09730924738388 -26.885766673711007)
381,2012-12-30,BALNEÁRIO CAMBORIÚ,1,POINT (-48.62174059290786 -27.004736811989282)
382,2012-12-30,APIÚNA,1,POINT (-49.364244600271256 -27.124502359730975)
383,2012-12-30,ITAPEMA,1,POINT (-48.63442695278928 -27.10858334921313)
384,2013-01-06,MARAVILHA,1,POINT (-53.19811282877847 -26.759973577360107)
385,2013-01-06,BLUMENAU,1,POINT (-49.09730924738388 -26.885766673711007)
386,2013-01-13,CHAPECÓ,35,POINT (-52.6503387011512 -27.125143757264095)
387,2013-01-13,JOINVILLE,1,POINT (-48.95140521079262 -26.244282225607027)
388,2013-01-13,SÃO JOSÉ,1,POINT (-48.65625577254402 -27.57847109713233)
389,2013-01-13,SÃO MIGUEL DO OESTE,3,POINT (-53.51212123092325 -26.727236944731406)
390,2013-01-13,XANXERÊ,1,POINT (-52.409753977893864 -26.87227935615384)
391,2013-01-13,XAXIM,10,POINT (-52.52910542362624 -26.97030880074372)
392,2013-01-20,PINHALZINHO,4,POINT (-52.97663206995043 -26.829373480377633)
393,2013-01-20,JOINVILLE,9,POINT (-48.95140521079262 -26.244282225607027)
394,2013-01-20,PALHOÇA,3,POINT (-48.66170819531588 -27.77182146966105)
395,2013-01-20,POMERODE,1,POINT (-49.17330417894716 -26.728186239159662)
396,2013-01-20,ITAPEMA,3,POINT (-48.63442695278928 -27.10858334921313)
397,2013-01-20,TUBARÃO,1,POINT (-49.03724862155106 -28.48158146246524)
398,2013-01-20,XANXERÊ,1,POINT (-52.409753977893864 -26.87227935615384)
399,2013-01-20,XAXIM,8,POINT (-52.52910542362624 -26.97030880074372)
400,2013-01-20,SÃO MIGUEL DO OESTE,4,POINT (-53.51212123092325 -26.727236944731406)
401,2013-01-20,GAROPABA,1,POINT (-48.65893578099145 -28.046733934256846)
402,2013-01-20,LAGUNA,1,POINT (-48.82593048728185 -28.486420639279142)
403,2013-01-20,CORONEL FREITAS,3,POINT (-52.72505203540188 -26.883161405516894)
404,2013-01-20,ARARANGUÁ,10,POINT (-49.47117420910179 -28.9422934098757)
405,2013-01-20,BALNEÁRIO PIÇARRAS,13,POINT (-48.733290126728555 -26.759491595089575)
406,2013-01-20,BARRA VELHA,1,POINT (-48.72738559449102 -26.662440609824166)
407,2013-01-20,BIGUAÇU,1,POINT (-48.69394689806006 -27.433529852830816)
408,2013-01-20,APIÚNA,2,POINT (-49.364244600271256 -27.124502359730975)
409,2013-01-20,CHAPECÓ,110,POINT (-52.6503387011512 -27.125143757264095)
410,2013-01-20,FLORIANÓPOLIS,3,POINT (-48.50819805014117 -27.577833913876493)
411,2013-01-20,CONCÓRDIA,2,POINT (-52.00738181173657 -27.23912654780915)
412,2013-01-20,BLUMENAU,2,POINT (-49.09730924738388 -26.885766673711007)
413,2013-01-27,NAVEGANTES,1,POINT (-48.72739585880501 -26.82874286660231)
414,2013-01-27,XAXIM,4,POINT (-52.52910542362624 -26.97030880074372)
415,2013-01-27,TUBARÃO,2,POINT (-49.03724862155106 -28.48158146246524)
416,2013-01-27,SÃO MIGUEL DO OESTE,5,POINT (-53.51212123092325 -26.727236944731406)
417,2013-01-27,SÃO JOSÉ DO CEDRO,1,POINT (-53.53373642407425 -26.48085134039229)
418,2013-01-27,POMERODE,2,POINT (-49.17330417894716 -26.728186239159662)
419,2013-01-27,PINHALZINHO,3,POINT (-52.97663206995043 -26.829373480377633)
420,2013-01-27,PALHOÇA,2,POINT (-48.66170819531588 -27.77182146966105)
421,2013-01-27,JOINVILLE,4,POINT (-48.95140521079262 -26.244282225607027)
422,2013-01-27,SÃO BENTO DO SUL,1,POINT (-49.34998168331938 -26.294901587995746)
423,2013-01-27,ITAJAÍ,1,POINT (-48.753417164343155 -26.96901297467498)
424,2013-01-27,FLORIANÓPOLIS,2,POINT (-48.50819805014117 -27.577833913876493)
425,2013-01-27,CRICIÚMA,2,POINT (-49.379715593390806 -28.715695317599724)
426,2013-01-27,CORDILHEIRA ALTA,1,POINT (-52.64165994492363 -26.975707450831653)
427,2013-01-27,CHAPECÓ,30,POINT (-52.6503387011512 -27.125143757264095)
428,2013-01-27,BLUMENAU,2,POINT (-49.09730924738388 -26.885766673711007)
429,2013-01-27,BIGUAÇU,2,POINT (-48.69394689806006 -27.433529852830816)
430,2013-01-27,BALNEÁRIO CAMBORIÚ,2,POINT (-48.62174059290786 -27.004736811989282)
431,2013-01-27,ARARANGUÁ,2,POINT (-49.47117420910179 -28.9422934098757)
432,2013-01-27,JARAGUÁ DO SUL,1,POINT (-49.159974339900636 -26.481907693524388)
433,2013-02-03,XANXERÊ,1,POINT (-52.409753977893864 -26.87227935615384)
434,2013-02-03,TIJUCAS,1,POINT (-48.70088637061579 -27.247563296595885)
435,2013-02-03,SÃO MIGUEL DO OESTE,6,POINT (-53.51212123092325 -26.727236944731406)
436,2013-02-03,SÃO JOSÉ DO CEDRO,2,POINT (-53.53373642407425 -26.48085134039229)
437,2013-02-03,PINHALZINHO,1,POINT (-52.97663206995043 -26.829373480377633)
438,2013-02-03,JOINVILLE,1,POINT (-48.95140521079262 -26.244282225607027)
439,2013-02-03,ITAPEMA,2,POINT (-48.63442695278928 -27.10858334921313)
440,2013-02-03,CONCÓRDIA,1,POINT (-52.00738181173657 -27.23912654780915)
441,2013-02-03,CHAPECÓ,30,POINT (-52.6503387011512 -27.125143757264095)
442,2013-02-03,BRUSQUE,1,POINT (-48.90974338759385 -27.125000077860673)
443,2013-02-03,BLUMENAU,1,POINT (-49.09730924738388 -26.885766673711007)
444,2013-02-03,GUATAMBÚ,2,POINT (-52.78338990117775 -27.11647391751629)
445,2013-02-10,PALHOÇA,2,POINT (-48.66170819531588 -27.77182146966105)
446,2013-02-10,XAXIM,1,POINT (-52.52910542362624 -26.97030880074372)
447,2013-02-10,XANXERÊ,1,POINT (-52.409753977893864 -26.87227935615384)
448,2013-02-10,TIJUCAS,1,POINT (-48.70088637061579 -27.247563296595885)
449,2013-02-10,SÃO MIGUEL DO OESTE,9,POINT (-53.51212123092325 -26.727236944731406)
450,2013-02-10,SÃO FRANCISCO DO SUL,2,POINT (-48.64031938386047 -26.26159673750705)
451,2013-02-10,RIQUEZA,1,POINT (-53.34435192618812 -26.978455061099254)
452,2013-02-10,PINHALZINHO,2,POINT (-52.97663206995043 -26.829373480377633)
453,2013-02-10,JARAGUÁ DO SUL,1,POINT (-49.159974339900636 -26.481907693524388)
454,2013-02-10,JOINVILLE,6,POINT (-48.95140521079262 -26.244282225607027)
455,2013-02-10,ITAJAÍ,1,POINT (-48.753417164343155 -26.96901297467498)
456,2013-02-10,INDAIAL,1,POINT (-49.224177687901346 -26.99497938110411)
457,2013-02-10,CONCÓRDIA,1,POINT (-52.00738181173657 -27.23912654780915)
458,2013-02-10,CHAPECÓ,50,POINT (-52.6503387011512 -27.125143757264095)
459,2013-02-10,BLUMENAU,3,POINT (-49.09730924738388 -26.885766673711007)
460,2013-02-10,BIGUAÇU,4,POINT (-48.69394689806006 -27.433529852830816)
461,2013-02-10,BALNEÁRIO PIÇARRAS,1,POINT (-48.733290126728555 -26.759491595089575)
462,2013-02-10,BALNEÁRIO CAMBORIÚ,1,POINT (-48.62174059290786 -27.004736811989282)
463,2013-02-10,ITAPEMA,7,POINT (-48.63442695278928 -27.10858334921313)
464,2013-02-17,SÃO BENTO DO SUL,1,POINT (-49.34998168331938 -26.294901587995746)
465,2013-02-17,LAGES,2,POINT (-50.34057306529381 -28.020467334528156)
466,2013-02-17,MARAVILHA,1,POINT (-53.19811282877847 -26.759973577360107)
467,2013-02-17,PALHOÇA,1,POINT (-48.66170819531588 -27.77182146966105)
468,2013-02-17,XAXIM,4,POINT (-52.52910542362624 -26.97030880074372)
469,2013-02-17,SÃO JOSÉ DO CEDRO,1,POINT (-53.53373642407425 -26.48085134039229)
470,2013-02-17,SÃO MIGUEL DO OESTE,31,POINT (-53.51212123092325 -26.727236944731406)
471,2013-02-17,JOINVILLE,6,POINT (-48.95140521079262 -26.244282225607027)
472,2013-02-17,POMERODE,2,POINT (-49.17330417894716 -26.728186239159662)
473,2013-02-17,JARAGUÁ DO SUL,1,POINT (-49.159974339900636 -26.481907693524388)
474,2013-02-17,PINHALZINHO,1,POINT (-52.97663206995043 -26.829373480377633)
475,2013-02-17,GUARAMIRIM,1,POINT (-48.94488242157447 -26.47655093499799)
476,2013-02-17,ITAPEMA,5,POINT (-48.63442695278928 -27.10858334921313)
477,2013-02-17,ARAQUARI,1,POINT (-48.75777734611065 -26.461708089601323)
478,2013-02-17,BIGUAÇU,4,POINT (-48.69394689806006 -27.433529852830816)
479,2013-02-17,BLUMENAU,1,POINT (-49.09730924738388 -26.885766673711007)
480,2013-02-17,BALNEÁRIO CAMBORIÚ,5,POINT (-48.62174059290786 -27.004736811989282)
481,2013-02-17,CHAPECÓ,55,POINT (-52.6503387011512 -27.125143757264095)
482,2013-02-17,CONCÓRDIA,1,POINT (-52.00738181173657 -27.23912654780915)
483,2013-02-17,FLORIANÓPOLIS,3,POINT (-48.50819805014117 -27.577833913876493)
484,2013-02-17,BOMBINHAS,1,POINT (-48.51748707787348 -27.17325633187103)
485,2013-02-24,XAXIM,4,POINT (-52.52910542362624 -26.97030880074372)
486,2013-02-24,LAGES,1,POINT (-50.34057306529381 -28.020467334528156)
487,2013-02-24,SÃO MIGUEL DO OESTE,21,POINT (-53.51212123092325 -26.727236944731406)
488,2013-02-24,SANTA ROSA DO SUL,2,POINT (-49.743750639484986 -29.121482522349368)
489,2013-02-24,PRINCESA,1,POINT (-53.611775698473636 -26.432945074493837)
490,2013-02-24,PINHALZINHO,3,POINT (-52.97663206995043 -26.829373480377633)
491,2013-02-24,PALHOÇA,1,POINT (-48.66170819531588 -27.77182146966105)
492,2013-02-24,JOINVILLE,12,POINT (-48.95140521079262 -26.244282225607027)
493,2013-02-24,FLORIANÓPOLIS,2,POINT (-48.50819805014117 -27.577833913876493)
494,2013-02-24,ITAJAÍ,1,POINT (-48.753417164343155 -26.96901297467498)
495,2013-02-24,GUATAMBÚ,2,POINT (-52.78338990117775 -27.11647391751629)
496,2013-02-24,GASPAR,1,POINT (-48.96603277755912 -26.931342854989225)
497,2013-02-24,CONCÓRDIA,1,POINT (-52.00738181173657 -27.23912654780915)
498,2013-02-24,CHAPECÓ,54,POINT (-52.6503387011512 -27.125143757264095)
499,2013-02-24,BLUMENAU,2,POINT (-49.09730924738388 -26.885766673711007)
500,2013-02-24,BALNEÁRIO CAMBORIÚ,2,POINT (-48.62174059290786 -27.004736811989282)
501,2013-02-24,JARAGUÁ DO SUL,1,POINT (-49.159974339900636 -26.481907693524388)
502,2013-03-03,JOINVILLE,1,POINT (-48.95140521079262 -26.244282225607027)
503,2013-03-03,PINHALZINHO,4,POINT (-52.97663206995043 -26.829373480377633)
504,2013-03-03,ITAPEMA,2,POINT (-48.63442695278928 -27.10858334921313)
505,2013-03-03,XANXERÊ,4,POINT (-52.409753977893864 -26.87227935615384)
506,2013-03-03,XAXIM,4,POINT (-52.52910542362624 -26.97030880074372)
507,2013-03-03,SÃO MIGUEL DO OESTE,17,POINT (-53.51212123092325 -26.727236944731406)
508,2013-03-03,DIONÍSIO CERQUEIRA,1,POINT (-53.533104817609406 -26.329842624688034)
509,2013-03-03,BELMONTE,1,POINT (-53.61806004596434 -26.857082065884523)
510,2013-03-03,CHAPECÓ,22,POINT (-52.6503387011512 -27.125143757264095)
511,2013-03-03,CAÇADOR,1,POINT (-51.08466522606485 -26.76301573603967)
512,2013-03-03,BLUMENAU,3,POINT (-49.09730924738388 -26.885766673711007)
513,2013-03-03,BIGUAÇU,1,POINT (-48.69394689806006 -27.433529852830816)
514,2013-03-03,CORDILHEIRA ALTA,1,POINT (-52.64165994492363 -26.975707450831653)
515,2013-03-03,BALNEÁRIO CAMBORIÚ,2,POINT (-48.62174059290786 -27.004736811989282)
516,2013-03-10,XAXIM,4,POINT (-52.52910542362624 -26.97030880074372)
517,2013-03-10,TIJUCAS,1,POINT (-48.70088637061579 -27.247563296595885)
518,2013-03-10,SÃO MIGUEL DO OESTE,30,POINT (-53.51212123092325 -26.727236944731406)
519,2013-03-10,SÃO FRANCISCO DO SUL,1,POINT (-48.64031938386047 -26.26159673750705)
520,2013-03-10,JOINVILLE,2,POINT (-48.95140521079262 -26.244282225607027)
521,2013-03-10,ITAPEMA,2,POINT (-48.63442695278928 -27.10858334921313)
522,2013-03-10,JARAGUÁ DO SUL,3,POINT (-49.159974339900636 -26.481907693524388)
523,2013-03-10,FLORIANÓPOLIS,1,POINT (-48.50819805014117 -27.577833913876493)
524,2013-03-10,DIONÍSIO CERQUEIRA,3,POINT (-53.533104817609406 -26.329842624688034)
525,2013-03-10,COCAL DO SUL,6,POINT (-49.3339303801786 -28.59869687778446)
526,2013-03-10,CHAPECÓ,40,POINT (-52.6503387011512 -27.125143757264095)
527,2013-03-10,BLUMENAU,1,POINT (-49.09730924738388 -26.885766673711007)
528,2013-03-10,BALNEÁRIO CAMBORIÚ,1,POINT (-48.62174059290786 -27.004736811989282)
529,2013-03-10,GUATAMBÚ,2,POINT (-52.78338990117775 -27.11647391751629)
530,2013-03-17,JOINVILLE,2,POINT (-48.95140521079262 -26.244282225607027)
531,2013-03-17,XAXIM,8,POINT (-52.52910542362624 -26.97030880074372)
532,2013-03-17,XANXERÊ,1,POINT (-52.409753977893864 -26.87227935615384)
533,2013-03-17,TIJUCAS,7,POINT (-48.70088637061579 -27.247563296595885)
534,2013-03-17,SÃO MIGUEL DO OESTE,18,POINT (-53.51212123092325 -26.727236944731406)
535,2013-03-17,SANTO AMARO DA IMPERATRIZ,3,POINT (-48.796550358051064 -27.741766116501967)
536,2013-03-17,PINHALZINHO,3,POINT (-52.97663206995043 -26.829373480377633)
537,2013-03-17,PALHOÇA,1,POINT (-48.66170819531588 -27.77182146966105)
538,2013-03-17,JARAGUÁ DO SUL,2,POINT (-49.159974339900636 -26.481907693524388)
539,2013-03-17,CORONEL FREITAS,1,POINT (-52.72505203540188 -26.883161405516894)
540,2013-03-17,ITAPEMA,2,POINT (-48.63442695278928 -27.10858334921313)
541,2013-03-17,GUATAMBÚ,3,POINT (-52.78338990117775 -27.11647391751629)
542,2013-03-17,FLORIANÓPOLIS,1,POINT (-48.50819805014117 -27.577833913876493)
543,2013-03-17,CRICIÚMA,1,POINT (-49.379715593390806 -28.715695317599724)
544,2013-03-17,CORDILHEIRA ALTA,1,POINT (-52.64165994492363 -26.975707450831653)
545,2013-03-17,CHAPECÓ,33,POINT (-52.6503387011512 -27.125143757264095)
546,2013-03-17,BLUMENAU,2,POINT (-49.09730924738388 -26.885766673711007)
547,2013-03-17,BIGUAÇU,3,POINT (-48.69394689806006 -27.433529852830816)
548,2013-03-17,ITUPORANGA,1,POINT (-49.53886990331492 -27.45344960217853)
549,2013-03-24,XAXIM,2,POINT (-52.52910542362624 -26.97030880074372)
550,2013-03-24,PALHOÇA,2,POINT (-48.66170819531588 -27.77182146966105)
551,2013-03-24,PALMITOS,2,POINT (-53.179829065049795 -27.09262173445292)
552,2013-03-24,PINHALZINHO,1,POINT (-52.97663206995043 -26.829373480377633)
553,2013-03-24,XANXERÊ,1,POINT (-52.409753977893864 -26.87227935615384)
554,2013-03-24,SÃO FRANCISCO DO SUL,1,POINT (-48.64031938386047 -26.26159673750705)
555,2013-03-24,SÃO MIGUEL DO OESTE,29,POINT (-53.51212123092325 -26.727236944731406)
556,2013-03-24,TIJUCAS,2,POINT (-48.70088637061579 -27.247563296595885)
557,2013-03-24,JOINVILLE,1,POINT (-48.95140521079262 -26.244282225607027)
558,2013-03-24,SANTO AMARO DA IMPERATRIZ,4,POINT (-48.796550358051064 -27.741766116501967)
559,2013-03-24,JARAGUÁ DO SUL,1,POINT (-49.159974339900636 -26.481907693524388)
560,2013-03-24,DIONÍSIO CERQUEIRA,1,POINT (-53.533104817609406 -26.329842624688034)
561,2013-03-24,GUATAMBÚ,2,POINT (-52.78338990117775 -27.11647391751629)
562,2013-03-24,ITAPEMA,1,POINT (-48.63442695278928 -27.10858334921313)
563,2013-03-24,BALNEÁRIO CAMBORIÚ,1,POINT (-48.62174059290786 -27.004736811989282)
564,2013-03-24,BARRA VELHA,1,POINT (-48.72738559449102 -26.662440609824166)
565,2013-03-24,BIGUAÇU,1,POINT (-48.69394689806006 -27.433529852830816)
566,2013-03-24,APIÚNA,1,POINT (-49.364244600271256 -27.124502359730975)
567,2013-03-24,CHAPECÓ,58,POINT (-52.6503387011512 -27.125143757264095)
568,2013-03-24,COCAL DO SUL,1,POINT (-49.3339303801786 -28.59869687778446)
569,2013-03-24,CONCÓRDIA,2,POINT (-52.00738181173657 -27.23912654780915)
570,2013-03-24,FLORIANÓPOLIS,1,POINT (-48.50819805014117 -27.577833913876493)
571,2013-03-24,BLUMENAU,2,POINT (-49.09730924738388 -26.885766673711007)
572,2013-03-31,XAXIM,2,POINT (-52.52910542362624 -26.97030880074372)
573,2013-03-31,XANXERÊ,2,POINT (-52.409753977893864 -26.87227935615384)
574,2013-03-31,TUBARÃO,2,POINT (-49.03724862155106 -28.48158146246524)
575,2013-03-31,SÃO MIGUEL DO OESTE,11,POINT (-53.51212123092325 -26.727236944731406)
576,2013-03-31,SÃO LOURENÇO DO OESTE,1,POINT (-52.859772864625924 -26.465488220200026)
577,2013-03-31,SÃO JOSÉ DO CEDRO,1,POINT (-53.53373642407425 -26.48085134039229)
578,2013-03-31,SÃO BENTO DO SUL,1,POINT (-49.34998168331938 -26.294901587995746)
579,2013-03-31,PINHALZINHO,4,POINT (-52.97663206995043 -26.829373480377633)
580,2013-03-31,POMERODE,4,POINT (-49.17330417894716 -26.728186239159662)
581,2013-03-31,JOINVILLE,6,POINT (-48.95140521079262 -26.244282225607027)
582,2013-03-31,ITAPEMA,1,POINT (-48.63442695278928 -27.10858334921313)
583,2013-03-31,GUATAMBÚ,3,POINT (-52.78338990117775 -27.11647391751629)
584,2013-03-31,GAROPABA,1,POINT (-48.65893578099145 -28.046733934256846)
585,2013-03-31,FLORIANÓPOLIS,4,POINT (-48.50819805014117 -27.577833913876493)
586,2013-03-31,CONCÓRDIA,1,POINT (-52.00738181173657 -27.23912654780915)
587,2013-03-31,CHAPECÓ,35,POINT (-52.6503387011512 -27.125143757264095)
588,2013-03-31,BLUMENAU,5,POINT (-49.09730924738388 -26.885766673711007)
589,2013-03-31,PALMITOS,1,POINT (-53.179829065049795 -27.09262173445292)
590,2013-04-07,CONCÓRDIA,1,POINT (-52.00738181173657 -27.23912654780915)
591,2013-04-07,SÃO MIGUEL DO OESTE,5,POINT (-53.51212123092325 -26.727236944731406)
592,2013-04-07,CHAPECÓ,19,POINT (-52.6503387011512 -27.125143757264095)
593,2013-04-14,JARAGUÁ DO SUL,1,POINT (-49.159974339900636 -26.481907693524388)
594,2013-04-14,SÃO MIGUEL DO OESTE,21,POINT (-53.51212123092325 -26.727236944731406)
595,2013-04-14,SÃO JOSÉ DO CEDRO,1,POINT (-53.53373642407425 -26.48085134039229)
