Relatório de focos de Aedes aegypti e Aedes albopictus,,,,,,
Período: de 02/07/2022 a 31/12/2022,,,,,,
Atualizado em 27/06/2023,,,,,,
Regional,Município,Imóvel,Depósito,Tipo de Atividade,Data da Coleta,Nº Foco
Joinville,JOINVILLE,Residência,ARM - Armadilha,Armadilha,28/11/2022,ARM 285870/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,28/11/2022,ARM 285869/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,28/11/2022,ARM 285868/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,28/11/2022,ARM 285867/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,28/11/2022,ARM 285866/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,28/11/2022,ARM 285865/22
Joinville,JOINVILLE,Residência,ARM - Armadilha,Armadilha,28/11/2022,ARM 285863/22
Joinville,JOINVILLE,Outros,ARM - Armadilha,Armadilha,28/11/2022,ARM 285862/22
Joinville,JOINVILLE,Residência,ARM - Armadilha,Armadilha,28/11/2022,ARM 285861/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,28/11/2022,ARM 285860/22
Joinville,JOINVILLE,Residência,ARM - Armadilha,Armadilha,28/11/2022,ARM 285859/22
Joinville,JOINVILLE,Residência,ARM - Armadilha,Armadilha,28/11/2022,ARM 285858/22
Joinville,JOINVILLE,Residência,ARM - Armadilha,Armadilha,28/11/2022,ARM 285857/22
Joinville,JOINVILLE,Residência,ARM - Armadilha,Armadilha,28/11/2022,ARM 285856/22
Videira,CAÇADOR,Comércio,ARM - Armadilha,Armadilha,24/11/2022,ARM 285855/22
São José,BIGUAÇU,Comércio,ARM - Armadilha,Armadilha,28/11/2022,ARM 285854/22
São José,BIGUAÇU,Comércio,ARM - Armadilha,Armadilha,28/11/2022,ARM 285853/22
São José,BIGUAÇU,Comércio,ARM - Armadilha,Armadilha,28/11/2022,ARM 285852/22
São José,BIGUAÇU,Comércio,ARM - Armadilha,Armadilha,24/11/2022,ARM 285851/22
São José,BIGUAÇU,Comércio,ARM - Armadilha,Armadilha,24/11/2022,ARM 285850/22
São José,BIGUAÇU,Comércio,ARM - Armadilha,Armadilha,24/11/2022,ARM 285849/22
São José,BIGUAÇU,Comércio,ARM - Armadilha,Armadilha,24/11/2022,ARM 285848/22
São José,BIGUAÇU,Outros,ARM - Armadilha,Armadilha,28/11/2022,ARM 285847/22
São José,BIGUAÇU,Comércio,ARM - Armadilha,Armadilha,28/11/2022,ARM 285846/22
São José,BIGUAÇU,Comércio,ARM - Armadilha,Armadilha,28/11/2022,ARM 285845/22
São José,BIGUAÇU,Comércio,ARM - Armadilha,Armadilha,23/11/2022,ARM 285844/22
São José,BIGUAÇU,Comércio,ARM - Armadilha,Armadilha,23/11/2022,ARM 285843/22
São José,BIGUAÇU,Residência,A1 - Caixa d'agua (elevado),Investigação de Denúncia,25/11/2022,ID 285842/22
São José,GOVERNADOR CELSO RAMOS,Comércio,ARM - Armadilha,Armadilha,29/11/2022,ARM 285841/22
Concórdia,CONCÓRDIA,Residência,ARM - Armadilha,Armadilha,29/11/2022,ARM 285840/22
São José,GOVERNADOR CELSO RAMOS,Comércio,ARM - Armadilha,Armadilha,29/11/2022,ARM 285839/22
Xanxerê,ENTRE RIOS,Outros,B - Pequenos depósitos móveis,Levantamento de Índice Amostral,28/11/2022,LIA 285838/22
São José,GOVERNADOR CELSO RAMOS,Residência,ARM - Armadilha,Armadilha,29/11/2022,ARM 285837/22
Xanxerê,ENTRE RIOS,Outros,A2 - Outros depósitos de armazenamento de água,Levantamento de Índice Amostral,28/11/2022,LIA 285836/22
São José,GOVERNADOR CELSO RAMOS,Residência,ARM - Armadilha,Armadilha,29/11/2022,ARM 285835/22
São José,GOVERNADOR CELSO RAMOS,Residência,ARM - Armadilha,Armadilha,29/11/2022,ARM 285834/22
Xanxerê,ENTRE RIOS,Outros,D1 - Pneus e outros materiais rodantes,Levantamento de Índice Amostral,28/11/2022,LIA 285833/22
Xanxerê,ENTRE RIOS,Outros,D1 - Pneus e outros materiais rodantes,Levantamento de Índice Amostral,28/11/2022,LIA 285832/22
São José,GOVERNADOR CELSO RAMOS,Comércio,ARM - Armadilha,Armadilha,30/11/2022,ARM 285831/22
Xanxerê,ENTRE RIOS,Outros,D1 - Pneus e outros materiais rodantes,Levantamento de Índice Amostral,28/11/2022,LIA 285830/22
São José,GOVERNADOR CELSO RAMOS,Comércio,ARM - Armadilha,Armadilha,29/11/2022,ARM 285829/22
São José,GOVERNADOR CELSO RAMOS,Comércio,ARM - Armadilha,Armadilha,29/11/2022,ARM 285828/22
Xanxerê,MAREMA,Comércio,ARM - Armadilha,Armadilha,29/11/2022,ARM 285827/22
São José,GOVERNADOR CELSO RAMOS,Comércio,ARM - Armadilha,Armadilha,29/11/2022,ARM 285826/22
São José,GOVERNADOR CELSO RAMOS,Outros,ARM - Armadilha,Armadilha,29/11/2022,ARM 285825/22
Xanxerê,SÃO DOMINGOS,Comércio,ARM - Armadilha,Armadilha,28/11/2022,ARM 285824/22
São José,GOVERNADOR CELSO RAMOS,Comércio,ARM - Armadilha,Armadilha,28/11/2022,ARM 285823/22
São José,GOVERNADOR CELSO RAMOS,Outros,ARM - Armadilha,Armadilha,28/11/2022,ARM 285822/22
São José,GOVERNADOR CELSO RAMOS,Residência,ARM - Armadilha,Armadilha,28/11/2022,ARM 285821/22
São José,GOVERNADOR CELSO RAMOS,Residência,ARM - Armadilha,Armadilha,28/11/2022,ARM 285820/22
São José,SANTO AMARO DA IMPERATRIZ,Comércio,ARM - Armadilha,Armadilha,29/11/2022,ARM 285819/22
Concórdia,CONCÓRDIA,Residência,ARM - Armadilha,Armadilha,28/11/2022,ARM 285818/22
Concórdia,CONCÓRDIA,Residência,ARM - Armadilha,Armadilha,28/11/2022,ARM 285817/22
Concórdia,CONCÓRDIA,Comércio,ARM - Armadilha,Armadilha,28/11/2022,ARM 285816/22
Concórdia,CONCÓRDIA,Residência,ARM - Armadilha,Armadilha,28/11/2022,ARM 285815/22
Concórdia,CONCÓRDIA,Residência,ARM - Armadilha,Armadilha,28/11/2022,ARM 285814/22
Concórdia,CONCÓRDIA,Residência,ARM - Armadilha,Armadilha,28/11/2022,ARM 285813/22
Concórdia,CONCÓRDIA,Residência,ARM - Armadilha,Armadilha,29/11/2022,ARM 285812/22
Concórdia,CONCÓRDIA,Residência,ARM - Armadilha,Armadilha,29/11/2022,ARM 285811/22
Concórdia,CONCÓRDIA,Residência,ARM - Armadilha,Armadilha,29/11/2022,ARM 285810/22
Concórdia,CONCÓRDIA,Residência,ARM - Armadilha,Armadilha,29/11/2022,ARM 285809/22
Concórdia,CONCÓRDIA,Residência,ARM - Armadilha,Armadilha,29/11/2022,ARM 285808/22
São Miguel do Oeste,DESCANSO,Comércio,ARM - Armadilha,Armadilha,28/11/2022,ARM 285807/22
Joinville,ARAQUARI,Residência,ARM - Armadilha,Armadilha,28/11/2022,ARM 285806/22
Joinville,ARAQUARI,Comércio,ARM - Armadilha,Armadilha,28/11/2022,ARM 285805/22
Joinville,ARAQUARI,Outros,ARM - Armadilha,Armadilha,28/11/2022,ARM 285804/22
Joinville,ARAQUARI,Comércio,ARM - Armadilha,Armadilha,28/11/2022,ARM 285803/22
São Miguel do Oeste,ITAPIRANGA,Outros,ARM - Armadilha,Armadilha,28/11/2022,ARM 285802/22
Joinville,ARAQUARI,Comércio,ARM - Armadilha,Armadilha,28/11/2022,ARM 285801/22
Joinville,ARAQUARI,Residência,ARM - Armadilha,Armadilha,28/11/2022,ARM 285800/22
São Miguel do Oeste,ITAPIRANGA,Residência,ARM - Armadilha,Armadilha,28/11/2022,ARM 285799/22
Joinville,ARAQUARI,Comércio,ARM - Armadilha,Armadilha,28/11/2022,ARM 285798/22
São Miguel do Oeste,ITAPIRANGA,Residência,ARM - Armadilha,Armadilha,28/11/2022,ARM 285797/22
São José,SÃO JOSÉ,Residência,ARM - Armadilha,Armadilha,28/11/2022,ARM 285796/22
São José,SÃO JOSÉ,Residência,ARM - Armadilha,Armadilha,28/11/2022,ARM 285795/22
São José,SÃO JOSÉ,Outros,ARM - Armadilha,Armadilha,28/11/2022,ARM 285794/22
São José,SÃO JOSÉ,Comércio,ARM - Armadilha,Armadilha,28/11/2022,ARM 285793/22
São José,SÃO JOSÉ,Comércio,ARM - Armadilha,Armadilha,28/11/2022,ARM 285792/22
São José,SÃO JOSÉ,Comércio,ARM - Armadilha,Armadilha,28/11/2022,ARM 285791/22
São Miguel do Oeste,SAUDADES,Residência,ARM - Armadilha,Armadilha,28/11/2022,ARM 285790/22
São José,SÃO JOSÉ,Residência,ARM - Armadilha,Armadilha,28/11/2022,ARM 285789/22
São Miguel do Oeste,SAUDADES,Residência,ARM - Armadilha,Armadilha,28/11/2022,ARM 285788/22
São Miguel do Oeste,MONDAÍ,Outros,ARM - Armadilha,Armadilha,28/11/2022,ARM 285787/22
Chapecó,CUNHA PORÃ,Comércio,ARM - Armadilha,Armadilha,28/11/2022,ARM 285786/22
Chapecó,NOVA ERECHIM,Comércio,ARM - Armadilha,Armadilha,25/11/2022,ARM 285785/22
São Miguel do Oeste,MONDAÍ,Comércio,ARM - Armadilha,Armadilha,28/11/2022,ARM 285784/22
Chapecó,CORDILHEIRA ALTA,Outros,ARM - Armadilha,Armadilha,28/11/2022,ARM 285783/22
Rio do Sul,TROMBUDO CENTRAL,Comércio,ARM - Armadilha,Armadilha,21/11/2022,ARM 285782/22
Joinville,ARAQUARI,Comércio,ARM - Armadilha,Armadilha,29/11/2022,ARM 285781/22
Joinville,ARAQUARI,Comércio,ARM - Armadilha,Armadilha,29/11/2022,ARM 285780/22
Joinville,ARAQUARI,Residência,ARM - Armadilha,Armadilha,28/11/2022,ARM 285779/22
Joinville,ARAQUARI,Comércio,ARM - Armadilha,Armadilha,28/11/2022,ARM 285778/22
Joinville,ARAQUARI,Comércio,ARM - Armadilha,Armadilha,28/11/2022,ARM 285777/22
Joinville,ARAQUARI,Comércio,ARM - Armadilha,Armadilha,28/11/2022,ARM 285776/22
Joinville,ARAQUARI,Residência,ARM - Armadilha,Armadilha,25/11/2022,ARM 285775/22
São José,SÃO JOSÉ,Outros,ARM - Armadilha,Armadilha,28/11/2022,ARM 285774/22
São José,SÃO JOSÉ,Outros,ARM - Armadilha,Armadilha,25/11/2022,ARM 285773/22
São José,SÃO JOSÉ,Outros,ARM - Armadilha,Armadilha,25/11/2022,ARM 285772/22
São José,SÃO JOSÉ,Outros,ARM - Armadilha,Armadilha,28/11/2022,ARM 285771/22
Joaçaba,CATANDUVAS,Residência,ARM - Armadilha,Armadilha,28/11/2022,ARM 285770/22
Chapecó,UNIÃO DO OESTE,Outros,C - Depósitos Fixos,LIRAa,21/11/2022,L 285769/22
São José,SÃO JOSÉ,Comércio,ARM - Armadilha,Armadilha,28/11/2022,ARM 285768/22
Chapecó,UNIÃO DO OESTE,Outros,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",LIRAa,21/11/2022,L 285767/22
São José,SÃO JOSÉ,Comércio,ARM - Armadilha,Armadilha,28/11/2022,ARM 285766/22
Chapecó,UNIÃO DO OESTE,Outros,D1 - Pneus e outros materiais rodantes,LIRAa,21/11/2022,L 285765/22
Joaçaba,CATANDUVAS,Comércio,ARM - Armadilha,Armadilha,28/11/2022,ARM 285764/22
São José,SÃO JOSÉ,Outros,ARM - Armadilha,Armadilha,28/11/2022,ARM 285763/22
Chapecó,UNIÃO DO OESTE,Outros,D1 - Pneus e outros materiais rodantes,LIRAa,21/11/2022,L 285762/22
São José,SÃO JOSÉ,Outros,ARM - Armadilha,Armadilha,28/11/2022,ARM 285761/22
São José,SÃO JOSÉ,Residência,ARM - Armadilha,Armadilha,28/11/2022,ARM 285760/22
São José,SÃO JOSÉ,Outros,ARM - Armadilha,Armadilha,28/11/2022,ARM 285759/22
São José,SÃO JOSÉ,Residência,ARM - Armadilha,Armadilha,28/11/2022,ARM 285758/22
São José,SÃO JOSÉ,Comércio,ARM - Armadilha,Armadilha,25/11/2022,ARM 285757/22
São José,SÃO JOSÉ,Outros,ARM - Armadilha,Armadilha,25/11/2022,ARM 285756/22
São José,SÃO JOSÉ,Comércio,ARM - Armadilha,Armadilha,25/11/2022,ARM 285755/22
São José,SÃO JOSÉ,Comércio,ARM - Armadilha,Armadilha,25/11/2022,ARM 285754/22
São José,SÃO JOSÉ,Comércio,ARM - Armadilha,Armadilha,25/11/2022,ARM 285753/22
São José,SÃO JOSÉ,Comércio,ARM - Armadilha,Armadilha,25/11/2022,ARM 285752/22
São José,SÃO JOSÉ,Residência,ARM - Armadilha,Armadilha,25/11/2022,ARM 285751/22
Blumenau,POMERODE,Comércio,ARM - Armadilha,Armadilha,28/11/2022,ARM 285750/22
Joaçaba,HERVAL D`OESTE,Comércio,ARM - Armadilha,Armadilha,28/11/2022,ARM 285749/22
Joaçaba,HERVAL D`OESTE,Residência,ARM - Armadilha,Armadilha,29/11/2022,ARM 285748/22
Joaçaba,HERVAL D`OESTE,Comércio,ARM - Armadilha,Armadilha,28/11/2022,ARM 285747/22
Concórdia,IPUMIRIM,Residência,ARM - Armadilha,Armadilha,29/11/2022,ARM 285746/22
Concórdia,IPUMIRIM,Residência,ARM - Armadilha,Armadilha,29/11/2022,ARM 285745/22
Itajaí,PENHA,Comércio,ARM - Armadilha,Armadilha,22/11/2022,ARM 285744/22
Itajaí,PENHA,Residência,ARM - Armadilha,Armadilha,22/11/2022,ARM 285743/22
Concórdia,IPUMIRIM,Outros,ARM - Armadilha,Armadilha,29/11/2022,ARM 285742/22
Itajaí,PENHA,Residência,ARM - Armadilha,Armadilha,22/11/2022,ARM 285741/22
Itajaí,PENHA,Residência,ARM - Armadilha,Armadilha,22/11/2022,ARM 285740/22
Itajaí,PENHA,Comércio,ARM - Armadilha,Armadilha,21/11/2022,ARM 285739/22
Itajaí,PENHA,Residência,ARM - Armadilha,Armadilha,21/11/2022,ARM 285738/22
Itajaí,PENHA,Comércio,ARM - Armadilha,Armadilha,22/11/2022,ARM 285737/22
Itajaí,PENHA,Residência,ARM - Armadilha,Armadilha,24/11/2022,ARM 285736/22
Itajaí,PENHA,Comércio,ARM - Armadilha,Armadilha,24/11/2022,ARM 285735/22
Itajaí,PENHA,Residência,ARM - Armadilha,Armadilha,24/11/2022,ARM 285734/22
Itajaí,PENHA,Outros,ARM - Armadilha,Armadilha,23/11/2022,ARM 285733/22
Itajaí,PENHA,Residência,ARM - Armadilha,Armadilha,23/11/2022,ARM 285732/22
Joinville,ARAQUARI,Comércio,ARM - Armadilha,Armadilha,24/11/2022,ARM 285731/22
Joinville,ARAQUARI,Comércio,ARM - Armadilha,Armadilha,24/11/2022,ARM 285730/22
Joinville,ARAQUARI,Comércio,ARM - Armadilha,Armadilha,24/11/2022,ARM 285729/22
Joinville,ARAQUARI,Comércio,ARM - Armadilha,Armadilha,24/11/2022,ARM 285728/22
Joinville,ARAQUARI,Outros,ARM - Armadilha,Armadilha,24/11/2022,ARM 285727/22
Joinville,ARAQUARI,Comércio,ARM - Armadilha,Armadilha,24/11/2022,ARM 285726/22
Joinville,ARAQUARI,Comércio,ARM - Armadilha,Armadilha,23/11/2022,ARM 285725/22
Joinville,ARAQUARI,Comércio,ARM - Armadilha,Armadilha,23/11/2022,ARM 285724/22
Joinville,JOINVILLE,Residência,E - Depósitos naturais,Armadilha,28/11/2022,ARM 285723/22
Joinville,JOINVILLE,Residência,ARM - Armadilha,Armadilha,28/11/2022,ARM 285722/22
Joinville,JOINVILLE,Residência,ARM - Armadilha,Armadilha,28/11/2022,ARM 285721/22
Joinville,JOINVILLE,Residência,ARM - Armadilha,Armadilha,28/11/2022,ARM 285720/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,28/11/2022,ARM 285719/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,28/11/2022,ARM 285718/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,28/11/2022,ARM 285717/22
Joinville,JOINVILLE,Residência,ARM - Armadilha,Armadilha,28/11/2022,ARM 285716/22
Joinville,JOINVILLE,Residência,ARM - Armadilha,Armadilha,28/11/2022,ARM 285715/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,28/11/2022,ARM 285714/22
São José,FLORIANÓPOLIS,Residência,B - Pequenos depósitos móveis,Investigação de Denúncia,24/11/2022,ID 285713/22
São José,FLORIANÓPOLIS,Residência,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Investigação de Denúncia,24/11/2022,ID 285712/22
São José,FLORIANÓPOLIS,Outros,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Revisão da Área,25/11/2022,RA 285711/22
São José,FLORIANÓPOLIS,Residência,B - Pequenos depósitos móveis,Revisão da Área,25/11/2022,RA 285710/22
São José,FLORIANÓPOLIS,Outros,B - Pequenos depósitos móveis,Investigação de Denúncia,25/11/2022,ID 285709/22
São Miguel do Oeste,SÃO MIGUEL DO OESTE,Residência,ARM - Armadilha,Armadilha,28/11/2022,ARM 285708/22
Itajaí,BALNEÁRIO CAMBORIÚ,Comércio,ARM - Armadilha,Armadilha,28/11/2022,ARM 285707/22
Itajaí,BALNEÁRIO CAMBORIÚ,Residência,ARM - Armadilha,Armadilha,28/11/2022,ARM 285706/22
São Miguel do Oeste,SÃO MIGUEL DO OESTE,Comércio,ARM - Armadilha,Armadilha,28/11/2022,ARM 285705/22
São Miguel do Oeste,SÃO MIGUEL DO OESTE,Outros,ARM - Armadilha,Armadilha,28/11/2022,ARM 285704/22
São Miguel do Oeste,SÃO MIGUEL DO OESTE,Residência,ARM - Armadilha,Armadilha,28/11/2022,ARM 285703/22
Itajaí,PENHA,Outros,ARM - Armadilha,Armadilha,24/11/2022,ARM 285702/22
Itajaí,PENHA,Outros,ARM - Armadilha,Armadilha,25/11/2022,ARM 285701/22
Itajaí,PENHA,Outros,ARM - Armadilha,Armadilha,25/11/2022,ARM 285700/22
Itajaí,PENHA,Outros,ARM - Armadilha,Armadilha,25/11/2022,ARM 285699/22
Itajaí,PENHA,Comércio,ARM - Armadilha,Armadilha,25/11/2022,ARM 285698/22
Itajaí,PORTO BELO,Residência,ARM - Armadilha,Armadilha,28/11/2022,ARM 285697/22
Itajaí,PENHA,Residência,ARM - Armadilha,Armadilha,25/11/2022,ARM 285696/22
Itajaí,PORTO BELO,Residência,ARM - Armadilha,Armadilha,28/11/2022,ARM 285695/22
Itajaí,PENHA,Outros,ARM - Armadilha,Armadilha,25/11/2022,ARM 285694/22
Itajaí,PORTO BELO,Residência,ARM - Armadilha,Armadilha,28/11/2022,ARM 285693/22
Itajaí,PENHA,Outros,ARM - Armadilha,Armadilha,25/11/2022,ARM 285692/22
Itajaí,PENHA,Residência,ARM - Armadilha,Armadilha,24/11/2022,ARM 285691/22
Itajaí,PENHA,Residência,ARM - Armadilha,Armadilha,24/11/2022,ARM 285690/22
Itajaí,PENHA,Outros,ARM - Armadilha,Armadilha,24/11/2022,ARM 285689/22
Itajaí,PENHA,Residência,ARM - Armadilha,Armadilha,24/11/2022,ARM 285688/22
Itajaí,PENHA,Outros,ARM - Armadilha,Armadilha,25/11/2022,ARM 285687/22
Joinville,JOINVILLE,Ponto Estratégico,E - Depósitos naturais,Ponto Estratégico,25/11/2022,PE 285686/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,28/11/2022,ARM 285685/22
Joinville,JOINVILLE,Outros,ARM - Armadilha,Armadilha,28/11/2022,ARM 285684/22
São Miguel do Oeste,GUARUJÁ DO SUL,Residência,ARM - Armadilha,Armadilha,28/11/2022,ARM 285683/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,28/11/2022,ARM 285682/22
Joinville,JOINVILLE,Outros,ARM - Armadilha,Armadilha,28/11/2022,ARM 285681/22
São Miguel do Oeste,GUARUJÁ DO SUL,Residência,ARM - Armadilha,Armadilha,28/11/2022,ARM 285680/22
Joinville,JOINVILLE,Residência,ARM - Armadilha,Armadilha,28/11/2022,ARM 285679/22
São Miguel do Oeste,GUARUJÁ DO SUL,Outros,ARM - Armadilha,Armadilha,28/11/2022,ARM 285678/22
Chapecó,CAIBI,Residência,ARM - Armadilha,Armadilha,25/11/2022,ARM 285677/22
Chapecó,CAIBI,Residência,ARM - Armadilha,Armadilha,25/11/2022,ARM 285676/22
Chapecó,CAIBI,Residência,ARM - Armadilha,Armadilha,25/11/2022,ARM 285675/22
Chapecó,CAIBI,Comércio,ARM - Armadilha,Armadilha,25/11/2022,ARM 285674/22
Chapecó,CAIBI,Outros,ARM - Armadilha,Armadilha,25/11/2022,ARM 285673/22
Chapecó,CAIBI,Comércio,ARM - Armadilha,Armadilha,25/11/2022,ARM 285672/22
Chapecó,PALMITOS,Residência,ARM - Armadilha,Armadilha,23/11/2022,ARM 285671/22
Chapecó,PALMITOS,Residência,ARM - Armadilha,Armadilha,24/11/2022,ARM 285670/22
Jaraguá do Sul,GUARAMIRIM,Comércio,ARM - Armadilha,Armadilha,23/11/2022,ARM 285669/22
Jaraguá do Sul,GUARAMIRIM,Outros,ARM - Armadilha,Armadilha,23/11/2022,ARM 285668/22
Jaraguá do Sul,GUARAMIRIM,Comércio,ARM - Armadilha,Armadilha,23/11/2022,ARM 285667/22
Jaraguá do Sul,GUARAMIRIM,Comércio,ARM - Armadilha,Armadilha,23/11/2022,ARM 285666/22
Itajaí,PENHA,Ponto Estratégico,C - Depósitos Fixos,Ponto Estratégico,21/11/2022,PE 285665/22
Tubarão,TUBARÃO,Comércio,ARM - Armadilha,Armadilha,28/11/2022,ARM 285663/22
Jaraguá do Sul,JARAGUÁ DO SUL,Outros,ARM - Armadilha,Armadilha,25/11/2022,ARM 285662/22
Jaraguá do Sul,JARAGUÁ DO SUL,Outros,ARM - Armadilha,Armadilha,25/11/2022,ARM 285661/22
Jaraguá do Sul,JARAGUÁ DO SUL,Outros,ARM - Armadilha,Armadilha,25/11/2022,ARM 285660/22
Jaraguá do Sul,JARAGUÁ DO SUL,Outros,ARM - Armadilha,Armadilha,25/11/2022,ARM 285659/22
Jaraguá do Sul,JARAGUÁ DO SUL,Residência,ARM - Armadilha,Armadilha,25/11/2022,ARM 285658/22
Jaraguá do Sul,JARAGUÁ DO SUL,Comércio,ARM - Armadilha,Armadilha,25/11/2022,ARM 285657/22
Jaraguá do Sul,JARAGUÁ DO SUL,Comércio,ARM - Armadilha,Armadilha,25/11/2022,ARM 285656/22
Jaraguá do Sul,JARAGUÁ DO SUL,Residência,ARM - Armadilha,Armadilha,25/11/2022,ARM 285655/22
Jaraguá do Sul,JARAGUÁ DO SUL,Comércio,ARM - Armadilha,Armadilha,25/11/2022,ARM 285654/22
Jaraguá do Sul,JARAGUÁ DO SUL,Comércio,ARM - Armadilha,Armadilha,25/11/2022,ARM 285653/22
Jaraguá do Sul,JARAGUÁ DO SUL,Outros,ARM - Armadilha,Armadilha,24/11/2022,ARM 285652/22
Jaraguá do Sul,JARAGUÁ DO SUL,Comércio,ARM - Armadilha,Armadilha,24/11/2022,ARM 285651/22
Itajaí,ITAPEMA,Comércio,ARM - Armadilha,Armadilha,21/11/2022,ARM 285650/22
Itajaí,ITAPEMA,Comércio,ARM - Armadilha,Armadilha,21/11/2022,ARM 285649/22
Itajaí,ITAPEMA,Residência,ARM - Armadilha,Armadilha,24/11/2022,ARM 285648/22
Itajaí,ITAPEMA,Residência,ARM - Armadilha,Armadilha,21/11/2022,ARM 285647/22
Itajaí,ITAPEMA,Comércio,ARM - Armadilha,Armadilha,22/11/2022,ARM 285646/22
São José,PALHOÇA,Outros,B - Pequenos depósitos móveis,Delimitação de Foco,25/11/2022,DF 285645/22
Itajaí,ITAPEMA,Outros,ARM - Armadilha,Armadilha,22/11/2022,ARM 285644/22
São José,PALHOÇA,Outros,B - Pequenos depósitos móveis,Delimitação de Foco,25/11/2022,DF 285643/22
São José,PALHOÇA,Terreno baldio,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Delimitação de Foco,25/11/2022,DF 285642/22
São José,FLORIANÓPOLIS,Residência,ARM - Armadilha,Investigação de Denúncia,22/11/2022,ID 285641/22
Itajaí,ITAPEMA,Comércio,ARM - Armadilha,Armadilha,22/11/2022,ARM 285640/22
Itajaí,ITAPEMA,Comércio,ARM - Armadilha,Armadilha,22/11/2022,ARM 285639/22
Itajaí,ITAPEMA,Comércio,ARM - Armadilha,Armadilha,23/11/2022,ARM 285638/22
Itajaí,ITAPEMA,Comércio,ARM - Armadilha,Armadilha,23/11/2022,ARM 285637/22
Itajaí,ITAPEMA,Outros,ARM - Armadilha,Armadilha,23/11/2022,ARM 285636/22
Itajaí,ITAPEMA,Outros,ARM - Armadilha,Armadilha,23/11/2022,ARM 285635/22
Xanxerê,XAXIM,Comércio,ARM - Armadilha,Armadilha,22/11/2022,ARM 285634/22
Xanxerê,XAXIM,Comércio,ARM - Armadilha,Armadilha,22/11/2022,ARM 285633/22
Xanxerê,XAXIM,Comércio,ARM - Armadilha,Armadilha,21/11/2022,ARM 285632/22
Araranguá,PASSO DE TORRES,Comércio,ARM - Armadilha,Armadilha,23/11/2022,ARM 285631/22
Araranguá,SOMBRIO,Ponto Estratégico,C - Depósitos Fixos,Ponto Estratégico,23/11/2022,PE 285630/22
Araranguá,SOMBRIO,Ponto Estratégico,B - Pequenos depósitos móveis,Ponto Estratégico,23/11/2022,PE 285629/22
São José,GOVERNADOR CELSO RAMOS,Residência,A2 - Outros depósitos de armazenamento de água,Delimitação de Foco,25/11/2022,DF 285628/22
Itajaí,BALNEÁRIO CAMBORIÚ,Ponto Estratégico,C - Depósitos Fixos,Ponto Estratégico,24/11/2022,PE 285627/22
Itajaí,BALNEÁRIO CAMBORIÚ,Ponto Estratégico,B - Pequenos depósitos móveis,Ponto Estratégico,24/11/2022,PE 285626/22
Joinville,JOINVILLE,Residência,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Delimitação de Foco,25/11/2022,DF 285625/22
Joinville,JOINVILLE,Residência,B - Pequenos depósitos móveis,Delimitação de Foco,25/11/2022,DF 285624/22
Joinville,JOINVILLE,Residência,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Delimitação de Foco,25/11/2022,DF 285623/22
Itajaí,BALNEÁRIO CAMBORIÚ,Ponto Estratégico,B - Pequenos depósitos móveis,Ponto Estratégico,24/11/2022,PE 285622/22
Joinville,JOINVILLE,Residência,A2 - Outros depósitos de armazenamento de água,Delimitação de Foco,25/11/2022,DF 285621/22
São José,TIJUCAS,Residência,B - Pequenos depósitos móveis,Levantamento de Indice + Tratamento,25/11/2022,LI+T 285620/22
Joinville,JOINVILLE,Outros,ARM - Armadilha,Armadilha,24/11/2022,ARM 285619/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,24/11/2022,ARM 285618/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,25/11/2022,ARM 285617/22
Joinville,JOINVILLE,Residência,ARM - Armadilha,Armadilha,25/11/2022,ARM 285616/22
Joinville,JOINVILLE,Residência,ARM - Armadilha,Armadilha,25/11/2022,ARM 285615/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,25/11/2022,ARM 285614/22
Joinville,JOINVILLE,Outros,ARM - Armadilha,Armadilha,25/11/2022,ARM 285613/22
Joinville,JOINVILLE,Outros,ARM - Armadilha,Armadilha,25/11/2022,ARM 285612/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,25/11/2022,ARM 285611/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,25/11/2022,ARM 285610/22
