Relatório de focos de Aedes aegypti e Aedes albopictus,,,,,,
Período: de 02/07/2022 a 31/12/2022,,,,,,
Atualizado em 27/06/2023,,,,,,
Regional,Município,Imóvel,Depósito,Tipo de Atividade,Data da Coleta,Nº Foco
Itajaí,NAVEGANTES,Comércio,ARM - Armadilha,Armadilha,24/10/2022,ARM 282711/22
Itajaí,NAVEGANTES,Residência,ARM - Armadilha,Armadilha,24/10/2022,ARM 282710/22
Itajaí,NAVEGANTES,Residência,ARM - Armadilha,Armadilha,24/10/2022,ARM 282709/22
São José,SANTO AMARO DA IMPERATRIZ,Comércio,ARM - Armadilha,Armadilha,25/10/2022,ARM 282708/22
Jaraguá do Sul,JARAGUÁ DO SUL,Comércio,ARM - Armadilha,Armadilha,24/10/2022,ARM 282707/22
Mafra,PORTO UNIÃO,Comércio,ARM - Armadilha,Armadilha,21/10/2022,ARM 282706/22
São José,FLORIANÓPOLIS,Ponto Estratégico,B - Pequenos depósitos móveis,Ponto Estratégico,24/10/2022,PE 282705/22
São José,FLORIANÓPOLIS,Residência,B - Pequenos depósitos móveis,Investigação de Denúncia,21/10/2022,ID 282704/22
São José,FLORIANÓPOLIS,Residência,B - Pequenos depósitos móveis,Investigação de Denúncia,21/10/2022,ID 282703/22
São José,FLORIANÓPOLIS,Comércio,B - Pequenos depósitos móveis,Investigação de Denúncia,21/10/2022,ID 282702/22
São José,FLORIANÓPOLIS,Residência,B - Pequenos depósitos móveis,Investigação de Denúncia,19/10/2022,ID 282701/22
São José,FLORIANÓPOLIS,Outros,B - Pequenos depósitos móveis,Investigação de Denúncia,19/10/2022,ID 282700/22
São José,FLORIANÓPOLIS,Residência,B - Pequenos depósitos móveis,Investigação de Denúncia,19/10/2022,ID 282699/22
São José,FLORIANÓPOLIS,Ponto Estratégico,B - Pequenos depósitos móveis,Ponto Estratégico,24/10/2022,PE 282698/22
São José,FLORIANÓPOLIS,Ponto Estratégico,B - Pequenos depósitos móveis,Ponto Estratégico,24/10/2022,PE 282697/22
São José,FLORIANÓPOLIS,Ponto Estratégico,D1 - Pneus e outros materiais rodantes,Ponto Estratégico,24/10/2022,PE 282696/22
Joinville,SÃO FRANCISCO DO SUL,Outros,ARM - Armadilha,Armadilha,18/10/2022,ARM 282695/22
Mafra,SÃO BENTO DO SUL,Comércio,ARM - Armadilha,Armadilha,25/10/2022,ARM 282694/22
Joinville,SÃO FRANCISCO DO SUL,Residência,ARM - Armadilha,Armadilha,18/10/2022,ARM 282693/22
Joinville,SÃO FRANCISCO DO SUL,Outros,ARM - Armadilha,Armadilha,17/10/2022,ARM 282692/22
Joinville,SÃO FRANCISCO DO SUL,Comércio,ARM - Armadilha,Armadilha,18/10/2022,ARM 282691/22
Joinville,SÃO FRANCISCO DO SUL,Comércio,ARM - Armadilha,Armadilha,18/10/2022,ARM 282690/22
Joinville,SÃO FRANCISCO DO SUL,Outros,ARM - Armadilha,Armadilha,18/10/2022,ARM 282689/22
Joinville,SÃO FRANCISCO DO SUL,Outros,ARM - Armadilha,Armadilha,17/10/2022,ARM 282688/22
Joinville,SÃO FRANCISCO DO SUL,Outros,ARM - Armadilha,Armadilha,17/10/2022,ARM 282687/22
Joinville,SÃO FRANCISCO DO SUL,Outros,ARM - Armadilha,Armadilha,18/10/2022,ARM 282686/22
Joinville,SÃO FRANCISCO DO SUL,Outros,ARM - Armadilha,Armadilha,18/10/2022,ARM 282685/22
Joinville,SÃO FRANCISCO DO SUL,Outros,ARM - Armadilha,Armadilha,17/10/2022,ARM 282684/22
Joinville,SÃO FRANCISCO DO SUL,Outros,ARM - Armadilha,Armadilha,17/10/2022,ARM 282683/22
Joinville,SÃO FRANCISCO DO SUL,Outros,ARM - Armadilha,Armadilha,17/10/2022,ARM 282682/22
Joinville,SÃO FRANCISCO DO SUL,Outros,ARM - Armadilha,Armadilha,17/10/2022,ARM 282681/22
Joinville,SÃO FRANCISCO DO SUL,Comércio,ARM - Armadilha,Armadilha,18/10/2022,ARM 282680/22
Joinville,SÃO FRANCISCO DO SUL,Outros,ARM - Armadilha,Armadilha,17/10/2022,ARM 282679/22
São José,PALHOÇA,Comércio,ARM - Armadilha,Armadilha,21/10/2022,ARM 282678/22
São José,PALHOÇA,Comércio,ARM - Armadilha,Armadilha,24/10/2022,ARM 282677/22
São José,PALHOÇA,Comércio,ARM - Armadilha,Armadilha,24/10/2022,ARM 282676/22
São José,PALHOÇA,Comércio,ARM - Armadilha,Armadilha,24/10/2022,ARM 282675/22
São José,PALHOÇA,Comércio,ARM - Armadilha,Armadilha,24/10/2022,ARM 282674/22
São José,PALHOÇA,Comércio,ARM - Armadilha,Armadilha,20/10/2022,ARM 282673/22
São José,PALHOÇA,Comércio,ARM - Armadilha,Armadilha,21/10/2022,ARM 282672/22
São José,PALHOÇA,Comércio,ARM - Armadilha,Armadilha,21/10/2022,ARM 282671/22
São José,PALHOÇA,Comércio,ARM - Armadilha,Armadilha,21/10/2022,ARM 282670/22
São José,PALHOÇA,Comércio,ARM - Armadilha,Armadilha,21/10/2022,ARM 282669/22
São José,PALHOÇA,Comércio,ARM - Armadilha,Armadilha,21/10/2022,ARM 282668/22
Itajaí,PORTO BELO,Residência,ARM - Armadilha,Armadilha,24/10/2022,ARM 282667/22
Itajaí,PORTO BELO,Comércio,ARM - Armadilha,Armadilha,24/10/2022,ARM 282666/22
São José,FLORIANÓPOLIS,Residência,E - Depósitos naturais,Investigação de Denúncia,24/10/2022,ID 282665/22
São José,FLORIANÓPOLIS,Residência,B - Pequenos depósitos móveis,Investigação de Denúncia,24/10/2022,ID 282664/22
São José,FLORIANÓPOLIS,Residência,B - Pequenos depósitos móveis,Revisão da Área,20/10/2022,RA 282663/22
São José,FLORIANÓPOLIS,Outros,B - Pequenos depósitos móveis,Investigação de Denúncia,19/10/2022,ID 282662/22
São José,FLORIANÓPOLIS,Residência,B - Pequenos depósitos móveis,Investigação de Denúncia,20/10/2022,ID 282661/22
São José,FLORIANÓPOLIS,Outros,B - Pequenos depósitos móveis,Investigação de Denúncia,21/10/2022,ID 282660/22
São José,FLORIANÓPOLIS,Residência,B - Pequenos depósitos móveis,Investigação de Denúncia,20/10/2022,ID 282659/22
São José,FLORIANÓPOLIS,Residência,C - Depósitos Fixos,Investigação de Denúncia,20/10/2022,ID 282658/22
São José,FLORIANÓPOLIS,Residência,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Investigação de Denúncia,19/10/2022,ID 282657/22
São José,FLORIANÓPOLIS,Residência,B - Pequenos depósitos móveis,Investigação de Denúncia,21/10/2022,ID 282656/22
São José,FLORIANÓPOLIS,Residência,B - Pequenos depósitos móveis,Investigação de Denúncia,21/10/2022,ID 282655/22
São José,FLORIANÓPOLIS,Residência,C - Depósitos Fixos,Investigação de Denúncia,19/10/2022,ID 282654/22
São José,FLORIANÓPOLIS,Outros,E - Depósitos naturais,Investigação de Denúncia,20/10/2022,ID 282653/22
Jaraguá do Sul,JARAGUÁ DO SUL,Outros,ARM - Armadilha,Armadilha,21/10/2022,ARM 282652/22
Jaraguá do Sul,JARAGUÁ DO SUL,Comércio,ARM - Armadilha,Armadilha,21/10/2022,ARM 282651/22
São Miguel do Oeste,SÃO MIGUEL DO OESTE,Residência,ARM - Armadilha,Armadilha,24/10/2022,ARM 282650/22
Jaraguá do Sul,JARAGUÁ DO SUL,Comércio,ARM - Armadilha,Armadilha,21/10/2022,ARM 282649/22
Jaraguá do Sul,JARAGUÁ DO SUL,Comércio,ARM - Armadilha,Armadilha,21/10/2022,ARM 282648/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,24/10/2022,ARM 282647/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,24/10/2022,ARM 282646/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,24/10/2022,ARM 282645/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,24/10/2022,ARM 282644/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,24/10/2022,ARM 282643/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,24/10/2022,ARM 282642/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,24/10/2022,ARM 282641/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,24/10/2022,ARM 282640/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,24/10/2022,ARM 282639/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,24/10/2022,ARM 282638/22
Joinville,JOINVILLE,Residência,ARM - Armadilha,Armadilha,24/10/2022,ARM 282637/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,24/10/2022,ARM 282636/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,24/10/2022,ARM 282635/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,24/10/2022,ARM 282634/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,24/10/2022,ARM 282633/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,24/10/2022,ARM 282632/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,24/10/2022,ARM 282631/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,24/10/2022,ARM 282630/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,24/10/2022,ARM 282629/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,24/10/2022,ARM 282628/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,24/10/2022,ARM 282627/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,24/10/2022,ARM 282626/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,24/10/2022,ARM 282625/22
Xanxerê,PONTE SERRADA,Comércio,ARM - Armadilha,Armadilha,17/10/2022,ARM 282624/22
Joinville,JOINVILLE,Residência,ARM - Armadilha,Armadilha,24/10/2022,ARM 282623/22
Joinville,JOINVILLE,Residência,ARM - Armadilha,Armadilha,24/10/2022,ARM 282622/22
São José,SÃO JOSÉ,Comércio,ARM - Armadilha,Armadilha,21/10/2022,ARM 282621/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,24/10/2022,ARM 282620/22
São José,SÃO JOSÉ,Outros,ARM - Armadilha,Armadilha,21/10/2022,ARM 282619/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,24/10/2022,ARM 282618/22
São José,SÃO JOSÉ,Outros,ARM - Armadilha,Armadilha,21/10/2022,ARM 282617/22
Joinville,JOINVILLE,Residência,ARM - Armadilha,Armadilha,24/10/2022,ARM 282616/22
São José,SÃO JOSÉ,Outros,ARM - Armadilha,Armadilha,21/10/2022,ARM 282615/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,24/10/2022,ARM 282614/22
São José,SÃO JOSÉ,Residência,B - Pequenos depósitos móveis,Delimitação de Foco,21/10/2022,DF 282613/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,24/10/2022,ARM 282612/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,24/10/2022,ARM 282611/22
São José,SÃO JOSÉ,Comércio,ARM - Armadilha,Armadilha,21/10/2022,ARM 282610/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,24/10/2022,ARM 282609/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,24/10/2022,ARM 282608/22
São José,SÃO JOSÉ,Outros,ARM - Armadilha,Armadilha,21/10/2022,ARM 282607/22
Joinville,JOINVILLE,Residência,ARM - Armadilha,Armadilha,24/10/2022,ARM 282606/22
São José,SÃO JOSÉ,Comércio,ARM - Armadilha,Armadilha,21/10/2022,ARM 282605/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,24/10/2022,ARM 282604/22
Joinville,JOINVILLE,Residência,ARM - Armadilha,Armadilha,24/10/2022,ARM 282603/22
São José,SÃO JOSÉ,Comércio,ARM - Armadilha,Armadilha,21/10/2022,ARM 282602/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,24/10/2022,ARM 282601/22
Joinville,JOINVILLE,Residência,ARM - Armadilha,Armadilha,24/10/2022,ARM 282600/22
São José,SÃO JOSÉ,Outros,ARM - Armadilha,Armadilha,21/10/2022,ARM 282599/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,24/10/2022,ARM 282598/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,24/10/2022,ARM 282597/22
Joinville,JOINVILLE,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,21/10/2022,PE 282596/22
Joinville,JOINVILLE,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,21/10/2022,PE 282595/22
Joinville,JOINVILLE,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,21/10/2022,PE 282594/22
Joinville,JOINVILLE,Ponto Estratégico,C - Depósitos Fixos,Ponto Estratégico,24/10/2022,PE 282593/22
Joinville,JOINVILLE,Ponto Estratégico,A2 - Outros depósitos de armazenamento de água,Ponto Estratégico,24/10/2022,PE 282592/22
Jaraguá do Sul,JARAGUÁ DO SUL,Outros,ARM - Armadilha,Armadilha,21/10/2022,ARM 282591/22
São José,SÃO JOÃO BATISTA,Comércio,ARM - Armadilha,Armadilha,24/10/2022,ARM 282590/22
São José,GOVERNADOR CELSO RAMOS,Residência,ARM - Armadilha,Armadilha,24/10/2022,ARM 282589/22
Blumenau,GASPAR,Residência,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Investigação de Denúncia,21/10/2022,ID 282588/22
Blumenau,GASPAR,Residência,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Investigação de Denúncia,21/10/2022,ID 282587/22
Blumenau,GASPAR,Comércio,ARM - Armadilha,Armadilha,21/10/2022,ARM 282586/22
Mafra,CAMPO ALEGRE,Comércio,ARM - Armadilha,Armadilha,17/10/2022,ARM 282585/22
Joaçaba,HERVAL D`OESTE,Comércio,ARM - Armadilha,Armadilha,24/10/2022,ARM 282584/22
Itajaí,NAVEGANTES,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,21/10/2022,PE 282583/22
Itajaí,NAVEGANTES,Ponto Estratégico,D1 - Pneus e outros materiais rodantes,Ponto Estratégico,21/10/2022,PE 282582/22
Itajaí,NAVEGANTES,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,21/10/2022,PE 282581/22
Itajaí,NAVEGANTES,Outros,ARM - Armadilha,Armadilha,21/10/2022,ARM 282580/22
Itajaí,CAMBORIÚ,Comércio,ARM - Armadilha,Armadilha,17/10/2022,ARM 282579/22
Itajaí,CAMBORIÚ,Outros,ARM - Armadilha,Armadilha,17/10/2022,ARM 282578/22
Itajaí,CAMBORIÚ,Comércio,ARM - Armadilha,Armadilha,17/10/2022,ARM 282577/22
Itajaí,CAMBORIÚ,Comércio,ARM - Armadilha,Armadilha,17/10/2022,ARM 282576/22
Chapecó,CAIBI,Comércio,ARM - Armadilha,Armadilha,21/10/2022,ARM 282575/22
Chapecó,CAIBI,Outros,ARM - Armadilha,Armadilha,21/10/2022,ARM 282574/22
Chapecó,CAIBI,Outros,ARM - Armadilha,Armadilha,21/10/2022,ARM 282573/22
Chapecó,NOVA ERECHIM,Residência,ARM - Armadilha,Armadilha,19/10/2022,ARM 282572/22
São José,FLORIANÓPOLIS,Outros,ARM - Armadilha,Armadilha,20/10/2022,ARM 282571/22
São José,FLORIANÓPOLIS,Comércio,ARM - Armadilha,Armadilha,20/10/2022,ARM 282570/22
São José,FLORIANÓPOLIS,Outros,ARM - Armadilha,Armadilha,20/10/2022,ARM 282569/22
São José,FLORIANÓPOLIS,Residência,ARM - Armadilha,Armadilha,20/10/2022,ARM 282568/22
São José,FLORIANÓPOLIS,Comércio,ARM - Armadilha,Armadilha,20/10/2022,ARM 282567/22
Itajaí,CAMBORIÚ,Outros,ARM - Armadilha,Armadilha,17/10/2022,ARM 282566/22
São José,FLORIANÓPOLIS,Outros,B - Pequenos depósitos móveis,Revisão da Área,19/10/2022,RA 282565/22
Itajaí,CAMBORIÚ,Residência,ARM - Armadilha,Armadilha,17/10/2022,ARM 282564/22
São José,FLORIANÓPOLIS,Residência,B - Pequenos depósitos móveis,Investigação de Denúncia,19/10/2022,ID 282563/22
Itajaí,BALNEÁRIO PIÇARRAS,Comércio,ARM - Armadilha,Armadilha,17/10/2022,ARM 282562/22
São José,FLORIANÓPOLIS,Residência,B - Pequenos depósitos móveis,Investigação de Denúncia,20/10/2022,ID 282561/22
Itajaí,CAMBORIÚ,Comércio,ARM - Armadilha,Armadilha,17/10/2022,ARM 282560/22
Itajaí,BALNEÁRIO PIÇARRAS,Residência,ARM - Armadilha,Armadilha,17/10/2022,ARM 282559/22
São José,FLORIANÓPOLIS,Outros,B - Pequenos depósitos móveis,Investigação de Denúncia,20/10/2022,ID 282558/22
Itajaí,BALNEÁRIO PIÇARRAS,Residência,ARM - Armadilha,Armadilha,17/10/2022,ARM 282557/22
São José,FLORIANÓPOLIS,Terreno baldio,B - Pequenos depósitos móveis,Investigação de Denúncia,19/10/2022,ID 282556/22
São José,FLORIANÓPOLIS,Outros,ARM - Armadilha,Armadilha,20/10/2022,ARM 282555/22
Itajaí,BALNEÁRIO PIÇARRAS,Residência,ARM - Armadilha,Armadilha,17/10/2022,ARM 282554/22
Itajaí,CAMBORIÚ,Comércio,ARM - Armadilha,Armadilha,17/10/2022,ARM 282553/22
São José,FLORIANÓPOLIS,Residência,ARM - Armadilha,Armadilha,20/10/2022,ARM 282552/22
São José,FLORIANÓPOLIS,Outros,ARM - Armadilha,Armadilha,20/10/2022,ARM 282551/22
São José,FLORIANÓPOLIS,Ponto Estratégico,B - Pequenos depósitos móveis,Ponto Estratégico,20/10/2022,PE 282550/22
Itajaí,BALNEÁRIO PIÇARRAS,Residência,ARM - Armadilha,Armadilha,17/10/2022,ARM 282549/22
São José,FLORIANÓPOLIS,Residência,E - Depósitos naturais,Investigação de Denúncia,18/10/2022,ID 282548/22
São José,FLORIANÓPOLIS,Residência,B - Pequenos depósitos móveis,Investigação de Denúncia,18/10/2022,ID 282547/22
Itajaí,BALNEÁRIO PIÇARRAS,Comércio,ARM - Armadilha,Armadilha,17/10/2022,ARM 282546/22
São José,FLORIANÓPOLIS,Residência,ARM - Armadilha,Investigação de Denúncia,19/10/2022,ID 282545/22
São José,FLORIANÓPOLIS,Residência,ARM - Armadilha,Investigação de Denúncia,19/10/2022,ID 282544/22
Itajaí,BALNEÁRIO PIÇARRAS,Residência,ARM - Armadilha,Armadilha,17/10/2022,ARM 282543/22
Itajaí,BALNEÁRIO PIÇARRAS,Comércio,ARM - Armadilha,Ponto Estratégico,17/10/2022,PE 282542/22
Itajaí,BALNEÁRIO PIÇARRAS,Residência,ARM - Armadilha,Armadilha,17/10/2022,ARM 282541/22
Itajaí,BALNEÁRIO PIÇARRAS,Residência,ARM - Armadilha,Armadilha,17/10/2022,ARM 282540/22
Itajaí,BALNEÁRIO PIÇARRAS,Residência,ARM - Armadilha,Armadilha,17/10/2022,ARM 282539/22
Itajaí,BALNEÁRIO PIÇARRAS,Residência,ARM - Armadilha,Armadilha,17/10/2022,ARM 282538/22
Itajaí,BALNEÁRIO PIÇARRAS,Residência,ARM - Armadilha,Armadilha,17/10/2022,ARM 282537/22
Itajaí,BALNEÁRIO PIÇARRAS,Comércio,ARM - Armadilha,Armadilha,17/10/2022,ARM 282536/22
Itajaí,BALNEÁRIO PIÇARRAS,Comércio,ARM - Armadilha,Armadilha,17/10/2022,ARM 282535/22
Itajaí,BALNEÁRIO PIÇARRAS,Comércio,ARM - Armadilha,Armadilha,17/10/2022,ARM 282534/22
Itajaí,PENHA,Outros,ARM - Armadilha,Armadilha,21/10/2022,ARM 282533/22
Itajaí,PENHA,Comércio,ARM - Armadilha,Armadilha,21/10/2022,ARM 282532/22
Itajaí,PENHA,Comércio,ARM - Armadilha,Armadilha,21/10/2022,ARM 282531/22
Itajaí,PENHA,Residência,ARM - Armadilha,Armadilha,19/10/2022,ARM 282530/22
Itajaí,PENHA,Outros,ARM - Armadilha,Armadilha,19/10/2022,ARM 282529/22
Itajaí,PENHA,Residência,ARM - Armadilha,Armadilha,17/10/2022,ARM 282528/22
Itajaí,PENHA,Residência,ARM - Armadilha,Armadilha,18/10/2022,ARM 282527/22
Itajaí,PENHA,Outros,ARM - Armadilha,Armadilha,18/10/2022,ARM 282526/22
Itajaí,PENHA,Outros,ARM - Armadilha,Armadilha,18/10/2022,ARM 282525/22
Itajaí,PENHA,Comércio,ARM - Armadilha,Armadilha,21/10/2022,ARM 282524/22
Itajaí,PENHA,Outros,ARM - Armadilha,Armadilha,21/10/2022,ARM 282523/22
Itajaí,PENHA,Residência,ARM - Armadilha,Armadilha,21/10/2022,ARM 282522/22
Itajaí,PENHA,Outros,ARM - Armadilha,Armadilha,18/10/2022,ARM 282521/22
Itajaí,PENHA,Comércio,ARM - Armadilha,Armadilha,18/10/2022,ARM 282520/22
Itajaí,ITAPEMA,Outros,ARM - Armadilha,Armadilha,17/10/2022,ARM 282519/22
Itajaí,ITAPEMA,Outros,ARM - Armadilha,Armadilha,17/10/2022,ARM 282518/22
Itajaí,PENHA,Residência,ARM - Armadilha,Armadilha,20/10/2022,ARM 282517/22
Itajaí,ITAPEMA,Comércio,ARM - Armadilha,Armadilha,17/10/2022,ARM 282516/22
Itajaí,PENHA,Outros,ARM - Armadilha,Armadilha,20/10/2022,ARM 282515/22
Itajaí,ITAPEMA,Residência,ARM - Armadilha,Armadilha,17/10/2022,ARM 282514/22
Itajaí,PENHA,Residência,ARM - Armadilha,Armadilha,20/10/2022,ARM 282513/22
Itajaí,PENHA,Outros,ARM - Armadilha,Armadilha,20/10/2022,ARM 282512/22
Itajaí,ITAPEMA,Outros,ARM - Armadilha,Armadilha,17/10/2022,ARM 282511/22
Itajaí,PENHA,Residência,ARM - Armadilha,Armadilha,19/10/2022,ARM 282510/22
Itajaí,PENHA,Residência,ARM - Armadilha,Armadilha,18/10/2022,ARM 282509/22
Itajaí,PENHA,Outros,ARM - Armadilha,Armadilha,18/10/2022,ARM 282508/22
Itajaí,PENHA,Residência,ARM - Armadilha,Armadilha,17/10/2022,ARM 282507/22
Itajaí,PENHA,Residência,ARM - Armadilha,Armadilha,17/10/2022,ARM 282506/22
Joinville,JOINVILLE,Residência,ARM - Armadilha,Armadilha,17/10/2022,ARM 282505/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,17/10/2022,ARM 282504/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,17/10/2022,ARM 282503/22
Joinville,JOINVILLE,Residência,ARM - Armadilha,Armadilha,17/10/2022,ARM 282502/22
Joinville,JOINVILLE,Residência,ARM - Armadilha,Armadilha,17/10/2022,ARM 282501/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,17/10/2022,ARM 282500/22
Joinville,JOINVILLE,Residência,ARM - Armadilha,Armadilha,17/10/2022,ARM 282499/22
Joinville,JOINVILLE,Residência,ARM - Armadilha,Armadilha,17/10/2022,ARM 282498/22
Joinville,JOINVILLE,Ponto Estratégico,ARM - Armadilha,Armadilha,17/10/2022,ARM 282497/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,17/10/2022,ARM 282496/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,17/10/2022,ARM 282495/22
Joinville,JOINVILLE,Outros,ARM - Armadilha,Armadilha,17/10/2022,ARM 282494/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,17/10/2022,ARM 282493/22
Joinville,JOINVILLE,Residência,ARM - Armadilha,Armadilha,17/10/2022,ARM 282492/22
Joinville,JOINVILLE,Residência,ARM - Armadilha,Armadilha,17/10/2022,ARM 282491/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,17/10/2022,ARM 282490/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,17/10/2022,ARM 282489/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,17/10/2022,ARM 282488/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,17/10/2022,ARM 282487/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,17/10/2022,ARM 282486/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,18/10/2022,ARM 282485/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,18/10/2022,ARM 282484/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,18/10/2022,ARM 282483/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,18/10/2022,ARM 282482/22
Joinville,JOINVILLE,Residência,ARM - Armadilha,Armadilha,18/10/2022,ARM 282481/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,18/10/2022,ARM 282480/22
Joinville,JOINVILLE,Residência,ARM - Armadilha,Armadilha,18/10/2022,ARM 282479/22
Joinville,JOINVILLE,Outros,ARM - Armadilha,Armadilha,18/10/2022,ARM 282478/22
Joinville,JOINVILLE,Outros,ARM - Armadilha,Armadilha,18/10/2022,ARM 282477/22
Joinville,JOINVILLE,Outros,ARM - Armadilha,Armadilha,18/10/2022,ARM 282476/22
Joinville,JOINVILLE,Outros,ARM - Armadilha,Armadilha,18/10/2022,ARM 282475/22
Joinville,JOINVILLE,Residência,ARM - Armadilha,Armadilha,18/10/2022,ARM 282474/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,18/10/2022,ARM 282473/22
Joinville,JOINVILLE,Residência,ARM - Armadilha,Armadilha,18/10/2022,ARM 282472/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,18/10/2022,ARM 282471/22
Joinville,JOINVILLE,Residência,ARM - Armadilha,Armadilha,18/10/2022,ARM 282470/22
Joinville,JOINVILLE,Residência,ARM - Armadilha,Armadilha,18/10/2022,ARM 282469/22
Joinville,JOINVILLE,Residência,ARM - Armadilha,Armadilha,18/10/2022,ARM 282468/22
Joinville,JOINVILLE,Residência,ARM - Armadilha,Armadilha,18/10/2022,ARM 282467/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,18/10/2022,ARM 282466/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,18/10/2022,ARM 282465/22
Joinville,JOINVILLE,Outros,ARM - Armadilha,Armadilha,18/10/2022,ARM 282464/22
Joinville,JOINVILLE,Residência,ARM - Armadilha,Armadilha,18/10/2022,ARM 282463/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,18/10/2022,ARM 282462/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,18/10/2022,ARM 282461/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,18/10/2022,ARM 282460/22
Joinville,JOINVILLE,Residência,ARM - Armadilha,Armadilha,18/10/2022,ARM 282459/22
Joinville,JOINVILLE,Residência,ARM - Armadilha,Armadilha,18/10/2022,ARM 282458/22
Joinville,JOINVILLE,Residência,ARM - Armadilha,Armadilha,18/10/2022,ARM 282457/22
Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,18/10/2022,ARM 282456/22
Joinville,JOINVILLE,Residência,ARM - Armadilha,Armadilha,18/10/2022,ARM 282455/22
