Relatório de focos de Aedes aegypti e Aedes albopictus,,,,,,,,,,,,,,
Período: de 01/08/2024 a 31/12/2024,,,,,,,,,,,,,,
Atualizado em 29/04/2025,,,,,,,,,,,,,,
Nº Foco,Regional,Município,Localidade,Imóvel,Depósito,Tipo de Atividade,Data da Coleta,Data de Entrada,Data do Exame,A. aegypti formas aquáticas,A. aegypti formas adultas,A. albopictus formas aquáticas,A. albopictus formas adultas,Ovo A. aegypti
ARM 431754/24,São Miguel do Oeste,BARRA BONITA,CENTRO,Comércio,ARM - Armadilha,Armadilha,03/12/2024,03/12/2024,03/12/2024,33,0,0,0,0
ARM 431753/24,Chapecó,GUATAMBÚ,FAZENDA ZANDAVALLI,Outros,ARM - Armadilha,Armadilha,04/12/2024,06/12/2024,06/12/2024,20,0,0,0,0
ARM 431752/24,Chapecó,GUATAMBÚ,CENTRO,Outros,ARM - Armadilha,Armadilha,04/12/2024,06/12/2024,06/12/2024,20,0,0,0,0
ARM 431751/24,São Miguel do Oeste,MODELO,PALMEIRAS,Residência,ARM - Armadilha,Armadilha,02/12/2024,03/12/2024,03/12/2024,144,0,0,0,0
ARM 431750/24,Chapecó,GUATAMBÚ,CENTRO,Outros,ARM - Armadilha,Armadilha,04/12/2024,06/12/2024,06/12/2024,6,0,0,0,0
ARM 431749/24,São Miguel do Oeste,MODELO,CIDADE (CENTRO),Residência,ARM - Armadilha,Armadilha,02/12/2024,03/12/2024,03/12/2024,39,0,0,0,0
ARM 431748/24,Joinville,BALNEÁRIO BARRA DO SUL,CENTRO,Residência,ARM - Armadilha,Armadilha,04/12/2024,06/12/2024,06/12/2024,2,0,0,0,0
ARM 431747/24,São Miguel do Oeste,PALMA SOLA,BAIRRO AZALÉIA,Outros,ARM - Armadilha,Armadilha,03/12/2024,04/12/2024,06/12/2024,2,0,0,0,0
ARM 431746/24,São Miguel do Oeste,MODELO,LARANJEIRAS,Outros,ARM - Armadilha,Armadilha,02/12/2024,03/12/2024,03/12/2024,78,0,0,0,0
ARM 431745/24,São Miguel do Oeste,MODELO,LARANJEIRAS,Residência,ARM - Armadilha,Armadilha,02/12/2024,03/12/2024,03/12/2024,156,0,0,0,0
ARM 431744/24,São Miguel do Oeste,PALMA SOLA,CERRO AZUL,Outros,ARM - Armadilha,Armadilha,03/12/2024,04/12/2024,06/12/2023,9,0,0,0,0
ARM 431743/24,São Miguel do Oeste,SÃO MIGUEL DA BOA VISTA,CIDADE (CENTRO),Residência,ARM - Armadilha,Armadilha,02/12/2024,03/12/2024,03/12/2024,10,0,0,0,0
ARM 431742/24,São Miguel do Oeste,SÃO MIGUEL DA BOA VISTA,CIDADE (CENTRO),Comércio,ARM - Armadilha,Armadilha,02/12/2024,03/12/2024,03/12/2024,14,0,0,0,0
ID 431741/24,São Miguel do Oeste,PALMA SOLA,CERRO AZUL,Outros,B - Pequenos depósitos móveis,Investigação de Denúncia,03/12/2024,04/12/2024,06/12/2024,1,0,0,0,0
ARM 431740/24,São Miguel do Oeste,SAUDADES,DISTRITO DE JUVENCIO,Comércio,ARM - Armadilha,Armadilha,03/12/2024,04/12/2024,06/12/2024,8,0,0,0,0
ARM 431739/24,São Miguel do Oeste,SÃO JOSÉ DO CEDRO,CENTRO,Outros,ARM - Armadilha,Armadilha,02/12/2024,04/12/2024,06/12/2023,10,0,0,0,0
ARM 431738/24,São Miguel do Oeste,SÃO JOSÉ DO CEDRO,CENTRO,Residência,ARM - Armadilha,Armadilha,02/12/2024,04/12/2024,06/12/2024,4,0,0,0,0
ARM 431737/24,São Miguel do Oeste,SÃO JOSÉ DO CEDRO,CENTRO,Comércio,ARM - Armadilha,Armadilha,02/12/2024,04/12/2024,06/12/2024,5,0,0,0,0
ARM 431736/24,Chapecó,PLANALTO ALEGRE,CENTRO,Residência,ARM - Armadilha,Armadilha,04/12/2024,05/12/2024,05/12/2024,8,0,0,0,0
ARM 431735/24,Chapecó,PLANALTO ALEGRE,CENTRO,Comércio,ARM - Armadilha,Armadilha,04/12/2024,05/12/2024,05/12/2024,18,0,0,0,0
ARM 431734/24,Chapecó,PLANALTO ALEGRE,CENTRO,Outros,ARM - Armadilha,Armadilha,04/12/2024,05/12/2024,05/12/2024,10,0,0,0,0
ARM 431733/24,São Miguel do Oeste,SÃO JOSÉ DO CEDRO,CENTRO,Residência,ARM - Armadilha,Armadilha,02/12/2024,04/12/2024,06/12/2024,6,0,0,0,0
ARM 431732/24,São Miguel do Oeste,MONDAÍ,BAIRRO CAPIVARA,Residência,ARM - Armadilha,Armadilha,02/12/2024,03/12/2024,03/12/2024,16,0,0,0,0
ARM 431731/24,São Miguel do Oeste,MONDAÍ,BAIRRO CAPIVARA,Comércio,ARM - Armadilha,Armadilha,02/12/2024,03/12/2024,03/12/2024,27,0,0,0,0
ARM 431730/24,São Miguel do Oeste,SÃO JOSÉ DO CEDRO,CENTRO,Outros,ARM - Armadilha,Armadilha,02/12/2024,04/12/2024,06/12/2024,7,0,0,0,0
ARM 431729/24,São Miguel do Oeste,MONDAÍ,BAIRRO BELA VISTA,Outros,ARM - Armadilha,Armadilha,02/12/2024,03/12/2024,03/12/2024,17,0,0,0,0
ARM 431728/24,São Miguel do Oeste,MONDAÍ,BAIRRO URUGUAI,Residência,ARM - Armadilha,Armadilha,02/12/2024,03/12/2024,03/12/2024,55,0,0,0,0
ARM 431727/24,São Miguel do Oeste,GUARACIABA,SANTA TEREZINHA,Residência,ARM - Armadilha,Armadilha,02/12/2024,04/12/2024,06/12/2024,2,0,0,0,0
ARM 431726/24,São Miguel do Oeste,MONDAÍ,BAIRRO IPANEMA,Residência,ARM - Armadilha,Armadilha,02/12/2024,03/12/2024,03/12/2024,5,0,0,0,0
ARM 431725/24,São Miguel do Oeste,MONDAÍ,BAIRRO IPANEMA,Residência,ARM - Armadilha,Armadilha,02/12/2024,03/12/2024,03/12/2024,3,0,0,0,0
ARM 431724/24,São Miguel do Oeste,MONDAÍ,BAIRRO ANTAS,Comércio,ARM - Armadilha,Armadilha,02/12/2024,03/12/2024,03/12/2024,96,0,0,0,0
ARM 431723/24,São Miguel do Oeste,GUARACIABA,CENTRO,Residência,ARM - Armadilha,Armadilha,02/12/2024,04/12/2024,06/12/2024,3,0,0,0,0
ARM 431722/24,São Miguel do Oeste,MONDAÍ,BAIRRO ANTAS,Residência,ARM - Armadilha,Armadilha,02/12/2024,03/12/2024,03/12/2024,137,0,0,0,0
ARM 431721/24,São Miguel do Oeste,MONDAÍ,BAIRRO ANTAS,Comércio,ARM - Armadilha,Armadilha,02/12/2024,03/12/2024,03/12/2024,9,0,0,0,0
ARM 431720/24,São Miguel do Oeste,MONDAÍ,BAIRRO INDUSTRIAL,Comércio,ARM - Armadilha,Armadilha,02/12/2024,03/12/2024,03/12/2024,47,0,0,0,0
ARM 431719/24,São Miguel do Oeste,GUARACIABA,CENTRO,Residência,ARM - Armadilha,Armadilha,02/12/2024,04/12/2024,06/12/2024,14,0,0,0,0
ARM 431718/24,São Miguel do Oeste,MONDAÍ,VILA LAJU,Outros,ARM - Armadilha,Armadilha,02/12/2024,03/12/2024,03/12/2024,2,0,0,0,0
ARM 431717/24,São Miguel do Oeste,MONDAÍ,VILA LAJU,Outros,ARM - Armadilha,Armadilha,02/12/2024,03/12/2024,03/12/2024,1,0,0,0,0
PE 431716/24,Chapecó,CHAPECÓ,UNIVERSITARIO,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,05/12/2024,06/12/2024,06/12/2024,2,0,0,0,0
PE 431715/24,Chapecó,CHAPECÓ,TREVO,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,05/12/2024,06/12/2024,06/12/2024,5,0,0,0,0
PE 431714/24,Chapecó,CHAPECÓ,TREVO,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,05/12/2024,06/12/2024,06/12/2024,5,0,0,0,0
PE 431713/24,Chapecó,CHAPECÓ,TREVO,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,05/12/2024,06/12/2024,05/12/2024,1,0,0,0,0
PE 431712/24,Chapecó,CHAPECÓ,PRESIDENTE MEDICE,Ponto Estratégico,C - Depósitos Fixos,Ponto Estratégico,05/12/2024,06/12/2024,06/12/2024,2,0,0,0,0
PE 431711/24,Chapecó,CHAPECÓ,PRESIDENTE MEDICE,Ponto Estratégico,A2 - Outros depósitos de armazenamento de água,Ponto Estratégico,05/12/2024,06/12/2024,06/12/2024,2,0,0,0,0
PE 431710/24,Chapecó,CHAPECÓ,PINHEIRINHO,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,05/12/2024,06/12/2024,06/12/2024,9,0,0,0,0
PE 431709/24,Chapecó,CHAPECÓ,MARIA GORETTE,Ponto Estratégico,D1 - Pneus e outros materiais rodantes,Ponto Estratégico,05/12/2024,06/12/2024,06/12/2024,9,0,0,0,0
PE 431708/24,Chapecó,CHAPECÓ,MARIA GORETTE,Ponto Estratégico,C - Depósitos Fixos,Ponto Estratégico,05/12/2024,06/12/2024,06/12/2024,10,0,0,0,0
PE 431707/24,Chapecó,CHAPECÓ,BELVEDERE,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,05/12/2024,06/12/2024,06/12/2024,9,0,0,0,0
DF 431706/24,Araranguá,ARARANGUÁ,URUSSANGUINHA,Residência,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Delimitação de Foco,28/11/2024,29/11/2024,29/11/2024,10,0,0,0,0
ARM 431705/24,Rio do Sul,IBIRAMA,BELA VISTA,Comércio,ARM - Armadilha,Armadilha,02/12/2024,02/12/2024,06/12/2024,6,0,1,0,0
PE 431704/24,São José,PALHOÇA,PRAIA DE FORA,Ponto Estratégico,D1 - Pneus e outros materiais rodantes,Ponto Estratégico,05/12/2024,05/12/2024,06/12/2024,5,0,9,0,0
ARM 431703/24,São José,SÃO JOSÉ,SANTO SARAIVA,Comércio,ARM - Armadilha,Armadilha,05/12/2024,06/12/2024,06/12/2024,9,0,0,0,0
ARM 431702/24,São José,SÃO JOSÉ,SANTO SARAIVA,Comércio,ARM - Armadilha,Armadilha,05/12/2024,06/12/2024,06/12/2024,1,0,0,0,0
ARM 431701/24,São José,SÃO JOSÉ,SANTO SARAIVA,Comércio,ARM - Armadilha,Armadilha,05/12/2024,06/12/2024,06/12/2024,10,0,0,0,0
ARM 431700/24,São José,PALHOÇA,BARRA DO ARIRIU,Comércio,ARM - Armadilha,Armadilha,05/12/2024,05/12/2024,06/12/2024,10,0,0,0,0
ARM 431699/24,São José,SÃO JOSÉ,PICADAS DO SUL,Outros,ARM - Armadilha,Armadilha,05/12/2024,06/12/2024,06/12/2024,10,0,0,0,0
ARM 431698/24,São José,SÃO JOSÉ,FLOR DE NAPOLIS,Comércio,ARM - Armadilha,Armadilha,05/12/2024,06/12/2024,06/12/2024,10,0,0,0,0
ARM 431697/24,São José,SÃO JOSÉ,AREA INDUSTRIAL,Outros,ARM - Armadilha,Armadilha,05/12/2024,06/12/2024,06/12/2024,4,0,0,0,0
ARM 431696/24,São José,PALHOÇA,BARRA DO ARIRIU,Outros,ARM - Armadilha,Armadilha,05/12/2024,05/12/2024,06/12/2024,2,0,0,0,0
ARM 431695/24,São José,SÃO JOSÉ,FORQUILHAS III,Comércio,ARM - Armadilha,Armadilha,04/12/2024,05/12/2024,05/12/2024,4,0,0,0,0
ARM 431694/24,São José,PALHOÇA,BARRA DO ARIRIU,Comércio,ARM - Armadilha,Armadilha,05/12/2024,05/12/2024,06/12/2024,1,0,8,0,0
ARM 431693/24,São José,SÃO JOSÉ,FORQUILHAS III,Comércio,ARM - Armadilha,Armadilha,04/12/2024,05/12/2024,05/12/2024,5,0,0,0,0
ARM 431692/24,São José,SÃO JOSÉ,FORQUILHAS III,Comércio,ARM - Armadilha,Armadilha,04/12/2024,05/12/2024,05/12/2024,3,0,0,0,0
ARM 431691/24,São José,PALHOÇA,BARRA DO ARIRIU,Comércio,ARM - Armadilha,Armadilha,05/12/2024,05/12/2024,06/12/2024,2,0,0,0,0
ARM 431690/24,São José,SÃO JOSÉ,FORQUILHAS III,Comércio,ARM - Armadilha,Armadilha,04/12/2024,05/12/2024,05/12/2024,8,0,0,0,0
ARM 431689/24,São José,PALHOÇA,BARRA DO ARIRIU,Outros,ARM - Armadilha,Armadilha,05/12/2024,05/12/2024,06/12/2024,6,0,0,0,0
ARM 431688/24,São José,SÃO JOSÉ,FORQUILHAS II,Comércio,ARM - Armadilha,Armadilha,04/12/2024,05/12/2024,05/12/2024,1,0,0,0,0
ARM 431687/24,São José,PALHOÇA,BARRA DO ARIRIU,Comércio,ARM - Armadilha,Armadilha,05/12/2024,05/12/2024,06/12/2024,1,0,0,0,0
ARM 431686/24,Blumenau,BRUSQUE,DOM JOAQUIM,Residência,ARM - Armadilha,Armadilha,05/12/2024,06/12/2024,06/12/2024,8,0,0,0,0
ARM 431685/24,São José,SÃO JOSÉ,FORQUILHAS II,Comércio,ARM - Armadilha,Armadilha,04/12/2024,05/12/2024,05/12/2024,2,0,0,0,0
ARM 431684/24,Rio do Sul,IBIRAMA,BELA VISTA,Comércio,ARM - Armadilha,Armadilha,02/12/2024,02/12/2024,06/12/2024,8,0,20,0,0
ARM 431683/24,Blumenau,BRUSQUE,DOM JOAQUIM,Comércio,ARM - Armadilha,Armadilha,05/12/2024,06/12/2024,06/12/2024,5,0,0,0,0
ARM 431682/24,São José,SÃO JOSÉ,FORQUILHAS II,Comércio,ARM - Armadilha,Armadilha,04/12/2024,05/12/2024,05/12/2024,10,0,0,0,0
ARM 431681/24,São José,PALHOÇA,BARRA DO ARIRIU,Comércio,ARM - Armadilha,Armadilha,05/12/2024,05/12/2024,06/12/2024,1,0,0,0,0
ARM 431680/24,Blumenau,BRUSQUE,DOM JOAQUIM,Comércio,ARM - Armadilha,Armadilha,05/12/2024,06/12/2024,06/12/2024,8,0,0,0,0
ARM 431679/24,São José,SÃO JOSÉ,FORQUILHAS II,Comércio,ARM - Armadilha,Armadilha,04/12/2024,05/12/2024,05/12/2024,5,0,0,0,0
ARM 431678/24,Criciúma,IÇARA,PRESIDENTE VARGAS,Comércio,ARM - Armadilha,Armadilha,05/12/2024,05/12/2024,06/12/2024,14,0,0,0,0
ARM 431677/24,São José,SÃO JOSÉ,FORQUILHAS III,Comércio,ARM - Armadilha,Armadilha,04/12/2024,05/12/2024,05/12/2024,5,0,0,0,0
ARM 431676/24,São José,PALHOÇA,BREJARU,Comércio,ARM - Armadilha,Armadilha,05/12/2024,05/12/2024,06/12/2024,10,0,0,0,0
ARM 431675/24,Blumenau,BRUSQUE,DOM JOAQUIM,Comércio,ARM - Armadilha,Armadilha,05/12/2024,06/12/2024,06/12/2024,2,0,0,0,0
ARM 431674/24,São José,SÃO JOSÉ,FORQUILHAS IV,Comércio,ARM - Armadilha,Armadilha,04/12/2024,05/12/2024,05/12/2024,5,0,0,0,0
ARM 431673/24,Blumenau,BRUSQUE,MALUCHE,Comércio,ARM - Armadilha,Armadilha,05/12/2024,06/12/2024,06/12/2024,14,0,0,0,0
ARM 431672/24,São José,SÃO JOSÉ,IPIRANGA,Residência,ARM - Armadilha,Armadilha,04/12/2024,05/12/2024,05/12/2024,3,0,0,0,0
ARM 431671/24,São José,PALHOÇA,BREJARU,Outros,ARM - Armadilha,Armadilha,05/12/2024,05/12/2024,06/12/2024,10,0,0,0,0
ARM 431670/24,São José,SÃO JOSÉ,IPIRANGA,Outros,ARM - Armadilha,Armadilha,04/12/2024,05/12/2024,05/12/2024,2,0,0,0,0
ARM 431669/24,São José,SÃO JOSÉ,IPIRANGA,Comércio,ARM - Armadilha,Armadilha,04/12/2024,05/12/2024,05/12/2024,6,0,0,0,0
ARM 431668/24,São José,SÃO JOSÉ,IPIRANGA,Comércio,ARM - Armadilha,Armadilha,04/12/2024,05/12/2024,05/12/2024,8,0,0,0,0
ARM 431667/24,São José,PALHOÇA,BREJARU,Comércio,ARM - Armadilha,Armadilha,05/12/2024,05/12/2024,06/12/2024,30,0,0,0,0
ARM 431666/24,Blumenau,BRUSQUE,MALUCHE,Comércio,ARM - Armadilha,Armadilha,05/12/2024,06/12/2024,06/12/2024,31,0,19,0,0
ARM 431665/24,São José,SÃO JOSÉ,IPIRANGA,Residência,ARM - Armadilha,Armadilha,04/12/2024,05/12/2024,05/12/2024,10,0,0,0,0
ARM 431664/24,Blumenau,BRUSQUE,NOVA BRASÍLIA,Comércio,ARM - Armadilha,Armadilha,05/12/2024,06/12/2024,06/12/2024,10,0,0,0,0
ARM 431663/24,São José,SÃO JOSÉ,REAL PARQUE,Comércio,ARM - Armadilha,Armadilha,04/12/2024,05/12/2024,05/12/2024,1,0,0,0,0
ARM 431662/24,São José,PALHOÇA,BREJARU,Comércio,ARM - Armadilha,Armadilha,05/12/2024,05/12/2024,06/12/2024,30,0,0,0,0
ARM 431661/24,São José,SÃO JOSÉ,REAL PARQUE,Residência,ARM - Armadilha,Armadilha,04/12/2024,05/12/2024,05/12/2024,10,0,0,0,0
ARM 431660/24,Blumenau,BRUSQUE,NOVA BRASÍLIA,Residência,ARM - Armadilha,Armadilha,05/12/2024,06/12/2024,06/12/2024,5,0,0,0,0
ARM 431659/24,São José,SÃO JOSÉ,REAL PARQUE,Comércio,ARM - Armadilha,Armadilha,04/12/2024,05/12/2024,05/12/2024,6,0,0,0,0
ARM 431658/24,Blumenau,BRUSQUE,SANTA TEREZINHA,Comércio,ARM - Armadilha,Armadilha,05/12/2024,06/12/2024,06/12/2024,9,0,0,0,0
ARM 431657/24,São José,PALHOÇA,BREJARU,Comércio,ARM - Armadilha,Armadilha,05/12/2024,05/12/2024,06/12/2024,20,0,0,0,0
ARM 431656/24,São José,SÃO JOSÉ,REAL PARQUE,Residência,ARM - Armadilha,Armadilha,04/12/2024,05/12/2024,05/12/2024,10,0,0,0,0
ARM 431655/24,Blumenau,BRUSQUE,SANTA TEREZINHA,Comércio,ARM - Armadilha,Armadilha,05/12/2024,06/12/2024,06/12/2024,15,0,0,0,0
ARM 431654/24,Blumenau,BRUSQUE,SANTA RITA,Comércio,ARM - Armadilha,Armadilha,05/12/2024,06/12/2024,06/12/2024,18,0,0,0,0
ARM 431653/24,São José,PALHOÇA,BREJARU,Comércio,ARM - Armadilha,Armadilha,05/12/2024,05/12/2024,06/12/2024,49,0,0,0,0
ID 431652/24,São José,SÃO JOSÉ,REAL PARQUE,Residência,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Investigação de Denúncia,04/12/2024,05/12/2024,05/12/2024,10,0,0,0,0
ARM 431651/24,Blumenau,BRUSQUE,SOUZA CRUZ,Residência,ARM - Armadilha,Armadilha,04/12/2024,06/12/2024,06/12/2024,1,0,2,0,0
ID 431650/24,São José,SÃO JOSÉ,REAL PARQUE,Residência,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Investigação de Denúncia,04/12/2024,05/12/2024,05/12/2024,8,0,0,0,0
ARM 431649/24,São José,PALHOÇA,GUARDA DO CUBATAO,Comércio,ARM - Armadilha,Armadilha,05/12/2024,05/12/2024,06/12/2024,0,0,10,0,0
ID 431648/24,São José,SÃO JOSÉ,REAL PARQUE,Residência,B - Pequenos depósitos móveis,Investigação de Denúncia,04/12/2024,05/12/2024,05/12/2024,10,0,0,0,0
ARM 431647/24,Blumenau,BRUSQUE,SOUZA CRUZ,Comércio,ARM - Armadilha,Armadilha,04/12/2024,06/12/2024,06/12/2024,8,0,0,0,0
ARM 431646/24,Blumenau,BRUSQUE,1 DE MAIO,Comércio,ARM - Armadilha,Armadilha,04/12/2024,06/12/2024,06/12/2024,1,0,0,0,0
ARM 431645/24,São José,PALHOÇA,GUARDA DO CUBATAO,Outros,ARM - Armadilha,Armadilha,05/12/2024,05/12/2024,06/12/2024,6,0,0,0,0
PE 431644/24,São José,SÃO JOSÉ,AREIAS,Ponto Estratégico,D1 - Pneus e outros materiais rodantes,Ponto Estratégico,04/12/2024,05/12/2024,05/12/2024,10,0,0,0,0
ARM 431643/24,Blumenau,BRUSQUE,1 DE MAIO,Comércio,ARM - Armadilha,Armadilha,04/12/2024,06/12/2024,06/12/2024,3,0,0,0,0
ARM 431642/24,Blumenau,BRUSQUE,RIO BRANCO,Outros,ARM - Armadilha,Armadilha,04/12/2024,06/12/2024,06/12/2024,2,0,0,0,0
PE 431641/24,São José,SÃO JOSÉ,AREIAS,Ponto Estratégico,D1 - Pneus e outros materiais rodantes,Ponto Estratégico,04/12/2024,05/12/2024,05/12/2024,6,0,0,0,0
ARM 431640/24,Blumenau,BRUSQUE,AZAMBUJA,Residência,ARM - Armadilha,Armadilha,04/12/2024,06/12/2024,06/12/2024,19,0,0,0,0
ID 431639/24,São José,FLORIANÓPOLIS,JARDIM ATLÂNTICO,Outros,B - Pequenos depósitos móveis,Investigação de Denúncia,04/12/2024,05/12/2024,05/12/2024,10,0,0,0,0
PE 431638/24,São José,SÃO JOSÉ,AREIAS,Ponto Estratégico,D1 - Pneus e outros materiais rodantes,Ponto Estratégico,04/12/2024,05/12/2024,05/12/2024,8,0,0,0,0
PE 431637/24,São José,SÃO JOSÉ,AREIAS,Ponto Estratégico,D1 - Pneus e outros materiais rodantes,Ponto Estratégico,04/12/2024,05/12/2024,05/12/2024,7,0,0,0,0
PE 431636/24,São José,SÃO JOSÉ,AREIAS,Ponto Estratégico,B - Pequenos depósitos móveis,Ponto Estratégico,04/12/2024,05/12/2024,05/12/2024,3,0,0,0,0
ID 431635/24,São José,FLORIANÓPOLIS,JARDIM ATLANTICO,Outros,B - Pequenos depósitos móveis,Investigação de Denúncia,04/12/2024,05/12/2024,05/12/2024,10,0,0,0,0
PE 431634/24,São José,SÃO JOSÉ,AREIAS,Ponto Estratégico,D1 - Pneus e outros materiais rodantes,Ponto Estratégico,04/12/2024,05/12/2024,05/12/2024,6,0,0,0,0
PE 431633/24,São José,SÃO JOSÉ,AREIAS,Ponto Estratégico,D1 - Pneus e outros materiais rodantes,Ponto Estratégico,04/12/2024,05/12/2024,05/12/2024,3,0,0,0,0
ID 431632/24,Itajaí,NAVEGANTES,GRAVATA,Residência,C - Depósitos Fixos,Investigação de Denúncia,05/12/2024,05/12/2024,06/12/2024,6,0,0,0,0
ID 431631/24,Itajaí,NAVEGANTES,GRAVATA,Residência,C - Depósitos Fixos,Investigação de Denúncia,05/12/2024,05/12/2024,06/12/2024,9,0,0,0,0
ID 431630/24,São José,FLORIANÓPOLIS,RIO TAVARES,Residência,B - Pequenos depósitos móveis,Investigação de Denúncia,04/12/2024,05/12/2024,05/12/2024,9,0,0,0,0
ID 431629/24,Itajaí,NAVEGANTES,CENTRO,Residência,B - Pequenos depósitos móveis,Investigação de Denúncia,05/12/2024,05/12/2024,06/12/2024,10,0,0,0,0
ARM 431628/24,Blumenau,BLUMENAU,TESTO SALTO,Comércio,ARM - Armadilha,Armadilha,04/12/2024,05/12/2024,05/12/2024,19,0,0,0,0
ID 431627/24,Itajaí,NAVEGANTES,CENTRO,Residência,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Investigação de Denúncia,05/12/2024,05/12/2024,06/12/2024,10,0,0,0,0
ARM 431626/24,Blumenau,BLUMENAU,TESTO SALTO,Comércio,ARM - Armadilha,Armadilha,04/12/2024,05/12/2024,05/12/2024,7,0,0,0,0
ARM 431625/24,Blumenau,BLUMENAU,TESTO SALTO,Residência,ARM - Armadilha,Armadilha,04/12/2024,05/12/2024,05/12/2024,1,0,0,0,0
ARM 431624/24,Blumenau,BLUMENAU,SALTO DO NORTE,Comércio,ARM - Armadilha,Armadilha,04/12/2024,05/12/2024,05/12/2024,1,0,0,0,0
ARM 431623/24,Blumenau,BLUMENAU,ITOUPAVA CENTRAL,Comércio,ARM - Armadilha,Armadilha,04/12/2024,05/12/2024,05/12/2024,1,0,0,0,0
ARM 431622/24,Itajaí,NAVEGANTES,MACHADOS,Residência,ARM - Armadilha,Armadilha,05/12/2024,05/12/2024,06/12/2024,5,0,0,0,0
DF 431621/24,Itajaí,ITAJAÍ,SALSEIROS,Outros,B - Pequenos depósitos móveis,Delimitação de Foco,04/12/2024,06/12/2024,06/12/2024,8,0,0,0,0
DF 431620/24,Itajaí,ITAJAÍ,SALSEIROS,Outros,B - Pequenos depósitos móveis,Delimitação de Foco,04/12/2024,06/12/2024,06/12/2024,6,0,0,0,0
ARM 431619/24,Blumenau,BLUMENAU,FORTALEZA ALTA,Comércio,ARM - Armadilha,Armadilha,04/12/2024,05/12/2024,05/12/2024,1,0,0,0,0
PE 431618/24,Itajaí,PENHA,PRAIA DA ARMACAO,Ponto Estratégico,A2 - Outros depósitos de armazenamento de água,Ponto Estratégico,05/12/2024,06/12/2024,06/12/2024,2,0,0,0,0
ARM 431617/24,Blumenau,BLUMENAU,SALTO WEISSBACH,Comércio,ARM - Armadilha,Armadilha,04/12/2024,05/12/2024,05/12/2024,10,0,0,0,0
DF 431616/24,Itajaí,ITAJAÍ,SALSEIROS,Comércio,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Delimitação de Foco,04/12/2024,06/12/2024,06/12/2024,10,0,0,0,0
PE 431615/24,Itajaí,PENHA,CENTRO,Ponto Estratégico,C - Depósitos Fixos,Ponto Estratégico,05/12/2024,06/12/2024,06/12/2024,17,0,0,0,0
PE 431614/24,Itajaí,PENHA,CENTRO,Ponto Estratégico,E - Depósitos naturais,Ponto Estratégico,05/12/2024,06/12/2024,06/12/2024,4,0,0,0,0
ARM 431613/24,Blumenau,BLUMENAU,SALTO WEISSBACH,Comércio,ARM - Armadilha,Armadilha,04/12/2024,05/12/2024,05/12/2024,10,0,0,0,0
DF 431611/24,Itajaí,ITAJAÍ,SALSEIROS,Residência,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Delimitação de Foco,04/12/2024,06/12/2024,06/12/2024,3,0,0,0,0
PE 431610/24,Itajaí,PENHA,CENTRO,Ponto Estratégico,B - Pequenos depósitos móveis,Ponto Estratégico,05/12/2024,06/12/2024,06/12/2024,7,0,0,0,0
ID 431609/24,São José,FLORIANÓPOLIS,JARDIM ATLÂNTICO,Residência,B - Pequenos depósitos móveis,Investigação de Denúncia,04/12/2024,05/12/2024,05/12/2024,30,0,0,0,0
ARM 431608/24,Blumenau,BLUMENAU,SALTO WEISSBACH,Comércio,ARM - Armadilha,Armadilha,04/12/2024,05/12/2024,05/12/2024,7,0,0,0,0
PE 431607/24,Itajaí,PENHA,CENTRO,Ponto Estratégico,E - Depósitos naturais,Ponto Estratégico,05/12/2024,06/12/2024,06/12/2024,5,0,0,0,0
ARM 431606/24,São José,TIJUCAS,CENTRO,Comércio,ARM - Armadilha,Armadilha,05/12/2024,05/12/2024,06/12/2024,10,0,0,0,0
PE 431605/24,Itajaí,PENHA,CENTRO,Ponto Estratégico,C - Depósitos Fixos,Ponto Estratégico,05/12/2024,06/12/2024,06/12/2024,6,0,0,0,0
PE 431604/24,São José,TIJUCAS,PRAÇA,Ponto Estratégico,D1 - Pneus e outros materiais rodantes,Ponto Estratégico,05/12/2024,05/12/2024,06/12/2024,10,0,0,0,0
ARM 431603/24,Blumenau,BLUMENAU,BOM RETIRO,Outros,ARM - Armadilha,Armadilha,04/12/2024,05/12/2024,05/12/2024,18,0,0,0,0
PE 431602/24,Blumenau,BLUMENAU,ITOUPAVA NORTE,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,04/12/2024,05/12/2024,05/12/2024,3,0,0,0,0
