Relatório de focos de Aedes aegypti e Aedes albopictus,,,,,,,,,,,,,,
Período: de 01/08/2024 a 31/12/2024,,,,,,,,,,,,,,
Atualizado em 29/04/2025,,,,,,,,,,,,,,
Nº Foco,Regional,Município,Localidade,Imóvel,Depósito,Tipo de Atividade,Data da Coleta,Data de Entrada,Data do Exame,A. aegypti formas aquáticas,A. aegypti formas adultas,A. albopictus formas aquáticas,A. albopictus formas adultas,Ovo A. aegypti
ARM 421954/24,Itajaí,PENHA,CENTRO,Residência,ARM - Armadilha,Armadilha,15/10/2024,19/10/2024,19/10/2024,1,0,0,0,0
ARM 421953/24,Itajaí,PENHA,CENTRO,Residência,ARM - Armadilha,Armadilha,15/10/2024,19/10/2024,19/10/2024,12,0,0,0,0
ARM 421952/24,Itajaí,PENHA,GRAVATÁ,Comércio,ARM - Armadilha,Armadilha,16/10/2024,19/10/2024,19/10/2024,1,0,0,0,0
ARM 421951/24,Itajaí,PENHA,PRAIA DA ARMACAO,Outros,ARM - Armadilha,Armadilha,16/10/2024,19/10/2024,19/10/2024,7,0,0,0,0
ARM 421950/24,Itajaí,PENHA,PRAIA DA ARMACAO,Outros,ARM - Armadilha,Armadilha,16/10/2024,19/10/2024,19/10/2024,9,0,0,0,0
ARM 421949/24,Itajaí,PENHA,PRAIA DA ARMACAO,Residência,ARM - Armadilha,Armadilha,16/10/2024,19/10/2024,19/10/2024,10,0,0,0,0
ARM 421948/24,Itajaí,PENHA,PRAIA DA ARMACAO,Outros,ARM - Armadilha,Armadilha,16/10/2024,19/10/2024,19/10/2024,27,0,0,0,0
ARM 421947/24,Itajaí,PENHA,PRAIA DA ARMACAO,Comércio,ARM - Armadilha,Armadilha,16/10/2024,19/10/2024,19/10/2024,9,0,0,0,0
ARM 421946/24,Itajaí,PENHA,PRAIA DA ARMACAO,Residência,ARM - Armadilha,Armadilha,16/10/2024,19/10/2024,19/10/2024,7,0,0,0,0
ARM 421945/24,Itajaí,PENHA,PRAIA DA ARMACAO,Comércio,ARM - Armadilha,Armadilha,16/10/2024,19/10/2024,19/10/2024,1,0,0,0,0
ARM 421944/24,Itajaí,PENHA,PRAIA DA ARMACAO,Outros,ARM - Armadilha,Armadilha,16/10/2024,19/10/2024,19/10/2024,23,0,0,0,0
ARM 421943/24,Itajaí,PENHA,NOSSA SENHORA DE FÁTIMA,Outros,ARM - Armadilha,Armadilha,15/10/2024,19/10/2024,19/10/2024,1,0,0,0,0
ARM 421942/24,Itajaí,PENHA,NOSSA SENHORA DE FÁTIMA,Outros,ARM - Armadilha,Armadilha,17/10/2024,19/10/2024,19/10/2024,9,0,3,0,0
ARM 421941/24,Itajaí,PENHA,NOSSA SENHORA DE FÁTIMA,Outros,A2 - Outros depósitos de armazenamento de água,Armadilha,17/10/2024,19/10/2024,19/10/2024,1,0,1,0,0
PE 421940/24,Chapecó,CHAPECÓ,PARAÍSO,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,18/10/2024,19/10/2024,19/10/2024,2,0,0,0,0
PE 421939/24,Chapecó,CHAPECÓ,PARAÍSO,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,18/10/2024,19/10/2024,19/10/2024,9,0,0,0,0
PE 421938/24,Chapecó,CHAPECÓ,SÃO PEDRO,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,18/10/2024,19/10/2024,19/10/2024,3,0,0,0,0
PE 421937/24,Chapecó,CHAPECÓ,SÃO PEDRO,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,18/10/2024,19/10/2024,19/10/2024,3,0,0,0,0
PE 421936/24,Chapecó,CHAPECÓ,SÃO PEDRO,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,18/10/2024,19/10/2024,19/10/2024,2,0,0,0,0
PE 421935/24,Chapecó,CHAPECÓ,SÃO PEDRO,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,18/10/2024,19/10/2024,19/10/2024,5,0,0,0,0
ARM 421934/24,Joaçaba,JABORÁ,CENTRO,Residência,ARM - Armadilha,Armadilha,15/10/2024,18/10/2024,18/10/2024,1,0,0,0,0
ARM 421933/24,Joaçaba,OURO,PARQUE JARDIM OURO,Residência,ARM - Armadilha,Armadilha,16/10/2024,18/10/2024,18/10/2024,26,0,0,0,0
ARM 421932/24,Joaçaba,CAPINZAL,CENTRO,Comércio,ARM - Armadilha,Armadilha,14/10/2024,18/10/2024,18/10/2024,9,0,0,0,0
ARM 421931/24,Joaçaba,CAPINZAL,CENTRO,Comércio,ARM - Armadilha,Armadilha,14/10/2024,18/10/2024,18/10/2024,4,0,0,0,0
ARM 421930/24,Joaçaba,CAPINZAL,SANTA TEREZINHA,Comércio,ARM - Armadilha,Armadilha,15/10/2024,18/10/2024,18/10/2024,7,0,0,0,0
ARM 421929/24,Joaçaba,CAPINZAL,LAR IMÓVEIS,Outros,ARM - Armadilha,Armadilha,15/10/2024,18/10/2024,18/10/2024,8,0,0,0,0
ARM 421928/24,Joaçaba,ÁGUA DOCE,CENTRO,Residência,ARM - Armadilha,Armadilha,14/10/2024,18/10/2024,18/10/2024,4,0,0,0,0
ARM 421927/24,Joaçaba,ÁGUA DOCE,CENTRO,Outros,ARM - Armadilha,Armadilha,14/10/2024,18/10/2024,18/10/2024,2,0,0,0,0
PE 421926/24,Joaçaba,LUZERNA,JARDIM ITÁLIA,Ponto Estratégico,B - Pequenos depósitos móveis,Ponto Estratégico,15/10/2024,18/10/2024,18/10/2024,10,0,1,0,0
ARM 421925/24,Joaçaba,LUZERNA,VILA ALEMANHA,Residência,ARM - Armadilha,Armadilha,17/10/2024,18/10/2024,18/10/2024,5,0,0,0,0
ARM 421924/24,Joaçaba,LUZERNA,VILA ALEMANHA,Comércio,ARM - Armadilha,Armadilha,17/10/2024,18/10/2024,18/10/2024,7,0,0,0,0
ARM 421923/24,Joaçaba,LUZERNA,SÃO FRANCISCO,Comércio,ARM - Armadilha,Armadilha,17/10/2024,18/10/2024,18/10/2024,10,0,8,0,0
ARM 421922/24,Joaçaba,LUZERNA,SUZANA,Residência,ARM - Armadilha,Armadilha,17/10/2024,18/10/2024,18/10/2024,10,0,0,0,0
ARM 421921/24,Joaçaba,LUZERNA,CIDADE(CENTRO),Outros,ARM - Armadilha,Armadilha,17/10/2024,18/10/2024,18/10/2024,7,0,2,0,0
ARM 421920/24,Joaçaba,LUZERNA,CIDADE(CENTRO),Outros,ARM - Armadilha,Armadilha,17/10/2024,18/10/2024,18/10/2024,24,0,0,0,0
ARM 421919/24,Joaçaba,LUZERNA,CIDADE(CENTRO),Outros,ARM - Armadilha,Armadilha,17/10/2024,18/10/2024,18/10/2024,10,0,2,0,0
ARM 421918/24,Joaçaba,LUZERNA,VILA NOVA,Residência,ARM - Armadilha,Armadilha,17/10/2024,18/10/2024,18/10/2024,10,0,0,0,0
ID 421917/24,Joaçaba,JOAÇABA,CENTRO,Residência,B - Pequenos depósitos móveis,Investigação de Denúncia,14/10/2024,18/10/2024,18/10/2024,2,0,0,0,0
ID 421916/24,Joaçaba,JOAÇABA,CIDADE ALTA,Residência,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Investigação de Denúncia,17/10/2024,18/10/2024,18/10/2024,5,0,0,0,0
ID 421915/24,Joaçaba,JOAÇABA,SANTA TEREZA,Residência,B - Pequenos depósitos móveis,Investigação de Denúncia,18/10/2024,18/10/2024,18/10/2024,2,0,0,0,0
ARM 421914/24,Joaçaba,JOAÇABA,CENTRO,Outros,ARM - Armadilha,Armadilha,16/10/2024,18/10/2024,18/10/2024,1,0,0,0,0
ARM 421913/24,Joaçaba,JOAÇABA,CENTRO,Residência,ARM - Armadilha,Armadilha,16/10/2024,18/10/2024,18/10/2024,11,0,0,0,0
ARM 421912/24,Joaçaba,JOAÇABA,CENTRO,Residência,ARM - Armadilha,Armadilha,17/10/2024,18/10/2024,18/10/2024,25,0,0,0,0
ARM 421911/24,Joaçaba,JOAÇABA,VILA REMOR,Outros,ARM - Armadilha,Armadilha,16/10/2024,18/10/2024,18/10/2024,1,0,0,0,0
ARM 421910/24,Joaçaba,JOAÇABA,MENINO DEUS,Comércio,ARM - Armadilha,Armadilha,16/10/2024,18/10/2024,18/10/2024,4,0,3,0,0
ID 421909/24,Joaçaba,JOAÇABA,MENINO DEUS,Residência,B - Pequenos depósitos móveis,Investigação de Denúncia,17/10/2024,18/10/2024,18/10/2024,8,0,0,0,0
ID 421908/24,Joaçaba,JOAÇABA,VILA PEDRINI,Outros,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Investigação de Denúncia,16/10/2024,18/10/2024,18/10/2024,5,0,0,0,0
PE 421907/24,Joaçaba,JOAÇABA,CLARA ADÉLIA,Ponto Estratégico,D1 - Pneus e outros materiais rodantes,Ponto Estratégico,15/10/2024,18/10/2024,18/10/2024,1,0,0,0,0
ARM 421906/24,Joaçaba,JOAÇABA,CLARA ADÉLIA,Outros,ARM - Armadilha,Armadilha,15/10/2024,18/10/2024,18/10/2024,30,0,0,0,0
ARM 421905/24,Joaçaba,JOAÇABA,JARDIM ITÁLIA,Residência,ARM - Armadilha,Armadilha,17/10/2024,18/10/2024,18/10/2024,10,0,0,0,0
ARM 421904/24,Joaçaba,JOAÇABA,SANTA TEREZA,Residência,ARM - Armadilha,Armadilha,14/10/2024,18/10/2024,18/10/2024,1,0,0,0,0
ARM 421903/24,Joaçaba,CAMPOS NOVOS,JARDIM BELA VISTA,Residência,ARM - Armadilha,Armadilha,14/10/2024,18/10/2024,18/10/2024,1,0,0,0,0
ARM 421902/24,Joaçaba,JOAÇABA,CAETANO BRANCO,Comércio,ARM - Armadilha,Armadilha,14/10/2024,18/10/2024,18/10/2024,26,0,0,0,0
ARM 421901/24,Joaçaba,CAMPOS NOVOS,JARDIM BELA VISTA,Outros,ARM - Armadilha,Armadilha,14/10/2024,18/10/2024,18/10/2024,2,0,0,0,0
ARM 421900/24,Joaçaba,CAMPOS NOVOS,CENTRO,Residência,ARM - Armadilha,Armadilha,14/10/2024,18/10/2024,18/10/2024,10,0,0,0,0
ARM 421899/24,Joaçaba,CAMPOS NOVOS,LOTEAMENTO ZANATA,Comércio,ARM - Armadilha,Armadilha,14/10/2024,18/10/2024,18/10/2024,5,0,0,0,0
ARM 421898/24,Videira,SALTO VELOSO,CENTRO,Outros,ARM - Armadilha,Armadilha,14/10/2024,18/10/2024,18/10/2024,9,0,0,0,0
ARM 421897/24,Joaçaba,CAMPOS NOVOS,NOSSA SENHORA DE LOURDES,Comércio,ARM - Armadilha,Armadilha,14/10/2024,18/10/2024,18/10/2024,1,0,0,0,0
ARM 421896/24,Joaçaba,CAMPOS NOVOS,SENHOR BOM JESUS,Outros,ARM - Armadilha,Armadilha,14/10/2024,18/10/2024,18/10/2024,2,0,0,0,0
ARM 421895/24,Joaçaba,CAMPOS NOVOS,NOSSA SENHORA APARECIDA,Residência,ARM - Armadilha,Armadilha,14/10/2024,18/10/2024,18/10/2024,10,0,0,0,0
ARM 421894/24,Joaçaba,CAMPOS NOVOS,SENHOR BOM JESUS,Outros,ARM - Armadilha,Armadilha,10/10/2024,18/10/2024,18/10/2024,4,0,0,0,0
ARM 421893/24,Joaçaba,CAMPOS NOVOS,SANTO ANTONIO,Outros,ARM - Armadilha,Armadilha,10/10/2024,18/10/2024,18/10/2024,4,0,0,0,0
PE 421892/24,Blumenau,GUABIRUBA,POMERANIA,Ponto Estratégico,B - Pequenos depósitos móveis,Ponto Estratégico,17/10/2024,18/10/2024,18/10/2024,3,0,0,0,0
DF 421891/24,Joinville,ARAQUARI,BARRA DO ITAPOCÚ,Residência,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Delimitação de Foco,15/10/2024,18/10/2024,18/10/2024,7,0,0,0,0
ARM 421890/24,Joinville,ARAQUARI,ITINGA,Comércio,ARM - Armadilha,Armadilha,16/10/2024,18/10/2024,18/10/2024,7,0,0,0,0
ARM 421889/24,Joinville,ARAQUARI,ITINGA,Comércio,ARM - Armadilha,Armadilha,16/10/2024,18/10/2024,18/10/2024,3,0,0,0,0
ARM 421888/24,Joinville,ARAQUARI,ITINGA,Comércio,ARM - Armadilha,Armadilha,16/10/2024,18/10/2024,18/10/2024,8,0,0,0,0
ARM 421887/24,Joinville,ARAQUARI,ITINGA,Comércio,ARM - Armadilha,Armadilha,16/10/2024,18/10/2024,18/10/2024,10,0,0,0,0
ARM 421886/24,Joinville,ARAQUARI,PORTO GRANDE,Comércio,ARM - Armadilha,Armadilha,17/10/2024,18/10/2024,18/10/2024,10,0,0,0,0
ARM 421885/24,Joinville,ARAQUARI,PORTO GRANDE,Comércio,ARM - Armadilha,Armadilha,17/10/2024,18/10/2024,18/10/2024,10,0,0,0,0
ARM 421884/24,Joinville,ARAQUARI,PORTO GRANDE,Residência,ARM - Armadilha,Armadilha,17/10/2024,18/10/2024,18/10/2024,10,0,0,0,0
ARM 421883/24,Joinville,ARAQUARI,ITINGA,Outros,ARM - Armadilha,Armadilha,16/10/2024,18/10/2024,18/10/2024,5,0,0,0,0
ARM 421882/24,Joinville,ARAQUARI,ITINGA,Comércio,ARM - Armadilha,Armadilha,16/10/2024,18/10/2024,18/10/2024,20,0,0,0,0
ARM 421881/24,Joinville,ARAQUARI,ITINGA,Comércio,ARM - Armadilha,Armadilha,16/10/2024,18/10/2024,18/10/2024,10,0,0,0,0
ARM 421880/24,Joinville,ARAQUARI,RAINHA,Outros,ARM - Armadilha,Armadilha,17/10/2024,18/10/2024,18/10/2024,10,0,0,0,0
ARM 421879/24,Joinville,ARAQUARI,RAINHA,Outros,ARM - Armadilha,Armadilha,17/10/2024,18/10/2024,18/10/2024,9,0,0,0,0
ARM 421878/24,São José,SÃO JOÃO BATISTA,RIBANCEIRA DO SUL,Terreno baldio,ARM - Armadilha,Armadilha,17/10/2024,18/10/2024,18/10/2024,2,0,0,0,0
ARM 421877/24,Joinville,ARAQUARI,RAINHA,Outros,ARM - Armadilha,Armadilha,17/10/2024,18/10/2024,18/10/2024,2,0,0,0,0
ARM 421876/24,Joinville,ARAQUARI,RAINHA,Outros,ARM - Armadilha,Armadilha,17/10/2024,18/10/2024,18/10/2024,12,0,0,0,0
PE 421875/24,São José,SÃO JOÃO BATISTA,CENTRO,Residência,C - Depósitos Fixos,Ponto Estratégico,18/10/2024,18/10/2024,18/10/2024,7,0,0,0,0
ARM 421874/24,Joinville,ARAQUARI,RAINHA,Comércio,ARM - Armadilha,Armadilha,17/10/2024,18/10/2024,18/10/2024,5,0,0,0,0
ARM 421873/24,São José,BIGUAÇU,UNIVERSITÁRIO,Outros,ARM - Armadilha,Armadilha,17/10/2024,18/10/2024,18/10/2024,43,0,0,0,0
ARM 421872/24,São José,BIGUAÇU,UNIVERSITÁRIO,Comércio,ARM - Armadilha,Armadilha,17/10/2024,18/10/2024,18/10/2024,15,0,0,0,0
ARM 421871/24,Xanxerê,XANXERÊ,CONDOMINIO AGUA VERDE,Residência,ARM - Armadilha,Armadilha,18/10/2024,18/10/2024,18/10/2024,2,0,0,0,0
ARM 421870/24,São José,BIGUAÇU,BOA VISTA,Comércio,ARM - Armadilha,Armadilha,17/10/2024,18/10/2024,18/10/2024,1,0,0,0,0
ARM 421869/24,São José,BIGUAÇU,SÃO MIGUEL,Outros,ARM - Armadilha,Armadilha,17/10/2024,18/10/2024,18/10/2024,21,0,0,0,0
ARM 421868/24,Itajaí,NAVEGANTES,NOSSA SENHORA DAS GRACAS,Residência,ARM - Armadilha,Armadilha,17/10/2024,17/10/2024,18/10/2024,8,0,0,0,0
ARM 421867/24,Itajaí,NAVEGANTES,MACHADOS,Residência,ARM - Armadilha,Armadilha,17/10/2024,17/10/2024,18/10/2024,6,0,0,0,0
PE 421866/24,Itajaí,NAVEGANTES,CENTRO,Ponto Estratégico,D1 - Pneus e outros materiais rodantes,Ponto Estratégico,17/10/2024,17/10/2024,18/10/2024,10,0,0,0,0
ID 421865/24,Itajaí,NAVEGANTES,GRAVATA,Terreno baldio,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Investigação de Denúncia,16/10/2024,17/10/2024,18/10/2024,10,0,0,0,0
ID 421864/24,Itajaí,NAVEGANTES,GRAVATA,Residência,B - Pequenos depósitos móveis,Investigação de Denúncia,16/10/2024,17/10/2024,18/10/2024,10,0,0,0,0
ID 421863/24,Itajaí,NAVEGANTES,GRAVATA,Residência,A2 - Outros depósitos de armazenamento de água,Investigação de Denúncia,16/10/2024,17/10/2024,18/10/2024,3,0,0,0,0
PE 421862/24,Joinville,ITAPOÁ,ITAPEMA,Ponto Estratégico,A2 - Outros depósitos de armazenamento de água,Ponto Estratégico,16/10/2024,18/10/2024,18/10/2024,6,0,0,0,0
ID 421861/24,Itajaí,NAVEGANTES,GRAVATA,Residência,D1 - Pneus e outros materiais rodantes,Investigação de Denúncia,16/10/2024,17/10/2024,18/10/2024,2,0,0,0,0
ARM 421860/24,Joinville,ITAPOÁ,DIAMANTINA,Comércio,ARM - Armadilha,Armadilha,16/10/2024,18/10/2024,18/10/2024,10,0,0,0,0
ID 421859/24,Itajaí,NAVEGANTES,GRAVATA,Residência,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Investigação de Denúncia,16/10/2024,17/10/2024,18/10/2024,5,0,0,0,0
ARM 421858/24,Joinville,ITAPOÁ,SÃO JOSÉ,Comércio,ARM - Armadilha,Armadilha,16/10/2024,18/10/2024,18/10/2024,9,0,0,0,0
ID 421857/24,Itajaí,NAVEGANTES,GRAVATA,Residência,B - Pequenos depósitos móveis,Investigação de Denúncia,16/10/2024,17/10/2024,18/10/2024,10,0,0,0,0
ID 421856/24,Itajaí,NAVEGANTES,GRAVATA,Residência,B - Pequenos depósitos móveis,Investigação de Denúncia,16/10/2024,17/10/2024,18/10/2024,10,0,0,0,0
PE 421855/24,São José,FLORIANÓPOLIS,FORTALEZA DA BARRA DA LAGOA,Ponto Estratégico,B - Pequenos depósitos móveis,Ponto Estratégico,15/10/2024,18/10/2024,18/10/2024,8,0,0,0,0
ARM 421854/24,Joinville,ITAPOÁ,SÃO JOSÉ,Comércio,ARM - Armadilha,Armadilha,16/10/2024,18/10/2024,18/10/2024,10,0,0,0,0
ARM 421853/24,Joinville,ITAPOÁ,SAMAMBAIAL,Residência,ARM - Armadilha,Armadilha,16/10/2024,18/10/2024,18/10/2024,6,0,0,0,0
PE 421852/24,São José,FLORIANÓPOLIS,FORTALEZA DA BARRA DA LAGOA,Ponto Estratégico,B - Pequenos depósitos móveis,Ponto Estratégico,15/10/2024,18/10/2024,18/10/2024,6,0,0,0,0
PE 421851/24,Itajaí,LUIZ ALVES,RIO DO PEIXE,Ponto Estratégico,B - Pequenos depósitos móveis,Ponto Estratégico,15/10/2024,18/10/2024,18/10/2024,25,0,0,0,0
ARM 421850/24,Chapecó,FORMOSA DO SUL,MENEGUETTI,Residência,ARM - Armadilha,Armadilha,16/10/2024,18/10/2024,18/10/2024,20,0,0,0,0
ARM 421849/24,Chapecó,NOVA ERECHIM,COLINA DO SOL,Residência,ARM - Armadilha,Armadilha,16/10/2024,18/10/2024,18/10/2024,30,0,0,0,0
ID 421847/24,Itajaí,NAVEGANTES,GRAVATA,Residência,A2 - Outros depósitos de armazenamento de água,Investigação de Denúncia,17/10/2024,17/10/2024,18/10/2024,10,0,0,0,0
PE 421846/24,São José,FLORIANÓPOLIS,ITACORUBI,Ponto Estratégico,B - Pequenos depósitos móveis,Ponto Estratégico,17/10/2024,18/10/2024,18/10/2024,21,0,0,0,0
ARM 421845/24,Chapecó,NOVA ERECHIM,CENTRO,Residência,ARM - Armadilha,Armadilha,16/10/2024,18/10/2024,18/10/2024,3,0,0,0,0
ARM 421844/24,Chapecó,NOVA ERECHIM,CENTRO,Residência,ARM - Armadilha,Armadilha,16/10/2024,18/10/2024,18/10/2024,9,0,0,0,0
PE 421843/24,São José,FLORIANÓPOLIS,JURERE TRADICIONAL,Ponto Estratégico,B - Pequenos depósitos móveis,Ponto Estratégico,15/10/2024,18/10/2024,18/10/2024,9,0,0,0,0
ARM 421842/24,Jaraguá do Sul,JARAGUÁ DO SUL,TRES RIOS DO SUL,Comércio,ARM - Armadilha,Armadilha,17/10/2024,17/10/2024,18/10/2024,6,0,0,0,0
ARM 421841/24,Jaraguá do Sul,JARAGUÁ DO SUL,SANTO ANTONIO,Comércio,ARM - Armadilha,Armadilha,17/10/2024,17/10/2024,18/10/2024,3,0,0,0,0
ARM 421840/24,Jaraguá do Sul,JARAGUÁ DO SUL,BARRA DO RIO CERRO,Comércio,ARM - Armadilha,Armadilha,16/10/2024,16/10/2024,18/10/2024,6,0,0,0,0
ARM 421839/24,Jaraguá do Sul,JARAGUÁ DO SUL,BARRA DO RIO CERRO,Outros,ARM - Armadilha,Armadilha,16/10/2024,16/10/2024,18/10/2024,2,0,0,0,0
ARM 421838/24,Jaraguá do Sul,JARAGUÁ DO SUL,BARRA DO RIO CERRO,Outros,ARM - Armadilha,Armadilha,16/10/2024,16/10/2024,18/10/2024,1,0,0,0,0
ARM 421837/24,Jaraguá do Sul,JARAGUÁ DO SUL,BARRA DO RIO CERRO,Comércio,ARM - Armadilha,Armadilha,16/10/2024,16/10/2024,18/10/2024,14,0,0,0,0
ARM 421836/24,Jaraguá do Sul,JARAGUÁ DO SUL,AMIZADE,Outros,ARM - Armadilha,Armadilha,17/10/2024,17/10/2024,18/10/2024,59,0,0,0,0
ARM 421835/24,Jaraguá do Sul,JARAGUÁ DO SUL,AMIZADE,Residência,ARM - Armadilha,Armadilha,17/10/2024,17/10/2024,18/10/2024,59,0,0,0,0
PE 421834/24,São José,FLORIANÓPOLIS,CACHOEIRA DO BOM JESUS,Ponto Estratégico,B - Pequenos depósitos móveis,Ponto Estratégico,16/10/2024,18/10/2024,18/10/2024,10,0,0,0,0
ARM 421833/24,Jaraguá do Sul,JARAGUÁ DO SUL,AMIZADE,Outros,ARM - Armadilha,Armadilha,17/10/2024,17/10/2024,18/10/2024,3,0,0,0,0
ARM 421832/24,Itajaí,CAMBORIÚ,TABOLEIRO,Comércio,ARM - Armadilha,Armadilha,14/10/2024,14/10/2024,15/10/2024,4,0,0,0,0
ARM 421831/24,Jaraguá do Sul,JARAGUÁ DO SUL,AMIZADE,Comércio,ARM - Armadilha,Armadilha,17/10/2024,17/10/2024,18/10/2024,1,0,0,0,0
ARM 421830/24,Itajaí,CAMBORIÚ,SANTA REGINA,Comércio,ARM - Armadilha,Armadilha,14/10/2024,14/10/2024,15/10/2024,10,0,0,0,0
ARM 421829/24,Itajaí,CAMBORIÚ,CONDE VILA VERDE,Outros,ARM - Armadilha,Armadilha,14/10/2024,14/10/2024,15/10/2024,10,0,0,0,0
PE 421828/24,Jaraguá do Sul,JARAGUÁ DO SUL,NEREU RAMOS,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,15/10/2024,15/10/2024,18/10/2024,3,0,0,0,0
PE 421827/24,Jaraguá do Sul,JARAGUÁ DO SUL,AMIZADE,Ponto Estratégico,B - Pequenos depósitos móveis,Ponto Estratégico,16/10/2024,16/10/2024,18/10/2024,1,0,0,0,0
ID 421826/24,São José,FLORIANÓPOLIS,BALNEARIO,Outros,C - Depósitos Fixos,Investigação de Denúncia,17/10/2024,18/10/2024,18/10/2024,4,0,0,0,0
ARM 421825/24,Jaraguá do Sul,JARAGUÁ DO SUL,TIFA MARTINS,Outros,ARM - Armadilha,Armadilha,15/10/2024,15/10/2024,18/10/2024,2,0,0,0,0
ARM 421824/24,Jaraguá do Sul,JARAGUÁ DO SUL,FRANCISCO DE PAULO,Outros,ARM - Armadilha,Armadilha,15/10/2024,15/10/2024,18/10/2024,1,0,0,0,0
ARM 421823/24,Jaraguá do Sul,JARAGUÁ DO SUL,FRANCISCO DE PAULO,Comércio,ARM - Armadilha,Armadilha,15/10/2024,15/10/2024,18/10/2024,8,0,0,0,0
ARM 421822/24,Itajaí,BALNEÁRIO CAMBORIÚ,11 - ESTALEIRO,Outros,ARM - Armadilha,Armadilha,14/10/2024,15/10/2024,15/10/2024,1,0,0,0,0
ARM 421821/24,Joinville,JOINVILLE,JARDIM IRIRIÚ,Comércio,ARM - Armadilha,Armadilha,16/10/2024,16/10/2024,16/10/2024,6,0,0,0,0
ARM 421820/24,Joinville,JOINVILLE,JARDIM IRIRIÚ,Outros,ARM - Armadilha,Armadilha,16/10/2024,16/10/2024,16/10/2024,1,0,0,0,0
ARM 421819/24,Joinville,JOINVILLE,AVENTUREIRO,Residência,ARM - Armadilha,Armadilha,16/10/2024,16/10/2024,16/10/2024,42,0,0,0,0
ARM 421818/24,Joinville,JOINVILLE,AVENTUREIRO,Outros,ARM - Armadilha,Armadilha,16/10/2024,16/10/2024,16/10/2024,10,0,0,0,0
ARM 421817/24,Joinville,JOINVILLE,AVENTUREIRO,Comércio,ARM - Armadilha,Armadilha,16/10/2024,16/10/2024,16/10/2024,5,0,0,0,0
ARM 421816/24,Joinville,JOINVILLE,AVENTUREIRO,Comércio,ARM - Armadilha,Armadilha,16/10/2024,16/10/2024,16/10/2024,249,0,0,0,0
ARM 421815/24,Joinville,JOINVILLE,AVENTUREIRO,Outros,ARM - Armadilha,Armadilha,16/10/2024,16/10/2024,16/10/2024,1,0,0,0,0
ARM 421814/24,Joinville,JOINVILLE,AVENTUREIRO,Outros,ARM - Armadilha,Armadilha,16/10/2024,16/10/2024,16/10/2024,8,0,0,0,0
ARM 421813/24,Joinville,JOINVILLE,AVENTUREIRO,Comércio,ARM - Armadilha,Armadilha,16/10/2024,16/10/2024,16/10/2024,27,0,0,0,0
ARM 421812/24,Rio do Sul,IBIRAMA,PONTO CHIC,Residência,ARM - Armadilha,Armadilha,14/10/2024,14/10/2024,18/10/2024,48,0,1,0,0
PE 421811/24,Joinville,JOINVILLE,PARANAGUAMIRIM,Ponto Estratégico,B - Pequenos depósitos móveis,Ponto Estratégico,17/10/2024,17/10/2024,17/10/2024,7,0,0,0,0
PE 421810/24,Joinville,JOINVILLE,PARANAGUAMIRIM,Ponto Estratégico,A2 - Outros depósitos de armazenamento de água,Ponto Estratégico,17/10/2024,17/10/2024,17/10/2024,4,0,0,0,0
PE 421809/24,Joinville,JOINVILLE,PARANAGUAMIRIM,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,17/10/2024,17/10/2024,17/10/2024,14,0,0,0,0
PE 421808/24,Joinville,JOINVILLE,PARANAGUAMIRIM,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,17/10/2024,17/10/2024,17/10/2024,7,0,0,0,0
ID 421807/24,Joinville,JOINVILLE,JARDIM SOFIA,Residência,D1 - Pneus e outros materiais rodantes,Investigação de Denúncia,18/10/2024,18/10/2024,18/10/2024,12,0,0,0,0
ID 421806/24,Joinville,JOINVILLE,JARDIM SOFIA,Residência,D1 - Pneus e outros materiais rodantes,Investigação de Denúncia,18/10/2024,18/10/2024,18/10/2024,9,0,0,0,0
ARM 421805/24,Rio do Sul,IBIRAMA,CENTRO,Residência,ARM - Armadilha,Armadilha,14/10/2024,14/10/2024,18/10/2024,8,0,0,0,0
ID 421804/24,São José,FLORIANÓPOLIS,RIO TAVARES,Residência,B - Pequenos depósitos móveis,Investigação de Denúncia,17/10/2024,18/10/2024,18/10/2024,2,0,0,0,0
