Relatório de focos de Aedes aegypti e Aedes albopictus,,,,,
Período: de 01/01/2014 a 31/12/2014,,,,,
Atualizado em 26/05/2023,,,,,
Regional,Município,Imóvel,Depósito,Tipo de Atividade,Data da Coleta
Chapecó,CHAPECÓ,Ponto Estratégico,ARM - Armadilha,,12/05/2014
Chapecó,CHAPECÓ,Outros,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",LIRAa,18/03/2014
Itajaí,ITAPEMA,Comércio,ARM - Armadilha,,14/04/2014
Joaçaba,LUZERNA,Comércio,ARM - Armadilha,Armadilha,22/12/2014
Chapecó,CHAPECÓ,Ponto Estratégico,ARM - Armadilha,,27/02/2014
Chapecó,FORMOSA DO SUL,Residência,ARM - Armadilha,Armadilha,17/12/2014
Chapecó,PINHALZINHO,Residência,ARM - Armadilha,,10/02/2014
Chapecó,CHAPECÓ,Ponto Estratégico,ARM - Armadilha,Armadilha,26/11/2014
Jaraguá do Sul,JARAGUÁ DO SUL,Comércio,ARM - Armadilha,Armadilha,29/12/2014
Chapecó,CHAPECÓ,Ponto Estratégico,ARM - Armadilha,,05/02/2014
Blumenau,GASPAR,Ponto Estratégico,ARM - Armadilha,,16/12/2014
Chapecó,CHAPECÓ,Outros,C - Depósitos Fixos,LIRAa,19/03/2014
Chapecó,CHAPECÓ,Comércio,ARM - Armadilha,,18/04/2014
Chapecó,CHAPECÓ,Ponto Estratégico,B - Pequenos depósitos móveis,,06/03/2014
Chapecó,CHAPECÓ,Outros,A2 - Outros depósitos de armazenamento de água,LIRAa,17/03/2014
Chapecó,CHAPECÓ,Ponto Estratégico,ARM - Armadilha,,05/02/2014
Chapecó,CHAPECÓ,Residência,ARM - Armadilha,Armadilha,19/11/2014
Chapecó,CHAPECÓ,Residência,E - Depósitos naturais,,24/03/2014
Chapecó,PALMITOS,Outros,E - Depósitos naturais,,11/04/2014
Itajaí,ITAPEMA,Comércio,ARM - Armadilha,Armadilha,30/12/2014
Itajaí,PENHA,Residência,ARM - Armadilha,Armadilha,23/12/2014
Araranguá,ARARANGUÁ,Comércio,ARM - Armadilha,,07/01/2014
São Miguel do Oeste,SÃO MIGUEL DO OESTE,Ponto Estratégico,ARM - Armadilha,Armadilha,09/12/2014
Itajaí,ITAJAÍ,Comércio,ARM - Armadilha,Armadilha,29/12/2014
Itajaí,ITAJAÍ,Residência,B - Pequenos depósitos móveis,Delimitação de Foco,28/11/2014
Xanxerê,XANXERÊ,Residência,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,27/03/2014
Itajaí,BALNEÁRIO CAMBORIÚ,Comércio,ARM - Armadilha,Armadilha,18/11/2014
Chapecó,CUNHA PORÃ,Ponto Estratégico,D1 - Pneus e outros materiais rodantes,Ponto Estratégico,19/12/2014
Itajaí,ITAJAÍ,Outros,C - Depósitos Fixos,,06/05/2014
São Miguel do Oeste,SÃO JOSÉ DO CEDRO,Comércio,ARM - Armadilha,,07/05/2014
Joinville,JOINVILLE,Terreno baldio,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Delimitação de Foco,17/12/2014
Chapecó,CHAPECÓ,Ponto Estratégico,ARM - Armadilha,,17/03/2014
São José,TIJUCAS,Residência,B - Pequenos depósitos móveis,,10/04/2014
Itajaí,PENHA,Residência,ARM - Armadilha,Armadilha,23/12/2014
Jaraguá do Sul,GUARAMIRIM,Comércio,ARM - Armadilha,,16/01/2014
São José,SÃO JOSÉ,Outros,E - Depósitos naturais,,23/06/2014
Joaçaba,CAPINZAL,Comércio,ARM - Armadilha,Armadilha,29/12/2014
São Miguel do Oeste,MARAVILHA,Comércio,ARM - Armadilha,Armadilha,26/11/2014
Jaraguá do Sul,JARAGUÁ DO SUL,Ponto Estratégico,ARM - Armadilha,Armadilha,22/12/2014
Chapecó,CHAPECÓ,Comércio,ARM - Armadilha,,06/02/2014
Chapecó,CHAPECÓ,Comércio,ARM - Armadilha,,12/05/2014
Chapecó,CHAPECÓ,Ponto Estratégico,ARM - Armadilha,,18/03/2014
Chapecó,PINHALZINHO,Residência,ARM - Armadilha,,15/04/2014
Chapecó,CHAPECÓ,Comércio,ARM - Armadilha,,11/02/2014
Blumenau,BRUSQUE,Comércio,ARM - Armadilha,,16/06/2014
São José,TIJUCAS,Residência,B - Pequenos depósitos móveis,,07/04/2014
Chapecó,CHAPECÓ,Outros,A2 - Outros depósitos de armazenamento de água,LIRAa,12/05/2014
Chapecó,CHAPECÓ,Ponto Estratégico,ARM - Armadilha,,19/02/2014
Itajaí,ITAJAÍ,Ponto Estratégico,B - Pequenos depósitos móveis,Ponto Estratégico,11/12/2014
Itajaí,CAMBORIÚ,Comércio,ARM - Armadilha,Armadilha,01/12/2014
Chapecó,CHAPECÓ,Comércio,ARM - Armadilha,,23/01/2014
São José,SÃO JOSÉ,Outros,A1 - Caixa d'agua (elevado),LIRAa,04/12/2014
Itajaí,BALNEÁRIO CAMBORIÚ,Comércio,ARM - Armadilha,Armadilha,17/12/2014
Chapecó,CHAPECÓ,Comércio,ARM - Armadilha,,17/07/2014
Chapecó,CHAPECÓ,Comércio,ARM - Armadilha,,05/03/2014
Chapecó,CHAPECÓ,Comércio,ARM - Armadilha,Armadilha,10/12/2014
Itajaí,ITAPEMA,Outros,ARM - Armadilha,Armadilha,17/12/2014
Chapecó,CHAPECÓ,Outros,E - Depósitos naturais,LIRAa,14/05/2014
Chapecó,CHAPECÓ,Ponto Estratégico,ARM - Armadilha,,20/02/2014
Chapecó,CHAPECÓ,Terreno baldio,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",LIRAa,13/05/2014
Itajaí,PENHA,Ponto Estratégico,ARM - Armadilha,Armadilha,12/12/2014
Chapecó,CHAPECÓ,Ponto Estratégico,ARM - Armadilha,,26/03/2014
Chapecó,CHAPECÓ,Residência,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,28/04/2014
Itajaí,ITAPEMA,Comércio,ARM - Armadilha,Armadilha,09/12/2014
Chapecó,CHAPECÓ,Comércio,ARM - Armadilha,,28/01/2014
São Miguel do Oeste,GUARACIABA,Comércio,D1 - Pneus e outros materiais rodantes,,24/03/2014
Chapecó,CUNHA PORÃ,Outros,B - Pequenos depósitos móveis,LIRAa,05/12/2014
Jaraguá do Sul,BARRA VELHA,Comércio,ARM - Armadilha,Armadilha,29/12/2014
Mafra,SÃO BENTO DO SUL,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,30/05/2014
Itajaí,ITAPEMA,Outros,ARM - Armadilha,Armadilha,23/12/2014
Chapecó,CHAPECÓ,Comércio,ARM - Armadilha,,24/02/2014
Chapecó,CHAPECÓ,Ponto Estratégico,ARM - Armadilha,,07/04/2014
São Miguel do Oeste,GUARUJÁ DO SUL,Residência,B - Pequenos depósitos móveis,,06/05/2014
Chapecó,CHAPECÓ,Comércio,ARM - Armadilha,,24/03/2014
São Miguel do Oeste,SÃO MIGUEL DO OESTE,Ponto Estratégico,ARM - Armadilha,,07/01/2014
Xanxerê,XAXIM,Residência,B - Pequenos depósitos móveis,,22/01/2014
Itajaí,ITAJAÍ,Comércio,ARM - Armadilha,Armadilha,05/11/2014
Itajaí,ITAJAÍ,Residência,B - Pequenos depósitos móveis,Delimitação de Foco,11/06/2014
Chapecó,CHAPECÓ,Outros,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",LIRAa,14/01/2014
São Miguel do Oeste,SÃO MIGUEL DO OESTE,Residência,ARM - Armadilha,,30/01/2014
Chapecó,CHAPECÓ,Ponto Estratégico,ARM - Armadilha,,17/04/2014
Chapecó,CHAPECÓ,Ponto Estratégico,ARM - Armadilha,,01/04/2014
Jaraguá do Sul,GUARAMIRIM,Comércio,ARM - Armadilha,Armadilha,09/12/2014
Chapecó,CHAPECÓ,Comércio,ARM - Armadilha,Armadilha,13/11/2014
Criciúma,TREVISO,Residência,ARM - Armadilha,Armadilha,15/12/2014
Itajaí,CAMBORIÚ,Ponto Estratégico,B - Pequenos depósitos móveis,Ponto Estratégico,17/12/2014
Joinville,JOINVILLE,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Delimitação de Foco,26/09/2014
São Miguel do Oeste,MARAVILHA,Residência,ARM - Armadilha,Armadilha,29/12/2014
Itajaí,ITAJAÍ,Residência,B - Pequenos depósitos móveis,,25/06/2014
Chapecó,CHAPECÓ,Outros,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",LIRAa,15/01/2014
Chapecó,CHAPECÓ,Ponto Estratégico,ARM - Armadilha,,22/04/2014
Chapecó,CHAPECÓ,Ponto Estratégico,ARM - Armadilha,,02/04/2014
Xanxerê,XAXIM,Residência,A2 - Outros depósitos de armazenamento de água,,15/05/2014
Jaraguá do Sul,JARAGUÁ DO SUL,Comércio,ARM - Armadilha,Armadilha,16/12/2014
Chapecó,PALMITOS,Comércio,ARM - Armadilha,,31/03/2014
Joinville,JOINVILLE,Residência,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Delimitação de Foco,16/12/2014
Itajaí,CAMBORIÚ,Ponto Estratégico,ARM - Armadilha,Armadilha,23/12/2014
Chapecó,CHAPECÓ,Ponto Estratégico,ARM - Armadilha,Armadilha,29/10/2014
Tubarão,IMARUÍ,Residência,ARM - Armadilha,Armadilha,23/12/2014
Chapecó,CHAPECÓ,Ponto Estratégico,ARM - Armadilha,,28/01/2014
Itajaí,ITAJAÍ,Residência,B - Pequenos depósitos móveis,Delimitação de Foco,20/05/2014
Chapecó,CHAPECÓ,Comércio,ARM - Armadilha,,02/04/2014
Chapecó,CHAPECÓ,Ponto Estratégico,ARM - Armadilha,,29/01/2014
Itajaí,ITAJAÍ,Residência,D1 - Pneus e outros materiais rodantes,Delimitação de Foco,29/08/2014
São Miguel do Oeste,SÃO MIGUEL DO OESTE,Residência,ARM - Armadilha,,27/02/2014
Chapecó,CHAPECÓ,Ponto Estratégico,B - Pequenos depósitos móveis,,06/05/2014
Chapecó,CHAPECÓ,Outros,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",LIRAa,18/03/2014
Jaraguá do Sul,BARRA VELHA,Comércio,A2 - Outros depósitos de armazenamento de água,Armadilha,18/12/2014
Chapecó,CHAPECÓ,Ponto Estratégico,ARM - Armadilha,,26/02/2014
São Miguel do Oeste,SÃO MIGUEL DO OESTE,Residência,ARM - Armadilha,Armadilha,17/12/2014
São Miguel do Oeste,SÃO MIGUEL DO OESTE,Residência,ARM - Armadilha,,05/02/2014
Itajaí,BALNEÁRIO PIÇARRAS,Outros,ARM - Armadilha,Armadilha,29/12/2014
Chapecó,CHAPECÓ,Ponto Estratégico,ARM - Armadilha,Armadilha,24/11/2014
Jaraguá do Sul,BARRA VELHA,Residência,ARM - Armadilha,Armadilha,29/12/2014
Joinville,JOINVILLE,Residência,C - Depósitos Fixos,Delimitação de Foco,26/09/2014
Joinville,JOINVILLE,Residência,A2 - Outros depósitos de armazenamento de água,,11/03/2014
Chapecó,CHAPECÓ,Ponto Estratégico,ARM - Armadilha,,04/02/2014
Chapecó,CHAPECÓ,Ponto Estratégico,ARM - Armadilha,Armadilha,16/12/2014
Chapecó,CHAPECÓ,Ponto Estratégico,ARM - Armadilha,,12/05/2014
Chapecó,CHAPECÓ,Outros,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",LIRAa,18/03/2014
Chapecó,CHAPECÓ,Comércio,ARM - Armadilha,,14/04/2014
Itajaí,PORTO BELO,Comércio,ARM - Armadilha,Armadilha,23/12/2014
Chapecó,CHAPECÓ,Ponto Estratégico,ARM - Armadilha,,27/02/2014
Chapecó,CHAPECÓ,Outros,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",LIRAa,19/03/2014
Itajaí,ILHOTA,Residência,ARM - Armadilha,Armadilha,18/12/2014
Chapecó,CHAPECÓ,Residência,ARM - Armadilha,,11/02/2014
Itajaí,ITAJAÍ,Ponto Estratégico,ARM - Armadilha,Armadilha,26/11/2014
Joinville,ITAPOÁ,Comércio,A1 - Caixa d'agua (elevado),Armadilha,30/12/2014
Chapecó,CHAPECÓ,Ponto Estratégico,ARM - Armadilha,,05/02/2014
Jaraguá do Sul,JARAGUÁ DO SUL,Ponto Estratégico,ARM - Armadilha,Armadilha,16/12/2014
Chapecó,SÃO CARLOS,Comércio,ARM - Armadilha,,15/04/2014
Chapecó,CHAPECÓ,Outros,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",LIRAa,19/03/2014
Itajaí,BALNEÁRIO CAMBORIÚ,Residência,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,20/03/2014
Chapecó,CHAPECÓ,Residência,ARM - Armadilha,Armadilha,24/11/2014
São Miguel do Oeste,SÃO MIGUEL DO OESTE,Residência,ARM - Armadilha,,25/03/2014
Jaraguá do Sul,GUARAMIRIM,Outros,ARM - Armadilha,,17/04/2014
Jaraguá do Sul,JARAGUÁ DO SUL,Comércio,ARM - Armadilha,Armadilha,29/12/2014
Chapecó,CHAPECÓ,Ponto Estratégico,ARM - Armadilha,,14/03/2014
Itajaí,PENHA,Residência,ARM - Armadilha,Armadilha,23/12/2014
Chapecó,CHAPECÓ,Comércio,ARM - Armadilha,,13/01/2014
Chapecó,CHAPECÓ,Ponto Estratégico,ARM - Armadilha,Armadilha,09/12/2014
Itajaí,ITAPEMA,Comércio,ARM - Armadilha,Armadilha,23/12/2014
Chapecó,PALMITOS,Residência,B - Pequenos depósitos móveis,LIRAa,02/12/2014
Itajaí,ITAJAÍ,Comércio,ARM - Armadilha,Armadilha,20/11/2014
Blumenau,GUABIRUBA,Ponto Estratégico,ARM - Armadilha,,23/12/2014
Chapecó,CHAPECÓ,Outros,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",LIRAa,12/05/2014
Xanxerê,XANXERÊ,Comércio,D1 - Pneus e outros materiais rodantes,,08/05/2014
Joinville,JOINVILLE,Terreno baldio,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Delimitação de Foco,17/12/2014
Chapecó,CHAPECÓ,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",LIRAa,18/03/2014
Itajaí,BALNEÁRIO CAMBORIÚ,Residência,B - Pequenos depósitos móveis,,10/04/2014
Itajaí,PENHA,Residência,ARM - Armadilha,Armadilha,22/12/2014
Chapecó,CHAPECÓ,Comércio,ARM - Armadilha,,20/01/2014
Chapecó,CHAPECÓ,Outros,ARM - Armadilha,,10/09/2014
Itajaí,CAMBORIÚ,Comércio,ARM - Armadilha,Armadilha,23/12/2014
Chapecó,IRATI,Comércio,ARM - Armadilha,Armadilha,27/11/2014
Jaraguá do Sul,JARAGUÁ DO SUL,Ponto Estratégico,ARM - Armadilha,Armadilha,23/12/2014
Chapecó,CHAPECÓ,Comércio,ARM - Armadilha,,10/02/2014
Xanxerê,XAXIM,Comércio,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,15/05/2014
Itajaí,BALNEÁRIO CAMBORIÚ,Residência,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,16/04/2014
Itajaí,ITAPEMA,Residência,ARM - Armadilha,,03/04/2014
Chapecó,CHAPECÓ,Comércio,D1 - Pneus e outros materiais rodantes,,18/06/2014
Itajaí,ITAPEMA,Residência,B - Pequenos depósitos móveis,,08/04/2014
Chapecó,CHAPECÓ,Outros,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",LIRAa,13/05/2014
Chapecó,PINHALZINHO,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,18/02/2014
Joinville,ARAQUARI,Ponto Estratégico,D1 - Pneus e outros materiais rodantes,Ponto Estratégico,09/12/2014
Chapecó,CHAPECÓ,Ponto Estratégico,ARM - Armadilha,,24/03/2014
Itajaí,ITAJAÍ,Comércio,ARM - Armadilha,Armadilha,11/12/2014
Chapecó,CHAPECÓ,Comércio,ARM - Armadilha,,27/01/2014
Xanxerê,XAXIM,Comércio,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,18/03/2014
Chapecó,PALMITOS,Outros,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",LIRAa,04/12/2014
Joinville,ITAPOÁ,Comércio,ARM - Armadilha,Armadilha,30/12/2014
Itajaí,BALNEÁRIO CAMBORIÚ,Comércio,ARM - Armadilha,,04/08/2014
Xanxerê,SÃO DOMINGOS,Terreno baldio,A2 - Outros depósitos de armazenamento de água,,10/06/2014
Itajaí,ILHOTA,Outros,ARM - Armadilha,Armadilha,18/12/2014
Chapecó,CHAPECÓ,Outros,B - Pequenos depósitos móveis,LIRAa,13/05/2014
Chapecó,CHAPECÓ,Comércio,ARM - Armadilha,,20/02/2014
Chapecó,CHAPECÓ,Terreno baldio,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",LIRAa,13/05/2014
Jaraguá do Sul,JARAGUÁ DO SUL,Ponto Estratégico,ARM - Armadilha,Armadilha,15/12/2014
Chapecó,CHAPECÓ,Ponto Estratégico,ARM - Armadilha,,26/03/2014
Itajaí,BALNEÁRIO CAMBORIÚ,Residência,E - Depósitos naturais,,30/04/2014
Itajaí,ITAPEMA,Comércio,ARM - Armadilha,Armadilha,09/12/2014
Chapecó,CHAPECÓ,Comércio,ARM - Armadilha,,27/01/2014
Chapecó,CHAPECÓ,Comércio,ARM - Armadilha,,19/03/2014
Chapecó,PALMITOS,Outros,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",LIRAa,09/12/2014
Itajaí,CAMBORIÚ,Comércio,ARM - Armadilha,Armadilha,22/12/2014
São Miguel do Oeste,SALTINHO,Ponto Estratégico,D1 - Pneus e outros materiais rodantes,,03/06/2014
São Miguel do Oeste,SAUDADES,Outros,ARM - Armadilha,Armadilha,29/12/2014
Chapecó,CHAPECÓ,Comércio,ARM - Armadilha,,25/02/2014
São José,SÃO JOSÉ,Ponto Estratégico,ARM - Armadilha,,09/04/2014
Xanxerê,XANXERÊ,Residência,D1 - Pneus e outros materiais rodantes,,07/05/2014
São Miguel do Oeste,SÃO MIGUEL DO OESTE,Ponto Estratégico,ARM - Armadilha,,25/02/2014
São Miguel do Oeste,SÃO MIGUEL DO OESTE,Residência,ARM - Armadilha,,23/01/2014
Chapecó,CHAPECÓ,Comércio,ARM - Armadilha,Armadilha,10/11/2014
Itajaí,ITAPEMA,Residência,ARM - Armadilha,,16/06/2014
Chapecó,CHAPECÓ,Outros,A2 - Outros depósitos de armazenamento de água,LIRAa,14/01/2014
São Miguel do Oeste,SÃO MIGUEL DO OESTE,Ponto Estratégico,ARM - Armadilha,,23/04/2014
Xanxerê,XANXERÊ,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,04/04/2014
Jaraguá do Sul,CORUPÁ,Comércio,ARM - Armadilha,Armadilha,08/12/2014
Chapecó,CHAPECÓ,Comércio,ARM - Armadilha,Armadilha,18/11/2014
Chapecó,CHAPECÓ,Comércio,ARM - Armadilha,,31/03/2014
Blumenau,GUABIRUBA,Residência,ARM - Armadilha,,11/12/2014
Itajaí,CAMBORIÚ,Ponto Estratégico,D1 - Pneus e outros materiais rodantes,Ponto Estratégico,04/12/2014
São Miguel do Oeste,SÃO MIGUEL DO OESTE,Ponto Estratégico,ARM - Armadilha,Armadilha,08/10/2014
São Miguel do Oeste,SAUDADES,Residência,ARM - Armadilha,Armadilha,29/12/2014
Itajaí,ITAJAÍ,Residência,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,30/06/2014
Chapecó,CHAPECÓ,Ponto Estratégico,ARM - Armadilha,,27/01/2014
Chapecó,PINHALZINHO,Ponto Estratégico,E - Depósitos naturais,,25/04/2014
São José,BIGUAÇU,Ponto Estratégico,D1 - Pneus e outros materiais rodantes,,03/04/2014
Xanxerê,XANXERÊ,Residência,C - Depósitos Fixos,,19/05/2014
Itajaí,PENHA,Comércio,ARM - Armadilha,,16/12/2014
Chapecó,CHAPECÓ,Comércio,ARM - Armadilha,,01/04/2014
Joinville,JOINVILLE,Residência,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Delimitação de Foco,16/12/2014
Itajaí,CAMBORIÚ,Ponto Estratégico,ARM - Armadilha,Armadilha,17/12/2014
Chapecó,CHAPECÓ,Ponto Estratégico,ARM - Armadilha,Armadilha,30/10/2014
Itajaí,PENHA,Residência,ARM - Armadilha,Armadilha,29/12/2014
Chapecó,CHAPECÓ,Ponto Estratégico,ARM - Armadilha,,28/01/2014
Itajaí,ITAPEMA,Residência,ARM - Armadilha,,20/05/2014
São José,FLORIANÓPOLIS,Outros,ARM - Armadilha,,20/02/2014
Itajaí,ITAJAÍ,Residência,B - Pequenos depósitos móveis,,08/09/2014
São Miguel do Oeste,SÃO MIGUEL DO OESTE,Residência,ARM - Armadilha,,27/02/2014
Chapecó,CHAPECÓ,Ponto Estratégico,ARM - Armadilha,,07/05/2014
Chapecó,CHAPECÓ,Outros,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",LIRAa,18/03/2014
Joinville,ITAPOÁ,Comércio,A2 - Outros depósitos de armazenamento de água,Armadilha,15/12/2014
Chapecó,CHAPECÓ,Ponto Estratégico,ARM - Armadilha,,26/02/2014
Joinville,JOINVILLE,Residência,A2 - Outros depósitos de armazenamento de água,Levantamento de Indice + Tratamento,18/12/2014
São Miguel do Oeste,SÃO MIGUEL DO OESTE,Residência,A2 - Outros depósitos de armazenamento de água,,06/02/2014
Chapecó,CHAPECÓ,Ponto Estratégico,ARM - Armadilha,Armadilha,25/11/2014
Jaraguá do Sul,CORUPÁ,Residência,ARM - Armadilha,Armadilha,29/12/2014
Itajaí,ITAJAÍ,Residência,B - Pequenos depósitos móveis,,26/09/2014
Chapecó,CHAPECÓ,Ponto Estratégico,ARM - Armadilha,,04/02/2014
Chapecó,CHAPECÓ,Ponto Estratégico,ARM - Armadilha,Armadilha,16/12/2014
Chapecó,CHAPECÓ,Ponto Estratégico,ARM - Armadilha,,14/05/2014
São José,FLORIANÓPOLIS,Outros,ARM - Armadilha,,19/03/2014
Itajaí,ITAPEMA,Comércio,C - Depósitos Fixos,,11/04/2014
Jaraguá do Sul,JARAGUÁ DO SUL,Comércio,ARM - Armadilha,Armadilha,22/12/2014
Chapecó,CHAPECÓ,Ponto Estratégico,ARM - Armadilha,,28/02/2014
Chapecó,CHAPECÓ,Outros,B - Pequenos depósitos móveis,LIRAa,19/03/2014
Jaraguá do Sul,JARAGUÁ DO SUL,Residência,ARM - Armadilha,Armadilha,17/12/2014
São Miguel do Oeste,SÃO MIGUEL DO OESTE,Residência,ARM - Armadilha,,13/02/2014
Chapecó,CHAPECÓ,Ponto Estratégico,ARM - Armadilha,Armadilha,27/11/2014
Joinville,ITAPOÁ,Comércio,ARM - Armadilha,Armadilha,30/12/2014
Chapecó,CHAPECÓ,Ponto Estratégico,ARM - Armadilha,,06/02/2014
Chapecó,CHAPECÓ,Ponto Estratégico,ARM - Armadilha,Armadilha,17/12/2014
Joinville,JOINVILLE,Comércio,ARM - Armadilha,,23/04/2014
Chapecó,CHAPECÓ,Outros,D1 - Pneus e outros materiais rodantes,LIRAa,18/03/2014
Xanxerê,XANXERÊ,Residência,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,25/03/2014
São Miguel do Oeste,SÃO MIGUEL DO OESTE,Residência,ARM - Armadilha,Armadilha,27/11/2014
Joinville,JOINVILLE,Residência,ARM - Armadilha,,26/03/2014
São Miguel do Oeste,GUARUJÁ DO SUL,Outros,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,25/04/2014
Jaraguá do Sul,JARAGUÁ DO SUL,Comércio,ARM - Armadilha,Armadilha,29/12/2014
Chapecó,CHAPECÓ,Ponto Estratégico,ARM - Armadilha,,17/03/2014
Itajaí,PENHA,Residência,ARM - Armadilha,Armadilha,23/12/2014
Chapecó,GUATAMBÚ,Comércio,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,16/01/2014
Chapecó,CHAPECÓ,Ponto Estratégico,B - Pequenos depósitos móveis,Ponto Estratégico,09/12/2014
Itajaí,ITAPEMA,Comércio,ARM - Armadilha,Armadilha,29/12/2014
Chapecó,PALMITOS,Residência,C - Depósitos Fixos,LIRAa,02/12/2014
Chapecó,CHAPECÓ,Comércio,ARM - Armadilha,Armadilha,24/11/2014
Itajaí,BALNEÁRIO CAMBORIÚ,Ponto Estratégico,ARM - Armadilha,Armadilha,23/12/2014
Chapecó,CHAPECÓ,Outros,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",LIRAa,12/05/2014
Xanxerê,XAXIM,Comércio,C - Depósitos Fixos,,07/02/2014
Itajaí,BALNEÁRIO CAMBORIÚ,Comércio,E - Depósitos naturais,,12/05/2014
São José,SÃO JOSÉ,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,21/03/2014
São José,SÃO JOSÉ,Residência,E - Depósitos naturais,,11/04/2014
Itajaí,PORTO BELO,Residência,ARM - Armadilha,Armadilha,18/12/2014
Chapecó,CHAPECÓ,Comércio,ARM - Armadilha,,20/01/2014
Itajaí,ITAPEMA,Outros,ARM - Armadilha,Armadilha,13/10/2014
São José,GAROPABA,Comércio,ARM - Armadilha,Ponto Estratégico,29/12/2014
Chapecó,ÁGUAS DE CHAPECÓ,Comércio,ARM - Armadilha,Armadilha,28/11/2014
São Miguel do Oeste,SÃO MIGUEL DO OESTE,Ponto Estratégico,ARM - Armadilha,Armadilha,29/12/2014
Chapecó,CHAPECÓ,Comércio,ARM - Armadilha,,10/02/2014
Chapecó,CHAPECÓ,Comércio,ARM - Armadilha,,14/05/2014
Chapecó,CHAPECÓ,Residência,ARM - Armadilha,,17/04/2014
Chapecó,CHAPECÓ,Residência,ARM - Armadilha,,02/04/2014
Chapecó,CHAPECÓ,Ponto Estratégico,ARM - Armadilha,,18/02/2014
Blumenau,INDAIAL,Ponto Estratégico,ARM - Armadilha,,10/12/2014
Chapecó,CHAPECÓ,Comércio,ARM - Armadilha,,22/01/2014
Itajaí,ITAPEMA,Comércio,ARM - Armadilha,,01/07/2014
Chapecó,CHAPECÓ,Comércio,ARM - Armadilha,,26/02/2014
Itajaí,BALNEÁRIO CAMBORIÚ,Outros,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,14/05/2014
Chapecó,CHAPECÓ,Ponto Estratégico,ARM - Armadilha,,20/02/2014
Criciúma,BALNEÁRIO RINCÃO,Ponto Estratégico,D1 - Pneus e outros materiais rodantes,Ponto Estratégico,15/12/2014
Xanxerê,XAXIM,Ponto Estratégico,B - Pequenos depósitos móveis,,25/03/2014
Jaraguá do Sul,JARAGUÁ DO SUL,Comércio,ARM - Armadilha,Armadilha,08/12/2014
Chapecó,CHAPECÓ,Comércio,ARM - Armadilha,,27/01/2014
Chapecó,CHAPECÓ,Comércio,ARM - Armadilha,,17/03/2014
São Miguel do Oeste,MONDAÍ,Outros,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",LIRAa,04/12/2014
Jaraguá do Sul,BARRA VELHA,Comércio,ARM - Armadilha,Armadilha,30/12/2014
Xanxerê,XANXERÊ,Terreno baldio,B - Pequenos depósitos móveis,,18/06/2014
Jaraguá do Sul,JARAGUÁ DO SUL,Outros,ARM - Armadilha,Armadilha,18/12/2014
Chapecó,CHAPECÓ,Outros,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",LIRAa,14/05/2014
Chapecó,CHAPECÓ,Comércio,ARM - Armadilha,,21/02/2014
Chapecó,CHAPECÓ,Terreno baldio,A2 - Outros depósitos de armazenamento de água,LIRAa,14/05/2014
