Semana,casos,focos,tmin,tmed,tmax,prec
2019-03-24,0.0,35.0,19.901329040527344,23.23400115966797,26.87525803702218,14.5
2019-03-31,0.0,44.0,21.45437458583287,24.26693725585937,28.63691711425781,1.875
2019-04-07,0.0,44.0,18.70758056640625,22.12609372820173,26.555102484566824,48.5
2019-04-14,1.0,22.0,20.006202697753903,23.66364860534668,28.032262802124023,19.125
2019-04-21,1.0,44.0,20.785972595214844,23.16985947745187,25.89850125994001,9.125
2019-04-28,0.0,28.0,19.45562526157924,22.52292306082589,26.86261776515416,4.0625
2019-05-05,0.0,25.0,20.70065907069615,22.93380274091448,25.936716624668662,4.875
2019-05-12,2.0,41.0,18.829425266810823,20.474533898489817,23.278150285993306,56.375
2019-05-19,1.0,35.0,18.328866141183035,20.25990622384208,23.93740463256836,34.625
2019-05-26,0.0,19.0,17.29435157775879,19.487034933907644,22.341870989118306,74.75
2019-06-02,0.0,30.0,15.247832706996371,18.554736273629324,23.03707340785436,21.875
2019-06-09,2.0,29.0,17.561728477478027,20.959103993007115,26.348462513514928,0.125
2019-06-16,1.0,19.0,16.697982379368373,19.85024234226772,25.0450929914202,0.125
2019-06-23,2.0,23.0,14.885282516479492,18.98909078325544,25.49260221208845,13.375
2019-06-30,1.0,23.0,12.518594196864536,15.823737689426968,19.32374749864851,25.25
2019-07-07,1.0,33.0,10.025335448128835,15.275271824428014,22.40199606759208,0.375
2019-07-14,0.0,7.0,13.780417851039342,16.524379866463796,20.17928695678711,18.0
2019-07-21,0.0,13.0,16.67029803139823,19.19918496268136,23.215777805873326,3.5
2019-07-28,0.0,7.0,13.765021528516495,16.820032255990164,21.15158517020089,3.125
2019-08-04,1.0,10.0,14.225874492100306,18.063337053571427,23.62484169006348,0.125
2019-08-11,0.0,20.0,13.432974815368652,16.912925583975657,21.22961398533412,1.25
2019-08-18,0.0,10.0,13.3929717200143,15.594383920942034,18.973325184413365,11.875
2019-08-25,1.0,15.0,15.955730710710798,18.65827192578997,23.003611155918662,1.8125
2019-09-01,0.0,11.0,14.269688470023018,15.76854133605957,18.035839080810547,19.0
2019-09-08,0.0,19.0,17.21444402422224,19.4344117300851,23.24862916128976,0.625
2019-09-15,0.0,6.0,17.703421592712402,19.41316795349121,22.18050330025809,28.0
2019-09-22,0.0,5.0,14.31148420061384,18.268578938075475,22.43522616795131,0.75
2019-09-29,0.0,11.0,19.018413271222794,20.95275197710309,24.256392342703684,2.625
2019-10-06,0.0,4.0,17.52857780456543,20.996333258492605,25.505067825317383,11.5
2019-10-13,0.0,1.0,19.31056867327009,21.08142580304827,24.69054194859096,42.5
2019-10-20,0.0,12.0,17.676625388009207,20.52429417201451,24.54345158168248,9.5625
2019-10-27,0.0,10.0,20.376890999930247,23.43548502240862,28.4675965990339,36.375
2019-11-03,0.0,10.0,20.105448859078543,22.557461874825613,25.595088958740234,32.125
2019-11-10,0.0,1.0,19.20510373796736,22.003616877964564,25.20039067949568,71.0625
2019-11-17,0.0,10.0,19.786751338413783,23.628491810389928,28.07659339904785,1.125
2019-11-24,0.0,6.0,18.420820781162806,22.0459166935512,25.86031913757324,10.3125
2019-12-01,0.0,14.0,18.476198605128697,22.377763475690568,26.67751339503697,25.375
2019-12-08,1.0,15.0,20.11174201965332,24.05649321419852,28.244284221104213,16.6875
2019-12-15,0.0,16.0,20.742521286010746,23.598020008632115,27.28641210283552,36.25
2019-12-22,0.0,4.0,21.64831597464425,25.49335479736328,29.750582558768137,4.5
2019-12-29,0.0,7.0,22.97091157095773,25.888485499790736,29.981600625174387,24.375
2020-01-05,0.0,40.0,22.854576655796595,26.55960219247001,31.22907556806292,42.5
2020-01-12,0.0,27.0,21.37619536263602,25.129669189453125,29.11402130126953,3.3125
2020-01-19,0.0,15.0,20.506405421665736,23.880983080182755,27.68505314418248,42.5
2020-01-26,0.0,52.0,22.01988410949707,25.55668749128069,30.214204243251256,31.25
2020-02-02,0.0,19.0,22.40796879359654,25.03241212027413,28.230278287615096,151.0625
2020-02-09,0.0,56.0,20.650118146623885,24.134665625435964,28.21492494855608,28.625
