Relatório de focos de Aedes aegypti e Aedes albopictus,,,,,,,,,,,,,
Período: de 01/04/2024 a 31/07/2024,,,,,,,,,,,,,
Atualizado em 29/04/2025,,,,,,,,,,,,,
Nº Foco,Regional,Município,Localidade,Depósito,Tipo de Atividade,Data da Coleta,Data de Entrada,Data do Exame,A. aegypti formas aquáticas,A. aegypti formas adultas,A. albopictus formas aquáticas,A. albopictus formas adultas,Ovo A. aegypti
ARM 400312/24,Xanxerê,ABELARDO LUZ,IPIRANGA,ARM - Armadilha,Armadilha,16/04/2024,24/04/2024,24/04/2024,32,0,0,0,0
ARM 400311/24,Xanxerê,ABELARDO LUZ,SANTA LUZIA,ARM - Armadilha,Armadilha,16/04/2024,24/04/2024,24/04/2024,3,0,0,0,0
DF 400310/24,São José,TIJUCAS,JOAIA,C - Depósitos Fixos,Delimitação de Foco,17/04/2024,17/04/2024,24/04/2024,10,0,0,0,0
ARM 400309/24,Xanxerê,ABELARDO LUZ,JARDIM AMÉRICA,ARM - Armadilha,Armadilha,16/04/2024,24/04/2024,24/04/2024,52,0,0,0,0
PE 400308/24,Xanxerê,ABELARDO LUZ,SANTA LUZIA,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,18/04/2024,24/04/2024,24/04/2024,5,0,0,0,0
PE 400307/24,Xanxerê,ABELARDO LUZ,SANTA LUZIA,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,18/04/2024,24/04/2024,24/04/2024,7,0,0,0,0
PE 400306/24,Xanxerê,ABELARDO LUZ,INDUSTRIAL,A2 - Outros depósitos de armazenamento de água,Ponto Estratégico,18/04/2024,24/04/2024,24/04/2024,1,0,0,0,0
ARM 400305/24,Xanxerê,FAXINAL DOS GUEDES,SEVERINA BARELLA,ARM - Armadilha,Armadilha,16/04/2024,24/04/2024,24/04/2024,15,0,0,0,0
ARM 400304/24,Xanxerê,FAXINAL DOS GUEDES,BARRA GRANDE,ARM - Armadilha,Armadilha,16/04/2024,24/04/2024,24/04/2024,20,0,0,0,0
ARM 400303/24,Xanxerê,FAXINAL DOS GUEDES,ERVATAL,ARM - Armadilha,Armadilha,16/04/2024,24/04/2024,24/04/2024,2,0,0,0,0
ARM 400302/24,Xanxerê,FAXINAL DOS GUEDES,SÃO CRISTOVÃO,ARM - Armadilha,Armadilha,16/04/2024,24/04/2024,24/04/2024,5,0,0,0,0
ID 400301/24,Joinville,JOINVILLE,VILA NOVA,D1 - Pneus e outros materiais rodantes,Investigação de Denúncia,22/04/2024,22/04/2024,22/04/2024,8,0,2,0,0
ARM 400300/24,Xanxerê,PONTE SERRADA,DALLA VECHIA,ARM - Armadilha,Armadilha,17/04/2024,24/04/2024,24/04/2024,1,0,0,0,0
ARM 400299/24,Xanxerê,PONTE SERRADA,COHAB III,ARM - Armadilha,Armadilha,17/04/2024,24/04/2024,24/04/2024,2,0,0,0,0
ARM 400298/24,Xanxerê,PONTE SERRADA,COHAB V,ARM - Armadilha,Armadilha,17/04/2024,24/04/2024,24/04/2024,2,0,0,0,0
ARM 400297/24,Xanxerê,PONTE SERRADA,CENTRO,ARM - Armadilha,Armadilha,17/04/2024,24/04/2024,24/04/2024,10,0,0,0,0
ID 400296/24,Joinville,JOINVILLE,VILA NOVA,D1 - Pneus e outros materiais rodantes,Investigação de Denúncia,22/04/2024,22/04/2024,22/04/2024,6,0,0,0,0
ARM 400295/24,São Miguel do Oeste,SÃO MIGUEL DO OESTE,CENTRO,ARM - Armadilha,Armadilha,24/04/2024,24/04/2024,24/04/2024,5,0,0,0,0
ARM 400294/24,Xanxerê,SÃO BERNARDINO,CENTRO,ARM - Armadilha,Armadilha,15/04/2024,24/04/2024,24/04/2024,20,0,0,0,0
ARM 400293/24,Xanxerê,SÃO BERNARDINO,CENTRO,ARM - Armadilha,Armadilha,15/04/2024,24/04/2024,24/04/2024,10,0,0,0,0
ARM 400292/24,São Miguel do Oeste,SÃO MIGUEL DO OESTE,CENTRO,ARM - Armadilha,Armadilha,24/04/2024,24/04/2024,24/04/2024,4,0,0,0,0
ARM 400291/24,Xanxerê,JUPIÁ,CENTRO,ARM - Armadilha,Armadilha,12/04/2024,24/04/2024,24/04/2024,10,0,0,0,0
ARM 400290/24,Xanxerê,JUPIÁ,CENTRO,ARM - Armadilha,Armadilha,12/04/2024,24/04/2024,24/04/2024,7,0,0,0,0
ARM 400289/24,Xanxerê,JUPIÁ,CENTRO,ARM - Armadilha,Armadilha,12/04/2024,24/04/2024,24/04/2024,10,0,0,0,0
ARM 400288/24,São Miguel do Oeste,SÃO MIGUEL DO OESTE,CENTRO,ARM - Armadilha,Armadilha,24/04/2024,24/04/2024,24/04/2024,4,0,0,0,0
ID 400287/24,Joinville,JOINVILLE,PARANAGUAMÍRIM,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Investigação de Denúncia,22/04/2024,22/04/2024,22/04/2024,2,0,0,0,0
ARM 400286/24,Xanxerê,CORONEL MARTINS,CENTRO,ARM - Armadilha,Armadilha,17/04/2024,24/04/2024,24/04/2024,10,0,0,0,0
ARM 400285/24,São Miguel do Oeste,SÃO MIGUEL DO OESTE,BAIRRO SAO JORGE,ARM - Armadilha,Armadilha,24/04/2024,24/04/2024,24/04/2024,2,0,0,0,0
ARM 400284/24,Xanxerê,CORONEL MARTINS,CENTRO,ARM - Armadilha,Armadilha,17/04/2024,24/04/2024,24/04/2024,10,0,0,0,0
ARM 400283/24,Xanxerê,CORONEL MARTINS,CENTRO,ARM - Armadilha,Armadilha,17/04/2024,24/04/2024,24/04/2024,4,0,0,0,0
ARM 400282/24,Xanxerê,CORONEL MARTINS,CENTRO,ARM - Armadilha,Armadilha,17/04/2024,24/04/2024,24/04/2024,3,0,0,0,0
ARM 400281/24,São Miguel do Oeste,SÃO MIGUEL DO OESTE,SAO JORGE,ARM - Armadilha,Armadilha,24/04/2024,24/04/2024,24/04/2024,20,0,0,0,0
ARM 400280/24,Xanxerê,JUPIÁ,CENTRO,ARM - Armadilha,Armadilha,19/04/2024,24/04/2024,24/04/2024,9,0,0,0,0
ARM 400279/24,São Miguel do Oeste,SÃO MIGUEL DO OESTE,SAO JORGE,ARM - Armadilha,Armadilha,24/04/2024,24/04/2024,24/04/2024,3,0,0,0,0
ARM 400278/24,Xanxerê,JUPIÁ,CENTRO,ARM - Armadilha,Armadilha,19/04/2024,24/04/2024,24/04/2024,10,0,0,0,0
ARM 400277/24,Xanxerê,JUPIÁ,CENTRO,ARM - Armadilha,Armadilha,19/04/2024,24/04/2024,24/04/2024,4,0,0,0,0
ID 400276/24,Joinville,JOINVILLE,AVENTUREIRO,C - Depósitos Fixos,Investigação de Denúncia,22/04/2024,22/04/2024,22/04/2024,2,0,0,0,0
ARM 400275/24,Xanxerê,SÃO DOMINGOS,NOSSA SENHORA APARECIDA,ARM - Armadilha,Armadilha,15/04/2024,24/04/2024,24/04/2024,3,0,0,0,0
ARM 400274/24,Xanxerê,SÃO DOMINGOS,ARI BORTOLI,ARM - Armadilha,Armadilha,15/04/2024,24/04/2024,24/04/2024,8,0,0,0,0
ARM 400273/24,Xanxerê,SÃO DOMINGOS,ARI BORTOLI,ARM - Armadilha,Armadilha,15/04/2024,24/04/2024,24/04/2024,3,0,0,0,0
ID 400272/24,Joinville,JOINVILLE,AVENTUREIRO,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Investigação de Denúncia,22/04/2024,22/04/2024,22/04/2024,3,0,3,0,0
ARM 400271/24,Xanxerê,SÃO DOMINGOS,ESPERANÇA,ARM - Armadilha,Armadilha,15/04/2024,24/04/2024,24/04/2024,1,0,0,0,0
ARM 400270/24,Xanxerê,BOM JESUS,CENTRO,ARM - Armadilha,Armadilha,18/04/2024,24/04/2024,24/04/2024,3,0,0,0,0
ARM 400269/24,Xanxerê,SÃO DOMINGOS,ESPERANÇA,ARM - Armadilha,Armadilha,15/04/2024,24/04/2024,24/04/2024,1,0,0,0,0
ARM 400268/24,Xanxerê,BOM JESUS,CENTRO,ARM - Armadilha,Armadilha,18/04/2024,24/04/2024,24/04/2024,2,0,0,0,0
ID 400267/24,Joinville,JOINVILLE,AVENTUREIRO,B - Pequenos depósitos móveis,Investigação de Denúncia,22/04/2024,22/04/2024,22/04/2024,12,0,0,0,0
ARM 400266/24,Xanxerê,MAREMA,CENTRO,ARM - Armadilha,Armadilha,18/04/2024,24/04/2024,24/04/2024,10,0,0,0,0
ARM 400265/24,Xanxerê,LAJEADO GRANDE,CIDADE (CENTRO),ARM - Armadilha,Armadilha,17/04/2024,24/04/2024,24/04/2024,10,0,0,0,0
ID 400264/24,Joinville,JOINVILLE,AVENTUREIRO,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Investigação de Denúncia,22/04/2024,22/04/2024,22/04/2024,9,0,0,0,0
ARM 400263/24,Xanxerê,LAJEADO GRANDE,CIDADE (CENTRO),ARM - Armadilha,Armadilha,17/04/2024,24/04/2024,24/04/2024,10,0,0,0,0
ARM 400262/24,Xanxerê,NOVO HORIZONTE,CENTRO,ARM - Armadilha,Armadilha,15/04/2024,24/04/2024,24/04/2024,5,0,0,0,0
ARM 400261/24,Xanxerê,LAJEADO GRANDE,CIDADE (CENTRO),ARM - Armadilha,Armadilha,11/04/2024,24/04/2024,24/04/2024,3,0,0,0,0
ARM 400260/24,Xanxerê,NOVO HORIZONTE,CENTRO,ARM - Armadilha,Armadilha,15/04/2024,24/04/2024,24/04/2024,10,0,0,0,0
ARM 400259/24,Xanxerê,LAJEADO GRANDE,CIDADE (CENTRO),ARM - Armadilha,Armadilha,11/04/2024,24/04/2024,24/04/2024,6,0,0,0,0
PE 400258/24,Joinville,JOINVILLE,BUCAREIN,B - Pequenos depósitos móveis,Ponto Estratégico,22/04/2024,22/04/2024,22/04/2024,27,0,0,0,0
ARM 400257/24,Xanxerê,PASSOS MAIA,CENTRO,ARM - Armadilha,Armadilha,22/04/2024,24/04/2024,24/04/2024,3,0,0,0,0
ARM 400256/24,Xanxerê,PASSOS MAIA,CENTRO,ARM - Armadilha,Armadilha,22/04/2024,24/04/2024,24/04/2024,4,0,0,0,0
ID 400255/24,Joinville,JOINVILLE,BUCAREIN,B - Pequenos depósitos móveis,Investigação de Denúncia,22/04/2024,22/04/2024,22/04/2024,1,0,0,0,0
ARM 400254/24,Xanxerê,NOVO HORIZONTE,CENTRO,ARM - Armadilha,Armadilha,15/04/2024,24/04/2024,24/04/2024,3,0,0,0,0
PE 400253/24,Joinville,JOINVILLE,IRIRIÚ,B - Pequenos depósitos móveis,Ponto Estratégico,22/04/2024,22/04/2024,22/04/2024,5,0,2,0,0
ARM 400252/24,Xanxerê,NOVO HORIZONTE,CENTRO,ARM - Armadilha,Armadilha,15/04/2024,24/04/2024,24/04/2024,10,0,0,0,0
PE 400251/24,Joinville,JOINVILLE,IRIRIÚ,B - Pequenos depósitos móveis,Ponto Estratégico,22/04/2024,22/04/2024,22/04/2024,2,0,10,0,0
ARM 400250/24,Xanxerê,NOVO HORIZONTE,CENTRO,ARM - Armadilha,Armadilha,15/04/2024,24/04/2024,24/04/2024,10,0,0,0,0
PE 400249/24,Joinville,JOINVILLE,IRIRIÚ,B - Pequenos depósitos móveis,Ponto Estratégico,22/04/2024,22/04/2024,22/04/2024,3,0,10,0,0
PE 400248/24,Joinville,JOINVILLE,IRIRIÚ,B - Pequenos depósitos móveis,Ponto Estratégico,22/04/2024,22/04/2024,22/04/2024,3,0,10,0,0
ARM 400247/24,Xanxerê,NOVO HORIZONTE,CENTRO,ARM - Armadilha,Armadilha,15/04/2024,24/04/2024,24/04/2024,2,0,0,0,0
ARM 400246/24,Joinville,JOINVILLE,PETRÓPOLIS,ARM - Armadilha,Armadilha,22/04/2024,22/04/2024,22/04/2024,1,0,0,0,0
ARM 400245/24,Joinville,JOINVILLE,PETRÓPOLIS,ARM - Armadilha,Armadilha,22/04/2024,22/04/2024,22/04/2024,7,0,1,0,0
ARM 400244/24,Joinville,JOINVILLE,PETRÓPOLIS,ARM - Armadilha,Armadilha,22/04/2024,22/04/2024,22/04/2024,6,0,0,0,0
ARM 400243/24,Joinville,JOINVILLE,PETRÓPOLIS,ARM - Armadilha,Armadilha,22/04/2024,22/04/2024,22/04/2024,2,0,0,0,0
ARM 400242/24,Blumenau,RODEIO,GLORIA,ARM - Armadilha,Armadilha,15/04/2024,24/04/2024,24/04/2024,6,0,4,0,0
ARM 400241/24,Joinville,JOINVILLE,PETRÓPOLIS,ARM - Armadilha,Armadilha,22/04/2024,22/04/2024,22/04/2024,2,0,0,0,0
ARM 400240/24,Blumenau,RODEIO,GAVEA,ARM - Armadilha,Armadilha,15/04/2024,24/04/2024,24/04/2024,7,0,5,0,0
ARM 400239/24,Joinville,JOINVILLE,SÃO MARCOS,ARM - Armadilha,Armadilha,22/04/2024,22/04/2024,22/04/2024,18,0,0,0,0
ARM 400238/24,Blumenau,RODEIO,GAVEA,ARM - Armadilha,Armadilha,15/04/2024,24/04/2024,24/04/2024,9,0,2,0,0
ARM 400237/24,Xanxerê,XAXIM,SANTA TERESINHA,ARM - Armadilha,Armadilha,18/04/2024,24/04/2024,24/04/2024,6,0,0,0,0
ARM 400236/24,Xanxerê,XAXIM,BELA VISTA,ARM - Armadilha,Armadilha,17/04/2024,24/04/2024,24/04/2024,27,0,0,0,0
ARM 400235/24,Xanxerê,XAXIM,CHAGAS,ARM - Armadilha,Armadilha,17/04/2024,24/04/2024,24/04/2024,1,0,0,0,0
PVE 400234/24,Araranguá,ARARANGUÁ,COLONINHA,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Pesquisa Vetorial Especial,17/04/2024,18/04/2024,18/04/2024,5,0,5,0,0
ARM 400233/24,Xanxerê,XAXIM,ARI LUNARDI,ARM - Armadilha,Armadilha,18/04/2024,24/04/2024,24/04/2024,10,0,0,0,0
ARM 400232/24,Xanxerê,XAXIM,ARI LUNARDI,ARM - Armadilha,Armadilha,18/04/2024,24/04/2024,24/04/2024,36,0,0,0,0
ARM 400231/24,Joinville,JOINVILLE,SÃO MARCOS,ARM - Armadilha,Armadilha,22/04/2024,22/04/2024,22/04/2024,0,0,6,0,0
PVE 400230/24,Araranguá,ARARANGUÁ,COLONINHA,B - Pequenos depósitos móveis,Pesquisa Vetorial Especial,17/04/2024,18/04/2024,18/04/2024,1,0,1,0,0
ARM 400229/24,Joinville,JOINVILLE,SÃO MARCOS,ARM - Armadilha,Armadilha,22/04/2024,22/04/2024,22/04/2024,0,0,3,0,0
ARM 400228/24,Xanxerê,VARGEÃO,CENTRO,ARM - Armadilha,Armadilha,15/04/2024,24/04/2024,24/04/2024,3,0,0,0,0
ARM 400227/24,Xanxerê,VARGEÃO,CENTRO,ARM - Armadilha,Armadilha,15/04/2024,24/04/2024,24/04/2024,10,0,0,0,0
ARM 400226/24,Joinville,JOINVILLE,SÃO MARCOS,ARM - Armadilha,Armadilha,22/04/2024,22/04/2024,22/04/2024,1,0,0,0,0
ARM 400225/24,Xanxerê,VARGEÃO,CENTRO,ARM - Armadilha,Armadilha,15/04/2024,24/04/2024,24/04/2024,8,0,0,0,0
ARM 400224/24,Xanxerê,VARGEÃO,VILA DAS PALMEIRAS,ARM - Armadilha,Armadilha,15/04/2024,24/04/2024,24/04/2024,4,0,0,0,0
ARM 400223/24,Joinville,JOINVILLE,SÃO MARCOS,ARM - Armadilha,Armadilha,22/04/2024,22/04/2024,22/04/2024,0,0,1,0,0
ARM 400222/24,Videira,CAÇADOR,RANCHO FUNDO,ARM - Armadilha,Armadilha,17/04/2024,24/04/2024,24/04/2024,10,0,0,0,0
ARM 400221/24,Videira,CAÇADOR,BOM SUCESSO,ARM - Armadilha,Armadilha,18/04/2024,24/04/2024,24/04/2024,3,0,0,0,0
ARM 400220/24,Joinville,JOINVILLE,SÃO MARCOS,ARM - Armadilha,Armadilha,22/04/2024,22/04/2024,22/04/2024,3,0,0,0,0
ARM 400219/24,Videira,CAÇADOR,BOM SUCESSO,ARM - Armadilha,Armadilha,18/04/2024,24/04/2024,24/04/2024,7,0,0,0,0
ARM 400218/24,Joinville,JOINVILLE,SÃO MARCOS,ARM - Armadilha,Armadilha,22/04/2024,22/04/2024,22/04/2024,0,0,3,0,0
ARM 400217/24,Joinville,JOINVILLE,COSTA E SILVA,ARM - Armadilha,Armadilha,22/04/2024,22/04/2024,22/04/2024,30,0,0,0,0
DF 400216/24,São José,TIJUCAS,JOAIA,B - Pequenos depósitos móveis,Delimitação de Foco,17/04/2024,17/04/2024,24/04/2024,8,0,0,0,0
ARM 400215/24,São José,ANTÔNIO CARLOS,VILA DOZE,ARM - Armadilha,Armadilha,24/04/2024,24/04/2024,24/04/2024,1,0,0,0,0
ARM 400214/24,Joinville,JOINVILLE,SAGUAÇU,ARM - Armadilha,Armadilha,22/04/2024,22/04/2024,22/04/2024,3,0,0,0,0
ARM 400213/24,São José,ANTÔNIO CARLOS,CENTRO,ARM - Armadilha,Armadilha,22/04/2024,24/04/2024,24/04/2024,4,0,0,0,0
ARM 400212/24,São José,TIJUCAS,SANTA LUZIA,ARM - Armadilha,Armadilha,17/04/2024,17/04/2024,24/04/2024,10,0,0,0,0
ARM 400211/24,São José,SANTO AMARO DA IMPERATRIZ,CENTRO,ARM - Armadilha,Armadilha,24/04/2024,24/04/2024,24/04/2024,1,0,0,0,0
ARM 400210/24,Joinville,JOINVILLE,SAGUAÇU,ARM - Armadilha,Armadilha,22/04/2024,22/04/2024,22/04/2024,4,0,0,0,0
ARM 400209/24,São José,SANTO AMARO DA IMPERATRIZ,CENTRO,ARM - Armadilha,Armadilha,24/04/2024,24/04/2024,24/04/2024,2,0,0,0,0
ARM 400208/24,Joinville,JOINVILLE,SAGUAÇU,ARM - Armadilha,Armadilha,22/04/2024,22/04/2024,22/04/2024,4,0,0,0,0
ARM 400207/24,Joinville,JOINVILLE,SAGUAÇU,ARM - Armadilha,Armadilha,22/04/2024,22/04/2024,22/04/2024,0,0,16,0,0
ARM 400206/24,São José,SANTO AMARO DA IMPERATRIZ,CENTRO,ARM - Armadilha,Armadilha,24/04/2024,24/04/2024,24/04/2024,10,0,0,0,0
ARM 400205/24,Joinville,JOINVILLE,SAGUAÇU,ARM - Armadilha,Armadilha,22/04/2024,22/04/2024,22/04/2024,1,0,0,0,0
ARM 400204/24,Joinville,JOINVILLE,AMÉRICA,ARM - Armadilha,Armadilha,22/04/2024,22/04/2024,22/04/2024,6,0,0,0,0
ARM 400203/24,Joinville,JOINVILLE,SAGUAÇU,ARM - Armadilha,Armadilha,22/04/2024,22/04/2024,22/04/2024,0,0,2,0,0
ARM 400202/24,Criciúma,IÇARA,CENTRO,ARM - Armadilha,Armadilha,24/04/2024,24/04/2024,24/04/2024,3,0,0,0,0
ARM 400201/24,São José,SANTO AMARO DA IMPERATRIZ,CENTRO,ARM - Armadilha,Armadilha,24/04/2024,24/04/2024,24/04/2024,10,0,0,0,0
ARM 400200/24,Joinville,JOINVILLE,COSTA E SILVA,ARM - Armadilha,Armadilha,22/04/2024,22/04/2024,22/04/2024,2,0,0,0,0
ARM 400199/24,Joinville,JOINVILLE,COSTA E SILVA,ARM - Armadilha,Armadilha,22/04/2024,22/04/2024,22/04/2024,2,0,0,0,0
ARM 400198/24,São José,SANTO AMARO DA IMPERATRIZ,CENTRO,ARM - Armadilha,Armadilha,24/04/2024,24/04/2024,24/04/2024,10,0,0,0,0
ARM 400197/24,São José,SANTO AMARO DA IMPERATRIZ,CENTRO,ARM - Armadilha,Armadilha,24/04/2024,24/04/2024,24/04/2024,10,0,0,0,0
DF 400196/24,São José,TIJUCAS,JOAIA,B - Pequenos depósitos móveis,Delimitação de Foco,23/04/2024,23/04/2024,24/04/2024,8,0,0,0,0
ARM 400195/24,São José,MAJOR GERCINO,CENTRO,ARM - Armadilha,Armadilha,23/04/2024,24/04/2024,24/04/2024,8,0,0,0,0
ARM 400194/24,Chapecó,SERRA ALTA,VISTA LONGA,ARM - Armadilha,Armadilha,23/04/2024,24/04/2024,24/04/2024,10,0,0,0,0
ARM 400193/24,Chapecó,CUNHATAÍ,CENTRO,ARM - Armadilha,Armadilha,24/04/2024,24/04/2024,24/04/2024,12,0,0,0,0
ARM 400192/24,Chapecó,ÁGUAS DE CHAPECÓ,SÃO JORGE,ARM - Armadilha,Armadilha,23/04/2024,24/04/2024,24/04/2024,10,0,0,0,0
ARM 400191/24,Chapecó,ÁGUAS DE CHAPECÓ,SÃO CRISTOVÃO,ARM - Armadilha,Armadilha,23/04/2024,24/04/2024,24/04/2024,2,0,0,0,0
ARM 400190/24,Chapecó,ÁGUAS DE CHAPECÓ,CENTRO,ARM - Armadilha,Armadilha,23/04/2024,24/04/2024,24/04/2024,10,0,0,0,0
PE 400189/24,São José,TIJUCAS,AREIAS,C - Depósitos Fixos,Ponto Estratégico,11/04/2024,11/04/2024,16/04/2024,3,0,0,0,0
ARM 400188/24,Chapecó,ÁGUAS DE CHAPECÓ,NOVO HORIZONTE,ARM - Armadilha,Armadilha,23/04/2024,24/04/2024,24/04/2024,4,0,0,0,0
ARM 400187/24,Chapecó,ÁGUAS DE CHAPECÓ,BOM PASTOR,ARM - Armadilha,Armadilha,23/04/2024,24/04/2024,24/04/2024,7,0,0,0,0
DF 400186/24,Mafra,PAPANDUVA,CENTRO,B - Pequenos depósitos móveis,Delimitação de Foco,19/04/2024,24/04/2024,24/04/2024,7,0,0,0,0
DF 400185/24,Mafra,PAPANDUVA,CENTRO,B - Pequenos depósitos móveis,Delimitação de Foco,19/04/2024,24/04/2024,24/04/2024,9,0,0,0,0
ARM 400184/24,Rio do Sul,PRESIDENTE GETÚLIO,PRIMAVERA,ARM - Armadilha,Armadilha,17/04/2024,23/04/2024,24/04/2024,1,0,1,0,0
ID 400183/24,São José,TIJUCAS,AREIAS,C - Depósitos Fixos,Investigação de Denúncia,19/04/2024,19/04/2024,24/04/2024,6,0,0,0,0
ARM 400182/24,Joinville,JOINVILLE,COSTA E SILVA,ARM - Armadilha,Armadilha,22/04/2024,22/04/2024,22/04/2024,8,0,0,0,0
ID 400181/24,Mafra,PAPANDUVA,CENTRO,B - Pequenos depósitos móveis,Investigação de Denúncia,22/04/2024,24/04/2024,24/04/2024,8,0,0,0,0
ARM 400180/24,Concórdia,ALTO BELA VISTA,CENTRO,ARM - Armadilha,Armadilha,23/04/2024,24/04/2024,24/04/2024,10,0,0,0,0
PE 400179/24,Mafra,PAPANDUVA,PASSO DA CRUZ,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,23/04/2024,24/04/2024,24/04/2024,6,0,0,0,0
ARM 400178/24,Concórdia,ALTO BELA VISTA,CENTRO,ARM - Armadilha,Armadilha,23/04/2024,24/04/2024,24/04/2024,2,0,0,0,0
ARM 400177/24,Rio do Sul,PRESIDENTE GETÚLIO,REVOLVER,ARM - Armadilha,Armadilha,17/04/2024,23/04/2024,24/04/2024,2,0,4,0,0
ARM 400176/24,Concórdia,ALTO BELA VISTA,CENTRO,ARM - Armadilha,Armadilha,23/04/2024,24/04/2024,24/04/2024,3,0,0,0,0
ARM 400175/24,Joinville,JOINVILLE,COSTA E SILVA,ARM - Armadilha,Armadilha,22/04/2024,22/04/2024,22/04/2024,6,0,0,0,0
ARM 400174/24,Joinville,JOINVILLE,COSTA E SILVA,ARM - Armadilha,Armadilha,22/04/2024,22/04/2024,22/04/2024,1,0,0,0,0
ARM 400173/24,Joinville,JOINVILLE,NOVA BRASILIA,ARM - Armadilha,Armadilha,22/04/2024,22/04/2024,22/04/2024,10,0,0,0,0
PE 400172/24,São José,SÃO JOSÉ,FORQUILHINHAS,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,22/04/2024,23/04/2024,23/04/2024,9,0,0,0,0
ARM 400171/24,Videira,CAÇADOR,ALTO BONITO,ARM - Armadilha,Armadilha,18/04/2024,24/04/2024,24/04/2024,10,0,0,0,0
ARM 400170/24,Joinville,JOINVILLE,ANITA GARIBALDI,ARM - Armadilha,Armadilha,22/04/2024,22/04/2024,22/04/2024,10,0,0,0,0
ARM 400169/24,Joinville,JOINVILLE,ANITA GARIBALDI,ARM - Armadilha,Armadilha,22/04/2024,22/04/2024,22/04/2024,12,0,0,0,0
PE 400168/24,São José,SÃO JOSÉ,AREA INDUSTRIAL,B - Pequenos depósitos móveis,Ponto Estratégico,23/04/2024,24/04/2024,24/04/2024,10,0,0,0,0
ARM 400167/24,Joinville,JOINVILLE,ANITA GARIBALDI,ARM - Armadilha,Armadilha,22/04/2024,22/04/2024,22/04/2024,2,0,4,0,0
PE 400166/24,São José,SÃO JOSÉ,AREA INDUSTRIAL,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,23/04/2024,24/04/2024,24/04/2024,5,0,0,0,0
PE 400165/24,São José,SÃO JOSÉ,AREA INDUSTRIAL,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,23/04/2024,24/04/2024,24/04/2024,9,0,0,0,0
ARM 400164/24,Joinville,JOINVILLE,ANITA GARIBALDI,ARM - Armadilha,Armadilha,22/04/2024,22/04/2024,22/04/2024,10,0,0,0,0
ARM 400163/24,Joinville,JOINVILLE,ANITA GARIBALDI,ARM - Armadilha,Armadilha,22/04/2024,22/04/2024,22/04/2024,0,0,2,0,0
PE 400162/24,São José,SÃO JOSÉ,SERRARIA,D1 - Pneus e outros materiais rodantes,Ponto Estratégico,23/04/2024,24/04/2024,24/04/2024,5,0,0,0,0
ARM 400161/24,Joinville,JOINVILLE,ANITA GARIBALDI,ARM - Armadilha,Armadilha,22/04/2024,22/04/2024,22/04/2024,0,0,8,0,0
ARM 400160/24,Joinville,JOINVILLE,ANITA GARIBALDI,ARM - Armadilha,Armadilha,22/04/2024,22/04/2024,22/04/2024,0,0,5,0,0
PE 400159/24,São José,SÃO JOSÉ,SERRARIA,D1 - Pneus e outros materiais rodantes,Ponto Estratégico,23/04/2024,24/04/2024,24/04/2024,7,0,0,0,0
ARM 400158/24,São Miguel do Oeste,SÃO MIGUEL DO OESTE,SAO GOTARDO,ARM - Armadilha,Armadilha,24/04/2024,24/04/2024,24/04/2024,23,0,0,0,0
ARM 400157/24,Joinville,JOINVILLE,ANITA GARIBALDI,ARM - Armadilha,Armadilha,22/04/2024,22/04/2024,22/04/2024,6,0,0,0,0
ARM 400156/24,Joinville,JOINVILLE,ANITA GARIBALDI,ARM - Armadilha,Armadilha,22/04/2024,22/04/2024,22/04/2024,0,0,3,0,0
PE 400155/24,São José,SÃO JOSÉ,SERRARIA,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,23/04/2024,24/04/2024,24/04/2024,6,0,0,0,0
ARM 400154/24,Joinville,JOINVILLE,ANITA GARIBALDI,ARM - Armadilha,Armadilha,22/04/2024,22/04/2024,22/04/2024,7,0,0,0,0
PE 400153/24,São José,SÃO JOSÉ,SERRARIA,D1 - Pneus e outros materiais rodantes,Ponto Estratégico,23/04/2024,24/04/2024,24/04/2024,6,0,0,0,0
ARM 400152/24,São Miguel do Oeste,SÃO MIGUEL DO OESTE,BAIRRO PROGRESSO,ARM - Armadilha,Armadilha,24/04/2024,24/04/2024,24/04/2024,7,0,0,0,0
PE 400151/24,São José,SÃO JOSÉ,SERRARIA,D1 - Pneus e outros materiais rodantes,Ponto Estratégico,23/04/2024,24/04/2024,24/04/2024,7,0,0,0,0
ARM 400150/24,Joinville,JOINVILLE,ANITA GARIBALDI,ARM - Armadilha,Armadilha,22/04/2024,22/04/2024,22/04/2024,32,0,0,0,0
