Relatório de focos de Aedes aegypti e Aedes albopictus,,,,,,,,,,,,,
Período: de 01/09/2023 a 30/09/2023,,,,,,,,,,,,,
Atualizado em 27/03/2024,,,,,,,,,,,,,
Nº Foco,Regional,Município,Imóvel,Depósito,Tipo de Atividade,Data da Coleta,Data de Entrada,Data do Exame,A. aegypti formas aquáticas,A. aegypti formas adultas,A. albopictus formas aquáticas,A. albopictus formas adultas,Ovo A. aegypti
ARM 348999/23,Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,28/09/2023,28/09/2023,29/09/2023,48,0,0,0,0
ARM 348998/23,Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,28/09/2023,28/09/2023,29/09/2023,11,0,0,0,0
ARM 348997/23,Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,28/09/2023,28/09/2023,29/09/2023,4,0,0,0,0
ARM 348995/23,Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,28/09/2023,28/09/2023,29/09/2023,5,0,0,0,0
ARM 348994/23,Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,28/09/2023,28/09/2023,29/09/2023,9,0,0,0,0
ARM 348993/23,Joinville,JOINVILLE,Residência,ARM - Armadilha,Armadilha,28/09/2023,28/09/2023,29/09/2023,21,0,0,0,0
ARM 348991/23,Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,28/09/2023,28/09/2023,29/09/2023,21,0,0,0,0
ARM 348990/23,Joinville,JOINVILLE,Ponto Estratégico,ARM - Armadilha,Armadilha,28/09/2023,28/09/2023,29/09/2023,15,0,0,0,0
ARM 348989/23,Joinville,JOINVILLE,Residência,ARM - Armadilha,Armadilha,28/09/2023,28/09/2023,29/09/2023,15,0,0,0,0
ARM 348988/23,Joinville,JOINVILLE,Comércio,ARM - Armadilha,Armadilha,28/09/2023,28/09/2023,29/09/2023,16,0,0,0,0
ARM 348987/23,Joinville,JOINVILLE,Outros,ARM - Armadilha,Armadilha,28/09/2023,28/09/2023,29/09/2023,44,0,0,0,0
PE 348986/23,Joinville,JOINVILLE,Ponto Estratégico,D1 - Pneus e outros materiais rodantes,Ponto Estratégico,28/09/2023,28/09/2023,29/09/2023,7,0,0,0,0
PE 348984/23,Joinville,JOINVILLE,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,28/09/2023,28/09/2023,29/09/2023,8,0,0,0,0
PE 348983/23,Joinville,JOINVILLE,Ponto Estratégico,B - Pequenos depósitos móveis,Ponto Estratégico,28/09/2023,28/09/2023,29/09/2023,0,0,3,0,0
PE 348982/23,Joinville,JOINVILLE,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,28/09/2023,28/09/2023,29/09/2023,30,0,0,0,0
