Relatório de focos de Aedes aegypti e Aedes albopictus,,,,,,,,,,,,,
Período: de 01/12/2023 a 31/12/2023,,,,,,,,,,,,,
Atualizado em 27/03/2024,,,,,,,,,,,,,
Nº Foco,Regional,Município,Imóvel,Depósito,Tipo de Atividade,Data da Coleta,Data de Entrada,Data do Exame,A. aegypti formas aquáticas,A. aegypti formas adultas,A. albopictus formas aquáticas,A. albopictus formas adultas,Ovo A. aegypti
ARM 366466/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,13/12/2023,14/12/2023,14/12/2023,6,0,0,0,0
ARM 366462/23,Itajaí,BALNEÁRIO PIÇARRAS,Residência,ARM - Armadilha,Armadilha,26/12/2023,26/12/2023,26/12/2023,8,0,0,0,0
ARM 366456/23,Itajaí,BALNEÁRIO PIÇARRAS,Comércio,ARM - Armadilha,Armadilha,26/12/2023,26/12/2023,26/12/2023,9,0,0,0,0
ARM 366452/23,Itajaí,BALNEÁRIO PIÇARRAS,Comércio,ARM - Armadilha,Armadilha,26/12/2023,26/12/2023,26/12/2023,30,0,0,0,0
ARM 366447/23,Itajaí,BALNEÁRIO PIÇARRAS,Residência,ARM - Armadilha,Armadilha,26/12/2023,26/12/2023,26/12/2023,40,0,6,0,0
ARM 366443/23,Itajaí,BALNEÁRIO PIÇARRAS,Comércio,ARM - Armadilha,Armadilha,26/12/2023,26/12/2023,26/12/2023,20,0,0,0,0
ARM 366440/23,Itajaí,BALNEÁRIO PIÇARRAS,Residência,ARM - Armadilha,Armadilha,18/12/2023,18/12/2023,18/12/2023,8,0,12,0,0
ARM 366290/23,Itajaí,BALNEÁRIO PIÇARRAS,Comércio,ARM - Armadilha,Armadilha,18/12/2023,18/12/2023,18/12/2023,7,0,0,0,0
ARM 366288/23,Itajaí,BALNEÁRIO PIÇARRAS,Residência,ARM - Armadilha,Armadilha,18/12/2023,18/12/2023,18/12/2023,9,0,0,0,0
ARM 366286/23,Itajaí,BALNEÁRIO PIÇARRAS,Comércio,ARM - Armadilha,Armadilha,18/12/2023,18/12/2023,18/12/2023,32,0,0,0,0
ARM 366280/23,Itajaí,BALNEÁRIO PIÇARRAS,Residência,ARM - Armadilha,Armadilha,18/12/2023,18/12/2023,18/12/2023,4,0,0,0,0
ARM 366277/23,Itajaí,BALNEÁRIO PIÇARRAS,Comércio,ARM - Armadilha,Armadilha,18/12/2023,18/12/2023,18/12/2023,10,0,0,0,0
ARM 366276/23,Itajaí,BALNEÁRIO PIÇARRAS,Residência,ARM - Armadilha,Armadilha,18/12/2023,18/12/2023,18/12/2023,4,0,0,0,0
ARM 366273/23,Itajaí,BALNEÁRIO PIÇARRAS,Residência,ARM - Armadilha,Armadilha,18/12/2023,18/12/2023,18/12/2023,19,0,0,0,0
ARM 366264/23,Itajaí,BALNEÁRIO PIÇARRAS,Comércio,ARM - Armadilha,Armadilha,19/12/2023,19/12/2023,19/12/2023,30,0,0,0,0
ARM 366261/23,Itajaí,BALNEÁRIO PIÇARRAS,Outros,ARM - Armadilha,Armadilha,19/12/2023,12/12/2023,19/12/2023,3,0,0,0,0
ARM 366257/23,Itajaí,BALNEÁRIO PIÇARRAS,Comércio,ARM - Armadilha,Armadilha,19/12/2023,19/12/2023,19/12/2023,10,0,0,0,0
ARM 366254/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,13/12/2023,14/12/2023,14/12/2023,4,0,0,0,0
ARM 366253/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,13/12/2023,14/12/2023,14/12/2023,14,0,0,0,0
ARM 366251/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,13/12/2023,14/12/2023,14/12/2023,20,0,0,0,0
ARM 366245/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,13/12/2023,14/12/2023,14/12/2023,23,0,0,0,0
ARM 366238/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,13/12/2023,14/12/2023,14/12/2023,1,0,0,0,0
ARM 366234/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,13/12/2023,14/12/2023,14/12/2023,9,0,0,0,0
ARM 366231/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,13/12/2023,14/12/2023,14/12/2023,1,0,0,0,0
ARM 366229/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,13/12/2023,14/12/2023,14/12/2023,16,0,0,0,0
ARM 366226/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,13/12/2023,14/12/2023,14/12/2023,4,0,0,0,0
ARM 366225/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,13/12/2023,14/12/2023,14/12/2023,6,0,0,0,0
ARM 366224/23,Blumenau,BLUMENAU,Residência,ARM - Armadilha,Armadilha,13/12/2023,14/12/2023,14/12/2023,7,0,0,0,0
ARM 366222/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,13/12/2023,14/12/2023,14/12/2023,2,0,0,0,0
ARM 366221/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,13/12/2023,14/12/2023,14/12/2023,2,0,0,0,0
ARM 366219/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,13/12/2023,14/12/2023,14/12/2023,28,0,0,0,0
ARM 366218/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,13/12/2023,14/12/2023,14/12/2023,9,0,0,0,0
ARM 366217/23,Blumenau,BLUMENAU,Outros,ARM - Armadilha,Armadilha,13/12/2023,14/12/2023,14/12/2023,10,0,0,0,0
ARM 366204/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,13/12/2023,14/12/2023,14/12/2023,6,0,0,0,0
ARM 366203/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,13/12/2023,14/12/2023,14/12/2023,1,0,0,0,0
ARM 366202/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,14/12/2023,14/12/2023,14/12/2023,1,0,0,0,0
ARM 366178/23,Xanxerê,ABELARDO LUZ,Comércio,ARM - Armadilha,Armadilha,29/12/2023,05/01/2024,05/01/2024,24,0,0,0,0
