Relatório de focos de Aedes aegypti e Aedes albopictus,,,,,,,,,,,,,
Período: de 01/03/2023 a 31/03/2023,,,,,,,,,,,,,
Atualizado em 27/03/2024,,,,,,,,,,,,,
Nº Foco,Regional,Município,Imóvel,Depósito,Tipo de Atividade,Data da Coleta,Data de Entrada,Data do Exame,A. aegypti formas aquáticas,A. aegypti formas adultas,A. albopictus formas aquáticas,A. albopictus formas adultas,Ovo A. aegypti
ARM 329971/23,Blumenau,BLUMENAU,Outros,ARM - Armadilha,Armadilha,29/03/2023,31/03/2023,31/03/2023,8,0,0,0,0
ARM 329970/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,27/03/2023,31/03/2023,31/03/2023,2,0,0,0,0
ARM 329969/23,Blumenau,BLUMENAU,Outros,ARM - Armadilha,Armadilha,27/03/2023,31/03/2023,31/03/2023,1,0,0,0,0
ARM 329874/23,Blumenau,BLUMENAU,Outros,ARM - Armadilha,Armadilha,30/03/2023,30/03/2023,31/03/2023,1,0,0,0,0
ARM 329872/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,30/03/2023,31/03/2023,31/03/2023,2,0,0,0,0
ARM 329870/23,Blumenau,BLUMENAU,Residência,ARM - Armadilha,Armadilha,30/03/2023,31/03/2023,31/03/2023,7,0,0,0,0
ARM 329864/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,30/03/2023,31/03/2023,31/03/2023,1,0,0,0,0
ARM 329862/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,30/03/2023,31/03/2023,31/03/2023,20,0,0,0,0
ARM 329861/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,30/03/2023,31/03/2023,31/03/2023,10,0,0,0,0
ARM 329860/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,30/03/2023,30/03/2023,31/03/2023,5,0,0,0,0
ARM 329859/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,30/03/2023,30/03/2023,31/03/2023,4,0,0,0,0
ARM 329857/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,30/03/2023,30/03/2023,31/03/2023,20,0,0,0,0
ARM 329855/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,30/03/2023,30/03/2023,31/03/2023,30,0,0,0,0
ARM 329853/23,Blumenau,BLUMENAU,Outros,ARM - Armadilha,Armadilha,30/03/2023,30/03/2023,31/03/2023,17,0,0,0,0
ARM 329850/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,30/03/2023,30/03/2023,31/03/2023,10,0,0,0,0
ARM 329845/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,30/03/2023,30/03/2023,31/03/2023,1,0,0,0,0
ARM 329843/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,30/03/2023,30/03/2023,31/03/2023,1,0,0,0,0
ARM 329842/23,Blumenau,BLUMENAU,Residência,ARM - Armadilha,Armadilha,30/03/2023,30/03/2023,31/03/2023,5,0,0,0,0
ARM 329841/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,30/03/2023,30/03/2023,30/03/2023,8,0,0,0,0
ARM 329840/23,Blumenau,BLUMENAU,Outros,ARM - Armadilha,Armadilha,30/03/2023,30/03/2023,30/03/2023,30,0,0,0,0
ARM 329839/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,30/03/2023,30/03/2023,30/03/2023,10,0,0,0,0
ARM 329838/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,30/03/2023,30/03/2023,30/03/2023,5,0,0,0,0
ARM 329837/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,30/03/2023,30/03/2023,30/03/2023,10,0,0,0,0
ARM 329834/23,Blumenau,BLUMENAU,Residência,ARM - Armadilha,Armadilha,30/03/2023,30/03/2023,30/03/2023,4,0,0,0,0
ARM 329831/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,29/03/2023,30/03/2023,30/03/2023,2,0,0,0,0
ARM 329830/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,29/03/2023,30/03/2023,30/03/2023,10,0,0,0,0
ARM 329829/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,29/03/2023,30/03/2023,30/03/2023,9,0,0,0,0
ARM 329828/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,29/03/2023,30/03/2023,30/03/2023,30,0,0,0,0
ARM 329827/23,Blumenau,BLUMENAU,Residência,ARM - Armadilha,Armadilha,29/03/2023,30/03/2023,30/03/2023,1,0,0,0,0
ARM 329825/23,Blumenau,BLUMENAU,Residência,ARM - Armadilha,Armadilha,29/03/2023,30/03/2023,30/03/2023,10,0,0,0,0
ARM 329822/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,29/03/2023,30/03/2023,30/03/2023,9,0,0,0,0
ARM 329817/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,29/03/2023,30/03/2023,30/03/2023,46,0,0,0,0
ARM 329810/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,29/03/2023,30/03/2023,30/03/2023,7,0,0,0,0
ARM 329807/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,29/03/2023,30/03/2023,30/03/2023,8,0,0,0,0
ARM 329805/23,Blumenau,BLUMENAU,Residência,ARM - Armadilha,Armadilha,29/03/2023,30/03/2023,30/03/2023,10,0,0,0,0
ARM 329802/23,Blumenau,BLUMENAU,Residência,ARM - Armadilha,Armadilha,29/03/2023,30/03/2023,30/03/2023,1,0,0,0,0
ARM 329797/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,29/03/2023,30/03/2023,30/03/2023,15,0,0,0,0
ARM 329793/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,29/03/2023,30/03/2023,30/03/2023,6,0,0,0,0
ARM 329792/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,29/03/2023,30/03/2023,30/03/2023,1,0,0,0,0
ARM 329791/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,29/03/2023,30/03/2023,30/03/2023,2,0,0,0,0
ARM 329757/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,29/03/2023,30/03/2023,30/03/2023,1,0,0,0,0
ARM 329753/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,29/03/2023,30/03/2023,30/03/2023,4,0,0,0,0
ARM 329750/23,Blumenau,BLUMENAU,Residência,ARM - Armadilha,Armadilha,29/03/2023,30/03/2023,30/03/2023,5,0,0,0,0
ARM 329748/23,Blumenau,BLUMENAU,Outros,ARM - Armadilha,Armadilha,29/03/2023,30/03/2023,30/03/2023,22,0,0,0,0
ARM 329739/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,29/03/2023,29/03/2023,30/03/2023,2,0,0,0,0
ARM 329738/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,29/03/2023,29/03/2023,30/03/2023,5,0,0,0,0
ARM 329734/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,29/03/2023,29/03/2023,30/03/2023,1,0,0,0,0
