Relatório de focos de Aedes aegypti e Aedes albopictus,,,,,,,,,,,,,
Período: de 01/01/2023 a 31/01/2023,,,,,,,,,,,,,
Atualizado em 27/03/2024,,,,,,,,,,,,,
Nº Foco,Regional,Município,Imóvel,Depósito,Tipo de Atividade,Data da Coleta,Data de Entrada,Data do Exame,A. aegypti formas aquáticas,A. aegypti formas adultas,A. albopictus formas aquáticas,A. albopictus formas adultas,Ovo A. aegypti
ARM 304632/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,25/01/2023,26/01/2023,27/01/2023,3,0,0,0,0
ARM 304631/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,25/01/2023,26/01/2023,27/01/2023,1,0,0,0,0
ARM 304630/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,25/01/2023,26/01/2023,27/01/2023,10,0,0,0,0
ARM 304629/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,25/01/2023,26/01/2023,27/01/2023,3,0,0,0,0
ARM 304621/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,25/01/2023,26/01/2023,27/01/2023,6,0,0,0,0
ARM 304620/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,25/01/2023,26/01/2023,27/01/2023,5,0,0,0,0
ARM 303784/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,25/01/2023,26/01/2023,27/01/2023,10,0,0,0,0
ARM 303757/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,25/01/2023,26/01/2023,27/01/2023,5,0,0,0,0
ARM 303748/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,25/01/2023,26/01/2023,27/01/2023,10,0,0,0,0
ARM 303745/23,Blumenau,BLUMENAU,Residência,ARM - Armadilha,Armadilha,25/01/2023,26/01/2023,27/01/2023,1,0,0,0,0
