Relatório de focos de Aedes aegypti e Aedes albopictus,,,,,,,,,,,,,
Período: de 01/10/2023 a 31/10/2023,,,,,,,,,,,,,
Atualizado em 27/03/2024,,,,,,,,,,,,,
Nº Foco,Regional,Município,Imóvel,Depósito,Tipo de Atividade,Data da Coleta,Data de Entrada,Data do Exame,A. aegypti formas aquáticas,A. aegypti formas adultas,A. albopictus formas aquáticas,A. albopictus formas adultas,Ovo A. aegypti
ARM 354164/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,19/10/2023,20/10/2023,20/10/2023,9,0,0,0,0
ARM 354162/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,19/10/2023,20/10/2023,20/10/2023,2,0,0,0,0
ARM 354160/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,18/10/2023,18/10/2023,19/10/2023,8,0,0,0,0
ARM 354158/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,18/10/2023,18/10/2023,19/10/2023,6,0,0,0,0
ARM 354154/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,18/10/2023,18/10/2023,19/10/2023,3,0,0,0,0
ARM 354152/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,18/10/2023,18/10/2023,19/10/2023,1,0,0,0,0
PE 354150/23,Blumenau,BLUMENAU,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,18/10/2023,18/10/2023,19/10/2023,10,0,0,0,0
PE 353931/23,Blumenau,BLUMENAU,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,18/10/2023,18/10/2023,19/10/2023,8,0,0,0,0
PE 353930/23,Blumenau,BLUMENAU,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,18/10/2023,18/10/2023,19/10/2023,5,0,0,0,0
PE 353929/23,Blumenau,BLUMENAU,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,18/10/2023,18/10/2023,19/10/2023,2,0,0,0,0
PE 353928/23,Blumenau,BLUMENAU,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,17/10/2023,18/10/2023,18/10/2023,1,0,0,0,0
PE 353913/23,Blumenau,BLUMENAU,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,17/10/2023,18/10/2023,18/10/2023,8,0,0,0,0
ARM 353909/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,17/10/2023,18/10/2023,18/10/2023,10,0,0,0,0
ARM 353904/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,17/10/2023,18/10/2023,18/10/2023,9,0,0,0,0
ARM 353903/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,17/10/2023,18/10/2023,18/10/2023,3,0,0,0,0
ARM 353887/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,17/10/2023,18/10/2023,18/10/2023,8,0,0,0,0
ARM 353882/23,Blumenau,BLUMENAU,Outros,ARM - Armadilha,Armadilha,17/10/2023,18/10/2023,18/10/2023,2,0,0,0,0
ARM 353874/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,17/10/2023,18/10/2023,18/10/2023,6,0,0,0,0
ARM 353872/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,17/10/2023,18/10/2023,18/10/2023,4,0,0,0,0
ARM 353871/23,Blumenau,BLUMENAU,Residência,ARM - Armadilha,Armadilha,17/10/2023,18/10/2023,18/10/2023,1,0,0,0,0
ARM 353868/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,16/10/2023,16/10/2023,17/10/2023,4,0,0,0,0
ARM 353864/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,16/10/2023,16/10/2023,17/10/2023,5,0,0,0,0
ARM 353861/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,16/10/2023,17/10/2023,17/10/2023,1,0,0,0,0
LI+T 353857/23,Blumenau,BLUMENAU,Outros,E - Depósitos naturais,Levantamento de Indice + Tratamento,16/10/2023,17/10/2023,17/10/2023,2,0,0,0,0
PE 353834/23,Blumenau,BLUMENAU,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,16/10/2023,17/10/2023,17/10/2023,1,0,0,0,0
PE 353831/23,Blumenau,BLUMENAU,Ponto Estratégico,C - Depósitos Fixos,Ponto Estratégico,16/10/2023,17/10/2023,17/10/2023,1,0,0,0,0
PE 353827/23,Blumenau,BLUMENAU,Ponto Estratégico,D1 - Pneus e outros materiais rodantes,Ponto Estratégico,16/10/2023,17/10/2023,17/10/2023,8,0,0,0,0
PE 353823/23,Blumenau,BLUMENAU,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,16/10/2023,17/10/2023,17/10/2023,6,0,0,0,0
PE 353811/23,Blumenau,BLUMENAU,Ponto Estratégico,D1 - Pneus e outros materiais rodantes,Ponto Estratégico,17/10/2023,17/10/2023,17/10/2023,4,0,0,0,0
PE 353808/23,Blumenau,BLUMENAU,Ponto Estratégico,B - Pequenos depósitos móveis,Ponto Estratégico,17/10/2023,17/10/2023,17/10/2023,2,0,0,0,0
PE 353805/23,Blumenau,BLUMENAU,Ponto Estratégico,D1 - Pneus e outros materiais rodantes,Ponto Estratégico,16/10/2023,17/10/2023,17/10/2023,1,0,0,0,0
ARM 353802/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,11/10/2023,16/10/2023,16/10/2023,2,0,0,0,0
ARM 353798/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,11/10/2023,16/10/2023,16/10/2023,1,0,0,0,0
DF 353768/23,Jaraguá do Sul,BARRA VELHA,Residência,B - Pequenos depósitos móveis,Delimitação de Foco,31/10/2023,07/11/2023,08/11/2023,1,0,0,0,0
DF 353767/23,Jaraguá do Sul,BARRA VELHA,Residência,D1 - Pneus e outros materiais rodantes,Delimitação de Foco,31/10/2023,07/11/2023,08/11/2023,64,0,0,0,0
ARM 353762/23,Jaraguá do Sul,BARRA VELHA,Residência,ARM - Armadilha,Armadilha,31/10/2023,07/11/2023,08/11/2023,10,0,0,0,0
ARM 353761/23,Jaraguá do Sul,BARRA VELHA,Comércio,ARM - Armadilha,Armadilha,31/10/2023,07/11/2023,08/11/2023,10,0,0,0,0
ARM 353760/23,Jaraguá do Sul,BARRA VELHA,Outros,ARM - Armadilha,Armadilha,31/10/2023,07/11/2023,08/11/2023,8,0,0,0,0
ARM 353759/23,Jaraguá do Sul,BARRA VELHA,Comércio,ARM - Armadilha,Armadilha,31/10/2023,07/11/2023,08/11/2023,5,0,0,0,0
ARM 353758/23,Jaraguá do Sul,BARRA VELHA,Comércio,ARM - Armadilha,Armadilha,31/10/2023,07/11/2023,08/11/2023,10,0,0,0,0
ARM 353757/23,Jaraguá do Sul,BARRA VELHA,Comércio,ARM - Armadilha,Armadilha,31/10/2023,07/11/2023,08/11/2023,7,0,0,0,0
ARM 353733/23,Jaraguá do Sul,BARRA VELHA,Comércio,ARM - Armadilha,Armadilha,27/10/2023,07/11/2023,08/11/2023,10,0,0,0,0
ARM 353730/23,Jaraguá do Sul,BARRA VELHA,Comércio,ARM - Armadilha,Armadilha,27/10/2023,07/11/2023,08/11/2023,3,0,0,0,0
ARM 353709/23,Itajaí,ILHOTA,Comércio,ARM - Armadilha,Armadilha,30/10/2023,07/11/2023,07/11/2023,59,0,8,0,0
ARM 353708/23,Itajaí,ILHOTA,Comércio,ARM - Armadilha,Armadilha,30/10/2023,07/11/2023,07/11/2023,11,0,0,0,0
ARM 353707/23,Itajaí,ILHOTA,Residência,ARM - Armadilha,Armadilha,30/10/2023,07/11/2023,07/11/2023,27,0,0,0,0
PE 353704/23,Itajaí,ILHOTA,Ponto Estratégico,D1 - Pneus e outros materiais rodantes,Ponto Estratégico,24/10/2023,07/11/2023,07/11/2023,3,0,0,0,0
PE 353703/23,Itajaí,ILHOTA,Ponto Estratégico,D1 - Pneus e outros materiais rodantes,Ponto Estratégico,24/10/2023,07/11/2023,07/11/2023,8,0,0,0,0
ARM 353673/23,São José,BIGUAÇU,Comércio,ARM - Armadilha,Armadilha,31/10/2023,06/11/2023,06/11/2023,30,0,0,0,0
ARM 353672/23,São José,BIGUAÇU,Comércio,ARM - Armadilha,Armadilha,31/10/2023,06/11/2023,06/11/2023,1,0,0,0,0
ARM 353671/23,São José,BIGUAÇU,Comércio,ARM - Armadilha,Armadilha,31/10/2023,06/11/2023,06/11/2023,10,0,0,0,0
ARM 353596/23,Chapecó,CORONEL FREITAS,Residência,ARM - Armadilha,Armadilha,31/10/2023,07/11/2023,07/11/2023,3,0,0,0,0
