Semana,ALTO URUGUAI CATARINENSE,ALTO VALE DO ITAJAÍ,ALTO VALE DO RIO DO PEIXE,CARBONÍFERA,EXTREMO OESTE,EXTREMO SUL CATARINENSE,FOZ DO RIO ITAJAÍ,GRANDE FLORIANÓPOLIS,LAGUNA,MEIO OESTE,MÉDIO VALE DO ITAJAÍ,NORDESTE,OESTE,PLANALTO NORTE,SERRA CATARINENSE,VALE DO ITAPOCU,XANXERÊ
2014-01-05,17.958094099773863,18.69361701753856,16.293175462504458,19.43679642819223,19.688129121510745,19.430134009823988,22.262635155947496,20.27494652388932,19.889831721199464,16.62379137764363,20.843699792143592,21.152546949463712,19.74484632374237,17.039993932231123,15.37392099573939,20.900779808104154,17.793052151518047
2014-01-12,17.48261870503272,17.98664275974607,16.11901983965152,18.90497270936057,18.509567146385976,19.25467841566913,21.490808942922698,19.681972686965747,19.854400113137505,16.36278783081621,19.83007980941177,20.75659335719929,18.85558622684258,16.72604135680114,15.029804254319114,20.1500321255738,16.954800677749347
2014-01-19,19.59008094979069,18.87352650862004,16.47650683275238,20.225485509350182,21.82585407768153,20.610448130309354,22.999155178014465,21.40432158928413,20.881579915138143,17.494563791963728,21.26176593830059,21.499040883827725,21.708452055353,17.000956154548938,16.926927863589487,21.37096952598856,19.26599770286333
2014-01-26,19.3674173146448,19.721456893217336,17.016130140637973,21.487295495612283,21.087356989512525,21.041093427395424,24.12918463392786,22.1187741732907,21.93488506421651,17.686501940136147,22.809407235017588,23.04175184357841,21.121200535748457,17.736608932836283,17.576625669815257,22.621234565331743,19.31837489598524
2014-02-02,20.73110191855805,20.655720682286503,17.68587616300202,22.547570178906124,22.71081757704299,22.77237113500961,25.115650655229302,23.29454557344511,22.67387020797879,18.52351748849464,23.62424268516111,23.665955432984383,22.406274141952338,18.411862688098537,18.375124129293283,23.595550775994525,20.81244885375236
2014-02-09,18.308155722599693,18.4468901284468,15.857610119901723,20.55694260909444,20.09934615524145,20.632370346147887,23.609483985789662,21.48480933548568,21.130543751725945,16.520428629103876,21.11976716838357,21.99483235505713,20.306044518717464,16.709394412310544,15.838705055054858,21.73321844500338,18.183675539140108
2014-02-16,16.428043696871136,16.603861741673974,14.496489271825672,18.3515473476478,17.994329932528366,18.40064070737193,22.136892591203964,19.73800171938809,19.49389692668579,14.962537972543586,19.337189735478653,20.969249230510783,18.12120611327035,15.30007664809172,13.359468717283296,20.3771984525856,16.268300329578533
2014-02-23,17.033338387193517,18.132412817432428,15.55668620758598,18.96518052759625,18.335997678896483,18.621434011668008,22.350921297212384,19.84429911229517,19.38489711167994,15.856929035637322,20.694859504699707,21.53823817579573,18.39429107596055,16.792069043007398,14.67052618402138,21.198031878984605,16.896737614731908
2014-03-02,16.14144150722901,17.397628207704916,14.728413036045184,17.970816277322314,17.40571416633205,17.672761516988356,21.411638193158296,18.82055924353661,18.919694628967463,14.804393340819866,19.69531419101732,20.137400988298605,17.72589885129892,15.981531965152332,13.393987675857268,20.119362370142035,16.12508575485723
2014-03-09,17.12508432960265,17.9212702083181,15.26855930905482,18.796096989086696,18.35647848568344,18.848760792647543,22.04086946537474,19.65465572505802,19.692657675061906,15.607734215675242,20.3281023925517,20.75932532564971,18.50379165627321,16.333348711253063,14.654573855472457,20.721691799723704,17.00445076140432
2014-03-16,17.460366924143514,18.38367442535693,15.925756660518967,20.09647924701373,18.81682674978328,19.763544476630607,22.508087046987463,20.23038365500314,20.81671078937628,16.321636289525756,20.733673816532285,21.383984537458804,18.91985158294324,16.729468544528658,15.375889047545945,21.172593081300736,17.184390821868195
2014-03-23,14.300322634526356,15.17091046772532,12.749332548139789,15.354893201873416,16.047685176332646,15.638949665477073,19.23455749934338,17.082457178041533,16.656922993128077,12.903599050369522,17.601671985939984,18.5192524699188,15.949466309492191,14.02279562585949,11.291824651206726,18.206485011106366,14.545689434054086
2014-03-30,17.013996217548463,17.87051814095552,15.739229881350932,19.13157819566273,18.0937597146306,19.40509280642948,22.501490256529163,20.269941080762194,20.14355185913713,15.844535047747822,20.486178034827823,21.338453542190106,18.36868326268141,16.723488757107443,14.697520637420308,21.09144226305639,16.582779016134875
2014-04-06,18.090047421449245,18.24410396191612,16.03129714002838,19.25092536636761,19.53419988972448,19.08700251487231,21.561217260777777,19.626459526458344,19.92864919875232,16.676455540115306,20.143517471907977,20.00833073202169,19.519683622485424,16.79194492571053,15.06094776719658,20.3418213122045,17.87439504016763
2014-04-13,12.728026055000925,14.10088786311241,11.702938586394133,14.400904917291234,13.574924929242592,14.423299059751258,19.62491237317856,16.56598554536894,15.78015624473706,11.780338592148471,17.34089919746696,18.790700084758253,13.87870452026603,13.608989823888214,10.329476702158724,18.346434400972782,12.504879894924937
2014-04-20,13.842324049469742,15.54705772674414,13.495217183679213,16.00482295027801,15.063149251027252,15.40066585516224,18.65306311793647,16.537597941609175,16.649797250146737,13.233106677255964,17.146769498024156,18.18821669396043,15.056676220249486,14.561128824277032,11.47636112710764,17.773012094068434,13.83653857637287
