Relatório de focos de Aedes aegypti e Aedes albopictus,,,,,,,,,,,,,
Período: de 01/04/2023 a 30/04/2023,,,,,,,,,,,,,
Atualizado em 27/03/2024,,,,,,,,,,,,,
Nº Foco,Regional,Município,Imóvel,Depósito,Tipo de Atividade,Data da Coleta,Data de Entrada,Data do Exame,A. aegypti formas aquáticas,A. aegypti formas adultas,A. albopictus formas aquáticas,A. albopictus formas adultas,Ovo A. aegypti
ARM 332767/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,24/04/2023,26/04/2023,26/04/2023,5,0,0,0,0
ARM 332766/23,Blumenau,BLUMENAU,Outros,ARM - Armadilha,Armadilha,24/04/2023,25/04/2023,26/04/2023,1,0,0,0,0
PE 332765/23,Blumenau,BLUMENAU,Ponto Estratégico,C - Depósitos Fixos,Ponto Estratégico,24/04/2023,25/04/2023,25/04/2023,7,0,0,0,0
PE 332764/23,Blumenau,BLUMENAU,Ponto Estratégico,D1 - Pneus e outros materiais rodantes,Ponto Estratégico,24/04/2023,25/04/2023,25/04/2023,8,0,0,0,0
PE 332762/23,Blumenau,BLUMENAU,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,24/04/2023,25/04/2023,25/04/2023,5,0,0,0,0
PE 332760/23,Blumenau,BLUMENAU,Ponto Estratégico,D1 - Pneus e outros materiais rodantes,Ponto Estratégico,24/04/2023,25/04/2023,25/04/2023,10,0,0,0,0
ARM 332757/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,24/04/2023,25/04/2023,25/04/2023,3,0,0,0,0
ARM 332754/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,24/04/2023,25/04/2023,25/04/2023,5,0,0,0,0
ARM 332751/23,Blumenau,BLUMENAU,Residência,ARM - Armadilha,Armadilha,24/04/2023,25/04/2023,25/04/2023,1,0,0,0,0
ARM 332748/23,Blumenau,BLUMENAU,Residência,ARM - Armadilha,Armadilha,24/04/2023,25/04/2023,25/04/2023,6,0,0,0,0
PE 332746/23,Blumenau,BLUMENAU,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,20/04/2023,24/04/2023,25/04/2023,7,0,0,0,0
PE 332745/23,Blumenau,BLUMENAU,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,20/04/2023,24/04/2023,25/04/2023,8,0,0,0,0
ARM 332744/23,Blumenau,BLUMENAU,Residência,ARM - Armadilha,Armadilha,20/04/2023,24/04/2023,25/04/2023,2,0,0,0,0
ARM 332743/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,20/04/2023,24/04/2023,25/04/2023,10,0,0,0,0
PE 332742/23,Blumenau,BLUMENAU,Ponto Estratégico,C - Depósitos Fixos,Ponto Estratégico,19/04/2023,20/04/2023,24/04/2023,2,0,0,0,0
PE 332740/23,Blumenau,BLUMENAU,Ponto Estratégico,B - Pequenos depósitos móveis,Ponto Estratégico,18/04/2023,24/04/2023,24/04/2023,10,0,0,0,0
PE 332737/23,Blumenau,BLUMENAU,Ponto Estratégico,E - Depósitos naturais,Ponto Estratégico,18/04/2023,24/04/2023,24/04/2023,1,0,0,0,0
ARM 332735/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,19/04/2023,20/04/2023,24/04/2023,2,0,0,0,0
ARM 332734/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,19/04/2023,24/04/2023,24/04/2023,5,0,0,0,0
ARM 332733/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,17/04/2023,24/04/2023,24/04/2023,10,0,0,0,0
ARM 332732/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,17/04/2023,24/04/2023,24/04/2023,5,0,0,0,0
ARM 332731/23,Blumenau,BLUMENAU,Outros,ARM - Armadilha,Armadilha,19/04/2023,24/04/2023,24/04/2023,10,0,0,0,0
ARM 332730/23,Blumenau,BLUMENAU,Outros,ARM - Armadilha,Armadilha,19/04/2023,24/04/2023,24/04/2023,15,0,0,0,0
ARM 332729/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,20/04/2023,24/04/2023,24/04/2023,2,0,0,0,0
ARM 332728/23,Blumenau,BLUMENAU,Outros,ARM - Armadilha,Armadilha,20/04/2023,24/04/2023,24/04/2023,1,0,0,0,0
ARM 332722/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,18/04/2023,24/04/2023,24/04/2023,5,0,0,0,0
ARM 332720/23,Blumenau,BLUMENAU,Residência,ARM - Armadilha,Armadilha,19/04/2023,20/04/2023,20/04/2023,2,0,0,0,0
ARM 332717/23,Blumenau,BLUMENAU,Residência,ARM - Armadilha,Armadilha,19/04/2023,20/04/2023,20/04/2023,16,0,0,0,0
ARM 332713/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,19/04/2023,20/04/2023,20/04/2023,17,0,0,0,0
PE 332711/23,Blumenau,BLUMENAU,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,19/04/2023,20/04/2023,20/04/2023,10,0,0,0,0
PE 332709/23,Blumenau,BLUMENAU,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,19/04/2023,20/04/2023,20/04/2023,2,0,0,0,0
PE 332705/23,Blumenau,BLUMENAU,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,19/04/2023,20/04/2023,20/04/2023,1,0,0,0,0
PE 332699/23,Blumenau,BLUMENAU,Ponto Estratégico,D1 - Pneus e outros materiais rodantes,Ponto Estratégico,19/04/2023,20/04/2023,20/04/2023,3,0,0,0,0
PE 332693/23,Blumenau,BLUMENAU,Ponto Estratégico,D1 - Pneus e outros materiais rodantes,Ponto Estratégico,19/04/2023,20/04/2023,20/04/2023,3,0,0,0,0
ARM 332692/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,19/04/2023,20/04/2023,20/04/2023,1,0,0,0,0
ARM 332690/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,19/04/2023,20/04/2023,20/04/2023,1,0,0,0,0
