Relatório de focos de Aedes aegypti e Aedes albopictus,,,,,,
Período: de 01/01/2020 a 31/12/2020,,,,,,
Atualizado em 26/05/2023,,,,,,
Regional,Município,Localidade,Imóvel,Depósito,Tipo de Atividade,Data da Coleta
Joinville,JOINVILLE,COSTA E SILVA,Residência,ARM - Armadilha,Armadilha,22/12/2020
Joinville,JOINVILLE,COSTA E SILVA,Residência,ARM - Armadilha,Armadilha,22/12/2020
Joinville,JOINVILLE,COSTA E SILVA,Comércio,ARM - Armadilha,Armadilha,22/12/2020
Joinville,JOINVILLE,SANTA CATARINA,Comércio,ARM - Armadilha,Armadilha,22/12/2020
Joinville,JOINVILLE,SANTA CATARINA,Comércio,ARM - Armadilha,Armadilha,22/12/2020
Joinville,JOINVILLE,SANTA CATARINA,Comércio,ARM - Armadilha,Armadilha,22/12/2020
Joinville,JOINVILLE,SANTA CATARINA,Comércio,ARM - Armadilha,Armadilha,22/12/2020
Joinville,JOINVILLE,AVENTUREIRO,Residência,ARM - Armadilha,Armadilha,22/12/2020
Joinville,JOINVILLE,AVENTUREIRO,Residência,ARM - Armadilha,Armadilha,22/12/2020
Joinville,JOINVILLE,AMERICA,Comércio,ARM - Armadilha,Armadilha,22/12/2020
Joinville,JOINVILLE,BUCAREIN,Comércio,ARM - Armadilha,Armadilha,23/12/2020
Joinville,JOINVILLE,BUCAREIN,Comércio,ARM - Armadilha,Armadilha,23/12/2020
Joinville,JOINVILLE,BUCAREIN,Comércio,ARM - Armadilha,Armadilha,23/12/2020
Joinville,JOINVILLE, PROFIPO,Comércio,ARM - Armadilha,Armadilha,22/12/2020
Joinville,JOINVILLE, PROFIPO,Residência,ARM - Armadilha,Armadilha,22/12/2020
Joinville,JOINVILLE,PARANAGUAMIRIM,Comércio,ARM - Armadilha,Armadilha,23/12/2020
Joinville,JOINVILLE,DONA FRANCISCA,Comércio,ARM - Armadilha,Armadilha,21/12/2020
Joinville,JOINVILLE,FLORESTA,Comércio,ARM - Armadilha,Armadilha,23/12/2020
Joinville,JOINVILLE,ZONA INDUSTRIAL NORTE,Comércio,ARM - Armadilha,Armadilha,23/12/2020
Joinville,JOINVILLE,BOM RETIRO,Comércio,ARM - Armadilha,Armadilha,23/12/2020
Joinville,JOINVILLE,BOM RETIRO,Comércio,ARM - Armadilha,Armadilha,23/12/2020
Joinville,JOINVILLE,BOM RETIRO,Comércio,ARM - Armadilha,Armadilha,23/12/2020
Joinville,JOINVILLE,BOM RETIRO,Residência,ARM - Armadilha,Armadilha,23/12/2020
Joinville,JOINVILLE,JOÃO COSTA,Comércio,ARM - Armadilha,Armadilha,23/12/2020
Joinville,JOINVILLE,JOÃO COSTA,Residência,ARM - Armadilha,Armadilha,23/12/2020
Joinville,JOINVILLE,JOÃO COSTA,Outros,ARM - Armadilha,Armadilha,23/12/2020
Joinville,JOINVILLE,JOÃO COSTA,Comércio,ARM - Armadilha,Armadilha,23/12/2020
Joinville,JOINVILLE,JOÃO COSTA,Residência,ARM - Armadilha,Armadilha,23/12/2020
Joinville,JOINVILLE,JOÃO COSTA,Residência,ARM - Armadilha,Armadilha,23/12/2020
Joinville,JOINVILLE,JOÃO COSTA,Comércio,ARM - Armadilha,Armadilha,23/12/2020
Joinville,JOINVILLE,JOÃO COSTA,Residência,ARM - Armadilha,Armadilha,23/12/2020
Joinville,JOINVILLE,JOÃO COSTA,Residência,ARM - Armadilha,Armadilha,23/12/2020
Joinville,JOINVILLE,ITAUM,Comércio,ARM - Armadilha,Armadilha,23/12/2020
Joinville,JOINVILLE,ITAUM,Comércio,ARM - Armadilha,Armadilha,23/12/2020
Joinville,JOINVILLE,ITAUM,Outros,ARM - Armadilha,Armadilha,23/12/2020
Joinville,JOINVILLE,SANTO ANTÔNIO,Comércio,ARM - Armadilha,Armadilha,23/12/2020
Joinville,JOINVILLE,SANTO ANTÔNIO,Comércio,ARM - Armadilha,Armadilha,23/12/2020
Joinville,JOINVILLE,SANTO ANTÔNIO,Outros,ARM - Armadilha,Armadilha,23/12/2020
Joinville,JOINVILLE,SANTO ANTÔNIO,Residência,ARM - Armadilha,Armadilha,23/12/2020
Joinville,JOINVILLE,SANTO ANTÔNIO,Comércio,ARM - Armadilha,Armadilha,23/12/2020
Joinville,JOINVILLE,AVENTUREIRO,Residência,ARM - Armadilha,Armadilha,23/12/2020
Joinville,JOINVILLE,AVENTUREIRO,Residência,ARM - Armadilha,Armadilha,23/12/2020
Joinville,JOINVILLE,AVENTUREIRO,Outros,ARM - Armadilha,Armadilha,23/12/2020
Joinville,JOINVILLE,AVENTUREIRO,Comércio,ARM - Armadilha,Armadilha,23/12/2020
Joinville,JOINVILLE,AVENTUREIRO,Residência,ARM - Armadilha,Armadilha,23/12/2020
Joinville,JOINVILLE,AVENTUREIRO,Comércio,ARM - Armadilha,Armadilha,23/12/2020
Joinville,JOINVILLE,AVENTUREIRO,Comércio,ARM - Armadilha,Armadilha,23/12/2020
Joinville,JOINVILLE,AVENTUREIRO,Comércio,ARM - Armadilha,Armadilha,23/12/2020
Joinville,JOINVILLE,AVENTUREIRO,Outros,ARM - Armadilha,Armadilha,23/12/2020
Joinville,JOINVILLE,FLORESTA,Outros,ARM - Armadilha,Armadilha,23/12/2020
Joinville,JOINVILLE,FLORESTA,Residência,ARM - Armadilha,Armadilha,23/12/2020
Joinville,JOINVILLE,FLORESTA,Residência,ARM - Armadilha,Armadilha,23/12/2020
Joinville,JOINVILLE,FLORESTA,Residência,ARM - Armadilha,Armadilha,23/12/2020
Joinville,JOINVILLE,BOM RETIRO,Comércio,ARM - Armadilha,Armadilha,23/12/2020
Joinville,JOINVILLE,BOM RETIRO,Residência,ARM - Armadilha,Armadilha,23/12/2020
Joinville,JOINVILLE,BOM RETIRO,Outros,ARM - Armadilha,Armadilha,23/12/2020
Joinville,JOINVILLE,BOM RETIRO,Residência,ARM - Armadilha,Armadilha,23/12/2020
Joinville,JOINVILLE,BOM RETIRO,Residência,ARM - Armadilha,Armadilha,23/12/2020
Joinville,JOINVILLE,BOM RETIRO,Residência,ARM - Armadilha,Armadilha,23/12/2020
Joinville,JOINVILLE,IRIRIÚ,Residência,ARM - Armadilha,Armadilha,23/12/2020
Joinville,JOINVILLE,IRIRIÚ,Comércio,ARM - Armadilha,Armadilha,23/12/2020
Joinville,JOINVILLE,IRIRIÚ,Comércio,ARM - Armadilha,Armadilha,23/12/2020
Joinville,JOINVILLE,IRIRIÚ,Comércio,ARM - Armadilha,Armadilha,23/12/2020
Joinville,JOINVILLE,AVENTUREIRO,Comércio,ARM - Armadilha,Armadilha,23/12/2020
Joinville,JOINVILLE,AVENTUREIRO,Outros,ARM - Armadilha,Armadilha,23/10/2020
Joinville,JOINVILLE,PETRÓPOLIS,Comércio,ARM - Armadilha,Armadilha,21/12/2020
Joinville,JOINVILLE,PETRÓPOLIS,Residência,ARM - Armadilha,Armadilha,21/12/2020
Joinville,JOINVILLE,PETRÓPOLIS,Residência,ARM - Armadilha,Armadilha,21/12/2020
Joinville,JOINVILLE,ITINGA,Residência,ARM - Armadilha,Armadilha,21/12/2020
Joinville,JOINVILLE,ITINGA,Residência,ARM - Armadilha,Armadilha,21/12/2020
Joinville,JOINVILLE,PARANAGUAMIRIM,Comércio,ARM - Armadilha,Armadilha,22/12/2020
Joinville,JOINVILLE,ITINGA,Comércio,ARM - Armadilha,Armadilha,21/12/2020
Joinville,JOINVILLE,JARIVATUBA,Comércio,ARM - Armadilha,Armadilha,22/12/2020
Joinville,JOINVILLE,JARIVATUBA,Comércio,ARM - Armadilha,Armadilha,22/12/2020
Joinville,JOINVILLE,BUCAREIN,Outros,ARM - Armadilha,Armadilha,22/12/2020
Joinville,JOINVILLE,BUCAREIN,Outros,ARM - Armadilha,Armadilha,22/12/2020
Joinville,JOINVILLE,BUCAREIN,Residência,ARM - Armadilha,Armadilha,22/12/2020
Joinville,JOINVILLE,BUCAREIN,Comércio,ARM - Armadilha,Armadilha,22/12/2020
Joinville,JOINVILLE,BUCAREIN,Residência,ARM - Armadilha,Armadilha,22/12/2020
Joinville,JOINVILLE,BOA VISTA,Comércio,ARM - Armadilha,Armadilha,22/12/2020
Joinville,JOINVILLE,BOA VISTA,Residência,ARM - Armadilha,Armadilha,22/12/2020
Joinville,JOINVILLE,BOA VISTA,Residência,ARM - Armadilha,Armadilha,22/12/2020
Joinville,JOINVILLE,BOA VISTA,Residência,ARM - Armadilha,Armadilha,22/12/2020
Joinville,JOINVILLE,BOA VISTA,Comércio,ARM - Armadilha,Armadilha,22/12/2020
Joinville,JOINVILLE,BOA VISTA,Outros,ARM - Armadilha,Armadilha,22/12/2020
Joinville,JOINVILLE,BOA VISTA,Comércio,ARM - Armadilha,Armadilha,22/12/2020
Joinville,JOINVILLE,AVENTUREIRO,Outros,ARM - Armadilha,Armadilha,21/12/2020
Joinville,JOINVILLE,AVENTUREIRO,Comércio,ARM - Armadilha,Armadilha,21/12/2020
Joinville,JOINVILLE,AVENTUREIRO,Comércio,ARM - Armadilha,Armadilha,21/12/2020
Joinville,JOINVILLE,AVENTUREIRO,Comércio,ARM - Armadilha,Armadilha,21/12/2020
Joinville,JOINVILLE,AVENTUREIRO,Comércio,ARM - Armadilha,Armadilha,21/12/2020
Joinville,JOINVILLE,AVENTUREIRO,Comércio,ARM - Armadilha,Armadilha,21/12/2020
Joinville,JOINVILLE,AVENTUREIRO,Comércio,ARM - Armadilha,Armadilha,21/12/2020
Joinville,JOINVILLE,SANTA CATARINA,Ponto Estratégico,A2 - Outros depósitos de armazenamento de água,Ponto Estratégico,21/12/2020
Joinville,JOINVILLE,SÃO MARCOS,Ponto Estratégico,ARM - Armadilha,Armadilha,21/12/2020
Joinville,JOINVILLE,SÃO MARCOS,Comércio,ARM - Armadilha,Armadilha,21/12/2020
Joinville,JOINVILLE,RIO BONITO,Comércio,ARM - Armadilha,Armadilha,21/12/2020
Joinville,JOINVILLE,PIRABEIRABA,Comércio,ARM - Armadilha,Armadilha,21/12/2020
Joinville,JOINVILLE,PIRABEIRABA,Comércio,ARM - Armadilha,Armadilha,21/12/2020
Joinville,JOINVILLE,NOVA BRASILIA,Ponto Estratégico,ARM - Armadilha,Armadilha,21/12/2020
Joinville,JOINVILLE,JARDIM PARAÍSO,Residência,ARM - Armadilha,Armadilha,21/12/2020
Joinville,JOINVILLE,JARDIM PARAÍSO,Residência,ARM - Armadilha,Armadilha,21/12/2020
Joinville,JOINVILLE,JARDIM PARAÍSO,Comércio,ARM - Armadilha,Armadilha,21/12/2020
Joinville,JOINVILLE,JARDIM PARAÍSO,Comércio,ARM - Armadilha,Armadilha,21/12/2020
Joinville,JOINVILLE,JARDIM PARAÍSO,Residência,ARM - Armadilha,Armadilha,21/12/2020
Joinville,JOINVILLE,GLORIA,Comércio,ARM - Armadilha,Armadilha,21/12/2020
Joinville,JOINVILLE,GLORIA,Comércio,ARM - Armadilha,Armadilha,21/12/2020
Joinville,JOINVILLE,COSTA E SILVA,Comércio,ARM - Armadilha,Armadilha,21/12/2020
Joinville,JOINVILLE,COSTA E SILVA,Residência,ARM - Armadilha,Armadilha,21/12/2020
Joinville,JOINVILLE,COSTA E SILVA,Comércio,ARM - Armadilha,Armadilha,21/12/2020
Joinville,JOINVILLE,COSTA E SILVA,Comércio,ARM - Armadilha,Armadilha,21/12/2020
Joinville,JOINVILLE,COSTA E SILVA,Residência,ARM - Armadilha,Armadilha,21/12/2020
Joinville,JOINVILLE,COSTA E SILVA,Comércio,ARM - Armadilha,Armadilha,21/12/2020
Joinville,JOINVILLE,COSTA E SILVA,Comércio,ARM - Armadilha,Armadilha,21/12/2020
Joinville,JOINVILLE,COSTA E SILVA,Comércio,ARM - Armadilha,Armadilha,21/12/2020
Joinville,JOINVILLE,COSTA E SILVA,Comércio,ARM - Armadilha,Armadilha,21/12/2020
Joinville,JOINVILLE,BOEHMERWALD,Residência,ARM - Armadilha,Armadilha,21/12/2020
Joinville,JOINVILLE,BOEHMERWALD,Residência,ARM - Armadilha,Armadilha,21/12/2020
Joinville,JOINVILLE,BOEHMERWALD,Residência,ARM - Armadilha,Armadilha,21/12/2020
Joinville,JOINVILLE,BOEHMERWALD,Residência,ARM - Armadilha,Armadilha,21/12/2020
Joinville,JOINVILLE,BOEHMERWALD,Comércio,ARM - Armadilha,Armadilha,21/12/2020
Joinville,JOINVILLE,BOEHMERWALD,Comércio,ARM - Armadilha,Armadilha,21/12/2020
Joinville,JOINVILLE,BOEHMERWALD,Residência,ARM - Armadilha,Armadilha,21/12/2020
Joinville,JOINVILLE,BOEHMERWALD,Comércio,ARM - Armadilha,Armadilha,21/12/2020
Joinville,JOINVILLE,BOA VISTA,Outros,ARM - Armadilha,Armadilha,21/12/2020
Joinville,JOINVILLE,BOA VISTA,Comércio,ARM - Armadilha,Armadilha,21/12/2020
Joinville,JOINVILLE,BOA VISTA,Comércio,ARM - Armadilha,Armadilha,21/12/2020
Joinville,JOINVILLE,BOA VISTA,Comércio,ARM - Armadilha,Armadilha,21/12/2020
Joinville,JOINVILLE,BOA VISTA,Comércio,ARM - Armadilha,Armadilha,21/12/2020
Joinville,JOINVILLE,BOA VISTA,Residência,ARM - Armadilha,Armadilha,21/12/2020
Joinville,JOINVILLE,BOA VISTA,Residência,ARM - Armadilha,Armadilha,21/12/2020
Joinville,JOINVILLE,BOA VISTA,Comércio,ARM - Armadilha,Armadilha,21/12/2020
Joinville,JOINVILLE,BOA VISTA,Ponto Estratégico,ARM - Armadilha,Armadilha,21/12/2020
Joinville,JOINVILLE,BOA VISTA,Residência,ARM - Armadilha,Armadilha,21/12/2020
Joinville,JOINVILLE,ANITA GARIBALDI,Residência,ARM - Armadilha,Armadilha,21/12/2020
Joinville,JOINVILLE,ANITA GARIBALDI,Residência,ARM - Armadilha,Armadilha,21/12/2020
Joinville,JOINVILLE,ANITA GARIBALDI,Comércio,ARM - Armadilha,Armadilha,21/12/2020
Joinville,JOINVILLE,ANITA GARIBALDI,Residência,ARM - Armadilha,Armadilha,21/12/2020
Joinville,JOINVILLE,ANITA GARIBALDI,Comércio,ARM - Armadilha,Armadilha,21/12/2020
Joinville,JOINVILLE,ANITA GARIBALDI,Comércio,ARM - Armadilha,Armadilha,21/12/2020
Joinville,JOINVILLE,ANITA GARIBALDI,Comércio,ARM - Armadilha,Armadilha,21/12/2020
Joinville,JOINVILLE,ANITA GARIBALDI,Comércio,ARM - Armadilha,Armadilha,21/12/2020
Joinville,JOINVILLE,AVENTUREIRO,Comércio,ARM - Armadilha,Armadilha,21/12/2020
Joinville,JOINVILLE,AVENTUREIRO,Comércio,ARM - Armadilha,Armadilha,21/12/2020
Joinville,JOINVILLE,ANITA GARIBALDI,Comércio,ARM - Armadilha,Armadilha,21/12/2020
Joinville,JOINVILLE,AMERICA,Comércio,ARM - Armadilha,Armadilha,21/12/2020
Joinville,JOINVILLE,AMERICA,Comércio,ARM - Armadilha,Armadilha,21/12/2020
Joinville,JOINVILLE,AMERICA,Comércio,ARM - Armadilha,Armadilha,21/12/2020
Joinville,JOINVILLE,AMERICA,Comércio,ARM - Armadilha,Armadilha,21/12/2020
Joinville,JOINVILLE,AMERICA,Comércio,ARM - Armadilha,Armadilha,21/12/2020
Joinville,JOINVILLE,AMERICA,Comércio,ARM - Armadilha,Armadilha,21/12/2020
Joinville,JOINVILLE,AMERICA,Comércio,ARM - Armadilha,Armadilha,21/12/2020
Joinville,JOINVILLE,AMERICA,Comércio,ARM - Armadilha,Armadilha,21/12/2020
Joinville,JOINVILLE,AMERICA,Residência,ARM - Armadilha,Armadilha,18/12/2020
Joinville,JOINVILLE,AMERICA,Comércio,ARM - Armadilha,Armadilha,18/12/2020
Joinville,JOINVILLE,AMERICA,Comércio,ARM - Armadilha,Armadilha,18/12/2020
Joinville,JOINVILLE,AMERICA,Residência,ARM - Armadilha,Armadilha,18/12/2020
Joinville,JOINVILLE,AMERICA,Comércio,ARM - Armadilha,Armadilha,18/12/2020
Joinville,JOINVILLE,ZONA INDUSTRIAL NORTE,Comércio,ARM - Armadilha,Armadilha,18/12/2020
Joinville,JOINVILLE,ULYSSES GUIMARÃES,Residência,ARM - Armadilha,Armadilha,18/12/2020
Joinville,JOINVILLE,ULYSSES GUIMARÃES,Residência,ARM - Armadilha,Armadilha,18/12/2020
Joinville,JOINVILLE,ULYSSES GUIMARÃES,Residência,ARM - Armadilha,Armadilha,18/12/2020
Joinville,JOINVILLE,ULYSSES GUIMARÃES,Residência,ARM - Armadilha,Armadilha,18/12/2020
Joinville,JOINVILLE,ULYSSES GUIMARÃES,Residência,ARM - Armadilha,Armadilha,18/12/2020
Joinville,JOINVILLE,ULYSSES GUIMARÃES,Residência,ARM - Armadilha,Armadilha,18/12/2020
Joinville,JOINVILLE,ULYSSES GUIMARÃES,Comércio,ARM - Armadilha,Armadilha,18/12/2020
Joinville,JOINVILLE,ULYSSES GUIMARÃES,Comércio,ARM - Armadilha,Armadilha,18/12/2020
Joinville,JOINVILLE,PARQUE  GUARANI,Outros,ARM - Armadilha,Armadilha,18/12/2020
Joinville,JOINVILLE,PARQUE  GUARANI,Residência,ARM - Armadilha,Armadilha,18/12/2020
Joinville,JOINVILLE,PARQUE  GUARANI,Residência,ARM - Armadilha,Armadilha,18/12/2020
Joinville,JOINVILLE,PARQUE  GUARANI,Comércio,ARM - Armadilha,Armadilha,18/12/2020
Joinville,JOINVILLE,JARDIM IRIRIU,Comércio,ARM - Armadilha,Armadilha,17/12/2020
Joinville,JOINVILLE,JARDIM IRIRIU,Residência,ARM - Armadilha,Armadilha,17/12/2020
Joinville,JOINVILLE,JARDIM IRIRIU,Comércio,ARM - Armadilha,Armadilha,17/12/2020
Joinville,JOINVILLE,JARDIM IRIRIU,Outros,ARM - Armadilha,Armadilha,17/12/2020
Joinville,JOINVILLE,JARDIM IRIRIU,Residência,ARM - Armadilha,Armadilha,17/12/2020
Joinville,JOINVILLE,JARDIM IRIRIU,Residência,ARM - Armadilha,Armadilha,17/12/2020
Joinville,JOINVILLE,JARDIM IRIRIU,Residência,ARM - Armadilha,Armadilha,17/12/2020
Joinville,JOINVILLE,JARDIM IRIRIU,Outros,ARM - Armadilha,Armadilha,17/12/2020
Joinville,JOINVILLE,JARDIM IRIRIU,Residência,ARM - Armadilha,Armadilha,17/12/2020
Joinville,JOINVILLE,JARDIM IRIRIU,Residência,ARM - Armadilha,Armadilha,17/12/2020
Joinville,JOINVILLE,FATIMA,Residência,ARM - Armadilha,Armadilha,18/12/2020
Joinville,JOINVILLE,FATIMA,Residência,ARM - Armadilha,Armadilha,18/12/2020
Joinville,JOINVILLE,FATIMA,Residência,ARM - Armadilha,Armadilha,18/12/2020
Joinville,JOINVILLE,FATIMA,Comércio,ARM - Armadilha,Armadilha,18/12/2020
Joinville,JOINVILLE,FATIMA,Residência,ARM - Armadilha,Armadilha,18/12/2020
Joinville,JOINVILLE,FATIMA,Comércio,ARM - Armadilha,Armadilha,18/12/2020
Joinville,JOINVILLE, ESPINHEIROS,Residência,ARM - Armadilha,Armadilha,18/12/2020
Joinville,JOINVILLE,COMASA,Comércio,ARM - Armadilha,Armadilha,18/12/2020
Joinville,JOINVILLE,COMASA,Residência,ARM - Armadilha,Armadilha,18/12/2020
Joinville,JOINVILLE,COMASA,Comércio,ARM - Armadilha,Armadilha,18/12/2020
Joinville,JOINVILLE,COMASA,Residência,ARM - Armadilha,Armadilha,18/12/2020
Joinville,JOINVILLE,COMASA,Residência,ARM - Armadilha,Armadilha,18/12/2020
Joinville,JOINVILLE,COMASA,Residência,ARM - Armadilha,Armadilha,18/12/2020
Joinville,JOINVILLE,COMASA,Residência,ARM - Armadilha,Armadilha,18/12/2020
Joinville,JOINVILLE,COMASA,Residência,ARM - Armadilha,Armadilha,18/12/2020
Joinville,JOINVILLE,COMASA,Comércio,ARM - Armadilha,Armadilha,18/12/2020
Joinville,JOINVILLE,COMASA,Comércio,ARM - Armadilha,Armadilha,18/12/2020
Joinville,JOINVILLE,CENTRO,Comércio,ARM - Armadilha,Armadilha,18/12/2020
Joinville,JOINVILLE,CENTRO,Comércio,ARM - Armadilha,Armadilha,18/12/2020
Joinville,JOINVILLE,CENTRO,Comércio,ARM - Armadilha,Armadilha,18/12/2020
Joinville,JOINVILLE,CENTRO,Comércio,ARM - Armadilha,Armadilha,18/12/2020
Joinville,JOINVILLE,CENTRO,Comércio,ARM - Armadilha,Armadilha,18/12/2020
Joinville,JOINVILLE,ADHEMAR GARCIA,Comércio,ARM - Armadilha,Armadilha,18/12/2020
Joinville,JOINVILLE,ADHEMAR GARCIA,Residência,ARM - Armadilha,Armadilha,18/12/2020
Joinville,JOINVILLE,ADHEMAR GARCIA,Comércio,ARM - Armadilha,Armadilha,18/12/2020
Joinville,JOINVILLE,ADHEMAR GARCIA,Residência,ARM - Armadilha,Armadilha,18/12/2020
Joinville,JOINVILLE,ADHEMAR GARCIA,Comércio,ARM - Armadilha,Armadilha,18/12/2020
Joinville,JOINVILLE,ADHEMAR GARCIA,Comércio,ARM - Armadilha,Armadilha,18/12/2020
Joinville,JOINVILLE,ZONA INDUSTRIAL NORTE,Comércio,ARM - Armadilha,Armadilha,17/12/2020
Joinville,JOINVILLE,VILA CUBATAO,Comércio,ARM - Armadilha,Armadilha,17/12/2020
Joinville,JOINVILLE,NOVA BRASILIA,Residência,ARM - Armadilha,Armadilha,16/12/2020
Joinville,JOINVILLE,NOVA BRASILIA,Residência,ARM - Armadilha,Armadilha,18/12/2020
Joinville,JOINVILLE,MORRO DO MEIO,Outros,ARM - Armadilha,Armadilha,16/12/2020
Joinville,JOINVILLE,IRIRIÚ,Residência,ARM - Armadilha,Armadilha,17/12/2020
Joinville,JOINVILLE,IRIRIÚ,Residência,ARM - Armadilha,Armadilha,17/12/2020
Joinville,JOINVILLE,IRIRIÚ,Outros,ARM - Armadilha,Armadilha,17/12/2020
Joinville,JOINVILLE,GUANABARA,Residência,ARM - Armadilha,Armadilha,17/12/2020
Joinville,JOINVILLE,GUANABARA,Comércio,ARM - Armadilha,Armadilha,17/12/2020
Joinville,JOINVILLE,GUANABARA,Residência,ARM - Armadilha,Armadilha,17/12/2020
Joinville,JOINVILLE,GUANABARA,Outros,ARM - Armadilha,Armadilha,17/12/2020
Joinville,JOINVILLE,GUANABARA,Residência,ARM - Armadilha,Armadilha,17/12/2020
Joinville,JOINVILLE,GUANABARA,Comércio,ARM - Armadilha,Armadilha,17/12/2020
Joinville,JOINVILLE,GUANABARA,Comércio,ARM - Armadilha,Armadilha,17/12/2020
Joinville,JOINVILLE,GUANABARA,Comércio,ARM - Armadilha,Armadilha,17/12/2020
Joinville,JOINVILLE,GUANABARA,Outros,ARM - Armadilha,Armadilha,17/12/2020
