semana,ABDON BATISTA,ABELARDO LUZ,ALFREDO WAGNER,ALTO BELA VISTA,ANCHIETA,ANITÁPOLIS,ANTÔNIO CARLOS,APIÚNA,ARABUTÃ,ARAQUARI,ARARANGUÁ,ARROIO TRINTA,ARVOREDO,ASCURRA,AURORA,BALNEÁRIO BARRA DO SUL,BALNEÁRIO GAIVOTA,BALNEÁRIO PIÇARRAS,BALNEÁRIO RINCÃO,BANDEIRANTE,BARRA BONITA,BARRA VELHA,BELMONTE,BENEDITO NOVO,BIGUAÇU,BLUMENAU,BOM JARDIM DA SERRA,BOM JESUS,BOM JESUS DO OESTE,BOTUVERÁ,BRAÇO DO NORTE,BRUSQUE,CAIBI,CAMBORIÚ,CAMPO ALEGRE,CAMPO ERÊ,CAMPOS NOVOS,CANELINHA,CANOINHAS,CAPINZAL,CAPIVARI DE BAIXO,CAPÃO ALTO,CATANDUVAS,CAXAMBU DO SUL,CAÇADOR,CELSO RAMOS,CHAPECÓ,COCAL DO SUL,CONCÓRDIA,CORDILHEIRA ALTA,CORONEL FREITAS,CORONEL MARTINS,CORREIA PINTO,CORUPÁ,CRICIÚMA,CUNHA PORÃ,CUNHATAÍ,CURITIBANOS,DESCANSO,DIONÍSIO CERQUEIRA,DOUTOR PEDRINHO,ENTRE RIOS,ERVAL VELHO,FAXINAL DOS GUEDES,FLOR DO SERTÃO,FLORIANÓPOLIS,FORMOSA DO SUL,FORQUILHINHA,FRAIBURGO,GALVÃO,GAROPABA,GARUVA,GASPAR,GOVERNADOR CELSO RAMOS,GRAVATAL,GRÃO PARÁ,GUABIRUBA,GUARACIABA,GUARAMIRIM,GUARUJÁ DO SUL,GUATAMBÚ,HERVAL D'OESTE,IBICARÉ,IBIRAMA,ILHOTA,IMARUÍ,IMBITUBA,IMBUIA,INDAIAL,IOMERÊ,IPIRA,IPORÃ DO OESTE,IPUAÇU,IPUMIRIM,IRACEMINHA,IRANI,IRATI,IRINEÓPOLIS,ITAJAÍ,ITAPEMA,ITAPIRANGA,ITAPOÁ,ITUPORANGA,ITÁ,IÇARA,JABORÁ,JAGUARUNA,JARAGUÁ DO SUL,JARDINÓPOLIS,JOAÇABA,JOINVILLE,JOSÉ BOITEUX,JUPIÁ,LACERDÓPOLIS,LAGES,LAGUNA,LAJEADO GRANDE,LAURENTINO,LAURO MÜLLER,LEOBERTO LEAL,LINDÓIA DO SUL,LONTRAS,LUIZ ALVES,LUZERNA,MAFRA,MAJOR GERCINO,MARACAJÁ,MARAVILHA,MAREMA,MASSARANDUBA,MODELO,MONDAÍ,MORRO DA FUMAÇA,NAVEGANTES,NOVA ERECHIM,NOVA ITABERABA,NOVA TRENTO,NOVA VENEZA,NOVO HORIZONTE,ORLEANS,OURO,OURO VERDE,PAIAL,PALHOÇA,PALMA SOLA,PALMITOS,PAPANDUVA,PARAÍSO,PASSO DE TORRES,PASSOS MAIA,PAULO LOPES,PENHA,PERITIBA,PINHALZINHO,PIRATUBA,PLANALTO ALEGRE,POMERODE,PONTE ALTA,PONTE SERRADA,PORTO UNIÃO,POUSO REDONDO,PRESIDENTE GETÚLIO,PRESIDENTE NEREU,PRINCESA,QUILOMBO,RANCHO QUEIMADO,RIO DO OESTE,RIO DO SUL,RIO DOS CEDROS,RIO NEGRINHO,RIQUEZA,RODEIO,ROMELÂNDIA,SALETE,SALTINHO,SALTO VELOSO,SANTA HELENA,SANTA TEREZINHA,SANTA TEREZINHA DO PROGRESSO,SANTIAGO DO SUL,SANTO AMARO DA IMPERATRIZ,SAUDADES,SCHROEDER,SEARA,SERRA ALTA,SOMBRIO,SUL BRASIL,SÃO BENTO DO SUL,SÃO BERNARDINO,SÃO BONIFÁCIO,SÃO CARLOS,SÃO CRISTOVÃO DO SUL,SÃO DOMINGOS,SÃO FRANCISCO DO SUL,SÃO JOSÉ,SÃO JOSÉ DO CEDRO,SÃO JOÃO BATISTA,SÃO JOÃO DO ITAPERIÚ,SÃO JOÃO DO OESTE,SÃO LOURENÇO DO OESTE,SÃO LUDGERO,SÃO MIGUEL DA BOA VISTA,SÃO MIGUEL DO OESTE,SÃO PEDRO DE ALCÂNTARA,TAIÓ,TANGARÁ,TIGRINHOS,TIJUCAS,TIMBÓ,TREZE TÍLIAS,TROMBUDO CENTRAL,TUBARÃO,TUNÁPOLIS,UNIÃO DO OESTE,URUBICI,URUSSANGA,VARGEM BONITA,VARGEÃO,VIDAL RAMOS,VIDEIRA,XANXERÊ,XAVANTINA,XAXIM,ZORTÉA,ÁGUA DOCE,ÁGUAS DE CHAPECÓ,ÁGUAS FRIAS,ÁGUAS MORNAS
2014-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,4.245150943396225,0.0,0.0,0.0,0.0,0.0,0.09178057553956834,0.0,0.5821967213114756,0.0,0.0,0.0,1.201727272727273,0.0,0.0,0.0,21.317765957446806,0.0,-0.09,0.0,0.0,0.0,1.2667924528301886,0.0,0.6029729729729728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2284067357512958,0.0,0.5854368932038836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.694324324324327,0.0,0.0,0.0,0.0,0.0,0.5943028846153846,0.23834302325581394,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19256603773584902,0.0,0.0,-0.09,-0.09,0.0,0.0,0.0,0.0,0.0,0.07821621621621588,0.6600364077669904,-0.7202173913043477,0.09,-0.09,-0.09,0.0,0.0,0.0,1.6583980582524274,0.0,0.0,122.44625000000002,0.0,0.0,0.0,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03886363636363635,0.0,0.0,0.0,0.138415559772296,0.0,2.6415269461077844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8191176470588235,0.0,0.07482404692082112,0.0,0.0,0.0,0.0,0.0,0.4145,0.0,-1.18,0.0,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3750000000000027,2.8963636363636356,0.0,0.1617567567567568,0.0,0.0,-0.09,0.0,0.0,0.17239864864864865,0.0,0.0,0.0,0.0,-0.17678343949044573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053829113924050626,0.0,0.045,0.0,0.0,0.0,0.0,0.0
2014-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.91,0.0,1.3351509433962256,0.0,0.0,0.0,0.0,0.0,0.001780575539568341,0.0,-0.6978032786885243,0.0,0.0,0.0,1.661727272727273,0.0,0.0,-0.09,15.957765957446806,0.0,-0.18,0.0,0.0,-0.09,0.5367924528301887,0.0,0.5129729729729727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7684067357512957,0.0,0.3154368932038836,0.0,-0.27,-0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,12.054324324324327,0.0,0.0,0.0,0.0,0.0,0.5943028846153846,0.14834302325581394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10256603773584899,0.0,0.0,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.448216216216216,0.7500364077669903,-1.0902173913043478,0.09,0.0,0.0,0.0,0.0,0.0,1.2883980582524273,0.0,0.0,111.44625000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12886363636363635,0.0,0.0,0.0,0.138415559772296,0.0,2.281526946107784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18088235294117627,0.0,-0.015175953079178878,0.0,0.0,0.0,0.0,0.0,-0.7654999999999998,0.0,-4.55,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.264999999999997,2.8963636363636356,-0.09,-0.018243243243243223,0.0,0.0,0.0,0.0,0.0,-0.09760135135135134,0.0,0.0,0.0,0.0,-1.7267834394904455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14382911392405062,0.0,0.045,0.0,0.0,-0.09,0.0,0.0
2014-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.6399999999999997,0.0,0.24515094339622578,0.0,0.0,0.0,0.0,0.0,0.001780575539568341,0.0,0.03219672131147555,0.0,0.0,0.0,0.9317272727272731,0.0,0.0,0.0,9.497765957446806,0.0,-0.09,0.0,0.0,0.0,-0.00320754716981142,-0.09,-0.027027027027027195,0.0,0.0,0.0,0.0,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.31840673575129563,0.0,0.2254368932038836,-0.09,-0.27,0.0,0.0,0.0,0.0,-0.09,0.0,0.0,0.0,-0.18,-0.09,0.0,0.0,0.0,0.0,11.504324324324326,0.0,0.0,0.0,0.0,0.0,0.5943028846153846,-0.12165697674418605,-0.09,-0.18,0.0,0.0,-0.09,-0.09,-0.09,0.0,0.0,0.0,-0.09,0.0,0.0,0.0,0.0,0.19256603773584902,0.0,0.0,-0.27,0.0,0.0,0.0,0.0,0.0,0.0,-1.9217837837837841,0.5700364077669904,-1.6302173913043476,-0.27,0.0,-0.36,0.0,0.0,0.0,0.7483980582524274,0.0,0.0,103.98625000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2311363636363637,0.0,-0.09,0.0,0.138415559772296,0.0,2.181526946107784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.080882352941176,0.0,-0.28517595307917887,0.0,0.0,0.0,0.0,0.0,-2.0355,0.0,-5.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09,-0.09,0.0,-0.09,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.534999999999997,1.626363636363636,0.0,0.0717567567567568,0.0,-0.18,-0.09,0.0,0.0,-0.007601351351351371,0.0,0.0,0.0,0.0,-1.1767834394904457,0.0,0.0,0.0,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053829113924050626,0.0,0.045,0.0,0.0,-0.36,0.0,0.0
2014-01-26,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,-1.91,0.0,-5.394849056603775,0.0,0.0,0.0,-0.09,0.0,-0.08821942446043166,0.0,-1.4178032786885244,0.0,0.0,0.0,1.301727272727273,-0.55,0.0,-0.18,-4.312234042553197,0.0,-0.36,0.0,0.0,-0.09,-0.09320754716981128,0.0,-0.5770270270270272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048406735751295615,0.0,0.035436893203883546,0.0,-0.27,-0.09,0.0,-0.09,0.0,-0.18,0.0,0.0,-0.18,-0.18,0.0,0.0,0.0,0.0,0.0,10.234324324324326,0.0,0.0,0.0,0.0,0.0,0.4143028846153846,-0.03165697674418608,-0.09,0.0,0.0,0.0,0.0,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,-0.09,0.0,-0.357433962264151,0.0,0.0,-0.18,0.0,0.0,0.0,0.0,0.0,0.0,-18.921783783783784,0.48003640776699036,-2.450217391304348,-0.4600000000000001,0.0,-0.91,0.0,0.0,0.0,1.0183980582524272,0.0,0.0,89.44625000000002,0.0,0.0,0.0,0.0,0.0,-0.09,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3211363636363636,0.0,0.0,0.0,0.138415559772296,0.0,1.0915269461077843,0.0,0.0,-0.18,0.0,0.0,0.0,0.0,0.0,0.0,-12.450882352941177,0.0,-0.10517595307917887,-0.09,0.0,0.0,0.0,0.0,-1.9455,0.0,-10.09,0.0,0.0,0.0,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,-0.09,0.0,0.0,0.0,0.0,-0.09,0.0,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37500000000000266,-2.8336363636363644,-0.09,-0.29824324324324325,0.0,-0.09,0.0,0.0,0.0,-0.2876013513513514,0.0,0.0,0.0,0.0,-3.4567834394904455,0.0,0.0,-0.09,0.0,-0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053829113924050626,0.0,-0.045,0.0,0.0,-0.36,0.0,0.0
2014-02-02,0.0,-0.27,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,-5.844849056603774,0.0,0.0,0.0,0.0,0.0,-0.08821942446043166,0.0,-6.787803278688525,0.0,0.0,0.0,-0.06827272727272704,-2.73,0.0,-0.09,-24.41223404255319,0.0,-0.36,0.0,0.0,0.0,-1.3732075471698113,0.0,-1.4870270270270274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09,0.0,0.0,-1.3215932642487043,0.0,-0.23456310679611636,0.0,-0.8200000000000001,0.0,0.0,0.0,0.0,-0.18,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1443243243243266,0.0,0.0,0.0,0.0,0.0,-0.045697115384615405,-0.581656976744186,0.0,0.0,0.0,0.0,-0.09,-0.09,-0.18,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6274339622641509,0.0,0.0,-0.45,0.0,-0.09,0.0,0.0,0.0,0.0,-43.92178378378379,-0.33996359223300965,-3.900217391304348,-0.36,0.0,-2.09,0.0,0.0,0.0,-0.8016019417475726,0.0,-0.09,26.35625000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9611363636363637,0.0,-0.18,-0.36,-0.221584440227704,0.0,-1.8184730538922156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.540882352941175,0.0,-0.4751759530791789,0.0,0.0,0.0,0.0,0.0,-3.5855,0.0,-17.27,0.0,0.0,-0.18,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,-0.18,0.0,0.0,0.0,-0.18,0.0,0.0,0.0,-0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09,0.0,-1.27,-0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1649999999999974,-1.0136363636363641,-1.64,-1.198243243243243,0.0,-0.18,-0.27,0.0,0.0,-0.46760135135135134,0.0,0.0,0.0,0.0,-5.636783439490446,0.0,0.0,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03617088607594937,0.0,0.045,0.0,0.0,-1.09,0.0,0.0
2014-02-09,0.0,-0.55,0.0,0.0,0.0,0.0,0.0,-4.180000000000001,0.0,-15.034849056603775,0.0,0.0,0.0,0.0,0.0,-0.5482194244604317,0.0,-5.967803278688525,0.0,0.0,0.0,-0.6082727272727269,-3.36,0.0,-0.27,-75.5922340425532,0.0,-0.09,0.0,0.0,0.0,-4.283207547169811,-0.45,-5.307027027027027,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.55,0.0,0.0,-8.321593264248705,0.0,-0.5045631067961165,0.0,-1.5499999999999998,0.0,0.0,0.0,0.0,-0.09,0.0,0.0,-1.27,-0.27,0.0,0.0,0.0,0.0,-0.09,-2.7656756756756735,-0.18,0.0,0.0,0.0,0.0,0.1443028846153846,-0.941656976744186,0.0,0.0,0.0,0.0,-0.27,-0.18,-0.64,0.0,0.0,0.0,0.0,-0.36,0.0,0.0,0.0,-2.987433962264151,0.0,0.0,-2.18,-0.09,0.0,-0.09,0.0,0.0,0.0,-89.28178378378378,-1.6199635922330096,-9.990217391304347,-2.5500000000000003,-0.09,-3.27,0.0,0.0,0.0,-2.2516019417475723,0.0,0.0,-46.733749999999986,0.0,0.0,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.421136363636363,0.0,0.0,0.0,-0.501584440227704,0.0,-3.718473053892216,0.0,0.0,-0.36,0.0,0.0,0.0,0.0,0.0,0.0,-21.45088235294118,0.0,-0.6551759530791789,0.0,0.0,0.0,0.0,0.0,-11.3155,0.0,-20.18,0.0,0.0,-0.18,0.0,0.0,0.0,0.0,-0.09,0.0,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.91,0.0,0.0,0.0,-0.55,0.0,0.0,0.0,0.0,-1.0,0.0,-3.27,-0.55,0.0,0.0,0.0,0.0,0.0,-0.18,0.0,0.0,-3.264999999999997,-2.563636363636364,-1.64,-0.6582432432432432,0.0,-0.45,-0.45,0.0,0.0,-0.7376013513513513,0.0,0.0,0.0,0.0,-11.266783439490446,-0.27,0.0,0.0,0.0,-0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3061708860759494,0.0,-0.135,0.0,0.0,-1.18,0.0,0.0
2014-02-16,0.0,-1.0,0.0,-0.09,-0.09,0.0,-0.09,-5.0,0.0,-24.30484905660377,0.0,0.0,0.0,-0.27,0.0,-0.2682194244604317,0.0,-6.697803278688524,0.0,0.0,0.0,-2.6082727272727273,-7.0,0.0,-0.27,-118.7722340425532,0.0,-0.91,0.0,0.0,-0.27,-7.733207547169811,-0.27,-7.127027027027028,0.0,-0.36,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,-1.27,0.0,0.0,-9.501593264248704,0.0,-3.6845631067961158,0.0,-1.5499999999999998,0.0,0.0,-0.09,0.0,-0.18,0.0,0.0,-0.64,-0.64,0.0,0.0,0.0,0.0,0.0,-10.305675675675673,-0.36,0.0,0.0,0.0,0.0,-0.49569711538461547,-0.941656976744186,-0.18,0.0,0.0,-0.09,-1.27,-0.18,-1.18,0.0,0.0,0.0,0.0,-1.36,0.0,-0.09,0.0,-4.357433962264151,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,-129.5517837837838,-1.8899635922330096,-12.990217391304347,-1.8199999999999998,0.0,-4.73,0.0,0.0,0.0,-4.981601941747573,0.0,-0.09,-170.19374999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.781136363636364,0.0,0.0,0.0,-0.591584440227704,0.0,-12.268473053892215,-0.36,0.0,-0.64,0.0,0.0,0.0,0.0,0.0,0.0,-20.810882352941178,0.0,-1.195175953079179,0.0,0.0,0.0,0.0,0.0,-14.3155,0.0,-24.0,0.0,-0.09,-0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18,0.0,0.0,0.0,-0.18,0.0,0.0,-0.36,-2.36,0.0,0.0,0.0,-0.45,0.0,0.0,-0.09,0.0,-0.82,0.0,-2.91,-0.45,0.0,0.0,0.0,0.0,0.0,-0.73,0.0,0.0,-5.804999999999997,-5.653636363636364,-2.45,-0.6582432432432432,0.0,-0.09,-0.18,-0.09,0.0,-1.4676013513513513,0.0,-0.09,0.0,0.0,-12.996783439490446,-0.18,-0.09,0.0,-0.09,-0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8561708860759494,0.0,-0.505,0.0,0.0,-1.27,0.0,0.0
2014-02-23,0.0,-5.18,0.0,0.0,0.0,0.0,0.0,-5.550000000000001,0.0,-29.30484905660377,-0.09,0.0,0.0,-0.09,0.0,-0.5482194244604317,0.0,-14.787803278688525,0.0,0.0,0.0,-3.338272727272727,-5.18,0.0,-0.73,-180.1322340425532,0.0,-1.27,0.0,0.0,-0.09,-12.823207547169812,-1.0,-8.127027027027028,0.0,-0.27,-0.09,-0.09,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-28.501593264248704,0.0,-9.414563106796116,0.0,-4.09,0.0,0.0,0.0,0.0,-0.36,0.0,0.0,-2.45,-0.18,0.0,-0.09,0.0,0.0,-0.09,-22.76567567567567,-0.09,0.0,-0.09,0.0,-0.09,-1.3156971153846153,-1.9416569767441862,-0.09,-0.09,0.0,-0.09,-6.0,-0.18,-0.55,-0.18,-0.09,0.0,0.0,-0.82,0.0,-0.09,0.0,-8.267433962264152,0.0,0.0,-7.73,0.0,-0.18,-0.27,0.0,0.0,0.0,-151.73178378378378,-2.24996359223301,-11.090217391304348,-3.18,0.0,-12.0,0.0,0.0,0.0,-14.161601941747573,0.0,0.0,-294.64374999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09,0.0,0.0,-16.691136363636364,0.0,0.0,-0.45,-3.861584440227704,0.0,-12.448473053892215,-0.18,0.0,-1.09,0.0,-0.09,0.0,0.0,0.0,0.0,-29.360882352941175,0.0,-4.835175953079179,0.0,0.0,-0.18,-0.09,0.0,-11.4955,0.0,-31.09,0.0,-0.09,-0.73,0.0,0.0,0.0,-0.09,0.0,0.0,-0.09,-0.45,0.0,0.0,-0.27,-0.27,0.0,0.0,0.0,-6.27,0.0,0.0,0.0,-0.36,0.0,0.0,0.0,-0.18,-2.64,0.0,-8.64,-3.64,0.0,0.0,0.0,0.0,0.0,-1.27,0.0,0.0,-14.264999999999997,-14.283636363636363,-7.64,-0.19824324324324322,0.0,-0.55,-1.27,0.0,-0.18,-2.6476013513513514,0.0,0.0,0.0,-0.09,-15.726783439490447,-0.27,-0.18,0.0,-0.18,-0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.496170886075949,0.0,-1.0450000000000002,0.0,0.0,-2.64,0.0,0.0
2014-03-02,0.0,-7.64,0.0,0.0,-0.18,0.0,0.0,-5.180000000000001,0.0,-26.844849056603778,0.0,0.0,0.0,-0.27,0.0,-0.17821942446043168,0.0,-8.417803278688524,0.0,0.0,0.0,-5.698272727272727,-5.27,0.0,-1.18,-236.95223404255316,0.0,-1.64,0.0,0.0,-0.55,-15.193207547169813,-0.91,-11.397027027027027,-0.09,-1.18,0.0,0.0,0.0,-0.27,0.0,0.0,0.0,-3.55,0.0,0.0,-52.9515932642487,0.0,-30.414563106796116,-0.09,-9.46,0.0,0.0,-0.09,0.0,-0.45,0.0,-0.09,-1.82,-0.91,0.0,-0.09,0.0,-0.09,-0.91,-42.40567567567567,-1.55,0.0,0.0,-0.91,-0.09,-2.225697115384615,-2.761656976744186,-0.09,0.0,0.0,-0.09,-11.73,-0.09,-2.09,-0.18,-0.09,0.0,0.0,-1.0,0.0,-0.18,0.0,-14.71743396226415,0.0,0.0,-18.73,-0.27,-0.36,-0.73,0.0,0.0,0.0,-100.83178378378378,-6.2499635922330095,-16.09021739130435,-5.2700000000000005,0.0,-16.73,0.0,0.0,0.0,-22.981601941747574,0.0,0.0,-346.28375,0.0,0.0,0.0,0.0,-0.09,0.0,0.0,0.0,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,-33.69113636363637,-0.09,-0.09,-0.09,-5.591584440227704,0.0,-20.538473053892215,-0.36,0.0,-0.91,0.0,0.0,0.0,0.0,0.0,0.0,-49.360882352941175,0.0,-13.65517595307918,0.0,0.0,0.0,-0.09,0.0,-11.8555,-0.09,-23.73,0.0,-0.09,-0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.45,0.0,0.0,-0.09,-0.09,0.0,-0.27,-0.09,-6.73,0.0,0.0,0.0,-0.36,0.0,-0.27,0.0,-0.55,-4.18,0.0,-14.36,-2.55,0.0,0.0,-0.09,0.0,0.0,-2.27,0.0,0.0,-18.984999999999996,-23.283636363636365,-11.82,-0.6582432432432432,0.0,-0.91,-1.45,-0.18,-0.27,-7.737601351351351,0.0,0.0,0.0,-0.27,-19.816783439490447,-0.18,-0.09,0.0,-0.09,-0.45,0.0,0.0,0.0,0.0,-0.09,0.0,-0.18,-13.40617088607595,-0.18,-3.225,0.0,0.0,-3.18,0.0,0.0
2014-03-09,0.0,-13.0,0.0,0.0,-0.36,0.0,0.0,-2.1799999999999997,0.0,-29.484849056603778,-0.09,-0.09,0.0,-2.64,0.0,-0.6382194244604317,0.0,-16.327803278688524,-0.09,0.0,0.0,-7.158272727272728,-3.36,0.0,-1.18,-270.3122340425532,0.0,-2.64,0.0,-0.09,-1.36,-27.00320754716981,-4.73,-9.027027027027026,-0.09,-1.82,-0.09,0.0,0.0,-0.91,0.0,0.0,0.0,-3.82,0.0,0.0,-44.321593264248705,0.0,-33.96456310679611,-0.09,-10.09,0.0,0.0,-0.18,0.0,-0.55,0.0,0.0,-1.27,-1.18,0.0,-0.27,0.0,0.0,-0.27,-62.85567567567567,-2.55,0.0,0.0,-0.36,0.0,-3.135697115384615,-4.761656976744186,-0.18,0.0,0.0,-0.64,-13.09,-0.36,-4.45,-0.18,-0.18,0.0,0.0,-0.91,0.0,-0.27,-0.09,-23.807433962264152,0.0,-0.18,-13.18,-0.36,-0.18,-1.0,0.0,0.0,0.0,-125.92178378378377,-11.519963592233008,-13.810217391304347,-8.46,0.0,-11.82,-0.09,0.0,-0.09,-31.80160194174757,0.0,0.0,-491.73375,0.0,0.0,0.0,-0.09,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09,-0.09,0.0,0.0,-36.421136363636364,-0.18,0.0,0.0,-10.041584440227703,0.0,-25.818473053892216,-0.73,-0.09,-2.73,0.0,-0.09,0.0,0.0,0.0,0.0,-72.08088235294117,-0.18,-12.375175953079179,0.0,0.0,0.0,0.0,0.0,-9.3155,-0.36,-18.46,0.0,-0.18,-0.09,0.0,-0.18,-0.09,-0.09,0.0,0.0,0.0,-1.36,0.0,0.0,0.0,0.0,-0.09,-0.09,-0.09,-4.55,0.0,-0.09,0.0,-1.18,0.0,-0.82,0.0,-0.82,-2.0,0.0,-16.18,-0.82,0.0,0.0,-0.09,0.0,0.0,-4.64,0.0,0.0,-29.624999999999993,-40.92363636363636,-14.36,-2.3882432432432434,0.0,-0.55,-1.55,-0.09,0.0,-11.827601351351351,0.0,0.0,0.0,-0.09,-21.906783439490447,-0.82,-1.09,0.0,-0.45,-1.27,-0.45,0.0,0.0,0.0,0.0,0.0,-0.27,-19.94617088607595,-0.09,-4.505,0.0,0.0,-6.55,0.0,0.0
