Relatório de focos de Aedes aegypti e Aedes albopictus,,,,,,
Período: de 01/01/2015 a 31/12/2015,,,,,,
Atualizado em 26/05/2023,,,,,,
Regional,Município,Localidade,Imóvel,Depósito,Tipo de Atividade,Data da Coleta
Xanxerê,XANXERÊ,LEANDRO,Residência,ARM - Armadilha,Armadilha,01/04/2015
Chapecó,CHAPECÓ,CENTRO,Ponto Estratégico,A2 - Outros depósitos de armazenamento de água,,30/01/2015
Chapecó,CHAPECÓ,PASSO DOS FORTES,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,20/02/2015
Itajaí,BALNEÁRIO CAMBORIÚ,ESTADOS,Comércio,ARM - Armadilha,Armadilha,12/05/2015
São Miguel do Oeste,GUARUJÁ DO SUL,CENTRO,Residência,B - Pequenos depósitos móveis,LIRAa,29/04/2015
Itajaí,ITAJAÍ,CIDADE NOVA,Comércio,ARM - Armadilha,Armadilha,15/01/2015
Itajaí,PORTO BELO,SERTÃO SANTA LUZIA,Ponto Estratégico,D1 - Pneus e outros materiais rodantes,Ponto Estratégico,09/07/2015
Chapecó,CHAPECÓ,SANTA MARIA,Ponto Estratégico,B - Pequenos depósitos móveis,Ponto Estratégico,25/03/2015
São Miguel do Oeste,SÃO MIGUEL DO OESTE,B. SÃO LUIZ,Ponto Estratégico,ARM - Armadilha,Armadilha,03/02/2015
Chapecó,CHAPECÓ,PRESIDENTE MEDICI,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,13/05/2015
Itajaí,ITAJAÍ,BARRA DO RIO,Comércio,ARM - Armadilha,Armadilha,03/02/2015
Chapecó,CHAPECÓ,SAO CRISTOVAO,Outros,A2 - Outros depósitos de armazenamento de água,LIRAa,21/01/2015
Chapecó,CORDILHEIRA ALTA,CENTRO,Comércio,C - Depósitos Fixos,Levantamento de Indice + Tratamento,21/01/2015
São José,SÃO JOSÉ,SERRARIA,Ponto Estratégico,C - Depósitos Fixos,Ponto Estratégico,27/05/2015
Joinville,JOINVILLE,ITAUM,Comércio,ARM - Armadilha,Armadilha,10/02/2015
Chapecó,CHAPECÓ,ENGENHO BRAUM,Outros,B - Pequenos depósitos móveis,LIRAa,21/01/2015
Xanxerê,XANXERÊ,PINHEIRO,Residência,B - Pequenos depósitos móveis,Investigação de Denúncia,08/04/2015
Chapecó,CHAPECÓ,BOM PASTOR,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,04/03/2015
Concórdia,CONCÓRDIA,NAZARÉ,Comércio,ARM - Armadilha,Armadilha,01/06/2015
São Miguel do Oeste,GUARACIABA,CENTRO,Residência,A2 - Outros depósitos de armazenamento de água,Levantamento de Indice + Tratamento,13/05/2015
Itajaí,BALNEÁRIO CAMBORIÚ,CENTRO 3,Ponto Estratégico,D1 - Pneus e outros materiais rodantes,Ponto Estratégico,08/04/2015
Criciúma,CRICIÚMA,MORRO ESTEVÃO,Comércio,ARM - Armadilha,Armadilha,17/06/2015
São Miguel do Oeste,GUARACIABA,INDUSTRIAL,Residência,E - Depósitos naturais,Delimitação de Foco,08/04/2015
Chapecó,CHAPECÓ,SAIC,Outros,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",LIRAa,19/01/2015
Itajaí,BALNEÁRIO CAMBORIÚ,ESTADOS,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,05/03/2015
São José,FLORIANÓPOLIS,JARDIM ATLANTICO,Comércio,ARM - Armadilha,Armadilha,29/01/2015
São José,FLORIANÓPOLIS,CAPOEIRAS,Comércio,ARM - Armadilha,Armadilha,18/02/2015
Araranguá,PASSO DE TORRES,MARROCOS,Terreno baldio,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",LIRAa,27/05/2015
Xanxerê,SÃO LOURENÇO DO OESTE,CRUZEIRO,Residência,A2 - Outros depósitos de armazenamento de água,Delimitação de Foco,14/05/2015
Chapecó,CORONEL FREITAS,CENTRO,Outros,ARM - Armadilha,Armadilha,17/03/2015
São José,FLORIANÓPOLIS,COQUEIROS,Comércio,ARM - Armadilha,Armadilha,29/06/2015
Chapecó,CHAPECÓ,BELA VISTA,Outros,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",LIRAa,20/01/2015
Itajaí,ITAJAÍ,CORDEIROS,Comércio,ARM - Armadilha,Armadilha,23/03/2015
Itajaí,ITAJAÍ,BARRA DO RIO,Outros,E - Depósitos naturais,Delimitação de Foco,27/04/2015
Itajaí,ITAJAÍ,SAO VICENTE,Comércio,ARM - Armadilha,Armadilha,02/02/2015
Itajaí,BALNEÁRIO CAMBORIÚ,NAÇÕES,Comércio,ARM - Armadilha,Armadilha,18/02/2015
Xanxerê,XAXIM,GUARANI,Residência,ARM - Armadilha,Armadilha,06/02/2015
São José,FLORIANÓPOLIS,CAPOEIRAS,Comércio,ARM - Armadilha,Armadilha,27/03/2015
Chapecó,PALMITOS,AURORA,Outros,ARM - Armadilha,Armadilha,04/05/2015
São Miguel do Oeste,SÃO MIGUEL DO OESTE,BAIRRO ANDREATA,Residência,ARM - Armadilha,Armadilha,11/02/2015
Chapecó,CORONEL FREITAS,SÃO SEBASTIÃO,Residência,A1 - Caixa d'agua (elevado),Levantamento de Indice + Tratamento,14/01/2015
Itajaí,ITAJAÍ,SAO JOAO,Comércio,ARM - Armadilha,Armadilha,11/03/2015
Xanxerê,IPUAÇU,CENTRO,Outros,ARM - Armadilha,Armadilha,19/02/2015
Itajaí,BALNEÁRIO CAMBORIÚ,NAÇÕES,Residência,ARM - Armadilha,Armadilha,02/02/2015
Chapecó,CHAPECÓ,PASSO DOS FORTES,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,27/04/2015
Joinville,JOINVILLE,ITAUM,Residência,C - Depósitos Fixos,Pesquisa Vetorial Especial,21/01/2015
Itajaí,ITAJAÍ,SAO JOAO,Residência,B - Pequenos depósitos móveis,Delimitação de Foco,22/05/2015
São José,FLORIANÓPOLIS,JARDIM ATLANTICO,Outros,ARM - Armadilha,Armadilha,09/04/2015
Itajaí,ITAJAÍ,VILA OPERÁRIA,Comércio,ARM - Armadilha,Armadilha,12/03/2015
Itajaí,BALNEÁRIO CAMBORIÚ,CENTRO 1,Comércio,ARM - Armadilha,Armadilha,31/03/2015
São Miguel do Oeste,GUARACIABA,CENTRO,Outros,ARM - Armadilha,Armadilha,02/03/2015
São Miguel do Oeste,SÃO MIGUEL DO OESTE,B. SÃO SEBASTIÃO,Residência,ARM - Armadilha,Armadilha,05/02/2015
Chapecó,CHAPECÓ,ENGENHO BRAUM,Ponto Estratégico,A1 - Caixa d'agua (elevado),Ponto Estratégico,06/01/2015
Itajaí,ITAJAÍ,SAO VICENTE,Comércio,ARM - Armadilha,Armadilha,23/02/2015
São Miguel do Oeste,MARAVILHA,INDUSTRIAL,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,30/04/2015
Chapecó,NOVA ITABERABA,CENTRO,Residência,ARM - Armadilha,Armadilha,01/06/2015
Xanxerê,XANXERÊ,Nª Sª APARECIDA,Outros,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",LIRAa,14/04/2015
São Miguel do Oeste,GUARUJÁ DO SUL,CENTRO,Comércio,D1 - Pneus e outros materiais rodantes,Armadilha,06/04/2015
Chapecó,CUNHA PORÃ,CENTRO,Residência,D1 - Pneus e outros materiais rodantes,Delimitação de Foco,10/06/2015
Joinville,JOINVILLE,FLORESTA,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,12/01/2015
Xanxerê,XANXERÊ,MATINHO,Comércio,ARM - Armadilha,Armadilha,02/03/2015
São Miguel do Oeste,ANCHIETA,CENTRO,Residência,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Delimitação de Foco,20/02/2015
Itajaí,ITAJAÍ,SAO JOAO,Comércio,ARM - Armadilha,Armadilha,18/03/2015
Chapecó,PLANALTO ALEGRE,CENTRO,Residência,E - Depósitos naturais,Delimitação de Foco,20/02/2015
Itajaí,BALNEÁRIO CAMBORIÚ,ESTADOS,Comércio,ARM - Armadilha,Armadilha,10/03/2015
Itajaí,ITAJAÍ,CENTRO,Comércio,ARM - Armadilha,Armadilha,22/04/2015
São José,PALHOÇA,ARIRIU,Comércio,ARM - Armadilha,Armadilha,24/03/2015
Itajaí,ITAJAÍ,CENTRO,Residência,B - Pequenos depósitos móveis,Delimitação de Foco,14/04/2015
Itajaí,ITAJAÍ,CENTRO,Comércio,D1 - Pneus e outros materiais rodantes,Delimitação de Foco,10/04/2015
Chapecó,PALMITOS,BORTOLANZA,Residência,A2 - Outros depósitos de armazenamento de água,Delimitação de Foco,29/06/2015
Chapecó,NOVA ITABERABA,CENTRO,Residência,ARM - Armadilha,Armadilha,18/03/2015
Joinville,JOINVILLE,ITAUM,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Delimitação de Foco,20/01/2015
Chapecó,CHAPECÓ,EFAPI,Ponto Estratégico,B - Pequenos depósitos móveis,,07/02/2015
Araranguá,SOMBRIO,JANUARIA,Residência,ARM - Armadilha,Armadilha,19/02/2015
Itajaí,NAVEGANTES,CENTRO,Comércio,ARM - Armadilha,Armadilha,27/04/2015
São Miguel do Oeste,ANCHIETA,CENTRO,Residência,E - Depósitos naturais,Pesquisa Vetorial Especial,23/04/2015
Xanxerê,XANXERÊ,MONTE CASTELO,Terreno baldio,D1 - Pneus e outros materiais rodantes,Delimitação de Foco,19/03/2015
Xanxerê,XAXIM,ALVORADA,Residência,ARM - Armadilha,Armadilha,21/07/2015
Itajaí,BALNEÁRIO CAMBORIÚ,CENTRO 1,Ponto Estratégico,ARM - Armadilha,Armadilha,20/01/2015
São Miguel do Oeste,ANCHIETA,CENTRO,Residência,A2 - Outros depósitos de armazenamento de água,Ponto Estratégico,02/03/2015
Xanxerê,ABELARDO LUZ,SCHALON,Residência,D1 - Pneus e outros materiais rodantes,Investigação de Denúncia,25/03/2015
Itajaí,BALNEÁRIO CAMBORIÚ,NAÇÕES,Ponto Estratégico,ARM - Armadilha,Armadilha,27/01/2015
São Miguel do Oeste,SÃO MIGUEL DO OESTE,CENTRO,Ponto Estratégico,ARM - Armadilha,Armadilha,20/02/2015
São José,TIJUCAS,CENTRO,Comércio,ARM - Armadilha,Armadilha,06/05/2015
Itajaí,ITAPEMA,CENTRO,Residência,B - Pequenos depósitos móveis,Pesquisa Vetorial Especial,28/04/2015
Chapecó,CHAPECÓ,BOM PASTOR,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,25/06/2015
São Miguel do Oeste,GUARACIABA,CENTRO,Ponto Estratégico,ARM - Armadilha,Armadilha,23/03/2015
Xanxerê,XANXERÊ,VILA SESAMO,Residência,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Investigação de Denúncia,01/04/2015
São Miguel do Oeste,SÃO MIGUEL DO OESTE,BAIRO SÃO JORGE,Ponto Estratégico,ARM - Armadilha,Armadilha,02/02/2015
Chapecó,CHAPECÓ,SAO CRISTOVAO,Ponto Estratégico,A2 - Outros depósitos de armazenamento de água,Ponto Estratégico,06/05/2015
Itajaí,BALNEÁRIO CAMBORIÚ,ESTADOS,Ponto Estratégico,ARM - Armadilha,Armadilha,09/02/2015
São Miguel do Oeste,GUARACIABA,CENTRO,Residência,A2 - Outros depósitos de armazenamento de água,Levantamento de Indice + Tratamento,12/03/2015
Itajaí,PORTO BELO,PEREQUE,Comércio,ARM - Armadilha,Armadilha,13/05/2015
Chapecó,CHAPECÓ,LIDER,Outros,B - Pequenos depósitos móveis,LIRAa,21/01/2015
Chapecó,UNIÃO DO OESTE,CENTRO,Residência,A2 - Outros depósitos de armazenamento de água,Levantamento de Indice + Tratamento,29/04/2015
Itajaí,ITAJAÍ,CIDADE NOVA,Comércio,ARM - Armadilha,Armadilha,16/01/2015
São Miguel do Oeste,MARAVILHA,CENTRO,Ponto Estratégico,D1 - Pneus e outros materiais rodantes,Ponto Estratégico,17/07/2015
Chapecó,CHAPECÓ,CENTRO,Ponto Estratégico,A2 - Outros depósitos de armazenamento de água,Ponto Estratégico,25/03/2015
Blumenau,BLUMENAU,ITOUPAVA CENTRAL,Ponto Estratégico,ARM - Armadilha,Armadilha,19/05/2015
Itajaí,ITAJAÍ,CENTRO,Comércio,ARM - Armadilha,Armadilha,04/02/2015
Chapecó,CHAPECÓ,SAO CRISTOVAO,Outros,D1 - Pneus e outros materiais rodantes,LIRAa,21/01/2015
Itajaí,ITAJAÍ,BARRA DO RIO,Comércio,ARM - Armadilha,Armadilha,20/01/2015
Xanxerê,XAXIM,ARI LUNARDI,Residência,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",LIRAa,07/04/2015
Chapecó,CHAPECÓ,EFAPI,Outros,B - Pequenos depósitos móveis,LIRAa,19/01/2015
São Miguel do Oeste,SÃO MIGUEL DO OESTE,CENTRO,Ponto Estratégico,ARM - Armadilha,Armadilha,05/03/2015
Itajaí,BALNEÁRIO CAMBORIÚ,VILA REAL,Comércio,ARM - Armadilha,Armadilha,01/06/2015
Itajaí,ITAJAÍ,CORDEIROS,Residência,E - Depósitos naturais,LIRAa,11/05/2015
Chapecó,CHAPECÓ,SANTA MARIA,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,13/04/2015
Xanxerê,SÃO LOURENÇO DO OESTE,CRUZEIRO,Comércio,D1 - Pneus e outros materiais rodantes,Delimitação de Foco,22/06/2015
Itajaí,BALNEÁRIO CAMBORIÚ,CENTRO 3,Residência,ARM - Armadilha,Armadilha,07/04/2015
Chapecó,CHAPECÓ,MARECHAL BORMANN,Outros,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",LIRAa,19/01/2015
Xanxerê,SÃO LOURENÇO DO OESTE,ÁREA INDUSTRIAL,Comércio,ARM - Armadilha,Armadilha,23/03/2015
Itajaí,ITAPEMA,MEIA PRAIA,Outros,C - Depósitos Fixos,Pesquisa Vetorial Especial,24/04/2015
Chapecó,CHAPECÓ,SAO CRISTOVAO,Ponto Estratégico,A2 - Outros depósitos de armazenamento de água,Ponto Estratégico,05/03/2015
Xanxerê,SÃO LOURENÇO DO OESTE,SANTA CATARINA,Comércio,ARM - Armadilha,Armadilha,02/02/2015
Joinville,JOINVILLE,ITAUM,Comércio,ARM - Armadilha,Armadilha,19/02/2015
Itajaí,ITAJAÍ,SAO JUDAS ,Terreno baldio,D1 - Pneus e outros materiais rodantes,Delimitação de Foco,26/05/2015
Itajaí,ITAJAÍ,SAO VICENTE,Residência,B - Pequenos depósitos móveis,LIRAa,15/05/2015
Xanxerê,ABELARDO LUZ,INDUSTRIAL,Outros,D1 - Pneus e outros materiais rodantes,Pesquisa Vetorial Especial,17/03/2015
Itajaí,BALNEÁRIO CAMBORIÚ,CENTRO 5,Comércio,ARM - Armadilha,Armadilha,30/06/2015
Itajaí,ITAJAÍ,BARRA DO RIO,Comércio,ARM - Armadilha,Armadilha,24/03/2015
Chapecó,PALMITOS,CENTRO,Outros,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",LIRAa,23/04/2015
Itajaí,BALNEÁRIO CAMBORIÚ,CENTRO 4,Comércio,ARM - Armadilha,Armadilha,18/02/2015
Xanxerê,XANXERÊ,JOAO WINCKLER,Residência,D1 - Pneus e outros materiais rodantes,Delimitação de Foco,10/02/2015
São Miguel do Oeste,ANCHIETA,CENTRO,Residência,ARM - Armadilha,Armadilha,16/01/2015
São José,FLORIANÓPOLIS,VARGEM GRANDE,Comércio,ARM - Armadilha,Armadilha,12/03/2015
Itajaí,BALNEÁRIO CAMBORIÚ,CENTRO 3,Outros,ARM - Armadilha,Armadilha,19/02/2015
Xanxerê,CORONEL MARTINS,CENTRO,Residência,A2 - Outros depósitos de armazenamento de água,Delimitação de Foco,02/02/2015
São Miguel do Oeste,SÃO MIGUEL DO OESTE,B. SÃO SEBASTIÃO,Ponto Estratégico,ARM - Armadilha,Armadilha,05/01/2015
Xanxerê,XANXERÊ,VISTA ALEGRE,Ponto Estratégico,B - Pequenos depósitos móveis,Ponto Estratégico,28/04/2015
São Miguel do Oeste,SÃO MIGUEL DO OESTE,BAIRRO ANDREATA,Residência,ARM - Armadilha,Armadilha,22/01/2015
Itajaí,ITAJAÍ,SAO JOAO,Residência,B - Pequenos depósitos móveis,Delimitação de Foco,22/05/2015
Itajaí,ITAJAÍ,CENTRO,Outros,A2 - Outros depósitos de armazenamento de água,Delimitação de Foco,09/04/2015
Concórdia,CONCÓRDIA,SAO CRISTÓVÃO,Comércio,ARM - Armadilha,,16/03/2015
Itajaí,BALNEÁRIO CAMBORIÚ,CENTRO 4,Comércio,ARM - Armadilha,Armadilha,31/03/2015
Itajaí,ITAJAÍ,SAO JUDAS,Residência,B - Pequenos depósitos móveis,Delimitação de Foco,02/06/2015
São Miguel do Oeste,MONDAÍ,CENTRO,Outros,D1 - Pneus e outros materiais rodantes,Delimitação de Foco,03/03/2015
Joinville,JOINVILLE,ITAUM,Comércio,ARM - Armadilha,Armadilha,06/01/2015
Chapecó,CHAPECÓ,PRESIDENTE MEDICI,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,05/01/2015
Itajaí,ITAJAÍ,CENTRO,Comércio,ARM - Armadilha,Armadilha,25/02/2015
Chapecó,CHAPECÓ,SAO CRISTOVAO,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,05/05/2015
Itajaí,PORTO BELO,PEREQUE,Residência,ARM - Armadilha,Armadilha,18/02/2015
Itajaí,ITAJAÍ,SAO JUDAS,Residência,B - Pequenos depósitos móveis,Delimitação de Foco,29/05/2015
São José,FLORIANÓPOLIS,COLONINHA,Outros,ARM - Armadilha,Armadilha,15/04/2015
Itajaí,BALNEÁRIO CAMBORIÚ,CENTRO 3,Comércio,ARM - Armadilha,Armadilha,01/04/2015
Blumenau,BRUSQUE,AGUAS CLARAS,Residência,ARM - Armadilha,,10/06/2015
Itajaí,ITAJAÍ,SAO JOAO,Comércio,ARM - Armadilha,Armadilha,26/02/2015
São Miguel do Oeste,PRINCESA,CENTRO,Residência,A1 - Caixa d'agua (elevado),Delimitação de Foco,20/02/2015
Itajaí,ITAJAÍ,VILA OPERÁRIA,Comércio,ARM - Armadilha,Armadilha,19/03/2015
Itajaí,BALNEÁRIO CAMBORIÚ,CENTRO 3,Residência,ARM - Armadilha,Armadilha,17/03/2015
Chapecó,CHAPECÓ,CRISTO REI,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,16/01/2015
Itajaí,BALNEÁRIO CAMBORIÚ,CENTRO 3,Comércio,ARM - Armadilha,Armadilha,11/03/2015
Mafra,SÃO BENTO DO SUL,COLONIAL,Comércio,D1 - Pneus e outros materiais rodantes,Delimitação de Foco,27/04/2015
Itajaí,BALNEÁRIO CAMBORIÚ,CENTRO 2,Comércio,ARM - Armadilha,Armadilha,23/03/2015
Itajaí,ITAJAÍ,SAO JOAO,Residência,A2 - Outros depósitos de armazenamento de água,Delimitação de Foco,16/04/2015
Tubarão,TUBARÃO,REVOREDO,Comércio,ARM - Armadilha,Armadilha,14/04/2015
São José,FLORIANÓPOLIS,MONTE CRISTO,Residência,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Delimitação de Foco,14/07/2015
São Miguel do Oeste,MARAVILHA,FLORESTA,Residência,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Delimitação de Foco,16/03/2015
Chapecó,PINHALZINHO,CENTRO,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,21/01/2015
Xanxerê,BOM JESUS,CENTRO,Ponto Estratégico,B - Pequenos depósitos móveis,Ponto Estratégico,06/02/2015
São Miguel do Oeste,PRINCESA,CENTRO,Residência,B - Pequenos depósitos móveis,Delimitação de Foco,26/02/2015
São José,SÃO JOSÉ,BARREIROS,Comércio,ARM - Armadilha,Armadilha,28/04/2015
São Miguel do Oeste,SÃO MIGUEL DO OESTE,B. SAGRADO CORAÇÃO,Residência,ARM - Armadilha,Armadilha,22/04/2015
Xanxerê,ABELARDO LUZ,CENTRO,Terreno baldio,D1 - Pneus e outros materiais rodantes,Delimitação de Foco,24/03/2015
Itajaí,ITAPEMA,MORRETES,Residência,C - Depósitos Fixos,Pesquisa Vetorial Especial,29/07/2015
Chapecó,UNIÃO DO OESTE,CENTRO,Residência,A2 - Outros depósitos de armazenamento de água,Delimitação de Foco,03/03/2015
Xanxerê,SÃO LOURENÇO DO OESTE,PROGRESSO,Residência,D1 - Pneus e outros materiais rodantes,Delimitação de Foco,16/03/2015
Jaraguá do Sul,JARAGUÁ DO SUL,CENTRO,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Delimitação de Foco,28/01/2015
Xanxerê,JUPIÁ,CENTRO,Ponto Estratégico,B - Pequenos depósitos móveis,Ponto Estratégico,13/02/2015
Itajaí,ITAPEMA,CENTRO,Comércio,ARM - Armadilha,Armadilha,11/05/2015
São Miguel do Oeste,PRINCESA,CENTRO,Residência,A2 - Outros depósitos de armazenamento de água,Levantamento de Indice + Tratamento,28/04/2015
Itajaí,CAMBORIÚ,TABOLEIRO,Ponto Estratégico,ARM - Armadilha,Armadilha,24/06/2015
Chapecó,CHAPECÓ,SAO CRISTOVAO,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,23/03/2015
Xanxerê,XAXIM,FLOR,Residência,B - Pequenos depósitos móveis,Levantamento de Indice + Tratamento,01/04/2015
Chapecó,PINHALZINHO,SANTO ANTONIO,Ponto Estratégico,ARM - Armadilha,Armadilha,02/02/2015
Chapecó,CHAPECÓ,ALVORADA,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,11/05/2015
Chapecó,CHAPECÓ,BELVEDERE,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,24/02/2015
Itajaí,BALNEÁRIO CAMBORIÚ,CENTRO 1,Residência,ARM - Armadilha,Armadilha,11/03/2015
Chapecó,NOVA ITABERABA,CENTRO,Comércio,ARM - Armadilha,Armadilha,19/05/2015
Chapecó,CHAPECÓ,VILA REAL,Outros,A1 - Caixa d'agua (elevado),LIRAa,21/01/2015
Itajaí,PORTO BELO,PEREQUE,Residência,C - Depósitos Fixos,Delimitação de Foco,30/05/2015
São José,FLORIANÓPOLIS,CENTRO,Comércio,ARM - Armadilha,Armadilha,19/01/2015
Xanxerê,XANXERÊ,VISTA ALEGRE,Ponto Estratégico,B - Pequenos depósitos móveis,Ponto Estratégico,27/07/2015
Blumenau,BLUMENAU,SALTO DO NORTE,Ponto Estratégico,ARM - Armadilha,Armadilha,26/03/2015
Chapecó,CHAPECÓ,SAO CRISTOVAO,Ponto Estratégico,D1 - Pneus e outros materiais rodantes,Ponto Estratégico,21/05/2015
Xanxerê,XANXERÊ,MATINHO,Comércio,ARM - Armadilha,Armadilha,09/02/2015
Chapecó,CHAPECÓ,PRESIDENTE MEDICI,Outros,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",LIRAa,21/01/2015
Xanxerê,XAXIM,ARI LUNARDI,Comércio,ARM - Armadilha,Armadilha,21/01/2015
Xanxerê,XAXIM,ARI LUNARDI,Residência,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",LIRAa,07/04/2015
Chapecó,CHAPECÓ,PASSO DOS FORTES,Outros,A1 - Caixa d'agua (elevado),LIRAa,19/01/2015
São Miguel do Oeste,SÃO MIGUEL DO OESTE,CENTRO,Ponto Estratégico,ARM - Armadilha,Armadilha,05/03/2015
Mafra,SÃO BENTO DO SUL,SERRA ALTA I,Comércio,ARM - Armadilha,Armadilha,30/01/2015
Itajaí,ITAPEMA,CENTRO,Comércio,ARM - Armadilha,Armadilha,03/06/2015
Itajaí,ITAJAÍ,FAZENDA,Residência,E - Depósitos naturais,LIRAa,12/05/2015
Chapecó,CHAPECÓ,SAIC,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,14/04/2015
Itajaí,ITAPEMA,MEIA PRAIA,Comércio,ARM - Armadilha,Armadilha,23/06/2015
Xanxerê,XAXIM,SANTA TEREZINHA,Residência,E - Depósitos naturais,LIRAa,08/04/2015
Xanxerê,XAXIM,ARI LUNARDI,Outros,B - Pequenos depósitos móveis,Ponto Estratégico,20/01/2015
Itajaí,PORTO BELO,CENTRO,Comércio,ARM - Armadilha,Armadilha,24/03/2015
São José,SÃO JOSÉ,SERRARIA,Outros,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Delimitação de Foco,27/04/2015
Xanxerê,XAXIM,GUARANI,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,06/03/2015
Xanxerê,XANXERÊ,COLATTO,Comércio,ARM - Armadilha,Armadilha,03/02/2015
Xanxerê,XANXERÊ,VISTA ALEGRE,Comércio,B - Pequenos depósitos móveis,Ponto Estratégico,20/02/2015
São Miguel do Oeste,SÃO MIGUEL DO OESTE,CENTRO,Ponto Estratégico,ARM - Armadilha,Armadilha,15/04/2015
São Miguel do Oeste,SÃO MIGUEL DO OESTE,B.AGOSTINI,Residência,ARM - Armadilha,Armadilha,06/02/2015
Itajaí,ITAJAÍ,SAO VICENTE,Residência,C - Depósitos Fixos,LIRAa,15/05/2015
Itajaí,NAVEGANTES,SÃO PEDRO,Outros,ARM - Armadilha,Armadilha,20/03/2015
Araranguá,PASSO DE TORRES,CENTRO,Comércio,ARM - Armadilha,Armadilha,09/07/2015
Xanxerê,SÃO BERNARDINO,CENTRO,Comércio,D1 - Pneus e outros materiais rodantes,Delimitação de Foco,23/03/2015
Araranguá,PASSO DE TORRES,CENTRO,Outros,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",LIRAa,27/04/2015
Itajaí,ITAJAÍ,CIDADE NOVA,Comércio,ARM - Armadilha,Armadilha,19/02/2015
Chapecó,CHAPECÓ,EFAPI,Residência,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Pesquisa Vetorial Especial,10/02/2015
São Miguel do Oeste,SÃO MIGUEL DO OESTE,BAIRRO MORADA DO SOL,Residência,ARM - Armadilha,Armadilha,14/01/2015
Xanxerê,XANXERÊ,JOAO BATISTA TONIAL,Residência,B - Pequenos depósitos móveis,Delimitação de Foco,02/02/2015
Joinville,JOINVILLE,FLORESTA,Residência,B - Pequenos depósitos móveis,Delimitação de Foco,20/01/2015
Xanxerê,XAXIM,CENTRO,Comércio,ARM - Armadilha,Armadilha,11/03/2015
Jaraguá do Sul,GUARAMIRIM,RECANTO FELIZ,Outros,ARM - Armadilha,Armadilha,19/02/2015
Chapecó,SERRA ALTA,CENTRO,Residência,A2 - Outros depósitos de armazenamento de água,Levantamento de Indice + Tratamento,04/02/2015
São Miguel do Oeste,SÃO MIGUEL DO OESTE,CENTRO,Ponto Estratégico,ARM - Armadilha,Armadilha,06/01/2015
Itajaí,BALNEÁRIO CAMBORIÚ,CENTRO 3,Ponto Estratégico,B - Pequenos depósitos móveis,Ponto Estratégico,28/04/2015
Itajaí,ITAJAÍ,SAO JUDAS,Residência,E - Depósitos naturais,Delimitação de Foco,26/05/2015
