semana_epi,ABDON BATISTA,ABELARDO LUZ,AGROLÂNDIA,AGRONÔMICA,ÁGUA DOCE,ÁGUAS DE CHAPECÓ,ÁGUAS FRIAS,ÁGUAS MORNAS,ALFREDO WAGNER,ALTO BELA VISTA,ANCHIETA,ANGELINA,ANITA GARIBALDI,ANITÁPOLIS,ANTÔNIO CARLOS,APIÚNA,ARABUTÃ,ARAQUARI,ARARANGUÁ,ARMAZÉM,ARROIO TRINTA,ARVOREDO,ASCURRA,ATALANTA,AURORA,BALNEÁRIO ARROIO DO SILVA,BALNEÁRIO CAMBORIÚ,BALNEÁRIO BARRA DO SUL,BALNEÁRIO GAIVOTA,BANDEIRANTE,BARRA BONITA,BARRA VELHA,BELA VISTA DO TOLDO,BELMONTE,BENEDITO NOVO,BIGUAÇU,BLUMENAU,BOCAINA DO SUL,BOMBINHAS,BOM JARDIM DA SERRA,BOM JESUS,BOM JESUS DO OESTE,BOM RETIRO,BOTUVERÁ,BRAÇO DO NORTE,BRAÇO DO TROMBUDO,BRUNÓPOLIS,BRUSQUE,CAÇADOR,CAIBI,CALMON,CAMBORIÚ,CAPÃO ALTO,CAMPO ALEGRE,CAMPO BELO DO SUL,CAMPO ERÊ,CAMPOS NOVOS,CANELINHA,CANOINHAS,CAPINZAL,CAPIVARI DE BAIXO,CATANDUVAS,CAXAMBU DO SUL,CELSO RAMOS,CERRO NEGRO,CHAPADÃO DO LAGEADO,CHAPECÓ,COCAL DO SUL,CONCÓRDIA,CORDILHEIRA ALTA,CORONEL FREITAS,CORONEL MARTINS,CORUPÁ,CORREIA PINTO,CRICIÚMA,CUNHA PORÃ,CUNHATAÍ,CURITIBANOS,DESCANSO,DIONÍSIO CERQUEIRA,DONA EMMA,DOUTOR PEDRINHO,ENTRE RIOS,ERMO,ERVAL VELHO,FAXINAL DOS GUEDES,FLOR DO SERTÃO,FLORIANÓPOLIS,FORMOSA DO SUL,FORQUILHINHA,FRAIBURGO,FREI ROGÉRIO,GALVÃO,GAROPABA,GARUVA,GASPAR,GOVERNADOR CELSO RAMOS,GRÃO-PARÁ,GRAVATAL,GUABIRUBA,GUARACIABA,GUARAMIRIM,GUARUJÁ DO SUL,GUATAMBÚ,HERVAL D'OESTE,IBIAM,IBICARÉ,IBIRAMA,IÇARA,ILHOTA,IMARUÍ,IMBITUBA,IMBUIA,INDAIAL,IOMERÊ,IPIRA,IPORÃ DO OESTE,IPUAÇU,IPUMIRIM,IRACEMINHA,IRANI,IRATI,IRINEÓPOLIS,ITÁ,ITAIÓPOLIS,ITAJAÍ,ITAPEMA,ITAPIRANGA,ITAPOÁ,ITUPORANGA,JABORÁ,JACINTO MACHADO,JAGUARUNA,JARAGUÁ DO SUL,JARDINÓPOLIS,JOAÇABA,JOINVILLE,JOSÉ BOITEUX,JUPIÁ,LACERDÓPOLIS,LAGES,LAGUNA,LAJEADO GRANDE,LAURENTINO,LAURO MÜLLER,LEBON RÉGIS,LEOBERTO LEAL,LINDÓIA DO SUL,LONTRAS,LUIZ ALVES,LUZERNA,MACIEIRA,MAFRA,MAJOR GERCINO,MAJOR VIEIRA,MARACAJÁ,MARAVILHA,MAREMA,MASSARANDUBA,MATOS COSTA,MELEIRO,MIRIM DOCE,MODELO,MONDAÍ,MONTE CARLO,MONTE CASTELO,MORRO DA FUMAÇA,MORRO GRANDE,NAVEGANTES,NOVA ERECHIM,NOVA ITABERABA,NOVA TRENTO,NOVA VENEZA,NOVO HORIZONTE,ORLEANS,OTACÍLIO COSTA,OURO,OURO VERDE,PAIAL,PAINEL,PALHOÇA,PALMA SOLA,PALMEIRA,PALMITOS,PAPANDUVA,PARAÍSO,PASSO DE TORRES,PASSOS MAIA,PAULO LOPES,PEDRAS GRANDES,PENHA,PERITIBA,PESCARIA BRAVA,PETROLÂNDIA,BALNEÁRIO PIÇARRAS,PINHALZINHO,PINHEIRO PRETO,PIRATUBA,PLANALTO ALEGRE,POMERODE,PONTE ALTA,PONTE ALTA DO NORTE,PONTE SERRADA,PORTO BELO,PORTO UNIÃO,POUSO REDONDO,PRAIA GRANDE,PRESIDENTE CASTELLO BRANCO,PRESIDENTE GETÚLIO,PRESIDENTE NEREU,PRINCESA,QUILOMBO,RANCHO QUEIMADO,RIO DAS ANTAS,RIO DO CAMPO,RIO DO OESTE,RIO DOS CEDROS,RIO DO SUL,RIO FORTUNA,RIO NEGRINHO,RIO RUFINO,RIQUEZA,RODEIO,ROMELÂNDIA,SALETE,SALTINHO,SALTO VELOSO,SANGÃO,SANTA CECÍLIA,SANTA HELENA,SANTA ROSA DE LIMA,SANTA ROSA DO SUL,SANTA TEREZINHA,SANTA TEREZINHA DO PROGRESSO,SANTIAGO DO SUL,SANTO AMARO DA IMPERATRIZ,SÃO BERNARDINO,SÃO BENTO DO SUL,SÃO BONIFÁCIO,SÃO CARLOS,SÃO CRISTÓVÃO DO SUL,SÃO DOMINGOS,SÃO FRANCISCO DO SUL,SÃO JOÃO DO OESTE,SÃO JOÃO BATISTA,SÃO JOÃO DO ITAPERIÚ,SÃO JOÃO DO SUL,SÃO JOAQUIM,SÃO JOSÉ,SÃO JOSÉ DO CEDRO,SÃO JOSÉ DO CERRITO,SÃO LOURENÇO DO OESTE,SÃO LUDGERO,SÃO MARTINHO,SÃO MIGUEL DA BOA VISTA,SÃO MIGUEL DO OESTE,SÃO PEDRO DE ALCÂNTARA,SAUDADES,SCHROEDER,SEARA,SERRA ALTA,SIDERÓPOLIS,SOMBRIO,SUL BRASIL,TAIÓ,TANGARÁ,TIGRINHOS,TIJUCAS,TIMBÉ DO SUL,TIMBÓ,TIMBÓ GRANDE,TRÊS BARRAS,TREVISO,TREZE DE MAIO,TREZE TÍLIAS,TROMBUDO CENTRAL,TUBARÃO,TUNÁPOLIS,TURVO,UNIÃO DO OESTE,URUBICI,URUPEMA,URUSSANGA,VARGEÃO,VARGEM,VARGEM BONITA,VIDAL RAMOS,VIDEIRA,VITOR MEIRELES,WITMARSUM,XANXERÊ,XAVANTINA,XAXIM,ZORTÉA,BALNEÁRIO RINCÃO
1,22.66,32.83,44.56,39.48,40.67,32.97,44.67,22.83,28.83,33.56,46.25,23.67,27.62,14.28,28.31,30.03,27.77,36.91,27.88,39.97,31.58,31.56,24.53,44.48,41.0,25.14,58.58,52.89,27.22,43.27,49.39,57.03,33.88,37.23,39.39,27.14,44.19,38.41,46.36,41.48,38.5,45.14,45.41,42.48,44.03,39.88,24.81,42.2,28.62,28.97,46.67,52.53,29.66,40.95,26.23,42.3,24.67,38.12,34.83,37.66,45.36,45.94,27.16,27.75,22.59,48.44,32.73,38.95,37.91,44.88,48.16,45.47,32.53,30.05,29.97,37.19,36.14,25.27,39.02,56.25,42.3,40.22,40.47,30.95,34.41,35.16,35.7,37.08,44.62,31.98,29.48,29.14,42.02,47.8,36.98,30.61,35.02,46.95,46.52,35.98,52.77,35.77,56.25,28.73,34.72,31.16,34.09,24.09,30.81,27.42,44.86,53.03,38.84,30.44,31.58,42.83,33.14,39.66,26.59,34.12,38.38,46.86,38.19,26.69,26.94,43.53,55.2,20.66,43.7,43.83,44.73,38.91,42.22,31.56,45.05,48.53,35.17,35.73,39.92,46.05,26.95,33.94,47.41,37.45,42.92,27.73,37.12,30.36,34.88,42.44,42.52,37.56,39.61,33.72,38.52,29.06,39.53,47.41,38.44,46.97,30.08,30.62,44.48,30.38,29.97,34.52,43.27,45.72,45.5,40.31,46.22,35.33,41.41,46.23,44.25,36.31,47.48,30.97,29.8,25.5,29.28,55.86,23.78,33.02,28.69,47.92,26.92,42.0,42.95,49.19,45.5,37.23,45.36,46.83,52.12,41.31,30.75,40.16,33.98,27.31,24.17,26.55,41.95,55.2,46.98,39.11,31.02,47.12,43.08,37.52,55.16,42.86,12.88,28.39,33.73,41.64,37.69,37.91,46.69,36.39,37.23,32.94,39.39,45.3,38.69,42.73,37.56,46.27,33.08,33.41,46.69,27.53,33.75,42.31,46.02,31.48,44.78,27.58,39.84,32.97,25.7,44.83,67.5,32.08,36.95,46.23,30.22,35.8,30.3,57.17,19.91,46.05,47.47,37.94,47.98,46.12,32.36,41.31,27.17,29.42,43.11,38.48,30.42,46.86,35.05,35.03,47.98,40.5,43.33,32.23,34.0,54.06,41.56,47.7,34.94,39.88,50.48,33.41,30.95,45.05,41.91,30.06,44.36,39.95,24.44,44.08,37.16,32.16,38.86,42.3,41.12,32.19,41.81,36.19,22.75
2,32.56,20.97,13.17,19.77,36.22,27.78,25.05,15.08,11.42,22.42,29.5,10.23,29.31,15.78,12.08,16.88,18.45,44.17,8.62,15.62,30.03,30.67,17.33,14.47,24.33,8.64,31.3,54.3,9.86,17.47,22.05,46.33,12.31,17.77,24.19,12.89,21.61,14.48,31.83,14.41,26.19,35.02,11.41,22.38,22.19,15.42,19.06,22.22,25.3,26.86,27.44,28.48,21.73,18.11,22.84,23.53,30.19,19.17,16.47,35.64,16.34,34.88,31.84,30.28,23.53,14.28,24.47,14.55,23.67,27.56,23.66,27.03,18.06,18.89,10.12,28.41,29.28,24.97,16.41,29.38,14.7,20.45,24.44,11.61,36.97,24.05,22.11,13.17,22.52,9.41,23.23,18.7,30.5,19.14,37.39,22.48,16.94,31.45,17.16,20.84,23.31,44.39,29.38,24.12,35.73,34.95,32.42,17.17,9.77,28.62,18.7,16.52,14.78,16.61,30.03,26.95,25.94,25.53,22.08,21.47,24.92,27.47,26.58,20.48,15.86,27.0,31.02,18.5,46.98,20.72,31.58,13.8,14.86,21.38,25.45,37.72,25.8,19.56,30.28,34.61,17.25,15.17,25.92,20.33,15.67,21.0,14.86,23.39,18.17,30.34,33.41,32.94,23.48,12.03,15.47,9.45,26.75,25.92,29.34,18.2,10.84,14.72,33.03,25.92,22.88,14.83,14.2,10.09,30.19,25.16,26.61,15.03,13.12,26.33,21.88,11.42,34.52,24.06,15.73,17.36,20.44,29.69,11.48,35.94,15.92,21.2,10.92,27.22,23.7,16.98,30.19,25.31,16.34,12.23,36.84,32.89,31.39,23.05,28.12,11.38,14.36,16.5,31.33,31.02,17.5,15.72,16.56,29.78,19.09,23.05,25.25,24.23,8.44,24.86,12.52,19.11,14.45,20.95,29.92,18.0,17.66,24.23,24.19,24.92,11.81,29.53,32.94,15.45,20.67,19.45,29.92,11.2,13.91,23.08,21.59,19.42,24.38,16.27,24.83,27.78,13.94,27.95,49.67,22.69,16.23,47.92,12.58,20.62,14.53,27.0,17.38,26.47,20.89,16.67,30.14,18.72,14.31,32.89,20.58,22.12,34.83,13.48,10.88,27.47,13.41,34.02,30.14,23.36,14.06,16.33,16.44,28.84,15.33,16.03,30.75,14.44,17.75,19.45,11.61,25.45,18.33,19.59,16.92,23.67,29.27,34.55,19.28,28.64,13.28,14.7,27.12,26.91,30.33,37.77,7.38
3,40.98,32.16,56.19,59.39,58.25,28.53,34.88,49.77,40.56,46.41,33.0,43.34,39.05,42.27,48.78,52.88,36.58,73.92,41.34,62.2,51.53,36.95,51.38,61.0,63.16,41.58,71.42,81.28,41.72,36.33,36.14,76.92,33.08,31.81,55.47,52.08,76.25,66.7,61.73,74.16,30.88,29.86,63.44,54.33,92.38,55.81,50.42,72.34,52.55,30.81,52.83,60.89,41.88,66.59,47.36,30.61,46.12,61.81,38.17,42.27,45.52,43.19,29.38,34.23,56.5,69.31,33.66,56.22,43.98,34.61,38.27,36.19,74.48,62.22,39.14,35.03,32.22,51.98,33.91,42.55,54.06,67.05,36.16,51.59,47.84,48.98,31.61,59.52,35.38,45.47,68.5,65.38,36.19,67.55,65.3,74.23,45.33,116.77,69.41,63.81,44.84,80.94,42.55,34.77,50.19,53.75,47.25,64.38,34.84,69.7,60.78,64.59,45.45,56.39,51.53,52.97,29.75,35.89,31.94,34.0,37.38,34.03,47.08,36.89,52.31,78.48,61.64,16.84,76.44,61.06,46.55,49.83,46.66,74.41,40.66,50.38,66.14,62.23,38.95,48.91,45.84,41.83,38.44,56.34,75.36,43.27,44.69,36.81,59.64,91.06,48.12,55.62,60.28,45.59,29.72,40.34,33.58,38.44,89.34,69.25,53.72,46.91,31.72,31.33,65.17,35.17,44.06,50.33,64.72,32.47,30.61,49.33,57.98,32.52,89.8,64.81,54.98,34.5,30.61,65.11,66.73,36.03,63.34,29.8,40.19,43.41,40.36,42.22,59.7,74.05,64.72,51.38,45.52,67.41,69.56,34.0,57.59,47.55,24.61,63.25,44.38,44.2,45.31,61.64,65.0,52.17,46.39,55.02,53.83,51.03,46.38,36.44,35.77,62.75,48.53,48.83,59.8,70.03,109.42,68.25,44.5,31.88,55.47,32.88,53.55,26.19,55.62,43.72,48.22,27.95,109.42,41.61,43.52,29.3,35.08,66.73,29.31,73.69,61.42,28.53,50.56,39.91,82.55,23.8,53.44,86.7,37.28,65.52,54.72,44.14,47.89,31.5,93.22,64.05,32.59,34.48,53.23,34.0,69.28,36.58,29.64,66.33,51.78,34.03,49.47,78.14,32.59,59.66,48.31,65.67,37.97,47.52,78.38,52.02,48.34,54.34,57.47,27.95,51.59,40.66,60.33,43.94,77.72,41.5,44.31,44.53,47.38,70.06,59.73,54.06,31.39,35.52,34.06,44.33,25.89
4,25.25,61.48,51.41,44.78,67.81,68.38,63.2,55.39,43.7,51.0,88.89,46.61,21.64,48.72,39.52,46.39,54.25,54.44,38.08,56.02,58.28,54.75,38.27,47.17,37.95,35.91,41.83,51.61,36.27,62.22,74.08,46.06,37.47,61.83,36.59,35.48,47.88,40.17,33.75,54.33,74.72,78.36,44.0,46.14,63.58,44.59,37.5,42.77,45.52,57.2,48.02,43.27,40.12,41.72,30.97,86.69,27.12,38.45,37.72,43.78,40.44,61.42,72.62,24.17,26.88,44.23,55.62,45.28,60.73,65.78,66.52,80.5,25.11,35.45,38.12,65.55,57.05,39.42,57.75,86.84,49.61,42.83,73.59,43.39,39.62,66.16,69.83,41.98,76.17,43.47,40.75,44.08,80.72,64.58,54.81,49.66,34.42,65.78,55.11,46.42,74.33,50.02,86.84,54.59,43.41,35.14,49.8,39.27,37.83,40.89,53.52,53.39,38.58,44.06,58.28,53.7,57.39,75.7,67.42,64.38,62.64,76.7,42.11,54.88,35.25,41.0,38.25,45.31,64.8,35.97,57.89,47.12,42.31,24.89,72.25,52.98,34.11,39.62,71.12,48.81,37.39,38.64,66.19,47.02,57.67,51.92,38.12,57.05,44.94,39.38,60.38,63.55,41.12,47.73,39.23,35.44,75.09,66.19,36.14,43.3,41.94,45.78,74.19,55.59,44.58,41.08,44.89,45.38,40.39,59.2,62.56,43.19,45.39,86.75,59.48,36.08,49.81,73.14,59.09,39.69,63.53,94.61,31.03,57.77,41.23,75.86,31.58,69.56,72.03,50.17,40.39,49.83,40.44,46.38,36.77,63.64,48.97,51.45,67.38,24.66,31.33,45.02,63.27,38.25,40.86,47.61,41.31,64.12,53.22,40.17,77.31,75.77,44.98,50.14,42.12,51.89,26.62,44.14,69.59,33.77,44.62,60.89,36.59,77.39,40.55,80.3,63.55,45.47,54.77,56.42,69.59,39.53,36.05,86.88,78.48,62.14,86.55,35.61,71.91,68.38,42.12,76.55,47.36,56.23,42.95,56.02,34.14,44.92,50.23,83.45,31.5,83.83,58.3,60.98,82.05,63.45,51.86,63.64,23.42,52.97,73.38,48.73,43.69,76.7,44.59,54.38,82.05,32.73,46.89,33.98,48.88,47.16,53.61,46.45,60.66,44.75,49.72,56.42,43.39,72.25,50.45,45.94,50.5,79.81,24.28,65.83,37.64,52.95,44.42,49.61,78.02,58.97,66.73,39.19,29.73
5,26.27,19.36,23.86,29.45,41.59,24.66,31.19,46.91,37.7,36.39,31.62,39.41,25.3,34.11,59.61,42.44,32.75,101.78,60.2,38.39,33.14,31.81,25.98,35.56,32.98,39.94,73.52,110.61,26.52,35.14,25.95,77.89,44.31,34.3,31.48,47.19,64.72,21.91,72.5,39.88,28.61,26.22,35.44,56.12,39.77,23.84,24.03,76.58,40.91,29.88,45.77,67.2,30.84,49.67,25.83,35.5,25.17,70.41,33.19,33.06,42.34,35.38,28.36,25.25,26.33,34.33,30.25,49.42,33.69,34.56,34.0,28.09,36.12,21.39,51.09,28.2,25.08,25.38,30.61,39.27,31.03,26.3,32.89,33.41,31.89,28.66,28.88,68.77,31.0,51.84,24.0,24.31,27.94,52.52,66.27,56.05,60.72,51.34,39.22,60.22,31.98,99.94,39.27,31.48,32.33,23.36,33.14,35.86,43.33,42.8,39.12,49.64,50.59,46.86,33.14,34.44,32.61,30.61,26.81,27.05,29.11,26.11,28.7,32.97,24.84,57.16,80.28,32.2,89.02,43.11,30.92,35.86,49.67,43.47,30.77,32.12,68.17,31.44,26.12,33.77,30.12,35.84,29.69,27.89,41.48,42.34,39.75,26.08,30.78,45.06,38.27,38.66,20.0,45.52,56.42,56.97,28.23,29.69,54.8,38.03,38.39,40.27,27.88,31.22,28.09,56.02,47.52,37.92,51.58,30.64,37.42,63.75,47.25,28.53,45.23,21.95,31.47,29.59,26.7,30.97,91.67,43.56,20.88,25.02,48.47,41.88,29.81,36.23,51.94,51.53,51.58,39.67,42.34,29.7,53.98,27.77,28.0,36.03,30.77,21.34,18.03,39.48,31.7,80.28,49.09,24.88,41.03,32.59,31.52,39.48,34.92,32.3,37.48,24.8,36.98,29.88,25.27,28.58,51.3,25.77,24.28,26.84,31.48,28.7,34.38,27.08,38.66,51.11,45.78,38.94,51.3,30.08,33.53,31.83,29.3,73.72,29.06,24.48,46.58,24.66,33.34,27.67,117.16,35.14,78.53,97.56,33.77,38.64,72.78,36.11,20.62,24.97,46.45,31.47,29.44,27.91,72.34,27.77,55.53,33.28,29.52,38.7,30.83,26.11,38.81,31.45,29.44,75.41,37.2,24.8,44.47,30.69,39.03,51.38,36.66,24.66,50.39,38.94,33.41,30.77,36.72,28.64,48.83,37.75,26.28,36.94,36.94,28.12,23.81,31.03,27.8,29.8,32.0,31.88,34.7
6,13.38,11.25,11.19,12.69,31.97,7.25,11.19,15.52,18.11,10.67,8.67,17.52,6.03,17.09,16.27,24.83,9.12,23.77,6.33,12.11,19.03,6.98,13.5,9.28,13.52,6.06,35.83,22.34,5.52,7.47,5.42,19.02,9.73,7.48,11.91,15.92,23.06,7.77,27.44,6.45,8.75,5.95,17.95,18.61,24.86,12.12,19.62,24.47,18.34,7.45,14.78,29.47,5.28,10.36,5.94,9.05,13.16,21.33,7.27,14.48,13.66,16.09,7.31,11.98,11.19,13.34,6.55,16.17,10.98,11.27,13.33,5.38,21.73,14.16,8.89,6.2,5.78,12.34,9.55,10.34,14.33,14.28,8.28,6.77,16.05,9.97,8.08,32.3,7.25,5.58,13.33,13.19,4.83,16.75,25.27,26.22,20.36,34.94,20.2,22.78,8.31,25.92,10.34,3.12,15.84,13.23,14.61,12.94,15.16,19.36,13.3,17.0,17.12,21.67,19.03,12.53,7.16,8.14,7.09,9.19,14.78,4.27,12.39,14.58,13.28,24.0,19.66,12.27,29.98,17.62,13.56,6.22,10.31,24.47,7.0,15.39,19.5,12.22,4.05,15.61,7.38,12.08,10.16,12.89,12.7,9.02,18.3,9.42,17.06,21.3,16.7,29.42,9.69,14.14,9.19,7.45,7.5,10.16,22.12,13.08,6.56,17.48,4.48,7.17,15.16,7.66,21.78,5.55,17.84,11.47,17.11,16.72,7.38,5.44,24.88,8.25,13.27,9.12,12.05,10.61,17.77,10.0,10.22,6.5,7.8,7.05,5.44,14.88,18.94,22.86,17.84,12.38,13.66,10.56,16.62,5.97,14.38,13.22,7.48,16.11,8.62,15.89,17.84,19.66,12.53,12.58,5.45,12.44,15.02,28.83,8.83,7.66,14.64,12.47,14.19,15.3,20.75,12.45,34.61,18.58,10.94,8.25,11.91,7.53,13.7,6.41,29.42,15.89,13.77,8.45,34.61,5.73,9.58,9.98,5.56,15.59,7.67,15.36,18.0,7.25,18.84,5.89,36.31,9.12,20.86,20.61,6.5,11.33,17.97,8.41,14.81,5.31,26.33,10.84,8.98,8.5,19.19,5.97,17.62,8.11,4.36,10.7,6.77,4.27,14.94,14.56,8.98,21.72,6.14,13.97,9.88,7.61,10.83,20.67,22.22,13.7,19.17,8.45,6.77,7.0,13.89,8.23,20.72,18.61,12.58,16.14,19.52,13.36,15.89,14.33,8.3,6.44,10.94,15.5,7.08
7,10.39,11.23,7.44,16.56,22.84,14.19,15.09,24.62,27.41,8.55,12.91,16.06,9.89,18.05,27.97,11.11,9.39,43.27,11.89,11.17,14.39,17.55,15.45,10.72,15.67,9.0,13.42,45.84,13.34,16.22,6.41,27.12,8.67,18.0,25.8,28.47,22.5,13.75,14.34,16.47,14.08,12.38,26.67,19.16,12.16,11.03,10.98,23.97,18.11,17.33,15.64,14.5,9.75,36.83,10.12,13.89,9.67,35.28,10.38,5.31,11.8,12.11,15.89,6.89,13.39,15.41,17.77,14.69,8.39,17.61,15.89,15.45,25.84,11.61,14.89,15.45,13.81,16.09,12.78,13.02,13.78,31.33,12.86,15.05,10.61,15.05,16.66,26.81,13.58,15.52,16.0,17.55,17.59,15.41,38.39,21.28,31.12,12.38,12.3,20.7,14.03,36.7,13.02,16.95,12.47,10.95,11.73,13.75,12.97,16.75,11.11,12.38,22.69,18.53,14.39,8.16,21.92,15.53,11.75,14.92,10.53,13.88,11.41,12.84,17.36,14.45,14.42,19.22,34.41,16.73,9.34,14.44,12.23,29.72,15.45,11.45,38.41,26.77,18.88,9.5,10.19,10.17,17.25,14.42,19.3,19.52,16.48,9.28,12.7,20.53,12.81,19.78,26.41,15.77,11.67,12.09,15.48,17.25,24.67,11.69,14.91,11.2,15.36,20.89,13.42,18.17,14.89,17.62,12.39,15.33,16.47,20.59,20.83,16.02,15.12,9.05,8.72,10.81,14.34,11.44,32.47,13.8,11.02,15.56,17.95,14.61,12.45,14.91,22.0,12.86,12.39,8.36,11.8,10.98,14.86,14.8,11.59,6.92,13.2,15.06,8.27,18.53,15.25,14.42,13.58,17.47,13.58,9.39,13.66,11.36,14.22,12.0,19.88,12.17,15.64,14.56,21.61,14.3,16.25,21.56,15.44,16.19,25.8,11.39,10.7,12.94,19.78,14.64,31.64,18.16,16.25,13.52,21.41,10.31,12.97,30.75,14.34,24.62,21.3,14.19,15.19,16.39,45.45,20.69,18.95,33.98,13.3,10.58,31.88,12.55,9.69,14.7,11.09,12.91,11.09,11.92,32.0,14.8,35.77,11.25,13.17,16.66,13.31,13.88,13.42,16.17,11.09,19.95,15.83,17.02,16.22,20.3,20.16,13.7,14.98,12.86,14.09,18.16,15.05,15.45,13.22,11.69,12.72,18.03,9.0,13.48,14.48,14.38,23.47,13.78,13.28,11.91,18.39,6.66,11.06
8,49.27,30.25,29.12,34.19,34.58,34.19,31.55,40.44,31.09,39.45,39.77,30.47,44.81,26.98,41.69,32.14,21.55,66.81,55.22,37.64,29.3,29.77,24.89,31.67,33.25,47.02,41.8,68.14,38.61,28.64,31.95,49.16,50.14,31.36,38.11,44.39,42.5,30.88,38.64,55.69,42.52,32.0,36.64,31.91,46.31,30.91,47.83,33.48,32.98,30.61,43.81,37.36,49.56,48.95,52.52,35.69,43.22,36.0,52.73,54.89,31.8,63.94,29.92,51.27,52.75,33.55,28.33,45.08,32.39,35.56,35.58,39.8,37.14,34.86,57.11,36.98,35.59,38.91,24.33,38.22,34.86,46.22,40.62,38.27,43.58,34.02,36.02,48.17,37.97,58.25,41.03,43.36,39.83,38.14,50.86,46.09,38.25,62.52,36.78,33.09,28.59,65.53,38.22,27.33,38.41,32.16,45.08,25.8,53.19,46.42,36.14,41.55,35.14,37.95,29.3,41.64,34.89,46.69,28.16,31.5,43.72,33.0,52.33,24.36,30.45,50.27,38.05,44.66,54.59,35.64,45.86,32.14,33.95,43.22,32.62,57.08,53.23,39.33,45.41,50.98,34.95,29.45,39.27,32.8,54.56,45.17,37.8,27.42,27.84,45.48,61.81,35.97,34.62,32.17,45.69,58.42,37.66,39.27,46.11,42.52,51.91,40.44,33.7,32.42,41.53,39.58,46.17,42.91,42.02,31.95,31.2,30.8,54.67,35.58,48.94,30.73,52.41,28.59,26.55,26.34,49.16,39.56,28.09,30.95,31.75,29.58,37.42,28.16,33.09,36.23,42.02,32.66,31.8,28.78,46.83,34.08,33.77,42.31,32.83,25.44,24.69,43.16,28.73,38.05,40.33,33.28,36.72,49.14,33.72,30.81,29.62,37.98,25.73,43.22,37.42,33.45,31.02,30.8,57.64,44.7,28.88,32.0,38.11,38.34,32.41,32.88,35.97,41.03,47.11,34.45,57.64,37.45,33.28,42.94,44.44,52.67,34.19,50.27,35.19,34.19,37.86,39.59,68.73,38.08,30.77,57.59,38.28,46.0,40.59,34.36,60.47,30.31,43.14,35.88,36.16,26.42,41.42,34.08,53.72,23.97,29.22,59.81,35.02,33.0,38.39,45.98,36.16,37.84,31.39,30.53,58.39,49.52,58.55,40.59,44.19,30.8,34.25,34.45,38.27,32.62,40.05,28.28,38.19,26.11,45.53,59.16,36.67,45.77,38.58,34.86,42.77,28.3,41.48,55.0,48.67
9,19.98,21.72,22.12,25.31,33.94,22.11,16.78,47.89,31.22,28.81,21.5,34.36,26.09,35.12,48.69,20.08,25.86,58.59,28.25,47.81,30.2,27.14,36.5,20.92,23.66,33.64,47.66,64.83,30.44,14.06,8.03,47.56,22.66,16.5,40.72,50.77,58.81,27.36,50.83,34.73,23.42,17.91,36.72,33.41,57.33,22.36,28.02,42.22,27.12,20.97,25.48,45.02,25.28,56.58,25.05,24.33,24.09,42.66,42.36,18.45,43.08,28.36,27.81,27.44,20.25,24.62,25.94,43.56,31.08,25.45,23.91,16.06,47.23,21.11,36.62,15.73,20.11,30.3,13.14,38.75,34.36,27.23,18.72,32.53,27.47,30.84,11.28,71.59,19.16,34.55,25.0,27.0,18.64,54.12,64.03,60.2,53.03,70.61,44.8,37.67,24.38,58.7,38.75,27.75,29.31,26.25,30.31,26.62,34.36,52.11,48.77,49.25,28.72,40.88,30.2,26.78,19.97,22.23,24.66,11.81,29.59,19.89,19.66,28.22,27.0,47.7,47.98,20.92,70.03,24.34,29.17,32.77,36.84,55.47,18.08,26.98,60.08,31.8,20.81,26.05,28.91,44.22,26.41,25.91,46.03,26.08,29.81,30.83,20.22,55.58,28.25,31.52,37.55,34.12,19.16,32.33,13.88,26.41,59.78,19.44,34.88,25.31,16.8,20.27,27.44,15.02,40.03,39.0,44.61,19.81,16.66,40.44,38.69,19.86,54.8,23.28,25.27,27.02,22.83,31.31,60.69,40.95,23.12,20.91,25.12,18.95,31.17,28.81,49.52,43.3,44.61,30.41,43.08,20.73,47.78,17.88,28.77,24.5,27.61,53.52,16.84,26.33,29.89,47.98,27.81,22.31,28.55,27.41,31.55,21.14,26.97,18.62,29.78,27.97,32.31,28.31,44.5,23.5,69.47,41.47,33.72,17.98,40.72,12.89,35.69,20.09,31.52,38.14,24.42,16.09,69.47,28.8,27.53,20.34,18.19,60.0,22.72,46.41,49.36,22.11,22.91,16.14,69.55,19.17,47.36,54.23,31.75,33.27,54.02,33.66,24.48,19.98,53.69,49.69,16.78,12.38,52.8,17.88,60.62,27.08,18.95,46.77,31.62,19.89,30.78,31.38,16.78,41.53,35.56,46.09,20.94,56.41,46.2,41.91,28.92,25.36,42.05,16.09,32.53,18.08,42.08,29.19,46.38,25.94,23.17,26.34,28.12,29.86,27.33,34.36,24.66,27.97,25.34,21.34,26.83
