Relatório de focos de Aedes aegypti e Aedes albopictus,,,,,,,,,,,,,
Período: de 01/07/2023 a 31/07/2023,,,,,,,,,,,,,
Atualizado em 27/03/2024,,,,,,,,,,,,,
Nº Foco,Regional,Município,Imóvel,Depósito,Tipo de Atividade,Data da Coleta,Data de Entrada,Data do Exame,A. aegypti formas aquáticas,A. aegypti formas adultas,A. albopictus formas aquáticas,A. albopictus formas adultas,Ovo A. aegypti
ARM 342379/23,Araranguá,BALNEÁRIO GAIVOTA,Outros,ARM - Armadilha,Armadilha,31/07/2023,01/08/2023,02/08/2023,5,0,0,0,0
ARM 342371/23,Araranguá,BALNEÁRIO GAIVOTA,Comércio,ARM - Armadilha,Armadilha,31/07/2023,01/08/2023,02/08/2023,1,0,0,0,0
ARM 342369/23,Blumenau,GASPAR,Comércio,ARM - Armadilha,Armadilha,31/07/2023,02/08/2023,02/08/2023,7,0,0,0,0
ARM 342368/23,Blumenau,GASPAR,Residência,ARM - Armadilha,Armadilha,28/07/2023,02/08/2023,02/08/2023,3,0,0,0,0
ARM 342367/23,Itajaí,ILHOTA,Residência,ARM - Armadilha,Armadilha,31/07/2023,02/08/2023,02/08/2023,3,0,0,0,0
ARM 342366/23,Itajaí,ILHOTA,Comércio,ARM - Armadilha,Armadilha,31/07/2023,02/08/2023,02/08/2023,1,0,0,0,0
ARM 342365/23,Itajaí,ILHOTA,Residência,ARM - Armadilha,Armadilha,31/07/2023,02/08/2023,02/08/2023,2,0,0,0,0
ARM 342358/23,Blumenau,BLUMENAU,Residência,ARM - Armadilha,Armadilha,31/07/2023,31/07/2023,01/08/2023,1,0,0,0,0
ARM 342355/23,Blumenau,BLUMENAU,Outros,ARM - Armadilha,Armadilha,31/07/2023,31/07/2023,01/08/2023,1,0,0,0,0
ARM 342345/23,Joinville,GARUVA,Outros,ARM - Armadilha,Armadilha,31/07/2023,02/08/2023,02/08/2023,1,0,0,0,0
ARM 342344/23,Joinville,GARUVA,Comércio,ARM - Armadilha,Armadilha,31/07/2023,02/08/2023,02/08/2023,10,0,0,0,0
ARM 342343/23,Joinville,GARUVA,Comércio,ARM - Armadilha,Armadilha,31/07/2023,02/08/2023,02/08/2023,5,0,0,0,0
ARM 342342/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,31/07/2023,31/07/2023,01/08/2023,1,0,0,0,0
PE 342340/23,Blumenau,BLUMENAU,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,31/07/2023,31/07/2023,01/08/2023,1,0,0,0,0
ARM 342339/23,Blumenau,GUABIRUBA,Comércio,ARM - Armadilha,Armadilha,26/07/2023,02/08/2023,02/08/2023,6,0,2,0,0
PE 342338/23,Blumenau,BLUMENAU,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,31/07/2023,31/07/2023,01/08/2023,8,0,0,0,0
PE 342335/23,Blumenau,BLUMENAU,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,31/07/2023,01/08/2023,01/08/2023,1,0,0,0,0
ARM 342325/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,28/07/2023,31/07/2023,31/07/2023,7,0,0,0,0
ARM 342322/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,28/07/2023,31/07/2023,31/07/2023,4,0,0,0,0
ARM 342318/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,28/07/2023,28/07/2023,31/07/2023,10,0,0,0,0
ARM 342314/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,27/07/2023,28/07/2023,28/07/2023,2,0,0,0,0
ARM 342312/23,Blumenau,BLUMENAU,Residência,ARM - Armadilha,Armadilha,27/07/2023,28/07/2023,28/07/2023,10,0,0,0,0
PE 342309/23,Blumenau,BLUMENAU,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,27/07/2023,28/07/2023,28/07/2023,1,0,0,0,0
ARM 342300/23,Itajaí,BOMBINHAS,Residência,ARM - Armadilha,Armadilha,31/07/2023,31/07/2023,02/08/2023,5,0,0,0,0
ARM 342299/23,Itajaí,BOMBINHAS,Comércio,ARM - Armadilha,Armadilha,31/07/2023,31/07/2023,02/08/2023,6,0,0,0,0
ARM 342298/23,Itajaí,BOMBINHAS,Outros,ARM - Armadilha,Armadilha,31/07/2023,31/07/2023,02/08/2023,1,0,0,0,0
ARM 342296/23,Itajaí,BOMBINHAS,Residência,ARM - Armadilha,Armadilha,31/07/2023,31/07/2023,02/08/2023,5,0,0,0,0
ARM 342294/23,Itajaí,BOMBINHAS,Comércio,ARM - Armadilha,Armadilha,31/07/2023,31/07/2023,02/08/2023,10,0,0,0,0
ARM 342292/23,Itajaí,BOMBINHAS,Residência,ARM - Armadilha,Armadilha,31/07/2023,31/07/2023,02/08/2023,3,0,0,0,0
PE 342291/23,Blumenau,BLUMENAU,Ponto Estratégico,B - Pequenos depósitos móveis,Ponto Estratégico,27/07/2023,28/07/2023,28/07/2023,7,0,0,0,0
ARM 342290/23,São Miguel do Oeste,MARAVILHA,Residência,ARM - Armadilha,Armadilha,31/07/2023,02/08/2023,02/08/2023,9,0,0,0,0
ID 342289/23,São José,FLORIANÓPOLIS,Outros,C - Depósitos Fixos,Investigação de Denúncia,31/07/2023,02/08/2023,02/08/2023,1,0,0,0,0
ARM 342285/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,25/07/2023,28/07/2023,28/07/2023,3,0,0,0,0
ID 342283/23,São José,FLORIANÓPOLIS,Residência,B - Pequenos depósitos móveis,Investigação de Denúncia,28/07/2023,02/08/2023,02/08/2023,7,0,0,0,0
ARM 342282/23,Blumenau,BLUMENAU,Residência,ARM - Armadilha,Armadilha,25/07/2023,28/07/2023,28/07/2023,5,0,0,0,0
ID 342281/23,São José,FLORIANÓPOLIS,Residência,B - Pequenos depósitos móveis,Investigação de Denúncia,27/07/2023,02/08/2023,02/08/2023,2,0,0,0,0
ID 342280/23,São José,FLORIANÓPOLIS,Residência,C - Depósitos Fixos,Investigação de Denúncia,27/07/2023,02/08/2023,02/08/2023,18,0,0,0,0
ID 342279/23,São José,FLORIANÓPOLIS,Comércio,C - Depósitos Fixos,Investigação de Denúncia,31/07/2023,02/08/2023,02/08/2023,2,0,0,0,0
ID 342278/23,São José,FLORIANÓPOLIS,Residência,C - Depósitos Fixos,Investigação de Denúncia,28/07/2023,02/08/2023,02/08/2023,9,0,0,0,0
ID 342277/23,São José,FLORIANÓPOLIS,Residência,B - Pequenos depósitos móveis,Investigação de Denúncia,31/07/2023,02/08/2023,02/08/2023,6,0,0,0,0
ID 342276/23,São José,FLORIANÓPOLIS,Residência,A2 - Outros depósitos de armazenamento de água,Investigação de Denúncia,31/07/2023,02/08/2023,02/08/2023,9,0,0,0,0
ARM 342275/23,Blumenau,BLUMENAU,Outros,ARM - Armadilha,Armadilha,27/07/2023,28/07/2023,28/07/2023,2,0,0,0,0
ARM 342274/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,26/07/2023,27/07/2023,27/07/2023,9,0,0,0,0
ARM 342273/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,26/07/2023,27/07/2023,27/07/2023,1,0,0,0,0
ARM 342272/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,26/07/2023,26/07/2023,27/07/2023,8,0,0,0,0
ID 342271/23,São José,FLORIANÓPOLIS,Residência,C - Depósitos Fixos,Investigação de Denúncia,28/07/2023,02/08/2023,02/08/2023,1,0,0,0,0
ID 342270/23,São José,FLORIANÓPOLIS,Residência,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Investigação de Denúncia,31/07/2023,02/08/2023,02/08/2023,1,0,0,0,0
PE 342269/23,Blumenau,BLUMENAU,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,26/07/2023,27/07/2023,27/07/2023,2,0,0,0,0
ID 342268/23,São José,FLORIANÓPOLIS,Residência,B - Pequenos depósitos móveis,Investigação de Denúncia,31/07/2023,02/08/2023,02/08/2023,1,0,0,0,0
ID 342267/23,São José,FLORIANÓPOLIS,Residência,  - Mosquito Adulto,Investigação de Denúncia,31/07/2023,02/08/2023,02/08/2023,0,1,0,0,0
PE 342266/23,Blumenau,BLUMENAU,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,26/07/2023,27/07/2023,27/07/2023,3,0,0,0,0
ID 342265/23,São José,FLORIANÓPOLIS,Comércio,C - Depósitos Fixos,Investigação de Denúncia,31/07/2023,02/08/2023,02/08/2023,10,0,0,0,0
ID 342264/23,São José,FLORIANÓPOLIS,Residência,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Investigação de Denúncia,31/07/2023,02/08/2023,02/08/2023,1,0,0,0,0
ARM 342263/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,26/07/2023,27/07/2023,27/07/2023,5,0,0,0,0
ARM 342262/23,Blumenau,BLUMENAU,Residência,ARM - Armadilha,Armadilha,26/07/2023,27/07/2023,27/07/2023,3,0,0,0,0
ARM 342260/23,Blumenau,BLUMENAU,Outros,ARM - Armadilha,Armadilha,26/07/2023,27/07/2023,27/07/2023,8,0,0,0,0
PE 342259/23,Blumenau,BLUMENAU,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,25/07/2023,26/07/2023,26/07/2023,1,0,0,0,0
ARM 342244/23,Jaraguá do Sul,JARAGUÁ DO SUL,Comércio,ARM - Armadilha,Armadilha,31/07/2023,01/08/2023,01/08/2023,42,0,0,0,0
