Relatório de focos de Aedes aegypti e Aedes albopictus,,,,,,
Período: de 01/01/2013 a 31/12/2013,,,,,,
Atualizado em 26/05/2023,,,,,,
Regional,Município,Localidade,Imóvel,Depósito,Tipo de Atividade,Data da Coleta
Chapecó,CHAPECÓ,ALVORADA,Ponto Estratégico,D1 - Pneus e outros materiais rodantes,,15/04/2013
Chapecó,CHAPECÓ,VILA REAL,Residência,ARM - Armadilha,,22/02/2013
Chapecó,CHAPECÓ,JARDIM ITALIA,Residência,ARM - Armadilha,,21/03/2013
Chapecó,CHAPECÓ,SAO CRISTOVAO,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,22/04/2013
São Miguel do Oeste,SÃO MIGUEL DO OESTE,CASAS POPULARES,Residência,D1 - Pneus e outros materiais rodantes,,27/02/2013
São Miguel do Oeste,SÃO MIGUEL DO OESTE,BAIRO SÃO LUIS,Residência,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,26/03/2013
Chapecó,PINHALZINHO,PIONEIRO,Residência,B - Pequenos depósitos móveis,,23/05/2013
São José,BIGUAÇU,JARDIM PITANGUEIRA,Ponto Estratégico,ARM - Armadilha,,29/01/2013
Xanxerê,XAXIM,CENTRO,Residência,A2 - Outros depósitos de armazenamento de água,,27/09/2013
Blumenau,BLUMENAU,ITOUPAVAZINHA,Ponto Estratégico,ARM - Armadilha,,14/02/2013
São José,ANTÔNIO CARLOS,CENTRO,Ponto Estratégico,ARM - Armadilha,,22/05/2013
Chapecó,CHAPECÓ,PRESIDENTE MEDICI,Residência,ARM - Armadilha,,11/03/2013
São Miguel do Oeste,SÃO MIGUEL DO OESTE,CENTRO,Comércio,B - Pequenos depósitos móveis,,09/04/2013
Chapecó,CORONEL FREITAS,CENTRO,Comércio,ARM - Armadilha,,24/01/2013
Chapecó,PINHALZINHO,PIONEIRO,Ponto Estratégico,E - Depósitos naturais,,10/06/2013
Xanxerê,XAXIM,BELA VISTA,Residência,ARM - Armadilha,,13/03/2013
Mafra,MAFRA,FAXINAL,Comércio,D1 - Pneus e outros materiais rodantes,,10/04/2013
Chapecó,CHAPECÓ,PARQUE DAS PALMEIRAS,Comércio,ARM - Armadilha,,28/01/2013
Chapecó,CHAPECÓ,SAO CRISTOVAO,Residência,ARM - Armadilha,,21/01/2013
Criciúma,COCAL DO SUL,VILA NOVA,Ponto Estratégico,D1 - Pneus e outros materiais rodantes,,15/03/2013
Chapecó,CHAPECÓ,PASSO DOS FORTES,Residência,ARM - Armadilha,,21/01/2013
Chapecó,CHAPECÓ,PRESIDENTE MEDICI,Outros,ARM - Armadilha,,21/01/2013
Chapecó,CHAPECÓ,PASSO DOS FORTES,Outros,ARM - Armadilha,,15/04/2013
Xanxerê,XAXIM,ALVORADA,Comércio,D1 - Pneus e outros materiais rodantes,,20/05/2013
Chapecó,CHAPECÓ,PARQUE DAS PALMEIRAS,Comércio,ARM - Armadilha,,19/02/2013
Chapecó,CHAPECÓ,BELA VISTA,Outros,E - Depósitos naturais,,07/05/2013
Itajaí,ITAPEMA,MEIA PRAIA,Comércio,ARM - Armadilha,,08/07/2013
São Miguel do Oeste,SÃO MIGUEL DO OESTE,CENTRO,Comércio,ARM - Armadilha,,22/02/2013
Chapecó,CHAPECÓ,CRISTO REI,Residência,ARM - Armadilha,,02/04/2013
Chapecó,CHAPECÓ,CRISTO REI,Residência,ARM - Armadilha,,02/04/2013
Jaraguá do Sul,BARRA VELHA,VILA PARAGUAI,Comércio,ARM - Armadilha,,19/12/2013
Chapecó,CHAPECÓ,PRESIDENTE MEDICI,Residência,ARM - Armadilha,,05/02/2013
Joinville,JOINVILLE,ZONA INDUSTRIAL NORTE,Comércio,ARM - Armadilha,,12/03/2013
Chapecó,CHAPECÓ,SAO CRISTOVAO,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,28/03/2013
São Miguel do Oeste,SÃO MIGUEL DO OESTE,CENTRO,Residência,ARM - Armadilha,,14/02/2013
São Miguel do Oeste,SÃO MIGUEL DO OESTE,CENTRO,Comércio,ARM - Armadilha,,15/03/2013
Xanxerê,XAXIM,ALVORADA,Residência,ARM - Armadilha,,15/04/2013
São Miguel do Oeste,SÃO MIGUEL DO OESTE,BAIRRO SÃO LUIZ,Residência,ARM - Armadilha,,21/02/2013
Chapecó,CHAPECÓ,LIDER,Residência,D1 - Pneus e outros materiais rodantes,,18/04/2013
Chapecó,CHAPECÓ,LIDER,Ponto Estratégico,D1 - Pneus e outros materiais rodantes,,16/04/2013
Chapecó,CHAPECÓ,SANTA MARIA,Residência,ARM - Armadilha,,25/02/2013
São Miguel do Oeste,SÃO MIGUEL DO OESTE,BAIRRO SÃO GOTARDO,Residência,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,22/03/2013
Chapecó,CHAPECÓ,SAO CRISTOVAO,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,25/04/2013
Chapecó,CHAPECÓ,SAO CRISTOVAO,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,16/01/2013
Chapecó,CHAPECÓ,JARDIM ITALIA,Residência,ARM - Armadilha,,27/02/2013
Chapecó,PINHALZINHO,CENTRO,Residência,B - Pequenos depósitos móveis,,03/05/2013
Chapecó,CHAPECÓ,PALMITAL,Ponto Estratégico,A2 - Outros depósitos de armazenamento de água,,21/01/2013
Xanxerê,XANXERÊ,VENEZA,Ponto Estratégico,D1 - Pneus e outros materiais rodantes,,09/05/2013
São Miguel do Oeste,SÃO MIGUEL DO OESTE,BAIRRO SALETE,Residência,ARM - Armadilha,,05/03/2013
São José,FLORIANÓPOLIS,MONTE CRISTO,Residência,A1 - Caixa d'agua (elevado),,20/12/2013
Xanxerê,XANXERÊ,DISTRITO INDUSTRIAL NOSSA SENHORA DE LOURDES,Comércio,A1 - Caixa d'agua (elevado),,09/01/2013
Chapecó,CHAPECÓ,CRISTO REI,Ponto Estratégico,B - Pequenos depósitos móveis,,22/05/2013
Joinville,JOINVILLE,FLORESTA,Comércio,ARM - Armadilha,,04/04/2013
Concórdia,CONCÓRDIA,SALETE,Comércio,ARM - Armadilha,,21/01/2013
São Miguel do Oeste,SÃO MIGUEL DO OESTE,SAGRADO CORACAO,Residência,ARM - Armadilha,,09/01/2013
Chapecó,CHAPECÓ,BELA VISTA,Ponto Estratégico,D1 - Pneus e outros materiais rodantes,,27/02/2013
Blumenau,POMERODE,CENTRO,Residência,ARM - Armadilha,,21/01/2013
São Miguel do Oeste,SÃO MIGUEL DO OESTE,CENTRO,Residência,ARM - Armadilha,,14/03/2013
Lages,LAGES,CENTRO,Ponto Estratégico,A2 - Outros depósitos de armazenamento de água,,11/03/2013
São José,FLORIANÓPOLIS,LAGOA DA CONCEICAO,Ponto Estratégico,ARM - Armadilha,,25/09/2013
São Miguel do Oeste,SÃO MIGUEL DO OESTE,BAIRRO ANDREATA,Residência,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,18/03/2013
São Miguel do Oeste,MARAVILHA,CENTRO,Comércio,ARM - Armadilha,,17/04/2013
Xanxerê,XAXIM,ALVORADA,Comércio,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,04/02/2013
Chapecó,CHAPECÓ,BELVEDERE,Outros,ARM - Armadilha,,01/04/2013
São Miguel do Oeste,SÃO MIGUEL DO OESTE,CENTRO,Comércio,ARM - Armadilha,,03/05/2013
Chapecó,CHAPECÓ,EFAPI,Comércio,ARM - Armadilha,,14/02/2013
São José,FLORIANÓPOLIS,COLONINHA,Outros,ARM - Armadilha,,06/03/2013
Xanxerê,XAXIM,FREI BRUNO,Residência,A2 - Outros depósitos de armazenamento de água,,26/03/2013
Chapecó,CHAPECÓ,PARAÍSO,Outros,A1 - Caixa d'agua (elevado),,26/11/2013
Chapecó,CHAPECÓ,CENTRO,Comércio,ARM - Armadilha,,29/11/2013
Chapecó,GUATAMBÚ,FAZENDA ZANDAVALLI,Comércio,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,01/03/2013
Chapecó,CHAPECÓ,CENTRO,Comércio,ARM - Armadilha,,12/12/2013
São Miguel do Oeste,SÃO MIGUEL DO OESTE,CENTRO,Comércio,ARM - Armadilha,,08/03/2013
Chapecó,GUATAMBÚ,FAZENDA ZANDAVALLI,Residência,E - Depósitos naturais,,09/04/2013
Chapecó,CHAPECÓ,SAIC,Residência,ARM - Armadilha,,14/02/2013
Chapecó,CHAPECÓ,SANTO ANTONIO,Residência,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,13/04/2013
Chapecó,CHAPECÓ,SAO CRISTOVAO,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,02/04/2013
Chapecó,CHAPECÓ,SAIC,Residência,ARM - Armadilha,,19/02/2013
Chapecó,PINHALZINHO,CENTRO,Comércio,E - Depósitos naturais,,25/03/2013
Blumenau,BLUMENAU,VILA NOVA,Ponto Estratégico,ARM - Armadilha,,10/04/2013
São José,FLORIANÓPOLIS,CAPOEIRAS,Ponto Estratégico,ARM - Armadilha,,08/01/2013
Xanxerê,XANXERÊ,Nª Sª DE FÁTIMA,Residência,D1 - Pneus e outros materiais rodantes,,30/04/2013
Xanxerê,XANXERÊ,DISTRITO INDUSTRIAL NOSSA SENHORA DE LOURDES,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,18/01/2013
São Miguel do Oeste,SÃO MIGUEL DO OESTE,BAIRRO AGOSTINI,Residência,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,01/03/2013
Chapecó,PINHALZINHO,EFACIP,Residência,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,08/05/2013
Chapecó,CHAPECÓ,JARDIM AMERICA,Ponto Estratégico,A2 - Outros depósitos de armazenamento de água,,24/01/2013
Chapecó,CHAPECÓ,LIDER,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,10/05/2013
São Miguel do Oeste,SÃO MIGUEL DO OESTE,BAIRRO SÃO SEBASTIÃO,Residência,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,07/03/2013
Xanxerê,XANXERÊ,DISTRITO INDUSTRIAL NOSSA SENHORA DE LOURDES,Comércio,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,01/04/2013
Chapecó,CHAPECÓ,ALVORADA,Comércio,ARM - Armadilha,,14/01/2013
Xanxerê,XAXIM,ALVORADA,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,21/05/2013
Chapecó,CHAPECÓ,SAIC,Comércio,ARM - Armadilha,,05/04/2013
Chapecó,CHAPECÓ,PARQUE DAS PALMEIRAS,Comércio,ARM - Armadilha,,21/01/2013
Chapecó,CHAPECÓ,PARQUE DAS PALMEIRAS,Residência,ARM - Armadilha,,14/01/2013
Chapecó,GUATAMBÚ,FAZENDA ZANDAVALLI,Ponto Estratégico,D1 - Pneus e outros materiais rodantes,,01/03/2013
Chapecó,CHAPECÓ,SANTA MARIA,Residência,ARM - Armadilha,,21/01/2013
Chapecó,CHAPECÓ,EFAPI,Residência,ARM - Armadilha,,13/03/2013
Chapecó,CHAPECÓ,PALMITAL,Ponto Estratégico,ARM - Armadilha,,14/03/2013
Chapecó,CHAPECÓ,CRISTO REI,Ponto Estratégico,ARM - Armadilha,,11/11/2013
Chapecó,CHAPECÓ,SEMINÁRIO,Residência,ARM - Armadilha,,18/03/2013
Chapecó,CHAPECÓ,CENTRO,Comércio,ARM - Armadilha,,23/04/2013
Joinville,JOINVILLE,VILA NOVA,Comércio,ARM - Armadilha,,07/02/2013
Chapecó,CHAPECÓ,VILA REAL,Outros,ARM - Armadilha,,02/04/2013
Xanxerê,XAXIM,ARI LUNARDI,Comércio,D1 - Pneus e outros materiais rodantes,,07/05/2013
Itajaí,ITAPEMA,MEIA PRAIA,Comércio,ARM - Armadilha,,14/02/2013
Chapecó,CHAPECÓ,JARDIM ITALIA,Outros,ARM - Armadilha,,15/03/2013
Chapecó,CHAPECÓ,ENGENHO BRAUM,Residência,ARM - Armadilha,,01/04/2013
Chapecó,CHAPECÓ,BOM PASTOR,Comércio,ARM - Armadilha,,02/12/2013
Tubarão,TUBARÃO,HUMAITÁ DE CIMA,Comércio,ARM - Armadilha,,04/03/2013
Chapecó,CHAPECÓ,JARDIM ITALIA,Comércio,ARM - Armadilha,,12/12/2013
Chapecó,CHAPECÓ,CENTRO,Comércio,ARM - Armadilha,,07/03/2013
Chapecó,CHAPECÓ,CRISTO REI,Residência,ARM - Armadilha,,09/04/2013
Itajaí,ITAPEMA,MEIA PRAIA,Residência,ARM - Armadilha,,14/02/2013
São Miguel do Oeste,SÃO MIGUEL DO OESTE,B.SAGRADO CORAÇÃO,Residência,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,15/04/2013
Jaraguá do Sul,JARAGUÁ DO SUL,ÁGUA VERDE,Ponto Estratégico,ARM - Armadilha,,05/04/2013
São Miguel do Oeste,SÃO MIGUEL DO OESTE,BAIRRO SALETE,Residência,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,20/02/2013
Concórdia,CONCÓRDIA,NAZARÉ,Comércio,ARM - Armadilha,,26/03/2013
São José,SÃO JOSÉ,SERRARIA,Ponto Estratégico,ARM - Armadilha,,12/04/2013
São José,SÃO JOÃO BATISTA,CARDOSO,Ponto Estratégico,ARM - Armadilha,,09/01/2013
Concórdia,CONCÓRDIA,SÃO CRISTOVÃO,Residência,ARM - Armadilha,,30/04/2013
Araranguá,ARARANGUÁ,MATO ALTO,Ponto Estratégico,D1 - Pneus e outros materiais rodantes,,22/01/2013
São Miguel do Oeste,SÃO MIGUEL DO OESTE,BAIRO SÃO JORGE,Ponto Estratégico,ARM - Armadilha,,06/05/2013
Chapecó,CHAPECÓ,PARQUE DAS PALMEIRAS,Residência,A1 - Caixa d'agua (elevado),,04/03/2013
Xanxerê,XAXIM,ALVORADA,Residência,ARM - Armadilha,,20/05/2013
Itajaí,BALNEÁRIO CAMBORIÚ,NACOES,Ponto Estratégico,ARM - Armadilha,,28/01/2013
Chapecó,CHAPECÓ,SAO CRISTOVAO,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,14/05/2013
Chapecó,CHAPECÓ,SAIC,Residência,ARM - Armadilha,,06/03/2013
Chapecó,CHAPECÓ,BELA VISTA,Comércio,ARM - Armadilha,,01/04/2013
Joinville,JOINVILLE,GLORIA,Comércio,ARM - Armadilha,,21/01/2013
Chapecó,CHAPECÓ,PASSO DOS FORTES,Comércio,ARM - Armadilha,,08/04/2013
Chapecó,CHAPECÓ,BELA VISTA,Comércio,ARM - Armadilha,,21/01/2013
Xanxerê,XAXIM,SANTA TEREZINHA,Residência,A1 - Caixa d'agua (elevado),,15/01/2013
Tubarão,TUBARÃO,HUMAITÁ DE CIMA,Ponto Estratégico,D1 - Pneus e outros materiais rodantes,,04/03/2013
Chapecó,CHAPECÓ,BELA VISTA,Residência,ARM - Armadilha,,21/01/2013
Chapecó,CHAPECÓ,CRISTO REI,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,05/07/2013
Xanxerê,XAXIM,BELA VISTA,Residência,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,15/03/2013
Xanxerê,XAXIM,ALVORADA,Ponto Estratégico,  - Mosquito Adulto,,18/03/2013
São Miguel do Oeste,SÃO MIGUEL DO OESTE,CENTRO,Ponto Estratégico,ARM - Armadilha,,03/12/2013
São José,TIJUCAS,CENTRO,Residência,B - Pequenos depósitos móveis,,18/03/2013
Xanxerê,XANXERÊ,CENTRO,Comércio,ARM - Armadilha,,25/04/2013
Joinville,JOINVILLE,PIRABEIRABA,Comércio,ARM - Armadilha,,12/02/2013
Chapecó,CHAPECÓ,BELVEDERE,Outros,ARM - Armadilha,,26/03/2013
Xanxerê,XAXIM,ARI LUNARDI,Outros,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,31/05/2013
São Miguel do Oeste,SÃO MIGUEL DO OESTE,CENTRO,Comércio,ARM - Armadilha,,19/11/2013
São Miguel do Oeste,SÃO MIGUEL DO OESTE,CENTRO,Comércio,D1 - Pneus e outros materiais rodantes,,27/02/2013
Chapecó,CHAPECÓ,PASSO DOS FORTES,Comércio,ARM - Armadilha,,04/12/2013
São Miguel do Oeste,SÃO MIGUEL DO OESTE,BAIRRO SALETE,Comércio,ARM - Armadilha,,06/03/2013
Joinville,JOINVILLE,FLORESTA,Residência,ARM - Armadilha,,09/04/2013
Chapecó,CHAPECÓ,EFAPI,Residência,ARM - Armadilha,,10/04/2013
Chapecó,CHAPECÓ,SAO CRISTOVAO,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,01/04/2013
Chapecó,CHAPECÓ,EFAPI,Residência,ARM - Armadilha,,15/02/2013
Chapecó,CHAPECÓ,CENTRO,Comércio,ARM - Armadilha,,22/03/2013
Jaraguá do Sul,JARAGUÁ DO SUL,ÁGUA VERDE,Ponto Estratégico,E - Depósitos naturais,,09/04/2013
Chapecó,CHAPECÓ,PRESIDENTE MEDICI,Residência,ARM - Armadilha,,20/02/2013
São Miguel do Oeste,SÃO MIGUEL DO OESTE,BAIRRO JARDIM PEPERI,Terreno baldio,A2 - Outros depósitos de armazenamento de água,,08/02/2013
Chapecó,CHAPECÓ,CRISTO REI,Residência,ARM - Armadilha,,23/04/2013
Xanxerê,XANXERÊ,DISTRITO INDUSTRIAL NOSSA SENHORA DE LOURDES,Ponto Estratégico,D1 - Pneus e outros materiais rodantes,,09/01/2013
São José,PALHOÇA,PONTE DO IMARUIM,Residência,B - Pequenos depósitos móveis,,06/05/2013
Chapecó,CHAPECÓ,PARAÍSO,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,23/01/2013
Chapecó,CHAPECÓ,ALVORADA,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,07/05/2013
Blumenau,POMERODE,CENTRO,Residência,ARM - Armadilha,,04/03/2013
São Miguel do Oeste,SÃO MIGUEL DO OESTE,B.AGOSTINI,Residência,ARM - Armadilha,,26/12/2013
Itajaí,ITAPEMA,MEIA PRAIA,Comércio,ARM - Armadilha,,08/01/2013
São Miguel do Oeste,SÃO MIGUEL DO OESTE,B. SAGRADO CORAÇÃO,Ponto Estratégico,ARM - Armadilha,,16/05/2013
Chapecó,GUATAMBÚ,LOTEAMENTO DEFAVERRI,Residência,ARM - Armadilha,,08/03/2013
Chapecó,CHAPECÓ,PALMITAL,Comércio,ARM - Armadilha,,02/04/2013
Itajaí,BALNEÁRIO PIÇARRAS,CENTRO,Comércio,D1 - Pneus e outros materiais rodantes,,22/01/2013
Xanxerê,XAXIM,BELA VISTA,Residência,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,03/01/2013
Chapecó,CHAPECÓ,CRISTO REI,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,26/02/2013
Xanxerê,XAXIM,BELA VISTA,Residência,A2 - Outros depósitos de armazenamento de água,,17/01/2013
Blumenau,BLUMENAU,ITOUPAVAZINHA,Ponto Estratégico,ARM - Armadilha,,07/03/2013
Chapecó,CHAPECÓ,JARDIM AMERICA,Ponto Estratégico,A2 - Outros depósitos de armazenamento de água,,16/07/2013
Chapecó,CHAPECÓ,VILA REAL,Residência,ARM - Armadilha,,15/03/2013
São Miguel do Oeste,SÃO MIGUEL DO OESTE,B. SÃO LUIZ,Comércio,ARM - Armadilha,,18/04/2013
Chapecó,CHAPECÓ,TREVO,Comércio,ARM - Armadilha,,04/02/2013
São Miguel do Oeste,SÃO MIGUEL DO OESTE,CENTRO,Ponto Estratégico,ARM - Armadilha,,17/12/2013
São Miguel do Oeste,SÃO MIGUEL DO OESTE,CENTRO,Residência,ARM - Armadilha,,21/03/2013
Chapecó,PINHALZINHO,SANTO ANTONIO,Comércio,ARM - Armadilha,,29/04/2013
Chapecó,CHAPECÓ,GOIO-EN,Comércio,ARM - Armadilha,,13/02/2013
Chapecó,CHAPECÓ,PRESIDENTE MEDICI,Outros,ARM - Armadilha,,06/03/2013
Chapecó,CHAPECÓ,SANTO ANTONIO,Residência,ARM - Armadilha,,28/03/2013
Chapecó,CHAPECÓ,PRESIDENTE MEDICI,Outros,A2 - Outros depósitos de armazenamento de água,,23/10/2013
Chapecó,PINHALZINHO,SANTO ANTONIO,Comércio,D1 - Pneus e outros materiais rodantes,,21/11/2013
Chapecó,CHAPECÓ,JARDIM ITALIA,Comércio,ARM - Armadilha,,27/02/2013
Chapecó,CHAPECÓ,PASSO DOS FORTES,Comércio,ARM - Armadilha,,11/12/2013
São Miguel do Oeste,SÃO MIGUEL DO OESTE,CENTRO,Comércio,ARM - Armadilha,,07/03/2013
Chapecó,CHAPECÓ,MARIA GORETI,Residência,ARM - Armadilha,,09/04/2013
Joinville,JOINVILLE,SÃO MARCOS,Residência,ARM - Armadilha,,12/04/2013
Chapecó,CHAPECÓ,SAO CRISTOVAO,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,03/04/2013
Xanxerê,XAXIM,PRIMAVERA,Residência,ARM - Armadilha,,18/02/2013
Chapecó,CHAPECÓ,SAO CRISTOVAO,Comércio,ARM - Armadilha,,25/03/2013
Chapecó,CHAPECÓ,BELA VISTA,Ponto Estratégico,D1 - Pneus e outros materiais rodantes,,09/04/2013
São Miguel do Oeste,SÃO MIGUEL DO OESTE,CENTRO,Terreno baldio,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,14/03/2013
Chapecó,PINHALZINHO,EFACIP,Residência,A2 - Outros depósitos de armazenamento de água,,24/04/2013
Xanxerê,XAXIM,ALVORADA,Ponto Estratégico,ARM - Armadilha,,15/04/2013
Joinville,JOINVILLE,FLORESTA,Residência,ARM - Armadilha,,26/02/2013
São Miguel do Oeste,SÃO MIGUEL DO OESTE,BAIRRO ANDREATA,Residência,D1 - Pneus e outros materiais rodantes,,22/03/2013
Chapecó,CHAPECÓ,SAO CRISTOVAO,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,25/04/2013
Chapecó,CHAPECÓ,VILA REAL,Residência,ARM - Armadilha,,26/03/2013
Tubarão,SÃO LUDGERO,BEIRA RIO,Residência,ARM - Armadilha,,07/06/2013
Chapecó,CHAPECÓ,SAO CRISTOVAO,Ponto Estratégico,D1 - Pneus e outros materiais rodantes,,01/02/2013
Chapecó,CHAPECÓ,PINHEIRINHO,Residência,ARM - Armadilha,,07/03/2013
Itajaí,BALNEÁRIO CAMBORIÚ,NOVA ESPERANCA,Residência,ARM - Armadilha,,13/11/2013
Jaraguá do Sul,JARAGUÁ DO SUL,CENTRO,Ponto Estratégico,C - Depósitos Fixos,,15/02/2013
Chapecó,CHAPECÓ,ENGENHO BRAUM,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,03/06/2013
Chapecó,CHAPECÓ,EFAPI,Residência,ARM - Armadilha,,11/03/2013
Joinville,JOINVILLE,BOEHMERWALD,Comércio,ARM - Armadilha,Armadilha,10/04/2013
Chapecó,CHAPECÓ,SAO CRISTOVAO,Comércio,ARM - Armadilha,,21/01/2013
Chapecó,CHAPECÓ,SAO CRISTOVAO,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,18/06/2013
Chapecó,CHAPECÓ,PASSO DOS FORTES,Comércio,ARM - Armadilha,,15/04/2013
Tubarão,TUBARÃO,VILA ESPERANCA,Comércio,D1 - Pneus e outros materiais rodantes,,29/01/2013
Itajaí,ITAPEMA,MEIA PRAIA,Residência,ARM - Armadilha,,21/01/2013
São José,BIGUAÇU,PRAIA JOÃO ROSA,Ponto Estratégico,D1 - Pneus e outros materiais rodantes,,21/03/2013
Chapecó,CHAPECÓ,PARAÍSO,Residência,ARM - Armadilha,,28/01/2013
São Miguel do Oeste,SÃO MIGUEL DO OESTE,B.AGOSTINI,Outros,ARM - Armadilha,,14/02/2013
Chapecó,CHAPECÓ,EFAPI,Outros,C - Depósitos Fixos,,06/05/2013
Mafra,SÃO BENTO DO SUL,OXFORD,Comércio,ARM - Armadilha,,05/06/2013
Itajaí,ITAPEMA,MEIA PRAIA,Comércio,ARM - Armadilha,,18/02/2013
Chapecó,CHAPECÓ,PASSO DOS FORTES,Outros,A2 - Outros depósitos de armazenamento de água,,07/05/2013
Xanxerê,XAXIM,ALVORADA,Comércio,ARM - Armadilha,,17/09/2013
Chapecó,CHAPECÓ,SANTA MARIA,Comércio,ARM - Armadilha,,25/02/2013
São Miguel do Oeste,SÃO MIGUEL DO OESTE,BAIRRO SÃO LUIZ,Residência,ARM - Armadilha,,03/04/2013
São Miguel do Oeste,SÃO MIGUEL DO OESTE,CENTRO,Residência,A2 - Outros depósitos de armazenamento de água,,01/02/2013
Chapecó,CHAPECÓ,SAIC,Residência,ARM - Armadilha,,05/04/2013
Itajaí,ITAPEMA,MEIA PRAIA,Terreno baldio,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,29/04/2013
Chapecó,CORONEL FREITAS,CIARINI,Residência,ARM - Armadilha,,06/02/2013
São José,SÃO JOSÉ,CAMPINAS,Comércio,ARM - Armadilha,,11/03/2013
São José,SANTO AMARO DA IMPERATRIZ,CENTRO,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,25/03/2013
Chapecó,CORDILHEIRA ALTA,TREVO,Comércio,ARM - Armadilha,,18/03/2013
Chapecó,PINHALZINHO,DIVINÉIA,Residência,A2 - Outros depósitos de armazenamento de água,,15/04/2013
Chapecó,CHAPECÓ,PINHEIRINHO,Residência,ARM - Armadilha,,21/02/2013
Chapecó,CHAPECÓ,SANTO ANTONIO,Residência,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,19/04/2013
Chapecó,CHAPECÓ,LIDER,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,18/04/2013
Chapecó,CHAPECÓ,BOM PASTOR,Residência,ARM - Armadilha,,26/02/2013
Chapecó,CHAPECÓ,PARAÍSO,Residência,ARM - Armadilha,,25/03/2013
Blumenau,BLUMENAU,ITOUPAVA CENTRAL,Ponto Estratégico,ARM - Armadilha,,02/05/2013
São Miguel do Oeste,SÃO MIGUEL DO OESTE,CENTRO,Residência,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,27/03/2013
São José,SÃO JOÃO BATISTA,ITAJUBA II,Residência,ARM - Armadilha,,20/06/2013
Joinville,JOINVILLE,ZONA INDUSTRIAL NORTE,Ponto Estratégico,ARM - Armadilha,,06/02/2013
Chapecó,CHAPECÓ,SANTO ANTONIO,Residência,ARM - Armadilha,,08/03/2013
São Miguel do Oeste,SÃO MIGUEL DO OESTE,BAIRRO ANDREATA,Residência,ARM - Armadilha,,12/12/2013
Itajaí,BALNEÁRIO CAMBORIÚ,ESTADOS,Ponto Estratégico,ARM - Armadilha,,18/02/2013
Jaraguá do Sul,JARAGUÁ DO SUL,TRÊS RIOS DO SUL,Ponto Estratégico,ARM - Armadilha,,05/06/2013
Chapecó,CHAPECÓ,UNIVERSITARIO,Residência,ARM - Armadilha,,12/03/2013
Chapecó,CHAPECÓ,LIDER,Comércio,ARM - Armadilha,,09/04/2013
Chapecó,CHAPECÓ,PASSO DOS FORTES,Comércio,ARM - Armadilha,,21/01/2013
Chapecó,CHAPECÓ,LIDER,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,27/06/2013
