Relatório de focos de Aedes aegypti e Aedes albopictus,,,,,,
Período: de 01/01/2013 a 31/12/2013,,,,,,
Atualizado em 26/05/2023,,,,,,
Regional,Município,Localidade,Imóvel,Depósito,Tipo de Atividade,Data da Coleta
Xanxerê,XAXIM,ALVORADA,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,21/05/2013
São José,FLORIANÓPOLIS,MONTE CRISTO,Comércio,ARM - Armadilha,,04/04/2013
Chapecó,CHAPECÓ,SANTA MARIA,Comércio,ARM - Armadilha,,21/01/2013
Chapecó,CHAPECÓ,LIDER,Residência,ARM - Armadilha,,14/01/2013
Tubarão,TUBARÃO,HUMAITÁ DE CIMA,Ponto Estratégico,D1 - Pneus e outros materiais rodantes,,01/03/2013
Chapecó,CHAPECÓ,ALVORADA,Residência,ARM - Armadilha,,21/01/2013
Chapecó,CHAPECÓ,PINHEIRINHO,Residência,ARM - Armadilha,,13/03/2013
Blumenau,BLUMENAU,FORTALEZA ALTA,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,13/03/2013
São Miguel do Oeste,SÃO MIGUEL DO OESTE,CENTRO,Ponto Estratégico,ARM - Armadilha,,04/11/2013
Chapecó,CHAPECÓ,ENGENHO BRAUM,Residência,ARM - Armadilha,,18/03/2013
Chapecó,CHAPECÓ,PASSO DOS FORTES,Comércio,ARM - Armadilha,,23/04/2013
São Miguel do Oeste,SÃO MIGUEL DO OESTE,BAIRRO SÃO JORGE,Comércio,ARM - Armadilha,,05/02/2013
Chapecó,CHAPECÓ,VILA REAL,Outros,ARM - Armadilha,,02/04/2013
Chapecó,PINHALZINHO,DIVINÉIA,Comércio,ARM - Armadilha,,06/05/2013
Chapecó,CHAPECÓ,PRESIDENTE MEDICI,Comércio,ARM - Armadilha,,14/02/2013
São José,FLORIANÓPOLIS,SANTINHO,Outros,ARM - Armadilha,,14/03/2013
São Miguel do Oeste,SÃO MIGUEL DO OESTE,BAIRRO AGOSTINI,Residência,A2 - Outros depósitos de armazenamento de água,,01/04/2013
Chapecó,CHAPECÓ,BOM PASTOR,Outros,ARM - Armadilha,,17/12/2013
Chapecó,CHAPECÓ,ESPLANADA,Comércio,ARM - Armadilha,,02/12/2013
Chapecó,CHAPECÓ,TREVO,Comércio,ARM - Armadilha,,28/02/2013
Chapecó,CHAPECÓ,SAO CRISTOVAO,Comércio,ARM - Armadilha,,12/12/2013
Chapecó,CHAPECÓ,CENTRO,Comércio,ARM - Armadilha,,07/03/2013
Chapecó,CHAPECÓ,CRISTO REI,Residência,ARM - Armadilha,,09/04/2013
Chapecó,CHAPECÓ,SANTA MARIA,Residência,ARM - Armadilha,,14/02/2013
Chapecó,CHAPECÓ,SANTO ANTONIO,Residência,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,13/04/2013
Chapecó,CHAPECÓ,PASSO DOS FORTES,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,04/04/2013
São Miguel do Oeste,SÃO MIGUEL DO OESTE,BAIRRO SALETE,Residência,A2 - Outros depósitos de armazenamento de água,,20/02/2013
Chapecó,CHAPECÓ,CRISTO REI,Comércio,ARM - Armadilha,,26/03/2013
Chapecó,CHAPECÓ,CRISTO REI,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,11/04/2013
Chapecó,CHAPECÓ,CENTRO,Ponto Estratégico,B - Pequenos depósitos móveis,,09/01/2013
São Miguel do Oeste,SÃO MIGUEL DO OESTE,BAIRO ESTRELA,Residência,ARM - Armadilha,,30/04/2013
Xanxerê,XAXIM,ALVORADA,Ponto Estratégico,ARM - Armadilha,,22/01/2013
Chapecó,CHAPECÓ,PARQUE DAS PALMEIRAS,Residência,ARM - Armadilha,,04/03/2013
Itajaí,ITAPEMA,MEIA PRAIA,Residência,ARM - Armadilha,,15/05/2013
Jaraguá do Sul,JARAGUÁ DO SUL,ILHA DA FIGUEIRA,Ponto Estratégico,ARM - Armadilha,,28/01/2013
Chapecó,CHAPECÓ,SANTA MARIA,Ponto Estratégico,A2 - Outros depósitos de armazenamento de água,,13/05/2013
Chapecó,CHAPECÓ,MARIA GORETI,Residência,ARM - Armadilha,,06/03/2013
Chapecó,CHAPECÓ,ALVORADA,Comércio,ARM - Armadilha,,01/04/2013
Chapecó,CHAPECÓ,CENTRO,Comércio,ARM - Armadilha,,17/01/2013
Chapecó,CHAPECÓ,ALVORADA,Comércio,ARM - Armadilha,,08/04/2013
Chapecó,CHAPECÓ,BELA VISTA,Comércio,ARM - Armadilha,,21/01/2013
Chapecó,CHAPECÓ,ALVORADA,Residência,ARM - Armadilha,,14/01/2013
Chapecó,GUATAMBÚ,FAZENDA ZANDAVALLI,Ponto Estratégico,D1 - Pneus e outros materiais rodantes,,01/03/2013
Chapecó,CHAPECÓ,SAIC,Residência,ARM - Armadilha,,23/01/2013
Chapecó,CHAPECÓ,ELDORADO,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,28/06/2013
Chapecó,CHAPECÓ,EFAPI,Residência,ARM - Armadilha,,13/03/2013
Xanxerê,XAXIM,ALVORADA,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,18/03/2013
Chapecó,CHAPECÓ,SAO CRISTOVAO,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,28/11/2013
Itajaí,ITAPEMA,MEIA PRAIA,Residência,ARM - Armadilha,,15/03/2013
Itajaí,ITAPEMA,MEIA PRAIA,Comércio,ARM - Armadilha,,22/04/2013
São Miguel do Oeste,SÃO MIGUEL DO OESTE,CENTRO,Comércio,ARM - Armadilha,,08/02/2013
São Miguel do Oeste,SÃO MIGUEL DO OESTE,BAIRRO SÃO LUIZ,Comércio,ARM - Armadilha,,08/05/2013
São José,PALHOÇA,PONTE DO IMARUIM,Comércio,ARM - Armadilha,,14/02/2013
Chapecó,CHAPECÓ,SAIC,Outros,ARM - Armadilha,,22/03/2013
São Miguel do Oeste,BELMONTE,CENTRO,Outros,A2 - Outros depósitos de armazenamento de água,,03/06/2013
Chapecó,CHAPECÓ,PALMITAL,Comércio,ARM - Armadilha,,18/11/2013
Chapecó,CHAPECÓ,BELA VISTA,Residência,ARM - Armadilha,,01/04/2013
São Miguel do Oeste,SÃO MIGUEL DO OESTE,BAIRRO SALETE,Comércio,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,26/02/2013
Chapecó,CHAPECÓ,PASSO DOS FORTES,Comércio,ARM - Armadilha,,04/12/2013
São Miguel do Oeste,SÃO MIGUEL DO OESTE,BAIRRO SÃO JORGE,Comércio,ARM - Armadilha,,04/03/2013
São Miguel do Oeste,SÃO MIGUEL DO OESTE,CENTRO,Residência,E - Depósitos naturais,,09/04/2013
Chapecó,CHAPECÓ,EFAPI,Residência,ARM - Armadilha,,10/04/2013
Chapecó,CHAPECÓ,SAO CRISTOVAO,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,01/04/2013
Chapecó,CHAPECÓ,EFAPI,Residência,ARM - Armadilha,,15/02/2013
Criciúma,CRICIÚMA,COMERCIARIO,Comércio,ARM - Armadilha,,22/03/2013
Chapecó,CHAPECÓ,BELA VISTA,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,08/04/2013
Chapecó,CHAPECÓ,EFAPI,Residência,ARM - Armadilha,,20/02/2013
Xanxerê,XANXERÊ,DISTRITO INDUSTRIAL NOSSA SENHORA DE LOURDES,Terreno baldio,D1 - Pneus e outros materiais rodantes,,10/01/2013
São Miguel do Oeste,SÃO MIGUEL DO OESTE,CENTRO,Residência,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,23/04/2013
São Miguel do Oeste,SÃO MIGUEL DO OESTE,CENTRO,Residência,ARM - Armadilha,,03/05/2013
Chapecó,CHAPECÓ,CRISTO REI,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,23/01/2013
Chapecó,CHAPECÓ,CRISTO REI,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,06/05/2013
São Miguel do Oeste,SÃO MIGUEL DO OESTE,BAIRRO ANDREATA,Residência,ARM - Armadilha,,05/03/2013
São Miguel do Oeste,SÃO MIGUEL DO OESTE,B.AGOSTINI,Residência,ARM - Armadilha,,26/12/2013
Chapecó,PINHALZINHO,DIVINÉIA,Comércio,B - Pequenos depósitos móveis,,09/01/2013
São Miguel do Oeste,SÃO MIGUEL DO OESTE,B. SAGRADO CORAÇÃO,Ponto Estratégico,ARM - Armadilha,,16/05/2013
São Miguel do Oeste,SÃO MIGUEL DO OESTE,BAIRRO SÃO LUIZ,Residência,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,08/03/2013
São Miguel do Oeste,SÃO MIGUEL DO OESTE,B. SÃO SEBASTIÃO,Comércio,C - Depósitos Fixos,,02/04/2013
Itajaí,BALNEÁRIO PIÇARRAS,CENTRO,Comércio,D1 - Pneus e outros materiais rodantes,,22/01/2013
Chapecó,CHAPECÓ,SAIC,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,26/02/2013
Chapecó,CHAPECÓ,PALMITAL,Residência,ARM - Armadilha,,17/01/2013
Chapecó,CHAPECÓ,BOM PASTOR,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,06/03/2013
Chapecó,CHAPECÓ,ENGENHO BRAUM,Ponto Estratégico,D1 - Pneus e outros materiais rodantes,,11/07/2013
Chapecó,CHAPECÓ,VILA REAL,Residência,ARM - Armadilha,,15/03/2013
São Miguel do Oeste,SÃO JOSÉ DO CEDRO,BAIRRO SANTA RITA,Comércio,ARM - Armadilha,,18/04/2013
Chapecó,CHAPECÓ,MARIA GORETI,Comércio,ARM - Armadilha,,04/02/2013
São Miguel do Oeste,SÃO MIGUEL DO OESTE,CENTRO,Ponto Estratégico,ARM - Armadilha,,17/12/2013
São Miguel do Oeste,SÃO MIGUEL DO OESTE,BAIRRO ANDREATA,Residência,A2 - Outros depósitos de armazenamento de água,,21/03/2013
Tubarão,TUBARÃO,SÃO JOÃO MARGEM  ESQUERDA,Comércio,ARM - Armadilha,,29/04/2013
Chapecó,CHAPECÓ,CENTRO,Comércio,ARM - Armadilha,,08/02/2013
Chapecó,CHAPECÓ,MARIA GORETI,Outros,ARM - Armadilha,,06/03/2013
São Miguel do Oeste,SÃO MIGUEL DO OESTE,B.SAGRADO CORAÇÃO,Residência,ARM - Armadilha,,27/03/2013
Chapecó,GUATAMBÚ,CENTRO,Outros,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,19/09/2013
Chapecó,CHAPECÓ,JARDIM ITALIA,Comércio,ARM - Armadilha,,21/11/2013
Chapecó,CHAPECÓ,EFAPI,Comércio,ARM - Armadilha,,27/02/2013
Chapecó,CHAPECÓ,UNIVERSITARIO,Comércio,ARM - Armadilha,,09/12/2013
Tubarão,TUBARÃO,VILA ESPERANCA,Comércio,ARM - Armadilha,,07/03/2013
Chapecó,CHAPECÓ,MARIA GORETI,Residência,ARM - Armadilha,,09/04/2013
Chapecó,PINHALZINHO,PIONEIRO,Residência,A2 - Outros depósitos de armazenamento de água,,10/04/2013
Chapecó,CHAPECÓ,SAO CRISTOVAO,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,03/04/2013
Xanxerê,XAXIM,ALVORADA,Residência,ARM - Armadilha,,18/02/2013
Chapecó,CHAPECÓ,EFAPI,Comércio,ARM - Armadilha,,25/03/2013
Chapecó,CHAPECÓ,CRISTO REI,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,09/04/2013
São Miguel do Oeste,SÃO MIGUEL DO OESTE,BAIRRO COAB CASAS POPULARES,Residência,ARM - Armadilha,,21/02/2013
Chapecó,GUATAMBÚ,FAZENDA ZANDAVALLI,Terreno baldio,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,05/03/2013
Xanxerê,XAXIM,ALVORADA,Residência,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,22/04/2013
Chapecó,CHAPECÓ,BELA VISTA,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,15/01/2013
Chapecó,CHAPECÓ,EFAPI,Residência,ARM - Armadilha,,27/02/2013
São Miguel do Oeste,SÃO MIGUEL DO OESTE,CENTRO,Residência,A2 - Outros depósitos de armazenamento de água,,07/05/2013
Araranguá,ARARANGUÁ,MATO ALTO,Ponto Estratégico,D1 - Pneus e outros materiais rodantes,,23/01/2013
São Miguel do Oeste,SÃO MIGUEL DO OESTE,BAIRO SÃO LUIS,Ponto Estratégico,ARM - Armadilha,,08/05/2013
Chapecó,CHAPECÓ,VILA MATELLI,Residência,ARM - Armadilha,,05/03/2013
São Miguel do Oeste,SÃO MIGUEL DO OESTE,B. SAGRADO CORAÇÃO,Residência,ARM - Armadilha,,26/12/2013
Xanxerê,XANXERÊ,DISTRITO INDUSTRIAL NOSSA SENHORA DE LOURDES,Comércio,D1 - Pneus e outros materiais rodantes,,09/01/2013
Chapecó,CHAPECÓ,CRISTO REI,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,21/05/2013
São Miguel do Oeste,SÃO MIGUEL DO OESTE,CENTRO,Comércio,ARM - Armadilha,,04/04/2013
Chapecó,PINHALZINHO,PIONEIRO,Comércio,ARM - Armadilha,,21/01/2013
São Miguel do Oeste,SÃO MIGUEL DO OESTE,BAIRRO AGOSTINI,Residência,ARM - Armadilha,,09/01/2013
São José,BIGUAÇU,UNIVERSITARIO,Ponto Estratégico,ARM - Armadilha,,14/02/2013
Xanxerê,XANXERÊ,VENEZA,Ponto Estratégico,D1 - Pneus e outros materiais rodantes,,03/06/2013
Chapecó,CHAPECÓ,EFAPI,Residência,ARM - Armadilha,,11/03/2013
São Miguel do Oeste,SÃO MIGUEL DO OESTE,BAIRO AGOSTINI,Comércio,ARM - Armadilha,,10/04/2013
Chapecó,CHAPECÓ,EFAPI,Comércio,ARM - Armadilha,,22/01/2013
Chapecó,CHAPECÓ,SAO CRISTOVAO,Ponto Estratégico,B - Pequenos depósitos móveis,,17/06/2013
Chapecó,CHAPECÓ,PARAÍSO,Comércio,ARM - Armadilha,,15/04/2013
Chapecó,CHAPECÓ,SAIC,Comércio,ARM - Armadilha,,28/01/2013
Joinville,JOINVILLE,COSTA E SILVA,Residência,ARM - Armadilha,,23/01/2013
Chapecó,CHAPECÓ,PRESIDENTE MEDICI,Ponto Estratégico,B - Pequenos depósitos móveis,,21/03/2013
Concórdia,CONCÓRDIA,REDIN,Residência,ARM - Armadilha,,23/01/2013
Chapecó,CHAPECÓ,PRESIDENTE MEDICI,Outros,ARM - Armadilha,,05/02/2013
Joinville,JOINVILLE,FLORESTA,Outros,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,06/05/2013
Itajaí,BALNEÁRIO CAMBORIÚ,CENTRO 2,Comércio,E - Depósitos naturais,,28/05/2013
São Miguel do Oeste,SÃO MIGUEL DO OESTE,BAIRRO SÃO LUIZ,Comércio,ARM - Armadilha,,21/02/2013
Chapecó,CHAPECÓ,PRESIDENTE MEDICI,Outros,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,07/05/2013
Joinville,JOINVILLE,RIO BONITO,Comércio,ARM - Armadilha,,09/09/2013
Chapecó,CHAPECÓ,VILA MATELLI,Comércio,ARM - Armadilha,,25/02/2013
São Miguel do Oeste,DIONÍSIO CERQUEIRA,BAIRRO UNIÃO,Residência,B - Pequenos depósitos móveis,,03/04/2013
Xanxerê,XAXIM,ALVORADA,Residência,A2 - Outros depósitos de armazenamento de água,,31/01/2013
São José,FLORIANÓPOLIS,MONTE CRISTO,Residência,ARM - Armadilha,,04/04/2013
Xanxerê,XAXIM,ARI LUNARDI,Terreno baldio,D1 - Pneus e outros materiais rodantes,,19/04/2013
Xanxerê,XAXIM,ALVORADA,Residência,B - Pequenos depósitos móveis,,05/02/2013
São José,FLORIANÓPOLIS,COLONINHA,Comércio,ARM - Armadilha,,11/03/2013
Chapecó,CHAPECÓ,CENTRO,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,28/03/2013
Chapecó,CHAPECÓ,PRESIDENTE MEDICI,Comércio,ARM - Armadilha,,18/03/2013
São Miguel do Oeste,SÃO MIGUEL DO OESTE,BAIRO SÃO LUIS,Residência,ARM - Armadilha,,17/04/2013
Chapecó,CHAPECÓ,SANTO ANTONIO,Residência,ARM - Armadilha,,21/02/2013
Xanxerê,XAXIM,CENTRO,Residência,A2 - Outros depósitos de armazenamento de água,,17/04/2013
Chapecó,CHAPECÓ,LIDER,Ponto Estratégico,D1 - Pneus e outros materiais rodantes,,17/04/2013
Chapecó,CHAPECÓ,PRESIDENTE MEDICI,Residência,ARM - Armadilha,,26/02/2013
São Miguel do Oeste,SÃO MIGUEL DO OESTE,CENTRO,Residência,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,25/03/2013
Itajaí,BALNEÁRIO CAMBORIÚ,SÃO JUDAS,Ponto Estratégico,ARM - Armadilha,,29/04/2013
São Miguel do Oeste,SÃO MIGUEL DO OESTE,CENTRO,Residência,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,27/03/2013
Chapecó,PINHALZINHO,CENTRO,Residência,A2 - Outros depósitos de armazenamento de água,,18/06/2013
Chapecó,CHAPECÓ,JARDIM AMERICA,Ponto Estratégico,A2 - Outros depósitos de armazenamento de água,,04/02/2013
Chapecó,CHAPECÓ,VILA REAL,Residência,ARM - Armadilha,,08/03/2013
Xanxerê,XAXIM,BELA VISTA,Residência,ARM - Armadilha,,09/12/2013
Chapecó,CHAPECÓ,PASSO DOS FORTES,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,19/02/2013
Blumenau,BLUMENAU,SALTO WEISSBACH,Ponto Estratégico,ARM - Armadilha,,04/06/2013
São Miguel do Oeste,SÃO MIGUEL DO OESTE,BAIRRO ESTRELA,Residência,ARM - Armadilha,,12/03/2013
Chapecó,CHAPECÓ,CRISTO REI,Comércio,ARM - Armadilha,,09/04/2013
Chapecó,CHAPECÓ,PRESIDENTE MEDICI,Comércio,ARM - Armadilha,,21/01/2013
Blumenau,BLUMENAU,ITOUPAVAZINHA,Ponto Estratégico,ARM - Armadilha,,24/06/2013
São José,FLORIANÓPOLIS,CAPOEIRAS,Comércio,ARM - Armadilha,,15/04/2013
Joinville,JOINVILLE,VILA NOVA,Comércio,ARM - Armadilha,,31/01/2013
Chapecó,CHAPECÓ,SAO CRISTOVAO,Residência,ARM - Armadilha,,21/01/2013
Chapecó,CHAPECÓ,QUEDAS DO PALMITAL,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,22/03/2013
Chapecó,CHAPECÓ,SANTA MARIA,Residência,ARM - Armadilha,,28/01/2013
São Miguel do Oeste,SÃO MIGUEL DO OESTE,SAGRADO CORAÇÃO,Outros,ARM - Armadilha,,21/02/2013
Chapecó,CHAPECÓ,BOA VISTA,Outros,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,06/05/2013
Xanxerê,XAXIM,CENTRO,Comércio,ARM - Armadilha,,10/06/2013
São Miguel do Oeste,SÃO MIGUEL DO OESTE,CENTRO,Comércio,ARM - Armadilha,,21/02/2013
Araranguá,SOMBRIO,RAIZEIRA,Outros,ARM - Armadilha,,24/04/2013
Chapecó,PALMITOS,CENTRO,Comércio,ARM - Armadilha,,14/10/2013
Chapecó,CHAPECÓ,MARIA GORETI,Comércio,ARM - Armadilha,,26/02/2013
Chapecó,CHAPECÓ,PARQUE DAS PALMEIRAS,Residência,ARM - Armadilha,,03/04/2013
Chapecó,CHAPECÓ,VILA REAL,Residência,ARM - Armadilha,,01/02/2013
Chapecó,CHAPECÓ,ALVORADA,Residência,ARM - Armadilha,,08/04/2013
Chapecó,CHAPECÓ,PRESIDENTE MEDICI,Terreno baldio,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,07/05/2013
Xanxerê,XAXIM,ALVORADA,Residência,A2 - Outros depósitos de armazenamento de água,,08/02/2013
São Miguel do Oeste,SÃO MIGUEL DO OESTE,BAIRRO ANDREATA,Comércio,ARM - Armadilha,,13/03/2013
Chapecó,CHAPECÓ,SAO CRISTOVAO,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,01/04/2013
Joinville,JOINVILLE,FLORESTA,Comércio,ARM - Armadilha,,21/03/2013
Chapecó,CHAPECÓ,EFAPI,Residência,ARM - Armadilha,,17/04/2013
Chapecó,CHAPECÓ,EFAPI,Residência,ARM - Armadilha,,21/02/2013
Chapecó,CHAPECÓ,SANTO ANTONIO,Residência,A2 - Outros depósitos de armazenamento de água,,22/04/2013
São José,BIGUAÇU,MORRO DA BINA,Ponto Estratégico,ARM - Armadilha,,18/04/2013
São Miguel do Oeste,SÃO MIGUEL DO OESTE,BAIRRO SALETE,Residência,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,27/02/2013
Chapecó,CHAPECÓ,ENGENHO BRAUM,Residência,ARM - Armadilha,,25/03/2013
Blumenau,BLUMENAU,DO SALTO,Ponto Estratégico,ARM - Armadilha,,03/05/2013
Chapecó,PINHALZINHO,DIVINÉIA,Comércio,ARM - Armadilha,,02/01/2013
Xanxerê,XANXERÊ,VENEZA,Residência,B - Pequenos depósitos móveis,,02/07/2013
São José,BIGUAÇU,JARDIM PITANGUEIRA,Ponto Estratégico,A2 - Outros depósitos de armazenamento de água,,07/02/2013
Xanxerê,XAXIM,ALVORADA,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,21/05/2013
São Miguel do Oeste,SÃO MIGUEL DO OESTE,BAIRRO SAO LUIZ,Residência,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,11/03/2013
São Miguel do Oeste,SÃO MIGUEL DO OESTE,B.AGOSTINI,Residência,ARM - Armadilha,,18/12/2013
Chapecó,CHAPECÓ,SAO CRISTOVAO,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,22/02/2013
Chapecó,CHAPECÓ,BELA VISTA,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",,05/06/2013
São Miguel do Oeste,SÃO MIGUEL DO OESTE,BAIRRO ANDREATA,Residência,ARM - Armadilha,,13/03/2013
São Miguel do Oeste,SÃO MIGUEL DO OESTE,B. SÃO LUIZ,Comércio,ARM - Armadilha,,11/04/2013
São Miguel do Oeste,SÃO MIGUEL DO OESTE,CENTRO,Comércio,ARM - Armadilha,,25/01/2013
Mafra,SÃO BENTO DO SUL,CRUZEIRO,Comércio,ARM - Armadilha,,15/04/2013
Chapecó,CHAPECÓ,PALMITAL,Comércio,ARM - Armadilha,,31/01/2013
Chapecó,CHAPECÓ,MARIA GORETI,Residência,ARM - Armadilha,,21/01/2013
Chapecó,CHAPECÓ,SÃO PEDRO,Outros,ARM - Armadilha,,14/01/2013
Xanxerê,XAXIM,ALVORADA,Residência,A2 - Outros depósitos de armazenamento de água,,29/01/2013
