semana,prec,tmin,tmed,tmax,casos,focos
1,35.55941176470589,17.581764705882353,21.599803921568625,27.65549019607843,0.0,10.11
2,35.186274509803916,17.371372549019608,21.510784313725495,27.668039215686278,0.0,5.000000000000001
3,33.31960784313726,17.210588235294118,21.528627450980395,27.629411764705885,0.0,9.399999999999999
4,35.938627450980405,17.270588235294113,21.5456862745098,27.829803921568626,0.0,11.1
5,33.94490196078433,17.03705882352941,20.985686274509803,26.851960784313725,0.0,13.199999999999994
6,28.054509803921576,16.29294117647059,20.70901960784314,27.14862745098038,0.0,8.6
7,23.001960784313724,16.19686274509804,20.489607843137254,26.687450980392157,0.0,20.799999999999997
8,40.54803921568628,16.241568627450985,20.27294117647059,26.479019607843135,0.0,17.299999999999997
9,34.6829411764706,16.30549019607843,20.242549019607846,26.3543137254902,0.0,20.200000000000003
10,29.296078431372546,16.183725490196082,20.344117647058823,26.785686274509807,0.0,4.499999999999999
11,33.80352941176471,16.192156862745097,20.115686274509805,26.19333333333334,0.2,30.200000000000003
12,27.382745098039205,15.226274509803924,19.153529411764705,25.343921568627454,0.5,31.299999999999997
13,25.41588235294117,14.591176470588234,18.416470588235306,24.37235294117647,0.3,30.800000000000008
14,26.87019607843137,14.236470588235296,18.214313725490197,24.37607843137255,1.2000000000000002,9.1
15,17.835294117647056,13.8143137254902,17.771176470588234,23.80313725490197,0.7999999999999999,27.500000000000004
16,19.305294117647065,13.312352941176469,17.055686274509807,22.93823529411764,0.5,28.300000000000004
17,29.417450980392168,11.495294117647054,15.640392156862745,21.80921568627451,0.6,22.8
18,36.623333333333335,11.720588235294112,15.634901960784322,21.63078431372549,0.30000000000000004,16.399999999999995
19,17.405686274509804,11.180588235294119,14.548627450980394,19.867254901960788,0.6,7.799999999999998
20,40.54117647058824,9.686666666666666,13.5943137254902,19.4064705882353,0.2,9.999999999999998
21,33.83980392156862,9.597058823529412,13.129019607843134,18.597058823529416,0.2,6.699999999999999
22,46.57549019607844,9.258823529411764,12.821372549019607,18.035490196078428,0.2,15.5
23,40.213333333333345,9.48607843137255,13.035882352941176,18.19372549019608,0.30000000000000004,3.8000000000000007
24,31.522745098039216,7.537647058823529,11.57137254901961,17.52980392156862,0.1,5.3999999999999995
25,56.01372549019607,9.399607843137256,12.98392156862745,18.63098039215686,0.0,1.4000000000000001
26,22.717843137254896,8.447254901960784,12.297450980392158,18.05392156862745,0.0,4.8999999999999995
27,17.661372549019607,8.937450980392162,12.939215686274503,19.183137254901958,0.1,8.2
28,44.285098039215676,9.716666666666665,13.433137254901961,19.117647058823533,0.0,3.2000000000000006
29,14.804705882352945,7.939215686274511,12.418627450980393,19.11549019607843,0.0,3.5000000000000004
30,13.794901960784316,8.527450980392159,13.116666666666664,20.193529411764704,0.0,2.7
31,6.799411764705881,9.299803921568627,14.117843137254901,21.215098039215686,0.0,14.299999999999997
32,35.368431372549026,8.814117647058826,13.149803921568624,19.561764705882357,0.1,2.4
33,25.85039215686274,9.622745098039216,14.059999999999997,20.67372549019608,0.0,2.2
34,22.373725490196072,9.71450980392157,14.499607843137257,21.521176470588234,0.0,1.5000000000000002
35,20.539803921568623,10.521764705882356,14.82862745098039,21.226862745098042,0.0,9.6
36,34.740196078431374,11.82117647058824,16.035490196078438,22.349215686274512,0.0,12.399999999999999
37,33.03999999999999,12.233921568627451,16.468431372549023,22.888235294117646,0.0,3.8000000000000007
38,18.434901960784316,12.060784313725494,16.707254901960788,23.564705882352936,0.0,3.3000000000000007
39,46.17274509803921,13.312352941176469,17.308823529411757,23.13764705882353,0.0,9.3
40,48.821372549019614,12.563921568627451,16.816274509803925,22.949019607843137,0.0,15.699999999999998
41,69.88450980392156,13.796274509803922,17.449411764705882,22.76411764705882,0.0,3.6000000000000005
42,49.00137254901962,13.655294117647058,17.642941176470586,23.522745098039213,0.0,2.700000000000001
43,31.40529411764706,13.942745098039216,18.31803921568627,24.26352941176471,0.0,4.200000000000001
44,50.21431372549021,13.269215686274515,17.49,23.535490196078435,0.0,13.099999999999998
45,27.08078431372549,13.885490196078436,18.51509803921568,24.836078431372552,0.0,2.7
46,46.7492156862745,14.23235294117647,19.18372549019608,25.496470588235294,0.0,7.099999999999999
47,29.628627450980392,14.805098039215688,19.465294117647062,25.71333333333332,0.0,10.299999999999999
48,36.65470588235294,15.328431372549021,19.517647058823535,25.37666666666666,0.0,9.0
49,24.75882352941176,15.660196078431376,20.35098039215687,26.70764705882352,0.0,13.800000000000002
50,18.298431372549025,16.469607843137254,21.085294117647052,27.313137254901953,0.0,10.399999999999999
51,37.55137254901962,16.464117647058824,20.872549019607835,27.022156862745092,0.0,14.699999999999996
52,40.911372549019596,17.09372549019608,21.26529411764706,27.050588235294125,0.0,13.9
53,21.752549019607837,16.60960784313725,21.339607843137255,27.507843137254905,0.0,0.0
