Relatório de focos de Aedes aegypti e Aedes albopictus,,,,,,,,,,,,,
Período: de 01/02/2023 a 28/02/2023,,,,,,,,,,,,,
Atualizado em 27/03/2024,,,,,,,,,,,,,
Nº Foco,Regional,Município,Imóvel,Depósito,Tipo de Atividade,Data da Coleta,Data de Entrada,Data do Exame,A. aegypti formas aquáticas,A. aegypti formas adultas,A. albopictus formas aquáticas,A. albopictus formas adultas,Ovo A. aegypti
ARM 319229/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,23/02/2023,24/02/2023,28/02/2023,13,0,0,0,0
ARM 319223/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,23/02/2023,24/02/2023,28/02/2023,10,0,0,0,0
ARM 319222/23,Blumenau,BLUMENAU,Outros,ARM - Armadilha,Armadilha,23/02/2023,24/02/2023,28/02/2023,4,0,0,0,0
ARM 319221/23,Blumenau,BLUMENAU,Residência,ARM - Armadilha,Armadilha,23/02/2023,24/02/2023,28/02/2023,40,0,0,0,0
ARM 319219/23,Blumenau,BLUMENAU,Comércio,ARM - Armadilha,Armadilha,23/02/2023,24/02/2023,28/02/2023,4,0,0,0,0
PE 319216/23,Blumenau,BLUMENAU,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,24/02/2023,27/02/2023,28/02/2023,4,0,0,0,0
ID 319191/23,Blumenau,BLUMENAU,Residência,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Investigação de Denúncia,24/02/2023,27/02/2023,28/02/2023,9,0,0,0,0
DF 319182/23,Blumenau,BLUMENAU,Comércio,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Delimitação de Foco,24/02/2023,27/02/2023,28/02/2023,10,0,0,0,0
DF 319181/23,Blumenau,BLUMENAU,Residência,B - Pequenos depósitos móveis,Delimitação de Foco,24/02/2023,27/02/2023,28/02/2023,10,0,0,0,0
DF 319180/23,Blumenau,BLUMENAU,Residência,D1 - Pneus e outros materiais rodantes,Delimitação de Foco,23/02/2023,24/02/2023,28/02/2023,4,0,0,0,0
PE 319041/23,Blumenau,BLUMENAU,Ponto Estratégico,"D2 - Lixo (recipientes plásticos, latas), sucatas, entulhos",Ponto Estratégico,23/02/2023,24/02/2023,28/02/2023,10,0,0,0,0
PE 319039/23,Blumenau,BLUMENAU,Ponto Estratégico,D1 - Pneus e outros materiais rodantes,Ponto Estratégico,23/02/2023,24/02/2023,28/02/2023,2,0,0,0,0
PE 319038/23,Blumenau,BLUMENAU,Ponto Estratégico,B - Pequenos depósitos móveis,Ponto Estratégico,23/02/2023,24/02/2023,28/02/2023,10,0,0,0,0
