Semana,Município,Focos,latitude,longitude
2019-01-27,SÃO MIGUEL DO OESTE,49,-26.727236944731406,-53.51212123092325
2019-01-27,TIJUCAS,2,-27.247563296595885,-48.70088637061579
2019-01-27,UNIÃO DO OESTE,2,-26.786666327181376,-52.85600990552198
2019-01-27,VARGEÃO,1,-26.77869255231926,-52.12417603836292
2019-01-27,XANXERÊ,24,-26.87227935615384,-52.409753977893864
2019-01-27,XAXIM,14,-26.97030880074372,-52.52910542362624
2019-01-27,ÁGUAS DE CHAPECÓ,5,-27.054386024452793,-52.95673527930452
2019-01-27,ÁGUAS FRIAS,1,-26.851638850973643,-52.85231124188476
2019-02-03,ABELARDO LUZ,22,-26.562426855567093,-52.25571912306015
2019-02-03,ANCHIETA,1,-26.532948184400585,-53.33310864178267
2019-02-03,ARARANGUÁ,10,-28.9422934098757,-49.47117420910179
2019-02-03,ARVOREDO,3,-27.07085356427636,-52.44198670964182
2019-02-03,BALNEÁRIO CAMBORIÚ,37,-27.004736811989282,-48.62174059290786
2019-02-03,BALNEÁRIO PIÇARRAS,3,-26.759491595089575,-48.733290126728555
2019-02-03,BANDEIRANTE,1,-26.768595796097028,-53.64816794738197
2019-02-03,BELMONTE,1,-26.857082065884523,-53.61806004596434
2019-02-03,BIGUAÇU,10,-27.433529852830816,-48.69394689806006
2019-02-03,BLUMENAU,5,-26.885766673711007,-49.09730924738388
2019-02-03,BOM JESUS,1,-26.7390418954996,-52.389991137631434
2019-02-03,BOMBINHAS,3,-27.17325633187103,-48.51748707787348
2019-02-03,BRUSQUE,22,-27.125000077860673,-48.90974338759385
2019-02-03,CAIBI,1,-27.025175523184227,-53.26305757870258
2019-02-03,CAMBORIÚ,21,-27.070938703807666,-48.70898929280387
2019-02-03,CAMPO ERÊ,3,-26.450418785075478,-53.13029027791252
2019-02-03,CAMPOS NOVOS,3,-27.41300179636672,-51.24461188464247
2019-02-03,CHAPECÓ,54,-27.125143757264095,-52.6503387011512
2019-02-03,CONCÓRDIA,20,-27.23912654780915,-52.00738181173657
2019-02-03,CORDILHEIRA ALTA,1,-26.975707450831653,-52.64165994492363
2019-02-03,CORONEL FREITAS,5,-26.883161405516894,-52.72505203540188
2019-02-03,CORONEL MARTINS,3,-26.53464591641919,-52.67187452260622
2019-02-03,CUNHA PORÃ,5,-26.879227556402125,-53.19066459516312
2019-02-03,CUNHATAÍ,2,-26.97508678163015,-53.10087034298753
2019-02-03,DESCANSO,3,-26.858413595000634,-53.479300522303596
2019-02-03,DIONÍSIO CERQUEIRA,3,-26.329842624688034,-53.533104817609406
2019-02-03,FAXINAL DOS GUEDES,1,-26.846669473721352,-52.24432281425879
2019-02-03,FLOR DO SERTÃO,2,-26.76378082164953,-53.33734229657069
2019-02-03,FLORIANÓPOLIS,70,-27.577833913876493,-48.50819805014117
2019-02-03,FORMOSA DO SUL,1,-26.634189292444557,-52.79378914566691
2019-02-03,FORQUILHINHA,1,-28.78169340856214,-49.49328332774105
2019-02-03,GALVÃO,5,-26.449409440681887,-52.65901067461307
2019-02-03,GOVERNADOR CELSO RAMOS,5,-27.37661650148034,-48.57722959006138
2019-02-03,GUARACIABA,5,-26.580105565442395,-53.571076311226726
2019-02-03,GUARUJÁ DO SUL,10,-26.39833636190546,-53.484020658272556
2019-02-03,GUATAMBÚ,1,-27.11647391751629,-52.78338990117775
2019-02-03,INDAIAL,1,-26.99497938110411,-49.224177687901346
2019-02-03,IPORÃ DO OESTE,7,-27.000431634442474,-53.489414418215965
2019-02-03,IPUAÇU,5,-26.6787391439459,-52.47601370371535
2019-02-03,IRACEMINHA,2,-26.845317195563474,-53.32445648581825
2019-02-03,ITAJAÍ,40,-26.96901297467498,-48.753417164343155
2019-02-03,ITAPEMA,41,-27.10858334921313,-48.63442695278928
2019-02-03,ITAPIRANGA,8,-27.112222405376688,-53.711674144548695
2019-02-03,JARAGUÁ DO SUL,2,-26.481907693524388,-49.159974339900636
2019-02-03,JOAÇABA,1,-27.151796127157354,-51.59293464174646
2019-02-03,JOINVILLE,79,-26.244282225607027,-48.95140521079262
2019-02-03,MARACAJÁ,1,-28.863962997280648,-49.45554724451555
2019-02-03,MARAVILHA,16,-26.759973577360107,-53.19811282877847
2019-02-03,MASSARANDUBA,1,-26.626911300757143,-48.98819178964745
2019-02-03,MODELO,6,-26.77477746640045,-53.05109629093748
2019-02-03,MONDAÍ,4,-27.09929258522074,-53.44649707854179
2019-02-03,NAVEGANTES,57,-26.82874286660231,-48.72739585880501
2019-02-03,NOVA ERECHIM,2,-26.908168558958387,-52.90669278808881
2019-02-03,NOVA ITABERABA,1,-26.961141868867955,-52.83316646064405
2019-02-03,NOVA TRENTO,1,-27.313268123121375,-49.04136677854023
2019-02-03,PALHOÇA,17,-27.77182146966105,-48.66170819531588
2019-02-03,PALMA SOLA,3,-26.37354381742908,-53.31452923662933
2019-02-03,PALMITOS,23,-27.09262173445292,-53.179829065049795
2019-02-03,PARAÍSO,2,-26.662800366381106,-53.67830388048522
2019-02-03,PASSO DE TORRES,8,-29.267247532606632,-49.72193226710953
2019-02-03,PINHALZINHO,2,-26.829373480377633,-52.97663206995043
2019-02-03,PLANALTO ALEGRE,1,-27.051964045168106,-52.868983175658315
2019-02-03,PORTO BELO,19,-27.174795882021932,-48.61643450369326
2019-02-03,PORTO UNIÃO,10,-26.38362840601625,-51.00778459817214
2019-02-03,POUSO REDONDO,1,-27.286165527361565,-49.977272039975205
2019-02-03,PRINCESA,1,-26.432945074493837,-53.611775698473636
2019-02-03,QUILOMBO,8,-26.729236446637557,-52.71798207770491
2019-02-03,SANTA HELENA,1,-26.92195558857574,-53.61965218468821
2019-02-03,SANTA ROSA DO SUL,1,-29.121482522349368,-49.743750639484986
2019-02-03,SAUDADES,7,-26.89720679402398,-53.04001442530173
2019-02-03,SEARA,9,-27.147832610525413,-52.34069428230799
2019-02-03,SOMBRIO,2,-29.070190675497283,-49.6559270933593
2019-02-03,SUL BRASIL,3,-26.695341808174227,-52.94680043392991
2019-02-03,SÃO CARLOS,7,-27.030109233268377,-53.03141183563582
2019-02-03,SÃO DOMINGOS,4,-26.53938727845183,-52.55460248576241
2019-02-03,SÃO FRANCISCO DO SUL,1,-26.26159673750705,-48.64031938386047
2019-02-03,SÃO JOSÉ,71,-27.57847109713233,-48.65625577254402
2019-02-03,SÃO JOSÉ DO CEDRO,3,-26.48085134039229,-53.53373642407425
2019-02-03,SÃO JOÃO DO OESTE,1,-27.091607129863164,-53.59166414663414
2019-02-03,SÃO LOURENÇO DO OESTE,6,-26.465488220200026,-52.859772864625924
2019-02-03,SÃO MIGUEL DO OESTE,38,-26.727236944731406,-53.51212123092325
2019-02-03,SÃO PEDRO DE ALCÂNTARA,2,-27.591567381186138,-48.837130751483066
2019-02-03,TAIÓ,1,-27.078455806270693,-50.092434824380845
2019-02-03,TIGRINHOS,3,-26.676066622551186,-53.15654614606529
2019-02-03,TIJUCAS,4,-27.247563296595885,-48.70088637061579
2019-02-03,TUNÁPOLIS,2,-26.988116577060975,-53.64994894871563
2019-02-03,XANXERÊ,26,-26.87227935615384,-52.409753977893864
2019-02-03,XAVANTINA,1,-27.02121446664788,-52.321889849825574
2019-02-03,XAXIM,41,-26.97030880074372,-52.52910542362624
2019-02-03,ÁGUAS DE CHAPECÓ,6,-27.054386024452793,-52.95673527930452
2019-02-10,ABELARDO LUZ,6,-26.562426855567093,-52.25571912306015
2019-02-10,BALNEÁRIO CAMBORIÚ,41,-27.004736811989282,-48.62174059290786
2019-02-10,BALNEÁRIO PIÇARRAS,1,-26.759491595089575,-48.733290126728555
2019-02-10,BARRA VELHA,2,-26.662440609824166,-48.72738559449102
2019-02-10,BELMONTE,3,-26.857082065884523,-53.61806004596434
2019-02-10,BIGUAÇU,9,-27.433529852830816,-48.69394689806006
2019-02-10,BLUMENAU,7,-26.885766673711007,-49.09730924738388
2019-02-10,BOM JESUS,4,-26.7390418954996,-52.389991137631434
2019-02-10,BOMBINHAS,3,-27.17325633187103,-48.51748707787348
2019-02-10,BRUSQUE,13,-27.125000077860673,-48.90974338759385
2019-02-10,CAIBI,5,-27.025175523184227,-53.26305757870258
2019-02-10,CAMBORIÚ,26,-27.070938703807666,-48.70898929280387
2019-02-10,CAMPO ERÊ,1,-26.450418785075478,-53.13029027791252
2019-02-10,CAMPOS NOVOS,9,-27.41300179636672,-51.24461188464247
2019-02-10,CHAPECÓ,25,-27.125143757264095,-52.6503387011512
2019-02-10,CONCÓRDIA,6,-27.23912654780915,-52.00738181173657
2019-02-10,CORDILHEIRA ALTA,1,-26.975707450831653,-52.64165994492363
2019-02-10,CORONEL FREITAS,6,-26.883161405516894,-52.72505203540188
2019-02-10,CRICIÚMA,1,-28.715695317599724,-49.379715593390806
2019-02-10,CUNHA PORÃ,4,-26.879227556402125,-53.19066459516312
2019-02-10,DIONÍSIO CERQUEIRA,2,-26.329842624688034,-53.533104817609406
2019-02-10,FLOR DO SERTÃO,1,-26.76378082164953,-53.33734229657069
2019-02-10,FLORIANÓPOLIS,70,-27.577833913876493,-48.50819805014117
2019-02-10,FORMOSA DO SUL,1,-26.634189292444557,-52.79378914566691
2019-02-10,FRAIBURGO,2,-27.037814801374303,-50.87243224056439
2019-02-10,GALVÃO,4,-26.449409440681887,-52.65901067461307
2019-02-10,GUARACIABA,7,-26.580105565442395,-53.571076311226726
2019-02-10,GUARUJÁ DO SUL,5,-26.39833636190546,-53.484020658272556
2019-02-10,ILHOTA,1,-26.859040901529745,-48.85735097749987
2019-02-10,IPORÃ DO OESTE,4,-27.000431634442474,-53.489414418215965
2019-02-10,IPUAÇU,1,-26.6787391439459,-52.47601370371535
2019-02-10,IRACEMINHA,2,-26.845317195563474,-53.32445648581825
2019-02-10,IRINEÓPOLIS,1,-26.357066305040167,-50.76069119092562
2019-02-10,ITAJAÍ,31,-26.96901297467498,-48.753417164343155
2019-02-10,ITAPEMA,26,-27.10858334921313,-48.63442695278928
2019-02-10,ITAPIRANGA,1,-27.112222405376688,-53.711674144548695
2019-02-10,ITAPOÁ,1,-26.082477365716418,-48.65235420331072
2019-02-10,JOINVILLE,77,-26.244282225607027,-48.95140521079262
2019-02-10,LAJEADO GRANDE,2,-26.85494130222345,-52.55208511201592
2019-02-10,MARACAJÁ,1,-28.863962997280648,-49.45554724451555
2019-02-10,MARAVILHA,6,-26.759973577360107,-53.19811282877847
2019-02-10,MODELO,3,-26.77477746640045,-53.05109629093748
2019-02-10,MONDAÍ,1,-27.09929258522074,-53.44649707854179
2019-02-10,NAVEGANTES,61,-26.82874286660231,-48.72739585880501
2019-02-10,NOVA ERECHIM,3,-26.908168558958387,-52.90669278808881
2019-02-10,NOVA ITABERABA,2,-26.961141868867955,-52.83316646064405
2019-02-10,PALHOÇA,25,-27.77182146966105,-48.66170819531588
2019-02-10,PALMITOS,18,-27.09262173445292,-53.179829065049795
2019-02-10,PARAÍSO,2,-26.662800366381106,-53.67830388048522
2019-02-10,PASSOS MAIA,1,-26.706082760208048,-51.96106257398024
2019-02-10,PENHA,6,-26.807759800934015,-48.650764520912794
2019-02-10,PINHALZINHO,4,-26.829373480377633,-52.97663206995043
2019-02-10,PONTE ALTA DO NORTE,1,-27.180289058668134,-50.41856691670765
2019-02-10,PORTO BELO,37,-27.174795882021932,-48.61643450369326
2019-02-10,PORTO UNIÃO,3,-26.38362840601625,-51.00778459817214
2019-02-10,POUSO REDONDO,1,-27.286165527361565,-49.977272039975205
2019-02-10,PRINCESA,1,-26.432945074493837,-53.611775698473636
2019-02-10,QUILOMBO,21,-26.729236446637557,-52.71798207770491
2019-02-10,RIQUEZA,1,-26.978455061099254,-53.34435192618812
2019-02-10,ROMELÂNDIA,2,-26.648389532310617,-53.31712397583878
2019-02-10,SALTO VELOSO,1,-26.895934975227195,-51.428018355843534
2019-02-10,SANTA ROSA DO SUL,2,-29.121482522349368,-49.743750639484986
2019-02-10,SANTA TEREZINHA DO PROGRESSO,5,-26.59274865073079,-53.16992504599359
2019-02-10,SAUDADES,3,-26.89720679402398,-53.04001442530173
2019-02-10,SEARA,8,-27.147832610525413,-52.34069428230799
2019-02-10,SERRA ALTA,4,-26.69262092171896,-53.0252384398724
2019-02-10,SOMBRIO,2,-29.070190675497283,-49.6559270933593
2019-02-10,SÃO BERNARDINO,2,-26.4876954650617,-52.98761130109326
2019-02-10,SÃO DOMINGOS,9,-26.53938727845183,-52.55460248576241
2019-02-10,SÃO FRANCISCO DO SUL,1,-26.26159673750705,-48.64031938386047
2019-02-10,SÃO JOSÉ,92,-27.57847109713233,-48.65625577254402
2019-02-10,SÃO JOÃO DO OESTE,7,-27.091607129863164,-53.59166414663414
2019-02-10,SÃO LOURENÇO DO OESTE,16,-26.465488220200026,-52.859772864625924
2019-02-10,SÃO MIGUEL DA BOA VISTA,1,-26.689643491003483,-53.23996170119908
2019-02-10,SÃO MIGUEL DO OESTE,34,-26.727236944731406,-53.51212123092325
2019-02-10,SÃO PEDRO DE ALCÂNTARA,1,-27.591567381186138,-48.837130751483066
2019-02-10,TIGRINHOS,3,-26.676066622551186,-53.15654614606529
2019-02-10,TIJUCAS,1,-27.247563296595885,-48.70088637061579
2019-02-10,TUBARÃO,1,-28.48158146246524,-49.03724862155106
2019-02-10,TUNÁPOLIS,2,-26.988116577060975,-53.64994894871563
2019-02-10,UNIÃO DO OESTE,2,-26.786666327181376,-52.85600990552198
2019-02-10,VARGEÃO,3,-26.77869255231926,-52.12417603836292
2019-02-10,XANXERÊ,20,-26.87227935615384,-52.409753977893864
2019-02-10,XAVANTINA,1,-27.02121446664788,-52.321889849825574
2019-02-10,XAXIM,24,-26.97030880074372,-52.52910542362624
2019-02-10,ÁGUAS DE CHAPECÓ,3,-27.054386024452793,-52.95673527930452
2019-02-17,ABELARDO LUZ,5,-26.562426855567093,-52.25571912306015
2019-02-17,ANCHIETA,1,-26.532948184400585,-53.33310864178267
2019-02-17,ANTÔNIO CARLOS,1,-27.497474227181968,-48.83098179624291
2019-02-17,ARAQUARI,2,-26.461708089601323,-48.75777734611065
2019-02-17,ARARANGUÁ,1,-28.9422934098757,-49.47117420910179
2019-02-17,BALNEÁRIO CAMBORIÚ,37,-27.004736811989282,-48.62174059290786
2019-02-17,BALNEÁRIO GAIVOTA,1,-29.153516044807805,-49.61536798375303
2019-02-17,BALNEÁRIO PIÇARRAS,5,-26.759491595089575,-48.733290126728555
2019-02-17,BANDEIRANTE,2,-26.768595796097028,-53.64816794738197
2019-02-17,BIGUAÇU,9,-27.433529852830816,-48.69394689806006
2019-02-17,BLUMENAU,10,-26.885766673711007,-49.09730924738388
2019-02-17,BOM JESUS,6,-26.7390418954996,-52.389991137631434
2019-02-17,BOMBINHAS,10,-27.17325633187103,-48.51748707787348
2019-02-17,BRUSQUE,2,-27.125000077860673,-48.90974338759385
2019-02-17,CAIBI,2,-27.025175523184227,-53.26305757870258
2019-02-17,CAMBORIÚ,35,-27.070938703807666,-48.70898929280387
2019-02-17,CAMPOS NOVOS,11,-27.41300179636672,-51.24461188464247
2019-02-17,CHAPECÓ,59,-27.125143757264095,-52.6503387011512
2019-02-17,CONCÓRDIA,13,-27.23912654780915,-52.00738181173657
2019-02-17,CORDILHEIRA ALTA,4,-26.975707450831653,-52.64165994492363
2019-02-17,CORONEL FREITAS,7,-26.883161405516894,-52.72505203540188
2019-02-17,CORONEL MARTINS,4,-26.53464591641919,-52.67187452260622
2019-02-17,CRICIÚMA,1,-28.715695317599724,-49.379715593390806
2019-02-17,CUNHA PORÃ,6,-26.879227556402125,-53.19066459516312
2019-02-17,DESCANSO,5,-26.858413595000634,-53.479300522303596
2019-02-17,DIONÍSIO CERQUEIRA,3,-26.329842624688034,-53.533104817609406
2019-02-17,FLOR DO SERTÃO,3,-26.76378082164953,-53.33734229657069
2019-02-17,FLORIANÓPOLIS,104,-27.577833913876493,-48.50819805014117
2019-02-17,FORMOSA DO SUL,3,-26.634189292444557,-52.79378914566691
2019-02-17,GALVÃO,10,-26.449409440681887,-52.65901067461307
2019-02-17,GAROPABA,1,-28.046733934256846,-48.65893578099145
2019-02-17,GUARACIABA,3,-26.580105565442395,-53.571076311226726
2019-02-17,GUARUJÁ DO SUL,3,-26.39833636190546,-53.484020658272556
2019-02-17,GUATAMBÚ,1,-27.11647391751629,-52.78338990117775
2019-02-17,IMBITUBA,1,-28.19427352006288,-48.70266299449253
2019-02-17,INDAIAL,2,-26.99497938110411,-49.224177687901346
2019-02-17,IPIRA,1,-27.37081858347813,-51.798707740039546
2019-02-17,IPORÃ DO OESTE,5,-27.000431634442474,-53.489414418215965
2019-02-17,IPUAÇU,5,-26.6787391439459,-52.47601370371535
2019-02-17,IRACEMINHA,7,-26.845317195563474,-53.32445648581825
2019-02-17,IRINEÓPOLIS,1,-26.357066305040167,-50.76069119092562
2019-02-17,ITAJAÍ,34,-26.96901297467498,-48.753417164343155
2019-02-17,ITAPEMA,40,-27.10858334921313,-48.63442695278928
2019-02-17,ITAPIRANGA,14,-27.112222405376688,-53.711674144548695
2019-02-17,JARAGUÁ DO SUL,1,-26.481907693524388,-49.159974339900636
2019-02-17,JOINVILLE,110,-26.244282225607027,-48.95140521079262
2019-02-17,LAJEADO GRANDE,3,-26.85494130222345,-52.55208511201592
2019-02-17,MARAVILHA,8,-26.759973577360107,-53.19811282877847
2019-02-17,MODELO,1,-26.77477746640045,-53.05109629093748
2019-02-17,MONDAÍ,3,-27.09929258522074,-53.44649707854179
2019-02-17,NAVEGANTES,79,-26.82874286660231,-48.72739585880501
2019-02-17,NOVA ERECHIM,3,-26.908168558958387,-52.90669278808881
2019-02-17,NOVA ITABERABA,4,-26.961141868867955,-52.83316646064405
2019-02-17,OURO VERDE,5,-26.711533463528756,-52.27875795891815
2019-02-17,PALHOÇA,14,-27.77182146966105,-48.66170819531588
2019-02-17,PALMA SOLA,1,-26.37354381742908,-53.31452923662933
2019-02-17,PALMITOS,24,-27.09262173445292,-53.179829065049795
2019-02-17,PARAÍSO,3,-26.662800366381106,-53.67830388048522
2019-02-17,PASSO DE TORRES,3,-29.267247532606632,-49.72193226710953
2019-02-17,PASSOS MAIA,7,-26.706082760208048,-51.96106257398024
2019-02-17,PENHA,8,-26.807759800934015,-48.650764520912794
2019-02-17,PINHALZINHO,2,-26.829373480377633,-52.97663206995043
2019-02-17,PLANALTO ALEGRE,1,-27.051964045168106,-52.868983175658315
2019-02-17,PORTO BELO,22,-27.174795882021932,-48.61643450369326
2019-02-17,PORTO UNIÃO,13,-26.38362840601625,-51.00778459817214
2019-02-17,QUILOMBO,4,-26.729236446637557,-52.71798207770491
2019-02-17,RIO DO OESTE,1,-27.158976836165333,-49.84167276904675
2019-02-17,RIO NEGRINHO,1,-26.44271403183842,-49.596155798278296
2019-02-17,SALTO VELOSO,1,-26.895934975227195,-51.428018355843534
2019-02-17,SANTA ROSA DO SUL,1,-29.121482522349368,-49.743750639484986
2019-02-17,SANTIAGO DO SUL,3,-26.63087442406839,-52.69731235564567
2019-02-17,SAUDADES,31,-26.89720679402398,-53.04001442530173
2019-02-17,SEARA,5,-27.147832610525413,-52.34069428230799
2019-02-17,SUL BRASIL,3,-26.695341808174227,-52.94680043392991
2019-02-17,SÃO BENTO DO SUL,1,-26.294901587995746,-49.34998168331938
2019-02-17,SÃO BERNARDINO,1,-26.4876954650617,-52.98761130109326
2019-02-17,SÃO DOMINGOS,4,-26.53938727845183,-52.55460248576241
2019-02-17,SÃO JOSÉ,111,-27.57847109713233,-48.65625577254402
2019-02-17,SÃO JOSÉ DO CEDRO,1,-26.48085134039229,-53.53373642407425
2019-02-17,SÃO JOÃO BATISTA,1,-27.3289283421727,-48.859015927042506
2019-02-17,SÃO JOÃO DO OESTE,2,-27.091607129863164,-53.59166414663414
2019-02-17,SÃO LOURENÇO DO OESTE,10,-26.465488220200026,-52.859772864625924
2019-02-17,SÃO MIGUEL DA BOA VISTA,3,-26.689643491003483,-53.23996170119908
2019-02-17,SÃO MIGUEL DO OESTE,20,-26.727236944731406,-53.51212123092325
2019-02-17,TIGRINHOS,4,-26.676066622551186,-53.15654614606529
2019-02-17,TIJUCAS,2,-27.247563296595885,-48.70088637061579
2019-02-17,TUNÁPOLIS,2,-26.988116577060975,-53.64994894871563
2019-02-17,UNIÃO DO OESTE,3,-26.786666327181376,-52.85600990552198
2019-02-17,XANXERÊ,34,-26.87227935615384,-52.409753977893864
2019-02-17,XAVANTINA,1,-27.02121446664788,-52.321889849825574
2019-02-17,XAXIM,31,-26.97030880074372,-52.52910542362624
2019-02-17,ÁGUAS DE CHAPECÓ,31,-27.054386024452793,-52.95673527930452
2019-02-17,ÁGUAS FRIAS,3,-26.851638850973643,-52.85231124188476
2019-02-24,ANCHIETA,2,-26.532948184400585,-53.33310864178267
2019-02-24,ARAQUARI,2,-26.461708089601323,-48.75777734611065
2019-02-24,BALNEÁRIO CAMBORIÚ,41,-27.004736811989282,-48.62174059290786
2019-02-24,BALNEÁRIO GAIVOTA,2,-29.153516044807805,-49.61536798375303
2019-02-24,BALNEÁRIO PIÇARRAS,3,-26.759491595089575,-48.733290126728555
2019-02-24,BELMONTE,2,-26.857082065884523,-53.61806004596434
2019-02-24,BIGUAÇU,9,-27.433529852830816,-48.69394689806006
2019-02-24,BLUMENAU,16,-26.885766673711007,-49.09730924738388
2019-02-24,BOM JESUS,5,-26.7390418954996,-52.389991137631434
2019-02-24,BOMBINHAS,9,-27.17325633187103,-48.51748707787348
2019-02-24,BRUSQUE,1,-27.125000077860673,-48.90974338759385
2019-02-24,CAIBI,37,-27.025175523184227,-53.26305757870258
2019-02-24,CAMBORIÚ,32,-27.070938703807666,-48.70898929280387
2019-02-24,CAMPO ERÊ,5,-26.450418785075478,-53.13029027791252
2019-02-24,CAPINZAL,1,-27.411939390248456,-51.63081493151491
2019-02-24,CAÇADOR,2,-26.76301573603967,-51.08466522606485
2019-02-24,CHAPECÓ,285,-27.125143757264095,-52.6503387011512
2019-02-24,CONCÓRDIA,14,-27.23912654780915,-52.00738181173657
2019-02-24,CORDILHEIRA ALTA,8,-26.975707450831653,-52.64165994492363
2019-02-24,CORONEL FREITAS,15,-26.883161405516894,-52.72505203540188
2019-02-24,CORONEL MARTINS,2,-26.53464591641919,-52.67187452260622
2019-02-24,CUNHA PORÃ,7,-26.879227556402125,-53.19066459516312
2019-02-24,CUNHATAÍ,1,-26.97508678163015,-53.10087034298753
2019-02-24,DIONÍSIO CERQUEIRA,2,-26.329842624688034,-53.533104817609406
2019-02-24,FLOR DO SERTÃO,1,-26.76378082164953,-53.33734229657069
2019-02-24,FLORIANÓPOLIS,72,-27.577833913876493,-48.50819805014117
2019-02-24,FORMOSA DO SUL,1,-26.634189292444557,-52.79378914566691
2019-02-24,GALVÃO,32,-26.449409440681887,-52.65901067461307
2019-02-24,GUARACIABA,4,-26.580105565442395,-53.571076311226726
2019-02-24,GUARUJÁ DO SUL,7,-26.39833636190546,-53.484020658272556
2019-02-24,GUATAMBÚ,1,-27.11647391751629,-52.78338990117775
2019-02-24,INDAIAL,3,-26.99497938110411,-49.224177687901346
2019-02-24,IPORÃ DO OESTE,4,-27.000431634442474,-53.489414418215965
2019-02-24,IPUAÇU,2,-26.6787391439459,-52.47601370371535
2019-02-24,IRACEMINHA,20,-26.845317195563474,-53.32445648581825
2019-02-24,IRINEÓPOLIS,1,-26.357066305040167,-50.76069119092562
2019-02-24,ITAJAÍ,33,-26.96901297467498,-48.753417164343155
2019-02-24,ITAPEMA,44,-27.10858334921313,-48.63442695278928
2019-02-24,ITAPIRANGA,2,-27.112222405376688,-53.711674144548695
2019-02-24,ITAPOÁ,1,-26.082477365716418,-48.65235420331072
2019-02-24,ITÁ,1,-27.24401504736772,-52.332158322558705
2019-02-24,IÇARA,1,-28.751615358390502,-49.277346428181566
2019-02-24,JARAGUÁ DO SUL,4,-26.481907693524388,-49.159974339900636
2019-02-24,JOAÇABA,2,-27.151796127157354,-51.59293464174646
2019-02-24,JOINVILLE,118,-26.244282225607027,-48.95140521079262
2019-02-24,LINDÓIA DO SUL,1,-27.031507278170547,-52.05246609985818
2019-02-24,MARAVILHA,30,-26.759973577360107,-53.19811282877847
2019-02-24,MODELO,4,-26.77477746640045,-53.05109629093748
2019-02-24,MONDAÍ,3,-27.09929258522074,-53.44649707854179
2019-02-24,NAVEGANTES,69,-26.82874286660231,-48.72739585880501
2019-02-24,NOVA ERECHIM,2,-26.908168558958387,-52.90669278808881
2019-02-24,NOVA ITABERABA,2,-26.961141868867955,-52.83316646064405
2019-02-24,PALHOÇA,21,-27.77182146966105,-48.66170819531588
2019-02-24,PALMA SOLA,1,-26.37354381742908,-53.31452923662933
2019-02-24,PALMITOS,18,-27.09262173445292,-53.179829065049795
2019-02-24,PARAÍSO,2,-26.662800366381106,-53.67830388048522
2019-02-24,PASSO DE TORRES,3,-29.267247532606632,-49.72193226710953
2019-02-24,PENHA,6,-26.807759800934015,-48.650764520912794
2019-02-24,PINHALZINHO,7,-26.829373480377633,-52.97663206995043
2019-02-24,PORTO BELO,76,-27.174795882021932,-48.61643450369326
2019-02-24,PORTO UNIÃO,14,-26.38362840601625,-51.00778459817214
2019-02-24,PRINCESA,1,-26.432945074493837,-53.611775698473636
2019-02-24,QUILOMBO,51,-26.729236446637557,-52.71798207770491
2019-02-24,RIQUEZA,1,-26.978455061099254,-53.34435192618812
2019-02-24,SALTINHO,3,-26.590521643011794,-53.02227852519562
2019-02-24,SANTA ROSA DO SUL,4,-29.121482522349368,-49.743750639484986
2019-02-24,SANTA TEREZINHA DO PROGRESSO,5,-26.59274865073079,-53.16992504599359
2019-02-24,SANTIAGO DO SUL,2,-26.63087442406839,-52.69731235564567
2019-02-24,SEARA,2,-27.147832610525413,-52.34069428230799
2019-02-24,SERRA ALTA,2,-26.69262092171896,-53.0252384398724
2019-02-24,SUL BRASIL,2,-26.695341808174227,-52.94680043392991
2019-02-24,SÃO BENTO DO SUL,1,-26.294901587995746,-49.34998168331938
2019-02-24,SÃO BERNARDINO,2,-26.4876954650617,-52.98761130109326
2019-02-24,SÃO CARLOS,13,-27.030109233268377,-53.03141183563582
2019-02-24,SÃO DOMINGOS,22,-26.53938727845183,-52.55460248576241
2019-02-24,SÃO JOSÉ,77,-27.57847109713233,-48.65625577254402
2019-02-24,SÃO JOÃO BATISTA,1,-27.3289283421727,-48.859015927042506
2019-02-24,SÃO JOÃO DO ITAPERIÚ,1,-26.59105248462006,-48.79773346422953
2019-02-24,SÃO JOÃO DO OESTE,1,-27.091607129863164,-53.59166414663414
2019-02-24,SÃO LOURENÇO DO OESTE,1,-26.465488220200026,-52.859772864625924
2019-02-24,SÃO MIGUEL DO OESTE,35,-26.727236944731406,-53.51212123092325
2019-02-24,TIGRINHOS,3,-26.676066622551186,-53.15654614606529
2019-02-24,TIJUCAS,6,-27.247563296595885,-48.70088637061579
2019-02-24,TUNÁPOLIS,1,-26.988116577060975,-53.64994894871563
2019-02-24,UNIÃO DO OESTE,8,-26.786666327181376,-52.85600990552198
2019-02-24,VARGEÃO,2,-26.77869255231926,-52.12417603836292
2019-02-24,XANXERÊ,9,-26.87227935615384,-52.409753977893864
2019-02-24,XAXIM,44,-26.97030880074372,-52.52910542362624
2019-02-24,ÁGUAS DE CHAPECÓ,27,-27.054386024452793,-52.95673527930452
2019-02-24,ÁGUAS FRIAS,14,-26.851638850973643,-52.85231124188476
2019-03-03,ANCHIETA,2,-26.532948184400585,-53.33310864178267
2019-03-03,ARAQUARI,1,-26.461708089601323,-48.75777734611065
2019-03-03,BALNEÁRIO BARRA DO SUL,1,-26.446419426504228,-48.6525686779991
2019-03-03,BALNEÁRIO CAMBORIÚ,42,-27.004736811989282,-48.62174059290786
