Semana,Município,Casos
2020-01-12,ABELARDO LUZ,0
2020-01-12,PALMA SOLA,0
2020-01-12,FLORIANÓPOLIS,0
2020-01-12,BRUSQUE,0
2020-01-12,SÃO JOSÉ,0
2020-01-12,NOVA ITABERABA,0
2020-01-12,XANXERÊ,0
2020-01-12,XAXIM,0
2020-01-12,ÁGUAS DE CHAPECÓ,0
2020-01-12,BOM JESUS,0
2020-01-12,SÃO JOSÉ DO CEDRO,0
2020-01-12,NOVA ERECHIM,0
2020-01-12,GASPAR,0
2020-01-12,BOMBINHAS,0
2020-01-12,SÃO LOURENÇO DO OESTE,0
2020-01-12,NAVEGANTES,0
2020-01-12,GUARACIABA,0
2020-01-12,BLUMENAU,0
2020-01-12,ANCHIETA,0
2020-01-12,IRATI,0
2020-01-12,JOINVILLE,0
2020-01-12,TIJUCAS,0
2020-01-12,ARAQUARI,0
2020-01-12,IPUAÇU,0
2020-01-12,SÃO FRANCISCO DO SUL,0
2020-01-12,MARAVILHA,0
2020-01-12,BALNEÁRIO CAMBORIÚ,0
2020-01-12,GUARUJÁ DO SUL,0
2020-01-12,JARAGUÁ DO SUL,1
2020-01-12,ITAJAÍ,0
2020-01-12,MONDAI,0
2020-01-12,SÃO MIGUEL DO OESTE,0
2020-01-12,SAUDADES,0
2020-01-12,CAIBI,0
2020-01-12,FORMOSA DO SUL,0
2020-01-12,CUNHA PORÃ,0
2020-01-12,RIQUEZA,0
2020-01-12,DIONISIO CERQUEIRA,0
2020-01-12,CORONEL FREITAS,0
2020-01-12,ITAPEMA,0
2020-01-12,ITAPIRANGA,0
2020-01-12,SANTA TEREZINHA DO PROGRESSO,0
2020-01-12,PINHALZINHO,0
2020-01-12,CAMBORIÚ,0
2020-01-12,CHAPECÓ,0
2020-01-12,PENHA,0
2020-01-12,SÃO CARLOS,0
2020-01-12,CAMPO ERÊ,0
2020-01-12,CORDILHEIRA ALTA,0
2020-01-12,PALMITOS,0
2020-01-12,BALNEÁRIO PIÇARRAS,0
2020-01-12,PORTO BELO,0
2020-01-12,ENTRE RIOS,0
2020-01-19,CORONEL FREITAS,0
2020-01-19,BALNEÁRIO PIÇARRAS,0
2020-01-19,BALNEÁRIO CAMBORIÚ,0
2020-01-19,RIQUEZA,0
2020-01-19,GUARUJÁ DO SUL,0
2020-01-19,ENTRE RIOS,0
2020-01-19,MARAVILHA,0
2020-01-19,CHAPECÓ,0
2020-01-19,MONDAI,0
2020-01-19,ARAQUARI,0
2020-01-19,PINHALZINHO,0
2020-01-19,TIJUCAS,0
2020-01-19,JOINVILLE,1
2020-01-19,CORDILHEIRA ALTA,0
2020-01-19,IRATI,0
2020-01-19,ANCHIETA,0
2020-01-19,SAUDADES,0
2020-01-19,IPUAÇU,0
2020-01-19,CAMPO ERÊ,0
2020-01-19,CUNHA PORÃ,0
2020-01-19,SÃO FRANCISCO DO SUL,0
2020-01-19,PALMA SOLA,0
2020-01-19,PALMITOS,0
2020-01-19,FLORIANÓPOLIS,0
2020-01-19,BRUSQUE,0
2020-01-19,SÃO CARLOS,0
2020-01-19,SÃO JOSÉ,0
2020-01-19,NOVA ITABERABA,0
2020-01-19,CAMBORIÚ,0
2020-01-19,FORMOSA DO SUL,0
2020-01-19,BOM JESUS,0
2020-01-19,DIONISIO CERQUEIRA,0
2020-01-19,SÃO JOSÉ DO CEDRO,0
2020-01-19,NOVA ERECHIM,0
2020-01-19,PENHA,0
2020-01-19,GASPAR,0
2020-01-19,BOMBINHAS,0
2020-01-19,SANTA TEREZINHA DO PROGRESSO,0
2020-01-19,SÃO LOURENÇO DO OESTE,0
2020-01-19,NAVEGANTES,0
2020-01-19,CAIBI,0
2020-01-19,GUARACIABA,0
2020-01-19,BLUMENAU,0
2020-01-19,SÃO MIGUEL DO OESTE,1
2020-01-19,XANXERÊ,0
2020-01-19,PORTO BELO,0
2020-01-19,XAXIM,0
2020-01-19,ÁGUAS DE CHAPECÓ,0
2020-01-19,JARAGUÁ DO SUL,1
2020-01-19,ITAJAÍ,1
2020-01-19,ABELARDO LUZ,0
2020-01-19,ITAPEMA,0
2020-01-19,ITAPIRANGA,0
2020-01-26,XANXERÊ,0
2020-01-26,PALMITOS,0
2020-01-26,PORTO BELO,0
2020-01-26,SÃO CARLOS,0
2020-01-26,ITAPIRANGA,0
2020-01-26,MARAVILHA,0
2020-01-26,IPUAÇU,0
2020-01-26,ENTRE RIOS,0
2020-01-26,DIONISIO CERQUEIRA,0
2020-01-26,ITAPEMA,0
2020-01-26,PENHA,0
2020-01-26,NOVA ERECHIM,0
2020-01-26,ARAQUARI,0
2020-01-26,CUNHA PORÃ,0
2020-01-26,TIJUCAS,0
2020-01-26,CAMBORIÚ,0
2020-01-26,SAUDADES,0
2020-01-26,SÃO FRANCISCO DO SUL,0
2020-01-26,CAIBI,0
2020-01-26,BOM JESUS,0
2020-01-26,BLUMENAU,1
2020-01-26,FORMOSA DO SUL,0
2020-01-26,SÃO MIGUEL DO OESTE,0
2020-01-26,XAXIM,0
2020-01-26,NOVA ITABERABA,0
2020-01-26,GUARACIABA,0
2020-01-26,SÃO JOSÉ,0
2020-01-26,BALNEÁRIO CAMBORIÚ,1
2020-01-26,BRUSQUE,0
2020-01-26,FLORIANÓPOLIS,0
2020-01-26,MONDAI,0
2020-01-26,ITAJAÍ,0
2020-01-26,JARAGUÁ DO SUL,0
2020-01-26,GUARUJÁ DO SUL,0
2020-01-26,PALMA SOLA,0
2020-01-26,NAVEGANTES,0
2020-01-26,SANTA TEREZINHA DO PROGRESSO,0
2020-01-26,SÃO JOSÉ DO CEDRO,0
2020-01-26,GASPAR,0
2020-01-26,ÁGUAS DE CHAPECÓ,0
2020-01-26,CORONEL FREITAS,0
2020-01-26,BOMBINHAS,0
2020-01-26,RIQUEZA,0
2020-01-26,IRATI,0
2020-01-26,CAMPO ERÊ,0
2020-01-26,ANCHIETA,0
2020-01-26,CORDILHEIRA ALTA,0
2020-01-26,BALNEÁRIO PIÇARRAS,0
2020-01-26,PINHALZINHO,0
2020-01-26,JOINVILLE,4
2020-01-26,CHAPECÓ,0
2020-01-26,SÃO LOURENÇO DO OESTE,0
2020-01-26,ABELARDO LUZ,0
2020-02-02,PALMA SOLA,0
2020-02-02,PINHALZINHO,0
2020-02-02,BOMBINHAS,0
2020-02-02,GUARUJÁ DO SUL,0
2020-02-02,CAMPO ERÊ,0
2020-02-02,SÃO FRANCISCO DO SUL,0
2020-02-02,JARAGUÁ DO SUL,0
2020-02-02,CAIBI,0
2020-02-02,SAUDADES,0
2020-02-02,ENTRE RIOS,0
2020-02-02,CHAPECÓ,1
2020-02-02,NAVEGANTES,1
2020-02-02,SÃO JOSÉ DO CEDRO,0
2020-02-02,IRATI,0
2020-02-02,MONDAI,0
2020-02-02,CORDILHEIRA ALTA,0
2020-02-02,BOM JESUS,0
2020-02-02,ÁGUAS DE CHAPECÓ,0
2020-02-02,FORMOSA DO SUL,0
2020-02-02,BLUMENAU,0
2020-02-02,PORTO BELO,0
2020-02-02,SÃO LOURENÇO DO OESTE,0
2020-02-02,ITAJAÍ,1
2020-02-02,FLORIANÓPOLIS,0
2020-02-02,SÃO MIGUEL DO OESTE,0
2020-02-02,XAXIM,0
2020-02-02,NOVA ITABERABA,0
2020-02-02,XANXERÊ,0
2020-02-02,GUARACIABA,0
2020-02-02,SÃO JOSÉ,0
2020-02-02,ABELARDO LUZ,0
2020-02-02,BRUSQUE,0
2020-02-02,ANCHIETA,0
2020-02-02,PALMITOS,0
2020-02-02,BALNEÁRIO CAMBORIÚ,1
2020-02-02,ARAQUARI,0
2020-02-02,PENHA,0
2020-02-02,CORONEL FREITAS,0
2020-02-02,IPUAÇU,0
2020-02-02,NOVA ERECHIM,0
2020-02-02,CAMBORIÚ,0
2020-02-02,CUNHA PORÃ,0
2020-02-02,MARAVILHA,1
2020-02-02,BALNEÁRIO PIÇARRAS,0
2020-02-02,RIQUEZA,0
2020-02-02,ITAPIRANGA,0
2020-02-02,SANTA TEREZINHA DO PROGRESSO,0
2020-02-02,ITAPEMA,0
2020-02-02,JOINVILLE,4
2020-02-02,SÃO CARLOS,0
2020-02-02,TIJUCAS,0
2020-02-02,DIONISIO CERQUEIRA,0
2020-02-02,GASPAR,1
2020-02-09,ÁGUAS DE CHAPECÓ,1
2020-02-09,GASPAR,0
2020-02-09,XANXERÊ,0
2020-02-09,SÃO JOSÉ,0
2020-02-09,CAMPO ERÊ,0
2020-02-09,PENHA,0
2020-02-09,BOM JESUS,0
2020-02-09,BALNEÁRIO PIÇARRAS,0
2020-02-09,NOVA ITABERABA,0
2020-02-09,CUNHA PORÃ,0
2020-02-09,ANCHIETA,0
2020-02-09,XAXIM,0
2020-02-09,GUARACIABA,0
2020-02-09,ARAQUARI,0
2020-02-09,FORMOSA DO SUL,0
2020-02-09,SÃO MIGUEL DO OESTE,1
2020-02-09,ITAPEMA,1
2020-02-09,ITAJAÍ,0
2020-02-09,SANTA TEREZINHA DO PROGRESSO,0
2020-02-09,BLUMENAU,0
2020-02-09,PORTO BELO,0
2020-02-09,TIJUCAS,0
2020-02-09,NAVEGANTES,0
2020-02-09,CORONEL FREITAS,0
2020-02-09,IRATI,0
2020-02-09,DIONISIO CERQUEIRA,0
2020-02-09,SÃO LOURENÇO DO OESTE,0
2020-02-09,SAUDADES,0
2020-02-09,SÃO CARLOS,0
2020-02-09,CHAPECÓ,0
2020-02-09,CAIBI,0
2020-02-09,JARAGUÁ DO SUL,0
2020-02-09,BOMBINHAS,0
2020-02-09,JOINVILLE,11
2020-02-09,BALNEÁRIO CAMBORIÚ,2
2020-02-09,MARAVILHA,3
2020-02-09,SÃO FRANCISCO DO SUL,0
2020-02-09,BRUSQUE,0
2020-02-09,ENTRE RIOS,0
2020-02-09,ITAPIRANGA,0
2020-02-09,PALMA SOLA,0
2020-02-09,FLORIANÓPOLIS,0
2020-02-09,PALMITOS,0
2020-02-09,CORDILHEIRA ALTA,0
2020-02-09,MONDAI,0
2020-02-09,IPUAÇU,0
2020-02-09,SÃO JOSÉ DO CEDRO,0
2020-02-09,PINHALZINHO,0
2020-02-09,CAMBORIÚ,0
2020-02-09,ABELARDO LUZ,0
2020-02-09,GUARUJÁ DO SUL,0
2020-02-09,RIQUEZA,0
2020-02-09,NOVA ERECHIM,0
2020-02-16,BOMBINHAS,0
2020-02-16,ÁGUAS DE CHAPECÓ,0
2020-02-16,SÃO JOSÉ DO CEDRO,0
2020-02-16,GASPAR,0
2020-02-16,CAIBI,0
2020-02-16,FORMOSA DO SUL,0
2020-02-16,PORTO BELO,1
2020-02-16,CORDILHEIRA ALTA,0
2020-02-16,PINHALZINHO,1
2020-02-16,ABELARDO LUZ,0
2020-02-16,CHAPECÓ,0
2020-02-16,RIQUEZA,0
2020-02-16,CORONEL FREITAS,0
2020-02-16,BALNEÁRIO PIÇARRAS,0
2020-02-16,CAMPO ERÊ,0
2020-02-16,ITAPEMA,2
2020-02-16,SANTA TEREZINHA DO PROGRESSO,0
2020-02-16,CUNHA PORÃ,0
2020-02-16,PENHA,1
2020-02-16,CAMBORIÚ,0
2020-02-16,SÃO CARLOS,0
2020-02-16,DIONISIO CERQUEIRA,0
2020-02-16,PALMITOS,0
2020-02-16,ITAPIRANGA,0
2020-02-16,SÃO FRANCISCO DO SUL,0
2020-02-16,ENTRE RIOS,0
2020-02-16,PALMA SOLA,0
2020-02-16,BRUSQUE,2
2020-02-16,XAXIM,0
2020-02-16,SÃO JOSÉ,0
2020-02-16,FLORIANÓPOLIS,1
2020-02-16,BOM JESUS,0
2020-02-16,SÃO LOURENÇO DO OESTE,0
2020-02-16,NOVA ITABERABA,0
2020-02-16,NOVA ERECHIM,0
2020-02-16,TIJUCAS,0
2020-02-16,GUARUJÁ DO SUL,0
2020-02-16,MONDAI,0
2020-02-16,IPUAÇU,0
2020-02-16,BALNEÁRIO CAMBORIÚ,3
2020-02-16,NAVEGANTES,2
2020-02-16,JOINVILLE,42
2020-02-16,JARAGUÁ DO SUL,0
2020-02-16,MARAVILHA,2
2020-02-16,SÃO MIGUEL DO OESTE,0
2020-02-16,GUARACIABA,0
2020-02-16,ITAJAÍ,4
2020-02-16,ANCHIETA,0
2020-02-16,SAUDADES,0
2020-02-16,BLUMENAU,0
2020-02-16,XANXERÊ,0
2020-02-16,IRATI,0
2020-02-16,ARAQUARI,0
2020-02-23,JARAGUÁ DO SUL,0
2020-02-23,ENTRE RIOS,0
2020-02-23,BALNEÁRIO CAMBORIÚ,1
2020-02-23,SÃO FRANCISCO DO SUL,0
2020-02-23,MONDAI,0
2020-02-23,GUARUJÁ DO SUL,0
2020-02-23,CAIBI,0
2020-02-23,BRUSQUE,2
2020-02-23,XAXIM,0
2020-02-23,SÃO JOSÉ,0
2020-02-23,FLORIANÓPOLIS,1
2020-02-23,NOVA ITABERABA,0
2020-02-23,SÃO MIGUEL DO OESTE,3
2020-02-23,ITAJAÍ,2
2020-02-23,PALMA SOLA,0
2020-02-23,SAUDADES,0
2020-02-23,SÃO CARLOS,1
2020-02-23,PALMITOS,0
2020-02-23,XANXERÊ,0
2020-02-23,PORTO BELO,2
2020-02-23,ANCHIETA,0
2020-02-23,CORDILHEIRA ALTA,0
2020-02-23,PINHALZINHO,0
2020-02-23,IRATI,0
2020-02-23,ABELARDO LUZ,0
