semana_epi,ABDON BATISTA,ABELARDO LUZ,AGROLÂNDIA,AGRONÔMICA,ALTO BELA VISTA,ANCHIETA,ANGELINA,ANITÁPOLIS,ANTÔNIO CARLOS,APIÚNA,ARABUTÃ,ARAQUARI,ARARANGUÁ,ARMAZÉM,ARROIO TRINTA,ARVOREDO,ASCURRA,ATALANTA,AURORA,BALNEÁRIO ARROIO DO SILVA,BALNEÁRIO BARRA DO SUL,BALNEÁRIO CAMBORIÚ,BALNEÁRIO GAIVOTA,BALNEÁRIO PIÇARRAS,BALNEÁRIO RINCÃO,BANDEIRANTE,BARRA BONITA,BARRA VELHA,BELMONTE,BENEDITO NOVO,BIGUAÇU,BLUMENAU,BOCAINA DO SUL,BOM JESUS,BOM JESUS DO OESTE,BOM RETIRO,BOMBINHAS,BOTUVERÁ,BRAÇO DO NORTE,BRAÇO DO TROMBUDO,BRUSQUE,CAIBI,CAMBORIÚ,CAMPO ALEGRE,CAMPO ERÊ,CAMPOS NOVOS,CANELINHA,CANOINHAS,CAPINZAL,CAPIVARI DE BAIXO,CAPÃO ALTO,CATANDUVAS,CAXAMBU DO SUL,CAÇADOR,CELSO RAMOS,CHAPECÓ,COCAL DO SUL,CONCÓRDIA,CORDILHEIRA ALTA,CORONEL FREITAS,CORONEL MARTINS,CORREIA PINTO,CORUPÁ,CRICIÚMA,CUNHA PORÃ,CUNHATAÍ,CURITIBANOS,DESCANSO,DIONÍSIO CERQUEIRA,DONA EMMA,DOUTOR PEDRINHO,ENTRE RIOS,ERMO,ERVAL VELHO,FAXINAL DOS GUEDES,FLOR DO SERTÃO,FLORIANÓPOLIS,FORMOSA DO SUL,FORQUILHINHA,FRAIBURGO,GALVÃO,GAROPABA,GARUVA,GASPAR,GOVERNADOR CELSO RAMOS,GRAVATAL,GRÃO-PARÁ,GUABIRUBA,GUARACIABA,GUARAMIRIM,GUARUJÁ DO SUL,GUATAMBÚ,HERVAL D'OESTE,IBIAM,IBICARÉ,IBIRAMA,ILHOTA,IMARUÍ,IMBITUBA,IMBUIA,INDAIAL,IOMERÊ,IPIRA,IPORÃ DO OESTE,IPUAÇU,IPUMIRIM,IRACEMINHA,IRANI,IRATI,IRINEÓPOLIS,ITAIÓPOLIS,ITAJAÍ,ITAPEMA,ITAPIRANGA,ITAPOÁ,ITUPORANGA,ITÁ,IÇARA,JABORÁ,JACINTO MACHADO,JAGUARUNA,JARAGUÁ DO SUL,JARDINÓPOLIS,JOAÇABA,JOINVILLE,JOSÉ BOITEUX,JUPIÁ,LACERDÓPOLIS,LAGES,LAGUNA,LAJEADO GRANDE,LAURENTINO,LAURO MÜLLER,LEBON RÉGIS,LINDÓIA DO SUL,LONTRAS,LUIZ ALVES,LUZERNA,MACIEIRA,MAFRA,MAJOR GERCINO,MAJOR VIEIRA,MARACAJÁ,MARAVILHA,MAREMA,MASSARANDUBA,MATOS COSTA,MELEIRO,MIRIM DOCE,MODELO,MONDAÍ,MONTE CASTELO,MORRO DA FUMAÇA,MORRO GRANDE,NAVEGANTES,NOVA ERECHIM,NOVA ITABERABA,NOVA TRENTO,NOVA VENEZA,NOVO HORIZONTE,ORLEANS,OURO,OURO VERDE,PAIAL,PAINEL,PALHOÇA,PALMA SOLA,PALMITOS,PAPANDUVA,PARAÍSO,PASSO DE TORRES,PASSOS MAIA,PAULO LOPES,PEDRAS GRANDES,PENHA,PERITIBA,PESCARIA BRAVA,PETROLÂNDIA,PINHALZINHO,PINHEIRO PRETO,PIRATUBA,PLANALTO ALEGRE,POMERODE,PONTE ALTA DO NORTE,PONTE SERRADA,PORTO BELO,PORTO UNIÃO,POUSO REDONDO,PRAIA GRANDE,PRESIDENTE CASTELLO BRANCO,PRESIDENTE GETÚLIO,PRESIDENTE NEREU,PRINCESA,QUILOMBO,RIO DAS ANTAS,RIO DO CAMPO,RIO DO OESTE,RIO DO SUL,RIO DOS CEDROS,RIO NEGRINHO,RIQUEZA,RODEIO,ROMELÂNDIA,SALETE,SALTINHO,SALTO VELOSO,SANGÃO,SANTA CECÍLIA,SANTA HELENA,SANTA ROSA DO SUL,SANTA TEREZINHA,SANTA TEREZINHA DO PROGRESSO,SANTIAGO DO SUL,SANTO AMARO DA IMPERATRIZ,SAUDADES,SCHROEDER,SEARA,SERRA ALTA,SIDERÓPOLIS,SOMBRIO,SUL BRASIL,SÃO BENTO DO SUL,SÃO BERNARDINO,SÃO BONIFÁCIO,SÃO CARLOS,SÃO CRISTÓVÃO DO SUL,SÃO DOMINGOS,SÃO FRANCISCO DO SUL,SÃO JOSÉ,SÃO JOSÉ DO CEDRO,SÃO JOSÉ DO CERRITO,SÃO JOÃO BATISTA,SÃO JOÃO DO ITAPERIÚ,SÃO JOÃO DO OESTE,SÃO JOÃO DO SUL,SÃO LOURENÇO DO OESTE,SÃO LUDGERO,SÃO MARTINHO,SÃO MIGUEL DA BOA VISTA,SÃO MIGUEL DO OESTE,SÃO PEDRO DE ALCÂNTARA,TAIÓ,TANGARÁ,TIGRINHOS,TIJUCAS,TIMBÓ,TREVISO,TREZE DE MAIO,TREZE TÍLIAS,TROMBUDO CENTRAL,TRÊS BARRAS,TUBARÃO,TUNÁPOLIS,TURVO,UNIÃO DO OESTE,URUSSANGA,VARGEM BONITA,VARGEÃO,VIDAL RAMOS,VIDEIRA,WITMARSUM,XANXERÊ,XAVANTINA,XAXIM,ZORTÉA,ÁGUA DOCE,ÁGUAS DE CHAPECÓ,ÁGUAS FRIAS,ÁGUAS MORNAS
21,0.0,0.0,0.0,0.0,0.08,1.0,0.0,0.0,0.08,0.08,0.08,4.67,1.17,0.0,0.0,0.08,0.0,0.0,0.0,0.17,2.5,19.83,0.75,4.33,0.0,0.0,0.0,0.58,0.25,0.0,5.75,17.5,0.0,1.0,0.08,0.0,5.83,0.17,0.0,0.0,8.5,3.08,12.58,0.0,0.83,0.17,0.58,0.0,0.33,0.0,0.0,0.42,0.0,1.25,0.17,7.33,0.0,1.92,1.17,0.92,0.08,0.0,0.25,0.25,0.83,0.08,0.0,0.5,0.58,0.0,0.0,0.5,0.0,0.17,0.08,0.0,40.5,0.42,0.0,0.0,0.42,0.58,0.67,2.25,2.75,0.0,0.08,0.42,0.5,1.25,0.17,0.08,0.08,0.0,0.08,0.25,0.92,0.0,0.67,0.0,2.17,0.0,0.42,0.75,0.42,0.17,0.33,0.0,0.42,0.0,0.0,10.08,12.17,1.5,0.42,0.17,0.17,0.33,0.0,0.08,0.08,6.5,0.0,0.5,84.25,0.0,0.33,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.08,0.0,0.0,0.08,0.0,0.0,0.08,0.0,0.0,1.83,0.0,0.0,0.0,0.0,0.0,0.83,1.08,0.0,0.0,0.0,11.75,0.58,0.33,0.08,0.0,0.0,0.0,0.08,0.33,0.08,0.0,15.83,0.17,5.17,0.0,1.17,2.08,0.0,0.42,0.0,6.42,0.17,0.0,0.0,1.17,0.0,0.08,0.17,0.0,0.0,0.25,7.67,2.92,0.08,0.0,0.0,0.08,0.0,0.33,0.83,0.0,0.0,0.0,0.42,0.0,0.08,0.5,0.0,0.17,0.0,0.0,0.25,0.0,0.0,0.0,0.08,0.0,0.17,0.0,1.67,0.33,0.25,1.42,0.17,0.0,4.58,0.25,0.67,0.0,0.0,2.17,0.0,0.58,3.08,34.83,0.92,0.0,1.33,0.0,0.0,0.0,1.25,0.42,0.0,0.08,4.58,0.0,0.0,0.0,0.25,1.83,0.17,0.0,0.0,0.08,0.0,0.08,0.33,0.0,0.0,0.33,0.0,1.17,0.0,0.08,0.0,0.0,4.5,1.67,3.92,0.0,0.0,0.33,0.42,0.17
22,0.0,4.17,0.0,0.08,1.08,0.75,0.0,0.0,0.25,0.67,0.5,8.0,0.92,0.0,0.0,0.25,0.17,0.0,0.0,0.33,3.0,26.83,0.67,9.67,0.0,0.33,0.0,1.58,0.33,0.08,10.0,21.25,0.0,2.67,0.42,0.0,9.5,0.0,0.08,0.0,11.58,3.17,20.83,0.08,0.33,1.17,1.0,0.25,0.75,0.0,0.0,0.92,0.75,2.42,0.08,33.08,0.08,10.25,0.67,1.08,0.0,0.0,0.33,1.33,2.67,1.33,0.08,0.75,1.92,0.0,0.0,0.17,0.0,0.92,0.92,0.42,41.17,1.42,0.0,0.17,1.25,0.58,3.33,3.25,4.42,0.0,0.0,0.58,2.75,1.5,3.5,0.25,1.08,0.0,0.0,0.33,1.58,0.0,0.92,0.0,3.92,0.0,0.0,0.83,1.75,0.25,0.67,0.08,0.92,0.67,0.0,20.0,18.67,2.25,1.33,0.0,0.67,1.0,0.25,0.0,0.17,8.33,0.58,1.17,106.92,0.0,0.42,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.17,0.0,0.0,0.0,0.25,4.42,0.0,0.25,0.0,0.0,0.0,2.25,3.0,0.0,0.0,0.0,13.25,2.17,0.5,0.83,0.0,0.25,0.08,0.0,0.75,0.67,0.0,18.83,1.0,5.83,0.0,1.58,1.42,0.25,0.33,0.0,6.17,0.92,0.0,0.0,4.0,0.0,0.25,1.25,0.5,0.0,1.75,7.33,8.0,0.25,0.0,0.25,0.0,0.0,0.08,3.0,0.0,0.0,0.17,0.92,0.25,0.0,1.33,0.17,1.92,0.0,0.17,0.42,0.0,0.0,0.5,0.08,0.08,0.17,0.83,1.67,1.83,0.17,2.92,0.17,0.0,6.92,0.75,0.75,1.25,0.0,5.0,0.0,4.83,3.0,34.67,1.25,0.0,4.42,0.0,0.25,0.25,4.92,0.58,0.0,0.92,15.58,0.08,0.0,0.0,0.75,3.42,1.0,0.0,0.0,0.08,0.08,0.08,0.58,1.0,0.0,1.75,0.0,0.08,0.75,0.0,0.33,0.0,15.0,0.25,14.83,0.17,0.67,1.67,0.58,0.33
23,0.0,1.42,0.0,0.0,0.42,0.92,0.0,0.0,0.0,0.0,0.0,3.33,0.08,0.0,0.0,0.33,0.0,0.0,0.0,0.75,0.5,8.58,0.67,3.42,0.0,0.83,0.0,0.08,0.08,0.0,5.42,17.42,0.0,0.83,0.25,0.17,4.0,0.08,0.0,0.0,5.33,0.58,7.42,0.0,0.42,0.25,0.42,0.08,0.33,0.0,0.0,0.17,0.0,1.0,0.0,13.92,0.0,4.42,0.0,1.25,0.0,0.0,0.17,0.17,1.83,0.25,0.0,0.67,0.08,0.0,0.0,0.08,0.0,0.0,0.25,0.08,27.67,0.33,0.0,0.0,0.58,0.0,0.33,1.92,0.75,0.0,0.08,0.75,0.5,0.83,0.83,0.08,0.0,0.0,0.08,0.25,1.08,0.17,0.58,0.0,4.17,0.0,0.17,0.17,0.75,0.25,0.17,0.0,0.0,0.0,0.0,10.92,9.0,1.67,0.08,0.0,0.67,0.75,0.08,0.0,0.0,4.33,0.0,0.17,67.67,0.0,0.33,0.0,0.08,0.0,0.25,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.83,0.08,0.0,0.0,0.08,0.0,0.67,0.75,0.0,0.08,0.0,7.17,2.08,0.25,0.17,0.0,0.17,0.0,0.0,0.42,0.25,0.0,8.17,0.08,4.0,0.0,3.42,1.08,0.33,0.0,0.0,5.5,0.0,0.0,0.0,0.75,0.0,0.08,0.08,0.17,0.0,0.17,4.67,1.75,0.17,0.0,0.08,0.08,0.0,0.0,1.25,0.0,0.0,0.0,0.42,0.0,0.08,0.25,0.0,0.58,0.0,0.17,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.33,0.92,0.75,0.08,1.83,0.75,0.0,1.58,0.08,0.67,0.08,0.0,2.75,0.0,1.25,4.08,22.0,0.92,0.0,0.67,0.0,0.0,0.0,1.92,0.0,0.0,0.25,4.08,0.0,0.0,0.0,0.33,1.17,0.42,0.0,0.0,0.0,0.25,0.08,0.08,0.42,0.0,0.33,0.0,0.17,0.0,0.0,0.08,0.0,5.08,0.17,5.08,0.08,0.0,1.58,0.17,0.0
24,0.0,1.5,0.0,0.0,0.0,0.5,0.0,0.0,0.08,0.0,0.17,5.58,0.25,0.0,0.0,0.17,0.17,0.0,0.0,0.0,1.42,15.0,0.42,5.5,0.0,0.17,0.0,1.25,0.25,0.0,7.0,18.17,0.0,0.75,0.17,0.0,12.0,0.0,0.0,0.0,11.83,1.0,9.0,0.0,0.75,0.08,1.0,0.08,0.75,0.0,0.0,0.17,0.08,0.58,0.0,11.33,0.08,2.75,1.0,0.83,0.25,0.0,0.58,0.42,1.17,0.33,0.0,0.33,0.17,0.0,0.0,0.42,0.0,0.17,0.08,0.42,39.58,0.17,0.0,0.0,1.08,0.17,1.58,2.58,2.25,0.0,0.25,1.08,1.0,1.17,0.83,0.08,0.42,0.0,0.0,0.08,1.08,0.0,0.67,0.0,3.75,0.0,0.0,0.5,0.25,0.33,0.25,0.0,0.17,0.0,0.0,9.58,11.83,1.5,0.83,0.0,0.25,0.58,0.0,0.08,0.0,6.5,0.17,0.42,107.75,0.0,0.42,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.0,0.0,0.08,0.0,0.0,1.67,0.0,0.0,0.0,0.0,0.0,0.75,1.58,0.0,0.0,0.0,13.5,0.92,0.92,0.67,0.0,0.0,0.08,0.0,0.33,0.08,0.0,16.42,0.17,6.5,0.0,1.75,0.17,0.75,0.17,0.0,7.58,0.58,0.0,0.0,1.08,0.0,0.58,0.08,0.42,0.0,0.08,6.92,1.08,0.08,0.17,0.17,0.0,0.0,0.17,0.5,0.0,0.0,0.0,0.0,0.17,0.08,0.75,0.08,0.17,0.0,0.17,0.08,0.0,0.0,0.0,0.25,0.0,0.08,0.33,1.08,0.83,0.08,0.83,0.17,0.0,4.0,0.42,0.17,0.5,0.0,2.25,0.0,0.33,2.83,30.83,0.42,0.0,1.42,0.0,0.0,0.0,1.67,0.42,0.0,0.17,3.92,0.17,0.0,0.0,0.25,2.75,0.33,0.0,0.0,0.0,0.0,0.17,0.5,0.17,0.0,0.67,0.0,0.25,0.17,0.0,0.0,0.0,5.08,0.17,1.42,0.0,0.08,1.25,0.25,0.08
25,0.0,0.5,0.0,0.0,0.0,0.33,0.17,0.0,0.08,0.33,0.0,2.33,0.08,0.0,0.0,0.08,0.0,0.0,0.0,0.08,0.25,8.33,0.83,2.0,0.0,0.33,0.0,1.08,0.0,0.0,4.42,9.08,0.0,0.33,0.08,0.0,5.42,0.17,0.08,0.0,7.67,0.17,10.58,0.0,0.25,0.08,0.17,0.17,0.08,0.0,0.0,0.0,0.0,0.25,0.0,3.58,0.17,1.25,0.75,0.5,0.0,0.0,0.08,0.33,0.25,0.08,0.0,0.08,0.25,0.0,0.0,0.67,0.0,0.17,0.0,0.0,35.92,0.17,0.0,0.0,0.17,0.0,1.0,1.0,1.33,0.0,0.0,0.33,0.42,0.67,0.83,0.0,0.08,0.0,0.0,0.17,0.42,0.0,0.0,0.0,1.83,0.08,0.0,0.08,0.25,0.08,0.0,0.0,0.33,0.08,0.0,10.17,8.5,0.33,0.17,0.0,0.17,0.0,0.0,0.0,0.0,3.42,0.25,0.17,59.58,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.08,0.0,0.0,0.0,0.25,0.17,0.0,0.0,0.0,11.25,0.5,0.08,0.25,0.0,0.08,0.0,0.08,0.17,0.0,0.0,12.5,0.0,2.25,0.08,0.25,0.25,0.0,0.08,0.0,4.83,0.08,0.0,0.0,0.58,0.0,0.08,0.0,0.0,0.0,0.08,4.5,0.92,0.0,0.0,0.0,0.0,0.0,0.17,0.5,0.0,0.0,0.0,0.92,0.0,0.0,0.08,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.08,0.08,0.17,0.17,0.25,0.5,0.08,0.0,1.25,0.25,0.0,0.25,0.0,0.58,0.0,0.25,2.25,26.0,0.67,0.0,0.58,0.0,0.17,0.08,1.08,0.25,0.0,0.0,2.5,0.0,0.0,0.0,0.08,2.25,0.17,0.0,0.0,0.0,0.0,0.08,0.08,0.17,0.0,0.17,0.0,0.0,0.25,0.0,0.0,0.0,2.42,0.08,1.25,0.0,0.0,0.58,0.67,0.08
26,0.0,2.33,0.0,0.0,0.0,0.33,0.0,0.0,0.08,0.42,0.08,2.92,0.08,0.0,0.0,0.08,0.0,0.0,0.0,0.08,1.42,18.5,0.42,4.83,0.0,0.42,0.0,1.58,0.25,0.0,5.0,17.58,0.0,1.58,0.08,0.0,8.08,0.17,0.25,0.08,8.42,0.67,11.08,0.0,0.67,0.0,0.17,0.33,0.17,0.0,0.0,0.42,0.5,0.75,0.0,23.0,0.25,7.33,0.92,1.83,0.75,0.0,0.08,0.17,1.83,0.58,0.0,2.83,0.67,0.0,0.0,0.42,0.17,0.17,0.25,0.08,37.58,0.83,0.0,0.0,0.0,0.17,2.58,2.67,2.5,0.0,0.0,1.0,1.33,0.5,1.08,0.08,0.58,0.0,0.0,0.17,1.25,0.0,0.42,0.0,2.17,0.08,0.0,0.58,0.08,0.17,0.08,0.0,0.17,1.75,0.0,16.83,14.75,1.83,0.67,0.0,1.42,0.58,0.0,0.0,0.0,6.75,0.0,0.67,76.25,0.0,0.17,0.08,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.08,0.0,0.08,0.0,2.5,0.0,0.08,0.0,0.0,0.0,0.5,1.75,0.0,0.0,0.0,12.58,0.33,0.5,0.33,0.0,0.25,0.0,0.0,0.17,0.0,0.0,14.83,0.67,5.08,0.08,0.83,1.08,0.0,0.17,0.0,6.5,0.92,0.0,0.0,1.83,0.0,0.17,0.0,0.17,0.0,0.0,7.33,3.33,0.08,0.0,0.0,0.0,0.0,0.67,1.92,0.0,0.0,0.0,0.42,0.0,0.08,0.08,0.0,1.17,0.0,0.0,0.5,0.0,0.0,0.08,0.0,0.0,0.25,0.5,0.92,1.33,0.17,1.75,0.42,0.08,5.42,0.33,0.5,0.25,0.0,2.25,0.0,1.0,2.92,22.75,0.92,0.0,1.42,0.0,0.25,0.0,3.08,0.17,0.0,0.25,7.58,0.17,0.0,0.0,0.42,1.25,0.0,0.0,0.0,0.08,0.0,0.0,0.25,0.25,0.0,0.33,0.0,0.0,0.17,0.0,0.08,0.0,10.17,0.42,10.67,0.08,0.08,1.92,0.0,0.0
27,0.0,0.67,0.0,0.0,0.67,0.92,0.0,0.0,0.08,0.08,0.17,4.67,0.17,0.0,0.08,0.08,0.08,0.08,0.0,0.08,1.67,15.83,0.5,2.67,0.08,0.67,0.08,0.83,0.25,0.08,7.5,19.17,0.0,1.92,0.5,0.0,5.25,0.0,0.0,0.0,8.92,2.83,16.25,0.33,1.33,0.33,0.92,0.08,0.0,0.0,0.0,1.0,0.25,1.67,0.0,20.42,0.0,2.67,0.67,3.08,0.0,0.0,0.08,0.08,0.83,1.42,0.0,0.5,0.58,0.0,0.08,0.25,0.08,0.67,0.67,0.0,43.67,0.75,0.0,0.08,0.92,0.25,1.67,1.5,2.5,0.0,0.17,1.17,1.08,1.42,2.42,0.83,0.17,0.0,0.0,0.42,0.33,0.0,0.33,0.0,2.17,0.0,0.08,0.58,1.17,0.17,0.58,0.0,0.42,0.0,0.0,14.08,10.25,1.58,0.92,0.17,0.08,0.67,0.17,0.0,0.0,7.5,0.0,0.17,81.17,0.0,0.17,0.0,0.08,0.08,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.25,0.0,0.0,0.0,3.5,0.0,0.42,0.0,0.0,0.0,1.25,1.83,0.0,0.0,0.0,11.08,2.0,0.83,0.25,0.0,0.33,0.08,0.08,0.33,0.75,0.0,11.92,0.42,6.75,0.0,2.25,1.42,0.25,0.0,0.0,5.0,1.08,0.0,0.0,1.67,0.0,0.25,0.67,0.5,0.0,0.75,7.83,3.42,0.42,0.0,0.25,0.0,0.0,0.5,2.67,0.08,0.0,0.0,0.25,0.0,0.08,1.75,0.0,1.17,0.0,0.0,0.25,0.0,0.0,0.42,0.17,0.0,0.25,0.5,1.75,0.92,0.17,4.33,1.17,0.0,3.75,0.67,0.5,0.42,0.0,3.42,0.0,1.42,6.08,26.67,1.25,0.0,1.58,0.0,0.67,0.0,3.33,1.0,0.08,0.58,8.92,0.0,0.0,0.0,0.0,1.83,0.58,0.0,0.0,0.0,0.75,0.0,0.17,0.17,0.0,0.42,0.08,0.0,0.33,0.17,0.17,0.0,13.25,0.92,9.17,0.33,0.17,2.67,0.67,0.25
28,0.0,0.5,0.0,0.0,0.17,0.17,0.0,0.0,0.0,0.17,0.08,3.5,0.08,0.0,0.0,0.17,0.0,0.0,0.0,0.17,0.83,7.67,0.83,2.42,0.0,0.17,0.08,0.42,0.0,0.0,2.83,10.92,0.0,0.42,0.08,0.0,1.33,0.0,0.0,0.0,5.58,1.75,5.92,0.0,0.33,0.08,0.0,0.0,0.25,0.0,0.0,0.5,0.25,0.67,0.0,9.83,0.08,5.58,0.17,0.75,0.25,0.0,0.33,0.17,0.42,0.25,0.0,0.92,0.08,0.0,0.0,0.0,0.0,0.0,0.08,0.0,32.0,0.33,0.0,0.08,0.83,0.0,0.75,1.83,1.25,0.0,0.0,0.5,0.58,0.92,0.75,0.0,0.08,0.0,0.0,0.08,0.58,0.0,0.5,0.0,1.92,0.0,0.0,1.17,0.67,0.33,0.08,0.0,0.08,0.17,0.0,5.83,5.67,1.08,0.33,0.0,0.0,0.25,0.0,0.0,0.0,4.0,0.0,0.08,88.17,0.0,0.33,0.0,0.0,0.08,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,1.67,0.17,0.0,0.0,0.0,0.0,1.33,0.42,0.0,0.0,0.0,10.0,0.92,0.42,0.5,0.0,0.17,0.0,0.33,0.08,0.0,0.0,12.83,0.33,2.83,0.0,0.75,0.42,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.5,0.0,0.08,0.67,0.0,0.0,0.17,3.67,0.67,0.0,0.0,0.0,0.0,0.0,0.33,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.25,0.0,0.17,0.17,0.0,0.0,0.08,0.0,0.0,0.08,0.0,0.75,0.5,0.0,1.33,0.17,0.0,1.25,0.58,0.17,0.0,0.0,1.5,0.0,1.83,2.75,21.67,0.58,0.0,0.33,0.0,0.42,0.0,0.75,0.25,0.0,0.0,2.67,0.0,0.0,0.0,0.17,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.08,0.0,0.58,0.0,0.0,0.0,0.0,0.08,0.0,3.33,0.83,2.42,0.0,0.0,0.83,0.17,0.08
29,0.0,0.08,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.33,7.08,0.5,3.42,0.0,0.0,0.0,0.75,0.0,0.0,3.17,7.0,0.0,0.25,0.0,0.0,3.58,0.0,0.0,0.0,3.08,0.0,7.58,0.08,0.25,0.0,0.17,0.0,0.08,0.0,0.0,0.17,0.08,0.83,0.0,1.17,0.0,0.67,0.58,0.17,0.0,0.0,0.0,0.17,0.33,0.17,0.0,0.08,0.0,0.0,0.0,0.08,0.0,0.25,0.08,0.0,26.42,0.17,0.08,0.0,0.0,0.08,0.67,0.92,1.58,0.0,0.0,0.08,0.08,0.5,0.0,0.0,0.58,0.0,0.08,0.17,0.67,0.0,0.5,0.0,0.5,0.0,0.0,0.08,0.17,0.0,0.08,0.0,0.08,0.0,0.0,3.33,6.67,0.33,0.42,0.0,0.25,0.08,0.08,0.0,0.0,2.67,0.33,0.33,60.08,0.0,0.25,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.33,0.0,0.0,0.0,0.0,0.0,0.17,0.67,0.0,0.0,0.0,11.92,0.33,0.25,0.17,0.0,0.0,0.0,0.0,0.08,0.0,0.0,7.75,0.33,1.17,0.0,0.25,0.08,0.08,0.17,0.0,2.92,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.08,0.0,0.08,2.83,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.08,0.0,0.0,0.08,0.0,0.58,0.0,0.08,0.17,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.17,0.17,0.08,0.33,0.0,0.0,2.17,0.0,0.08,0.0,0.0,0.5,0.0,0.17,2.33,16.83,0.17,0.0,0.33,0.0,0.17,0.0,0.25,0.08,0.0,0.0,0.92,0.0,0.0,0.0,0.08,1.33,0.17,0.0,0.0,0.0,0.08,0.0,0.08,0.0,0.0,0.25,0.0,0.0,0.08,0.0,0.08,0.0,1.58,0.08,1.25,0.17,0.0,0.58,0.17,0.0
30,0.0,0.42,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,2.58,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.17,0.25,6.0,0.5,2.67,0.0,0.0,0.0,1.25,0.0,0.0,2.75,9.33,0.0,1.33,0.08,0.0,2.92,0.17,0.0,0.0,4.5,0.25,5.08,0.0,0.83,0.5,0.33,0.0,0.08,0.0,0.0,0.17,0.0,0.42,0.08,4.08,0.08,1.92,0.25,0.75,0.0,0.0,0.0,0.42,0.42,0.42,0.0,0.75,0.17,0.0,0.0,0.33,0.0,0.0,0.08,0.08,24.58,0.33,0.0,0.0,0.17,0.0,1.17,0.75,1.0,0.08,0.0,0.17,0.5,0.33,0.25,0.33,0.25,0.0,0.0,0.08,0.83,0.0,0.25,0.0,1.08,0.0,0.0,0.5,0.0,0.08,0.0,0.0,0.08,0.08,0.0,8.0,8.67,0.92,0.33,0.0,0.17,0.75,0.17,0.0,0.0,5.08,0.0,0.33,49.58,0.0,0.17,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,9.08,0.08,0.17,0.17,0.0,0.08,0.0,0.0,0.17,0.0,0.0,8.92,0.0,3.5,0.0,0.58,1.0,0.25,0.0,0.0,3.17,0.08,0.0,0.0,0.33,0.0,0.0,0.08,0.08,0.0,0.0,5.58,1.08,0.17,0.0,0.0,0.0,0.0,0.17,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.08,1.25,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.33,0.58,0.25,0.0,0.42,0.08,0.0,1.92,0.17,0.08,0.0,0.0,0.42,0.0,0.08,2.17,14.42,0.33,0.0,0.58,0.0,0.17,0.0,1.25,0.08,0.0,0.08,2.17,0.08,0.0,0.0,0.08,2.75,0.25,0.0,0.0,0.0,0.0,0.0,0.33,0.08,0.0,0.33,0.0,0.17,0.0,0.0,0.0,0.0,3.83,0.08,6.75,0.0,0.0,0.92,0.08,0.0
