semana_epi,ABDON BATISTA,ABELARDO LUZ,AGROLÂNDIA,AGRONÔMICA,ALTO BELA VISTA,ANCHIETA,ANGELINA,ANITÁPOLIS,ANTÔNIO CARLOS,APIÚNA,ARABUTÃ,ARAQUARI,ARARANGUÁ,ARMAZÉM,ARROIO TRINTA,ARVOREDO,ASCURRA,ATALANTA,AURORA,BALNEÁRIO ARROIO DO SILVA,BALNEÁRIO BARRA DO SUL,BALNEÁRIO CAMBORIÚ,BALNEÁRIO GAIVOTA,BALNEÁRIO PIÇARRAS,BALNEÁRIO RINCÃO,BANDEIRANTE,BARRA BONITA,BARRA VELHA,BELMONTE,BENEDITO NOVO,BIGUAÇU,BLUMENAU,BOCAINA DO SUL,BOM JESUS,BOM JESUS DO OESTE,BOM RETIRO,BOMBINHAS,BOTUVERÁ,BRAÇO DO NORTE,BRAÇO DO TROMBUDO,BRUSQUE,CAIBI,CAMBORIÚ,CAMPO ALEGRE,CAMPO ERÊ,CAMPOS NOVOS,CANELINHA,CANOINHAS,CAPINZAL,CAPIVARI DE BAIXO,CAPÃO ALTO,CATANDUVAS,CAXAMBU DO SUL,CAÇADOR,CELSO RAMOS,CHAPECÓ,COCAL DO SUL,CONCÓRDIA,CORDILHEIRA ALTA,CORONEL FREITAS,CORONEL MARTINS,CORREIA PINTO,CORUPÁ,CRICIÚMA,CUNHA PORÃ,CUNHATAÍ,CURITIBANOS,DESCANSO,DIONÍSIO CERQUEIRA,DONA EMMA,DOUTOR PEDRINHO,ENTRE RIOS,ERMO,ERVAL VELHO,FAXINAL DOS GUEDES,FLOR DO SERTÃO,FLORIANÓPOLIS,FORMOSA DO SUL,FORQUILHINHA,FRAIBURGO,GALVÃO,GAROPABA,GARUVA,GASPAR,GOVERNADOR CELSO RAMOS,GRAVATAL,GRÃO-PARÁ,GUABIRUBA,GUARACIABA,GUARAMIRIM,GUARUJÁ DO SUL,GUATAMBÚ,HERVAL D'OESTE,IBIAM,IBICARÉ,IBIRAMA,ILHOTA,IMARUÍ,IMBITUBA,IMBUIA,INDAIAL,IOMERÊ,IPIRA,IPORÃ DO OESTE,IPUAÇU,IPUMIRIM,IRACEMINHA,IRANI,IRATI,IRINEÓPOLIS,ITAIÓPOLIS,ITAJAÍ,ITAPEMA,ITAPIRANGA,ITAPOÁ,ITUPORANGA,ITÁ,IÇARA,JABORÁ,JACINTO MACHADO,JAGUARUNA,JARAGUÁ DO SUL,JARDINÓPOLIS,JOAÇABA,JOINVILLE,JOSÉ BOITEUX,JUPIÁ,LACERDÓPOLIS,LAGES,LAGUNA,LAJEADO GRANDE,LAURENTINO,LAURO MÜLLER,LEBON RÉGIS,LINDÓIA DO SUL,LONTRAS,LUIZ ALVES,LUZERNA,MACIEIRA,MAFRA,MAJOR GERCINO,MAJOR VIEIRA,MARACAJÁ,MARAVILHA,MAREMA,MASSARANDUBA,MATOS COSTA,MELEIRO,MIRIM DOCE,MODELO,MONDAÍ,MONTE CASTELO,MORRO DA FUMAÇA,MORRO GRANDE,NAVEGANTES,NOVA ERECHIM,NOVA ITABERABA,NOVA TRENTO,NOVA VENEZA,NOVO HORIZONTE,ORLEANS,OURO,OURO VERDE,PAIAL,PAINEL,PALHOÇA,PALMA SOLA,PALMITOS,PAPANDUVA,PARAÍSO,PASSO DE TORRES,PASSOS MAIA,PAULO LOPES,PEDRAS GRANDES,PENHA,PERITIBA,PESCARIA BRAVA,PETROLÂNDIA,PINHALZINHO,PINHEIRO PRETO,PIRATUBA,PLANALTO ALEGRE,POMERODE,PONTE ALTA DO NORTE,PONTE SERRADA,PORTO BELO,PORTO UNIÃO,POUSO REDONDO,PRAIA GRANDE,PRESIDENTE CASTELLO BRANCO,PRESIDENTE GETÚLIO,PRESIDENTE NEREU,PRINCESA,QUILOMBO,RIO DAS ANTAS,RIO DO CAMPO,RIO DO OESTE,RIO DO SUL,RIO DOS CEDROS,RIO NEGRINHO,RIQUEZA,RODEIO,ROMELÂNDIA,SALETE,SALTINHO,SALTO VELOSO,SANGÃO,SANTA CECÍLIA,SANTA HELENA,SANTA ROSA DO SUL,SANTA TEREZINHA,SANTA TEREZINHA DO PROGRESSO,SANTIAGO DO SUL,SANTO AMARO DA IMPERATRIZ,SAUDADES,SCHROEDER,SEARA,SERRA ALTA,SIDERÓPOLIS,SOMBRIO,SUL BRASIL,SÃO BENTO DO SUL,SÃO BERNARDINO,SÃO BONIFÁCIO,SÃO CARLOS,SÃO CRISTÓVÃO DO SUL,SÃO DOMINGOS,SÃO FRANCISCO DO SUL,SÃO JOSÉ,SÃO JOSÉ DO CEDRO,SÃO JOSÉ DO CERRITO,SÃO JOÃO BATISTA,SÃO JOÃO DO ITAPERIÚ,SÃO JOÃO DO OESTE,SÃO JOÃO DO SUL,SÃO LOURENÇO DO OESTE,SÃO LUDGERO,SÃO MARTINHO,SÃO MIGUEL DA BOA VISTA,SÃO MIGUEL DO OESTE,SÃO PEDRO DE ALCÂNTARA,TAIÓ,TANGARÁ,TIGRINHOS,TIJUCAS,TIMBÓ,TREVISO,TREZE DE MAIO,TREZE TÍLIAS,TROMBUDO CENTRAL,TRÊS BARRAS,TUBARÃO,TUNÁPOLIS,TURVO,UNIÃO DO OESTE,URUSSANGA,VARGEM BONITA,VARGEÃO,VIDAL RAMOS,VIDEIRA,WITMARSUM,XANXERÊ,XAVANTINA,XAXIM,ZORTÉA,ÁGUA DOCE,ÁGUAS DE CHAPECÓ,ÁGUAS FRIAS,ÁGUAS MORNAS
11,0.0,4.0,0.0,0.0,0.17,0.92,0.0,0.0,0.25,0.17,0.33,9.25,0.92,0.0,0.58,0.33,0.42,0.08,0.08,0.58,0.67,32.5,0.17,5.75,0.0,0.25,0.08,0.33,0.83,0.42,15.58,16.5,0.08,3.0,0.5,0.08,7.17,0.25,0.08,0.0,12.17,1.5,18.92,0.17,1.75,1.5,0.58,0.17,0.92,0.25,0.0,2.5,0.33,4.25,0.0,63.92,0.0,10.83,9.0,2.58,0.67,0.25,0.42,0.75,3.08,2.0,0.08,0.75,0.5,0.0,0.0,0.92,0.0,1.0,3.25,0.08,94.5,3.75,0.0,0.17,1.17,0.42,2.5,2.83,3.67,0.08,0.17,1.25,1.67,1.17,2.92,0.58,0.58,0.0,0.08,0.58,1.25,0.0,0.17,0.17,5.25,0.0,3.25,0.33,3.67,0.75,1.58,0.0,1.42,0.08,0.0,42.42,12.58,3.08,1.0,0.25,1.33,0.67,1.67,0.0,0.0,5.25,2.17,1.08,121.33,0.0,1.33,0.17,0.0,0.17,0.33,0.0,0.0,0.08,0.17,0.17,0.0,0.67,0.0,0.17,0.0,0.17,0.08,3.33,0.42,0.5,0.0,0.0,0.0,2.92,1.67,0.0,0.0,0.0,18.92,2.58,1.67,0.67,0.0,0.58,0.08,0.42,1.67,0.83,0.0,24.08,1.25,2.67,0.5,0.25,1.83,2.33,0.08,0.0,2.08,0.67,0.0,0.0,5.17,0.17,0.08,0.67,0.75,0.0,1.25,10.25,10.25,0.67,0.08,0.17,0.08,0.0,1.42,4.42,0.0,0.0,0.0,1.33,0.0,0.08,2.75,0.0,1.42,0.0,0.42,1.67,0.0,0.0,0.08,0.08,0.0,0.25,0.58,2.17,3.33,0.17,2.42,1.08,0.08,7.25,0.83,2.33,1.75,0.0,5.5,0.0,4.58,1.08,41.75,0.67,0.08,2.83,0.0,0.33,0.17,5.5,1.5,0.0,0.5,11.33,0.0,0.0,0.0,1.67,4.67,1.25,0.0,0.0,0.0,0.17,0.08,0.25,0.25,0.0,2.83,0.25,0.0,5.58,0.17,0.25,0.0,23.67,0.33,26.08,0.0,1.67,3.42,1.42,0.17
12,0.0,5.67,0.0,0.08,0.0,2.0,0.0,0.08,0.0,0.5,0.25,9.75,0.67,0.0,1.08,0.42,0.33,0.17,0.0,0.17,0.17,32.58,0.42,12.75,0.0,0.0,1.5,1.33,0.33,0.0,10.67,15.33,0.0,2.17,2.92,0.33,9.25,0.0,0.42,0.0,10.83,5.67,15.83,0.33,1.58,1.33,0.58,0.25,2.25,0.08,0.0,3.0,0.83,6.75,0.08,40.08,0.08,23.17,0.83,2.83,0.75,0.0,0.58,0.75,4.0,1.25,0.17,1.0,0.5,0.0,0.0,0.75,0.0,0.42,5.0,1.08,50.42,0.67,0.08,0.08,0.83,0.67,1.25,1.83,4.75,0.08,0.0,1.92,3.33,2.58,2.33,0.83,0.83,0.17,0.0,1.25,1.42,0.0,0.42,0.0,4.58,0.0,0.83,1.83,2.42,0.75,0.67,0.0,0.92,0.83,0.0,26.33,17.58,2.33,0.42,0.33,1.58,0.67,0.75,0.08,0.08,7.33,0.67,1.17,102.25,0.0,0.5,0.17,0.0,0.08,0.17,0.08,0.0,0.0,0.83,0.08,0.08,0.92,0.0,0.33,0.0,0.0,0.17,6.92,0.5,0.67,0.0,0.0,0.08,13.33,3.33,0.0,0.0,0.0,12.25,2.58,1.0,0.33,0.0,1.83,0.08,0.25,1.08,0.25,0.0,18.75,1.0,7.33,0.67,0.67,1.58,0.5,0.0,0.0,11.5,1.0,0.08,0.0,3.67,0.17,0.58,1.25,0.83,0.0,1.42,12.83,13.67,0.42,0.0,0.17,0.0,0.0,1.17,2.67,0.58,0.0,0.0,0.75,0.0,0.17,1.83,0.17,2.0,0.0,0.75,1.17,0.0,0.0,0.75,0.25,0.0,0.5,0.83,2.17,2.58,0.33,3.42,0.5,0.0,9.25,0.75,1.25,1.33,0.0,1.5,0.0,6.42,1.0,39.33,1.92,0.0,2.25,0.17,0.33,0.17,8.25,0.58,0.0,0.67,16.42,0.0,0.0,0.0,1.08,2.5,1.42,0.0,0.0,0.08,0.67,0.0,0.58,0.17,0.0,0.83,0.0,0.25,2.17,0.08,0.33,0.0,22.25,0.92,19.17,0.33,1.17,2.42,0.58,0.17
13,0.0,1.33,0.0,0.17,0.25,2.08,0.0,0.17,0.25,1.25,0.67,11.08,1.33,0.5,0.67,0.5,0.33,0.25,0.08,0.33,2.83,39.83,0.42,15.33,0.0,0.58,0.25,1.08,0.83,0.5,15.92,31.08,0.0,1.58,0.58,0.17,10.67,0.33,0.08,0.0,18.25,2.92,26.75,0.0,2.25,1.17,0.5,0.17,1.92,0.08,0.0,1.5,0.5,6.5,0.25,33.5,0.0,24.0,1.0,3.33,0.83,0.0,0.42,0.75,5.25,1.5,0.08,2.25,1.92,0.08,0.0,0.25,0.08,0.33,2.5,0.75,63.5,0.83,0.17,0.08,0.83,0.42,3.83,4.5,5.75,0.08,0.08,2.0,3.58,2.0,4.83,1.0,0.42,0.0,0.0,0.83,1.5,0.0,1.42,0.0,5.75,0.0,1.08,3.0,1.67,1.5,0.58,0.0,0.67,0.17,0.08,18.0,29.17,4.17,1.33,0.58,1.0,2.42,1.75,0.0,0.17,15.42,0.83,2.58,137.0,0.0,0.67,0.0,0.08,0.25,0.67,0.0,0.0,0.0,0.58,0.33,0.08,1.42,0.08,0.17,0.0,0.0,0.17,5.83,0.08,0.58,0.0,0.0,0.08,0.92,4.67,0.0,0.08,0.0,24.08,1.92,0.75,0.92,0.0,0.83,0.0,0.08,0.75,1.5,0.0,29.5,1.0,12.5,0.17,2.42,4.0,0.17,0.0,0.0,12.83,1.58,0.0,0.0,5.67,0.0,1.08,0.83,0.92,0.0,1.33,7.42,14.25,0.17,0.08,0.0,0.0,0.0,1.42,6.17,0.0,0.0,0.08,0.83,0.25,0.58,0.75,0.25,2.17,0.0,0.25,0.83,0.0,0.08,1.17,0.0,0.0,0.42,1.83,2.75,3.67,0.5,9.75,1.0,0.17,6.17,1.17,1.83,1.17,0.0,7.08,0.0,8.17,4.5,51.08,2.42,0.0,4.42,0.25,0.42,0.08,8.0,1.25,0.0,0.33,23.83,0.0,0.08,0.0,0.75,6.5,1.17,0.0,0.0,0.0,0.08,0.0,0.83,1.08,0.0,1.83,0.0,0.0,2.08,0.08,0.75,0.0,29.42,1.33,21.0,1.08,2.08,2.92,1.0,0.17
14,0.0,2.92,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.33,0.08,9.08,0.33,0.0,0.5,0.17,0.25,0.0,0.0,0.0,1.33,20.75,0.67,5.0,0.0,0.17,0.08,1.17,0.25,0.0,7.33,24.33,0.0,0.75,0.25,0.0,8.92,0.17,0.0,0.0,7.25,1.25,9.17,0.08,0.92,0.33,0.58,0.0,0.75,0.17,0.0,0.08,1.25,1.58,0.0,13.0,0.0,7.25,1.5,1.33,0.33,0.0,0.33,0.25,1.83,0.83,0.0,0.58,1.0,0.0,0.0,0.42,0.0,0.08,0.25,0.0,42.42,0.5,0.0,0.0,0.42,0.17,1.75,2.75,2.75,0.0,0.0,0.58,1.5,1.5,2.5,0.33,0.0,0.0,0.0,0.33,0.5,0.0,0.75,0.0,3.33,0.17,0.5,1.25,1.5,0.25,0.17,0.0,0.5,0.0,0.0,12.67,14.0,3.92,1.17,0.17,0.17,0.33,0.08,0.08,0.0,8.33,0.25,0.75,83.33,0.0,0.67,0.08,0.0,0.08,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,1.08,0.08,0.25,0.0,0.0,0.0,2.08,2.5,0.08,0.0,0.0,10.08,3.0,0.5,0.25,0.0,0.25,0.0,0.0,0.25,0.0,0.0,13.5,0.5,5.25,0.42,1.08,1.58,0.67,0.0,0.0,6.75,0.17,0.0,0.0,2.92,0.0,0.25,0.0,0.17,0.0,0.33,8.33,3.33,0.08,0.0,0.0,0.17,0.08,0.92,2.17,0.0,0.0,0.0,0.83,0.0,0.08,0.75,0.25,1.0,0.0,0.5,0.25,0.0,0.0,0.25,0.08,0.0,0.0,0.5,1.33,1.17,0.5,3.33,0.5,0.0,2.75,0.5,0.83,0.25,0.0,3.5,0.0,1.33,4.17,33.0,1.5,0.0,1.5,0.0,0.17,0.0,2.92,0.25,0.0,0.42,6.83,0.0,0.0,0.0,0.08,1.83,0.5,0.0,0.0,0.17,0.33,0.17,0.33,0.17,0.0,1.0,0.0,0.25,0.08,0.0,0.17,0.0,9.58,0.67,7.42,0.0,0.42,1.0,0.25,0.0
15,0.0,1.5,0.0,0.0,0.58,0.5,0.0,0.0,0.25,0.33,0.08,7.0,0.83,0.0,0.5,0.25,0.33,0.0,0.08,0.33,1.42,15.0,0.25,4.0,0.0,0.08,0.08,0.75,0.42,0.08,6.92,25.58,0.0,2.08,0.33,0.0,5.17,0.17,0.17,0.0,13.0,2.08,12.83,0.25,1.67,1.58,0.67,0.17,1.0,0.0,0.0,0.75,0.25,4.5,0.17,25.58,0.17,8.25,2.08,2.17,0.25,0.0,0.42,0.33,3.08,1.0,0.08,1.67,0.25,0.0,0.0,0.83,0.0,0.75,2.17,0.67,49.08,1.67,0.08,0.42,0.17,0.17,1.92,2.42,1.33,0.0,0.0,1.58,1.67,1.33,2.5,0.67,1.58,0.0,0.0,0.08,0.83,0.08,0.67,0.0,4.92,0.33,1.08,0.33,1.25,0.08,0.5,0.0,0.92,0.58,0.0,14.33,13.25,3.75,1.33,0.08,0.33,0.75,0.17,0.08,0.0,6.58,0.5,2.25,107.75,0.08,1.17,0.08,0.0,0.08,0.33,0.0,0.0,0.0,0.25,0.0,0.0,0.17,0.0,0.08,0.0,0.0,0.0,2.83,0.0,0.17,0.0,0.0,0.0,1.25,2.83,0.08,0.0,0.0,19.17,1.83,0.33,0.33,0.0,0.58,0.0,0.08,0.33,0.42,0.0,14.5,0.75,7.17,0.17,1.0,1.25,0.42,0.0,0.0,11.08,0.25,0.0,0.0,3.08,0.0,2.42,0.33,0.25,0.0,3.08,8.25,5.33,0.0,0.0,0.25,0.17,0.0,0.0,3.42,0.0,0.0,0.0,0.58,0.0,0.33,0.25,0.25,0.83,0.0,0.0,0.42,0.0,0.0,0.5,0.0,0.0,0.08,0.5,1.83,1.0,0.08,1.17,0.25,0.0,3.67,0.42,1.67,0.5,0.0,2.0,0.0,1.42,2.25,46.08,1.92,0.0,2.25,0.0,0.25,0.0,3.42,0.42,0.0,0.92,9.17,0.08,0.0,0.0,0.92,2.08,0.33,0.0,0.0,0.0,0.0,0.08,0.58,0.08,0.0,1.08,0.0,0.08,1.42,0.0,0.08,0.0,16.58,0.92,10.0,0.5,0.58,1.67,0.42,0.08
16,0.0,1.17,0.0,0.08,0.0,2.17,0.0,0.0,0.33,0.17,0.25,9.33,1.67,0.08,0.0,0.08,0.25,0.17,0.0,0.92,1.92,25.33,1.92,10.17,0.0,0.75,0.25,1.58,1.0,0.08,11.25,40.08,0.0,1.58,0.92,0.0,9.08,0.25,0.58,0.08,19.25,2.67,12.92,0.0,2.42,4.0,0.42,0.42,1.67,0.0,0.0,1.25,0.08,6.83,0.17,26.75,0.0,11.67,3.17,2.17,0.42,0.0,0.5,0.67,2.58,1.0,0.0,1.83,0.42,0.0,0.0,0.67,0.0,0.67,1.75,0.33,66.67,1.33,0.0,0.17,2.33,0.08,1.83,5.83,2.75,0.0,0.08,1.92,3.0,2.25,5.08,0.42,0.83,0.0,0.08,0.92,1.67,0.0,1.33,0.0,6.5,0.0,0.17,1.25,2.17,0.67,1.67,0.0,0.58,0.58,0.0,20.08,19.17,3.92,1.08,0.5,1.33,1.5,0.58,0.08,0.0,13.5,0.42,0.83,115.58,0.0,1.33,0.0,0.0,0.08,0.08,0.17,0.08,0.0,0.5,0.17,0.0,0.67,0.0,0.25,0.0,0.0,0.08,3.67,0.08,0.25,0.0,0.0,0.0,1.58,2.83,0.0,0.0,0.0,16.33,2.5,1.33,0.58,0.08,0.42,0.08,0.08,0.83,0.33,0.0,15.58,1.0,9.67,0.25,1.58,2.58,0.5,0.08,0.0,8.5,0.67,0.17,0.0,5.0,0.0,0.58,0.75,0.58,0.0,2.42,10.17,6.92,0.58,0.0,0.42,0.0,0.08,0.5,3.58,0.0,0.0,0.08,1.33,0.0,0.17,0.75,0.17,1.42,0.17,0.08,0.25,0.08,0.0,0.83,0.0,0.0,0.33,0.67,2.0,2.67,0.08,4.33,1.5,0.0,8.83,2.17,1.67,1.17,0.0,2.67,0.0,1.92,4.92,63.83,1.67,0.0,4.33,0.0,0.17,0.17,5.33,1.08,0.0,1.33,17.83,0.17,0.0,0.0,0.33,2.75,2.25,0.0,0.0,0.0,0.5,0.0,0.75,1.0,0.0,1.33,0.0,0.58,0.67,0.0,0.17,0.0,12.83,1.83,18.83,1.08,0.67,2.58,0.17,0.08
17,0.0,1.0,0.08,0.0,0.08,1.08,0.0,0.0,0.08,0.33,0.33,10.0,1.25,0.25,0.08,0.17,0.25,0.0,0.0,0.25,3.0,24.67,0.42,9.67,0.08,0.75,0.17,1.5,0.42,0.25,14.17,31.17,0.0,1.58,0.42,0.0,12.75,0.25,0.0,0.0,26.58,2.58,20.83,0.17,2.08,1.42,0.5,1.58,1.0,0.0,0.0,1.17,0.5,4.08,0.42,41.17,0.08,11.83,3.75,3.5,0.83,0.0,0.25,1.17,3.58,0.58,0.08,2.0,0.5,0.0,0.0,0.58,0.0,1.0,1.08,0.58,59.58,1.17,0.0,0.0,0.25,0.42,2.17,4.17,4.17,0.0,0.08,1.92,2.25,2.5,4.42,0.67,0.42,0.0,0.0,0.25,2.0,0.0,1.0,0.0,5.5,0.0,0.08,2.17,1.83,0.33,0.83,0.0,0.75,0.0,0.0,35.5,19.5,2.75,1.17,0.17,1.08,3.08,0.33,0.0,0.08,10.58,0.42,1.33,126.33,0.0,1.0,0.17,0.0,0.0,0.08,0.0,0.0,0.0,0.08,0.17,0.0,0.5,0.0,0.42,0.0,0.08,0.0,3.08,0.0,0.17,0.0,0.0,0.0,1.42,2.83,0.0,0.0,0.0,16.67,2.08,2.17,0.58,0.08,0.08,0.08,0.0,0.42,1.17,0.0,18.33,1.0,7.58,0.42,2.42,2.17,0.42,0.33,0.0,12.83,0.5,0.08,0.0,4.08,0.0,0.5,0.92,0.5,0.0,2.25,11.92,10.08,0.42,0.0,0.08,0.08,0.0,0.75,4.17,0.0,0.0,0.0,1.17,0.0,0.17,1.17,0.08,1.5,0.08,0.08,0.08,0.0,0.0,0.58,0.25,0.0,0.17,0.83,2.92,2.0,0.33,3.0,0.67,0.08,6.33,1.0,1.5,1.5,0.0,3.83,0.0,1.92,2.67,70.58,1.33,0.0,5.17,0.0,0.25,0.08,5.25,1.25,0.08,1.0,18.08,0.0,0.0,0.0,1.33,2.58,1.0,0.0,0.0,0.08,0.5,0.0,1.0,1.83,0.0,1.17,0.08,2.33,0.25,0.17,0.5,0.0,19.25,1.17,12.0,0.83,0.33,2.83,0.08,0.08
18,0.0,0.67,0.0,0.0,0.0,0.58,0.08,0.0,0.17,0.17,0.5,4.67,0.5,0.08,0.0,0.42,0.17,0.0,0.08,0.58,2.33,24.17,0.17,4.58,0.0,0.67,0.33,0.67,0.75,0.0,6.67,23.42,0.0,2.67,0.08,0.08,5.83,0.25,0.0,0.0,10.42,1.0,11.75,0.0,0.75,0.83,0.75,0.0,0.67,0.17,0.0,0.67,0.75,3.67,0.08,20.5,0.0,5.5,1.25,1.42,0.25,0.0,0.17,0.33,3.17,0.42,0.0,0.42,0.17,0.0,0.0,0.33,0.0,0.25,0.83,0.42,40.5,1.42,0.0,0.17,0.42,0.17,3.33,2.83,2.08,0.0,0.0,1.58,1.17,1.0,2.33,0.42,0.08,0.0,0.0,0.17,2.83,0.0,1.0,0.0,5.0,0.25,0.17,0.92,1.33,0.5,0.5,0.0,0.42,0.17,0.0,14.0,16.67,3.33,2.0,0.25,0.17,0.58,0.42,0.0,0.08,8.58,1.0,1.92,91.5,0.0,0.25,0.0,0.0,0.08,0.33,0.0,0.0,0.0,0.17,0.08,0.0,0.33,0.08,0.25,0.0,0.0,0.08,1.92,0.25,0.25,0.0,0.0,0.0,1.0,2.42,0.0,0.0,0.0,16.5,1.5,1.08,0.25,0.0,0.0,0.08,0.17,0.58,0.0,0.0,15.08,0.67,4.08,0.0,1.25,1.58,0.08,0.08,0.0,8.33,0.92,0.0,0.0,1.5,0.0,0.17,0.5,0.5,0.0,1.42,6.58,5.33,0.08,0.0,0.0,0.0,0.08,0.83,3.08,0.0,0.0,0.0,1.17,0.0,0.08,0.17,0.08,1.75,0.0,0.0,0.08,0.0,0.0,0.67,0.08,0.0,0.17,0.17,1.25,3.42,0.08,3.17,0.92,0.0,4.42,1.33,1.08,0.17,0.08,3.67,0.0,2.67,3.25,33.33,0.75,0.0,1.75,0.0,0.08,0.0,2.5,0.25,0.08,0.17,12.67,0.08,0.0,0.0,0.25,2.5,0.42,0.0,0.0,0.17,0.33,0.08,0.17,0.83,0.0,0.75,0.0,0.25,1.33,0.08,0.08,0.0,14.08,0.17,7.5,0.5,1.58,1.42,0.08,0.25
19,0.0,0.08,0.0,0.0,0.17,0.58,0.0,0.0,0.0,0.25,0.08,3.67,0.58,0.0,0.0,0.08,0.5,0.0,0.0,0.0,1.33,12.25,1.0,4.33,0.08,0.08,0.0,0.58,0.0,0.17,6.0,16.5,0.0,1.92,0.17,0.0,3.42,0.0,0.25,0.0,9.67,1.08,5.25,0.0,0.75,0.42,0.42,0.08,0.58,0.0,0.0,0.0,0.0,0.58,0.08,28.58,0.0,4.33,0.25,2.25,0.25,0.0,0.42,0.42,2.42,0.42,0.0,0.5,0.08,0.0,0.0,0.75,0.0,0.25,0.67,0.0,37.75,0.0,0.08,0.0,0.5,0.08,1.33,2.5,1.42,0.0,0.0,0.5,1.33,1.25,1.17,0.08,0.25,0.0,0.0,0.17,0.75,0.0,0.5,0.0,2.25,0.0,0.0,0.5,0.42,0.08,0.5,0.0,0.0,0.17,0.0,10.75,11.0,1.5,0.42,0.0,0.33,0.33,0.25,0.0,0.17,5.5,0.17,0.58,96.42,0.0,0.17,0.0,0.0,0.17,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.17,0.0,0.0,0.17,1.92,0.08,0.17,0.0,0.0,0.0,1.17,1.67,0.0,0.0,0.0,11.83,1.58,0.92,0.17,0.0,0.08,0.25,0.5,0.25,0.17,0.0,15.83,0.17,6.58,0.0,1.08,0.92,0.67,0.08,0.0,6.83,0.33,0.0,0.0,1.25,0.08,0.0,0.17,0.17,0.0,0.08,7.42,3.08,0.0,0.0,0.0,0.25,0.0,0.17,2.33,0.08,0.0,0.0,0.67,0.0,0.0,0.83,0.17,0.25,0.0,0.08,0.33,0.0,0.0,0.25,0.0,0.0,0.08,0.67,1.08,0.92,0.0,1.08,0.25,0.0,1.75,0.33,0.75,0.25,0.0,1.25,0.0,2.5,3.17,39.25,0.58,0.0,1.33,0.0,0.17,0.0,2.08,0.83,0.0,0.25,5.67,0.08,0.0,0.0,0.33,2.58,0.08,0.0,0.0,0.0,0.33,0.08,0.25,0.42,0.0,0.25,0.0,1.08,0.42,0.0,0.08,0.0,6.58,0.33,8.42,0.08,0.0,2.25,0.58,0.0
20,0.42,0.67,0.0,0.0,0.17,0.0,0.0,0.0,0.25,0.5,0.17,6.92,1.5,0.08,0.0,0.17,0.08,0.0,0.0,0.42,2.92,18.75,0.92,6.17,0.08,0.17,0.0,1.17,0.25,0.0,7.92,19.17,0.0,1.08,0.08,0.0,6.67,0.33,0.25,0.0,14.0,0.5,9.42,0.0,0.42,0.33,0.42,0.08,0.58,0.0,0.0,0.17,0.33,1.08,0.25,13.83,0.0,3.08,1.25,1.58,0.08,0.0,0.42,0.33,1.42,0.25,0.0,0.75,1.67,0.0,0.0,0.75,0.0,0.58,0.0,0.25,53.33,0.75,0.0,0.0,0.5,0.25,3.33,3.42,3.17,0.0,0.0,1.33,1.75,1.75,0.75,0.25,0.25,0.0,0.0,0.25,1.25,0.0,0.75,0.0,3.83,0.0,0.0,0.25,1.25,0.25,0.17,0.0,0.67,0.08,0.0,16.25,17.17,1.75,1.0,0.08,0.42,0.42,0.25,0.0,0.0,8.75,0.25,1.0,107.08,0.0,0.58,0.08,0.17,0.5,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.17,0.0,0.0,0.0,1.5,0.0,0.33,0.0,0.0,0.0,0.83,1.42,0.0,0.0,0.0,14.58,0.5,0.42,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,19.75,0.25,4.58,0.0,0.42,1.75,0.25,0.17,0.0,8.0,0.25,0.0,0.0,2.08,0.0,0.08,0.0,0.42,0.0,0.67,6.33,3.08,0.17,0.0,0.0,0.0,0.0,0.17,0.58,0.0,0.08,0.0,0.33,0.08,0.17,0.58,0.0,0.17,0.0,0.0,0.5,0.0,0.0,0.08,0.25,0.0,0.0,0.08,2.58,1.58,0.08,2.33,0.0,0.0,6.0,0.42,0.92,0.17,0.0,1.92,0.0,1.08,4.5,39.0,1.0,0.0,2.5,0.0,0.0,0.17,2.0,0.83,0.0,0.17,6.58,0.17,0.08,0.0,0.67,3.58,0.67,0.0,0.0,0.0,0.08,0.0,0.83,0.08,0.0,0.58,0.0,1.25,0.5,0.0,0.08,0.0,6.67,0.25,5.58,0.17,0.0,1.17,0.58,0.42
