semana_epi,ABDON BATISTA,ABELARDO LUZ,ALFREDO WAGNER,ALTO BELA VISTA,ANCHIETA,ANITÁPOLIS,ANTÔNIO CARLOS,APIÚNA,ARABUTÃ,ARAQUARI,ARARANGUÁ,ARROIO TRINTA,ARVOREDO,ASCURRA,AURORA,BALNEÁRIO BARRA DO SUL,BALNEÁRIO CAMBORIÚ,BALNEÁRIO GAIVOTA,BALNEÁRIO PIÇARRAS,BALNEÁRIO RINCÃO,BANDEIRANTE,BARRA BONITA,BARRA VELHA,BELMONTE,BENEDITO NOVO,BIGUAÇU,BLUMENAU,BOM JARDIM DA SERRA,BOM JESUS,BOM JESUS DO OESTE,BOMBINHAS,BOTUVERÁ,BRAÇO DO NORTE,BRUSQUE,CAIBI,CAMBORIÚ,CAMPO ALEGRE,CAMPO ERÊ,CAMPOS NOVOS,CANELINHA,CANOINHAS,CAPINZAL,CAPIVARI DE BAIXO,CAPÃO ALTO,CATANDUVAS,CAXAMBU DO SUL,CAÇADOR,CELSO RAMOS,CHAPECÓ,COCAL DO SUL,CONCÓRDIA,CORDILHEIRA ALTA,CORONEL FREITAS,CORONEL MARTINS,CORREIA PINTO,CORUPÁ,CRICIÚMA,CUNHA PORÃ,CUNHATAÍ,CURITIBANOS,DESCANSO,DIONÍSIO CERQUEIRA,DOUTOR PEDRINHO,ENTRE RIOS,ERVAL VELHO,FAXINAL DOS GUEDES,FLOR DO SERTÃO,FLORIANÓPOLIS,FORMOSA DO SUL,FORQUILHINHA,FRAIBURGO,GALVÃO,GAROPABA,GARUVA,GASPAR,GOVERNADOR CELSO RAMOS,GRAVATAL,GRÃO PARÁ,GUABIRUBA,GUARACIABA,GUARAMIRIM,GUARUJÁ DO SUL,GUATAMBÚ,HERVAL D'OESTE,IBICARÉ,IBIRAMA,ILHOTA,IMARUÍ,IMBITUBA,IMBUIA,INDAIAL,IOMERÊ,IPIRA,IPORÃ DO OESTE,IPUAÇU,IPUMIRIM,IRACEMINHA,IRANI,IRATI,IRINEÓPOLIS,ITAJAÍ,ITAPEMA,ITAPIRANGA,ITAPOÁ,ITUPORANGA,ITÁ,IÇARA,JABORÁ,JAGUARUNA,JARAGUÁ DO SUL,JARDINÓPOLIS,JOAÇABA,JOINVILLE,JOSÉ BOITEUX,JUPIÁ,LACERDÓPOLIS,LAGES,LAGUNA,LAJEADO GRANDE,LAURENTINO,LAURO MÜLLER,LEOBERTO LEAL,LINDÓIA DO SUL,LONTRAS,LUIZ ALVES,LUZERNA,MAFRA,MAJOR GERCINO,MARACAJÁ,MARAVILHA,MAREMA,MASSARANDUBA,MODELO,MONDAÍ,MORRO DA FUMAÇA,NAVEGANTES,NOVA ERECHIM,NOVA ITABERABA,NOVA TRENTO,NOVA VENEZA,NOVO HORIZONTE,ORLEANS,OURO,OURO VERDE,PAIAL,PALHOÇA,PALMA SOLA,PALMITOS,PAPANDUVA,PARAÍSO,PASSO DE TORRES,PASSOS MAIA,PAULO LOPES,PENHA,PERITIBA,PINHALZINHO,PIRATUBA,PLANALTO ALEGRE,POMERODE,PONTE ALTA,PONTE SERRADA,PORTO BELO,PORTO UNIÃO,POUSO REDONDO,PRESIDENTE GETÚLIO,PRESIDENTE NEREU,PRINCESA,QUILOMBO,RANCHO QUEIMADO,RIO DO OESTE,RIO DO SUL,RIO DOS CEDROS,RIO NEGRINHO,RIQUEZA,RODEIO,ROMELÂNDIA,SALETE,SALTINHO,SALTO VELOSO,SANTA HELENA,SANTA TEREZINHA,SANTA TEREZINHA DO PROGRESSO,SANTIAGO DO SUL,SANTO AMARO DA IMPERATRIZ,SAUDADES,SCHROEDER,SEARA,SERRA ALTA,SOMBRIO,SUL BRASIL,SÃO BENTO DO SUL,SÃO BERNARDINO,SÃO BONIFÁCIO,SÃO CARLOS,SÃO CRISTOVÃO DO SUL,SÃO DOMINGOS,SÃO FRANCISCO DO SUL,SÃO JOSÉ,SÃO JOSÉ DO CEDRO,SÃO JOÃO BATISTA,SÃO JOÃO DO ITAPERIÚ,SÃO JOÃO DO OESTE,SÃO LOURENÇO DO OESTE,SÃO LUDGERO,SÃO MIGUEL DA BOA VISTA,SÃO MIGUEL DO OESTE,SÃO PEDRO DE ALCÂNTARA,TAIÓ,TANGARÁ,TIGRINHOS,TIJUCAS,TIMBÓ,TREZE TÍLIAS,TROMBUDO CENTRAL,TUBARÃO,TUNÁPOLIS,UNIÃO DO OESTE,URUBICI,URUSSANGA,VARGEM BONITA,VARGEÃO,VIDAL RAMOS,VIDEIRA,XANXERÊ,XAVANTINA,XAXIM,ZORTÉA,ÁGUA DOCE,ÁGUAS DE CHAPECÓ,ÁGUAS FRIAS,ÁGUAS MORNAS
12,0.0,35.4,0.0,0.0,2.0,0.4,0.2,1.0,0.0,94.6,0.0,0.2,0.2,10.0,0.0,4.0,113.8,0.0,39.0,0.0,0.0,0.0,23.0,9.0,0.0,4.2,701.0,0.0,5.2,0.4,47.2,0.0,1.0,102.6,18.8,22.6,0.0,4.8,0.6,0.2,0.2,2.6,0.2,0.0,0.0,7.0,0.6,0.0,159.6,0.0,118.4,1.6,32.8,0.0,0.2,0.8,0.4,2.4,1.0,0.0,2.0,3.2,0.0,3.2,0.0,1.2,1.4,220.0,3.4,0.0,0.0,0.2,0.6,15.8,22.0,1.4,0.0,0.2,2.0,47.2,1.8,7.8,2.0,0.8,0.0,0.0,5.4,0.0,0.6,0.0,67.4,0.0,0.2,36.4,3.0,0.8,3.6,0.0,0.0,0.0,247.0,29.2,39.8,28.2,0.0,23.4,0.0,0.0,0.0,118.2,0.2,0.2,1823.6,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.0,0.0,128.4,0.8,0.2,0.0,43.6,0.0,104.6,1.4,0.6,5.6,0.0,2.0,0.0,0.0,0.0,0.0,206.6,2.0,63.4,0.0,0.4,0.0,0.4,0.2,24.0,1.6,7.2,0.6,0.0,3.2,0.0,0.4,19.8,0.6,0.0,0.0,0.0,0.4,6.8,0.0,0.0,0.4,0.6,0.0,3.0,0.8,8.6,0.0,0.2,0.0,0.8,0.0,1.8,0.2,2.6,7.0,0.0,44.4,0.0,0.0,0.0,0.4,0.0,0.0,19.0,0.0,0.0,99.6,114.4,40.8,10.8,0.0,1.8,12.6,0.0,0.8,35.0,0.0,0.0,0.0,0.4,62.0,3.0,2.0,0.0,0.4,0.6,3.2,0.0,0.0,0.0,0.0,0.0,0.6,54.6,1.2,19.6,0.0,0.0,20.4,0.0,0.0
13,0.0,25.8,0.0,0.0,1.4,0.2,0.0,1.2,0.2,94.4,1.0,0.2,0.4,9.0,0.0,5.0,151.8,0.0,41.2,0.0,0.0,0.6,37.4,8.4,0.0,3.0,593.8,0.0,10.2,0.2,31.2,0.0,6.6,125.0,19.8,14.8,0.0,9.0,0.6,0.0,0.0,2.0,0.0,0.2,0.0,12.0,0.2,0.0,198.0,0.0,153.2,1.4,46.6,0.0,0.0,1.2,0.0,5.0,1.4,0.0,2.8,3.2,0.0,3.2,0.2,1.0,4.4,316.2,7.4,0.2,0.0,1.2,0.2,30.2,26.6,1.8,0.0,0.4,2.6,34.4,2.2,8.8,2.2,0.8,0.0,0.0,5.6,0.0,0.6,0.0,103.2,0.0,0.6,37.2,3.2,1.6,4.4,0.2,0.0,0.0,279.4,22.8,35.2,33.4,0.0,18.0,0.0,0.0,0.0,142.4,0.2,0.0,2191.4,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.4,0.0,0.2,150.0,1.0,0.4,0.4,53.6,0.0,129.2,4.2,4.8,5.2,0.0,2.2,0.0,0.0,0.6,0.0,236.2,3.4,64.6,0.0,0.6,0.0,0.4,0.0,33.6,2.2,7.6,1.0,0.4,1.4,0.0,0.0,35.0,1.2,0.4,0.0,0.0,0.4,9.2,0.0,0.0,0.2,0.2,0.2,3.4,0.2,6.0,0.0,0.6,0.0,3.8,0.0,3.6,1.4,4.4,11.0,0.0,31.0,0.6,0.0,0.0,0.0,0.4,0.0,21.8,0.0,0.4,82.2,143.6,40.2,11.2,0.2,5.6,17.2,1.2,2.0,42.4,0.0,0.0,0.0,2.6,53.8,3.8,1.6,0.2,0.8,3.2,4.4,0.0,0.0,0.0,0.0,0.0,0.2,48.4,0.8,34.4,0.0,0.0,24.2,2.4,0.2
14,0.0,19.2,0.0,0.0,1.6,0.0,0.0,0.8,0.4,89.2,0.0,0.0,0.6,10.8,0.2,4.8,190.0,0.0,29.8,0.0,0.0,0.4,58.6,3.6,0.0,12.6,674.8,0.0,11.8,0.6,34.0,0.0,7.4,175.6,15.6,24.2,0.0,13.2,2.0,0.0,0.4,8.6,0.0,0.0,0.0,18.8,0.6,0.0,241.4,0.0,173.0,2.0,40.6,0.0,0.0,3.0,0.0,5.0,1.8,0.0,1.4,5.0,0.0,6.2,0.0,0.6,5.4,410.4,8.4,0.2,0.0,2.0,0.6,28.0,47.2,2.4,0.0,0.4,3.0,18.8,0.6,8.8,3.0,4.6,0.0,0.2,7.6,0.2,0.4,0.0,109.8,0.0,3.0,29.6,5.6,1.4,2.8,0.0,1.2,0.0,87.2,31.0,32.4,38.6,0.2,12.0,0.2,0.0,0.0,192.2,0.6,1.0,2609.6,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.2,0.0,0.0,0.0,0.2,0.0,0.6,0.0,0.0,129.4,1.8,0.4,0.6,50.4,0.0,168.8,9.8,3.2,7.4,0.0,1.4,0.0,0.4,0.6,0.2,241.2,3.0,61.0,0.0,1.4,1.2,0.8,0.0,36.4,2.8,6.8,2.2,1.4,2.8,0.0,0.8,39.8,1.8,0.0,0.6,0.0,1.8,9.6,0.0,0.2,0.6,0.8,0.0,7.0,0.4,4.4,0.0,0.6,0.2,3.8,0.0,5.0,1.0,3.2,10.2,0.0,39.0,0.6,0.0,0.2,0.2,1.0,0.0,28.6,0.0,2.4,89.2,165.0,35.4,12.0,0.0,9.4,12.2,0.6,4.0,50.8,0.0,0.0,0.0,2.4,67.2,4.6,0.6,0.0,1.6,1.4,5.0,0.0,0.0,0.0,0.0,0.0,2.2,58.8,2.8,52.8,0.4,0.0,19.4,1.4,0.2
15,0.2,13.0,0.0,0.0,1.4,0.0,0.2,0.8,0.2,95.2,0.0,0.0,0.6,9.2,0.0,7.2,213.6,0.0,38.6,0.0,0.0,0.2,61.4,4.4,0.2,17.4,547.2,0.0,9.6,0.2,27.8,0.0,12.2,189.2,11.2,32.4,0.0,17.8,4.2,0.0,0.0,8.2,0.0,0.0,0.0,24.2,0.4,0.0,300.0,0.0,161.0,2.6,57.2,0.0,0.0,2.4,0.4,6.4,3.4,0.0,3.0,6.0,0.2,6.2,0.0,1.4,4.8,465.2,6.2,0.2,0.0,2.2,0.6,33.0,44.2,3.4,0.2,0.6,1.4,15.8,4.0,8.2,2.8,3.6,0.0,0.2,6.8,0.0,0.2,0.0,145.2,0.0,1.4,24.8,8.6,0.8,2.0,0.2,0.6,0.0,104.4,25.4,24.4,71.2,0.0,9.2,0.4,0.4,0.0,313.8,2.6,1.0,2828.8,0.0,0.2,0.0,0.2,0.2,0.6,0.0,0.2,0.0,0.0,0.0,0.0,0.8,0.6,0.4,0.0,97.8,2.0,0.4,2.0,63.8,0.0,197.6,10.8,2.4,12.0,0.0,2.8,0.0,0.6,0.0,0.2,233.4,4.4,64.6,0.0,0.6,0.0,0.4,0.0,32.0,2.4,10.6,3.2,1.2,4.4,0.0,0.4,39.4,2.2,0.2,0.2,0.0,1.0,11.0,0.0,0.2,1.0,0.8,0.0,8.0,1.8,2.2,0.0,0.4,0.2,2.6,0.0,6.0,1.2,3.0,22.2,0.0,39.0,0.0,1.0,0.0,0.2,0.6,0.0,29.8,0.0,3.4,85.6,177.2,36.0,13.4,0.2,7.4,15.2,0.4,5.2,53.2,0.0,0.2,0.0,1.2,64.6,4.6,1.4,0.2,2.4,1.4,6.2,0.0,0.0,0.2,0.0,0.0,1.0,56.2,2.2,61.8,0.4,0.2,33.8,2.2,0.2
16,0.0,3.8,0.0,1.2,3.6,0.0,0.6,1.4,0.4,100.2,0.2,0.6,0.2,6.6,0.0,4.2,232.0,0.0,40.8,0.0,0.4,1.8,82.8,2.8,0.0,24.2,444.6,0.0,14.2,0.8,31.2,0.0,17.0,174.4,12.6,38.0,0.0,14.0,3.2,0.2,0.4,8.6,0.0,0.0,0.0,25.6,0.4,0.2,394.4,0.0,167.0,2.6,51.2,0.0,0.0,3.0,0.4,7.4,3.6,0.0,4.2,6.8,0.2,6.8,0.0,1.2,4.6,442.4,3.6,0.0,0.2,1.2,0.4,44.2,43.2,4.8,0.2,0.0,2.0,19.0,4.8,13.0,3.8,2.0,0.0,0.4,7.0,0.0,0.2,0.0,137.6,0.2,4.8,16.6,14.2,2.0,3.8,0.0,1.0,0.0,116.4,31.8,25.0,70.6,0.0,8.2,0.2,0.0,0.0,363.4,2.4,0.4,3048.6,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.0,0.4,0.2,0.2,0.2,0.0,100.4,1.8,0.6,1.0,78.8,0.0,214.8,19.0,2.8,11.0,0.0,4.6,0.0,0.8,0.2,0.0,190.8,9.8,51.0,0.2,1.2,0.0,1.0,0.0,35.4,4.0,9.8,2.6,2.0,3.0,0.0,0.4,40.6,2.8,0.2,0.0,0.0,3.0,15.2,0.0,0.0,3.4,0.6,0.2,12.4,1.2,1.6,0.0,1.2,0.0,4.2,0.2,6.4,4.2,7.4,21.6,0.0,31.2,0.6,1.4,0.0,0.2,0.8,0.0,34.2,0.0,3.6,109.2,200.8,27.0,14.6,0.0,11.2,15.8,0.4,4.2,64.6,0.0,0.0,0.2,1.6,43.8,3.8,1.0,0.0,2.2,4.2,4.0,0.0,0.0,0.0,0.0,0.2,2.0,58.2,2.0,65.0,0.2,0.0,33.0,3.2,0.2
17,0.0,3.6,0.0,0.4,2.6,0.0,0.2,0.4,0.0,97.6,0.2,0.2,0.8,6.8,0.0,5.2,215.4,0.0,31.6,0.0,0.0,2.2,88.2,2.2,0.2,20.0,382.2,0.0,7.6,0.6,34.2,0.0,17.4,157.6,5.0,40.8,0.2,14.2,3.0,0.4,0.0,7.8,0.0,0.0,0.0,22.0,0.6,0.0,295.0,0.0,134.4,3.6,44.8,0.0,0.0,2.2,0.0,10.8,1.4,0.0,3.2,3.0,0.0,5.6,0.0,0.4,4.4,443.2,3.8,0.0,0.2,2.2,0.8,31.6,29.4,4.0,0.0,0.2,0.6,9.4,5.2,7.0,3.4,3.6,0.0,0.4,6.0,0.0,1.4,0.0,121.4,0.0,0.4,7.2,11.4,1.8,1.2,0.2,1.2,0.0,121.2,29.2,15.8,70.4,0.6,3.4,0.2,0.2,0.0,406.0,1.4,0.2,2847.0,0.0,1.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.2,0.2,0.4,0.2,0.4,0.0,0.0,68.6,0.4,0.4,1.2,44.0,0.0,182.8,15.8,3.8,10.4,0.0,2.2,0.0,0.4,0.8,0.0,165.6,6.2,38.8,0.0,1.8,0.4,0.2,0.0,18.6,1.2,6.8,3.8,1.6,2.0,0.0,0.8,46.4,2.0,0.6,0.0,0.0,2.8,9.6,0.0,0.0,3.8,1.2,0.2,8.2,0.8,0.6,0.0,1.2,0.0,3.4,0.0,7.6,5.0,2.4,25.6,0.0,17.0,0.8,2.0,0.4,0.2,0.8,0.0,26.2,0.0,8.8,108.8,190.6,18.2,11.4,0.0,6.8,7.8,1.0,2.0,53.4,0.0,0.4,0.0,1.4,44.6,3.4,0.2,0.0,4.8,1.6,1.8,0.0,0.0,0.0,0.0,0.0,1.4,37.4,2.8,36.8,0.6,0.0,27.2,1.2,0.0
18,0.0,5.6,0.0,2.2,3.2,0.2,0.6,0.6,0.4,80.2,0.8,0.0,0.6,5.4,0.0,4.8,131.4,0.6,24.2,0.0,0.0,2.0,78.8,1.6,0.0,29.8,586.4,0.0,8.6,0.2,30.6,0.2,15.8,125.4,5.4,45.0,0.0,16.8,2.4,0.0,0.0,6.0,0.0,0.0,0.0,25.0,0.4,0.0,322.2,0.0,157.8,2.8,40.6,0.2,0.0,6.2,0.0,17.0,3.8,0.0,1.8,4.8,0.0,6.8,0.2,1.2,6.2,608.6,3.8,0.2,0.2,2.0,0.0,27.6,17.6,2.8,0.0,0.2,0.2,6.0,5.4,6.2,5.2,4.8,0.0,0.6,5.4,0.0,0.6,0.0,123.8,0.0,0.4,1.8,12.6,2.6,2.8,0.0,3.6,0.0,135.0,22.4,16.8,53.6,0.0,3.6,0.0,0.0,0.0,293.4,3.6,1.2,2810.8,0.2,1.6,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.2,0.8,1.0,0.0,0.4,0.0,76.8,2.0,1.0,1.6,40.2,0.0,154.8,12.8,4.4,7.4,0.2,1.2,0.0,1.6,1.2,0.2,162.0,6.4,44.6,0.0,1.6,0.4,1.0,0.0,23.0,1.6,12.0,3.8,2.6,2.8,0.0,0.4,50.4,2.2,0.6,0.4,0.0,3.6,9.0,0.0,0.0,3.6,0.4,0.0,8.6,0.6,0.0,0.0,1.6,0.0,1.8,0.0,13.0,5.6,4.6,15.6,0.0,27.2,0.4,1.4,0.6,0.0,1.8,0.0,24.8,0.0,12.2,102.8,130.4,18.6,10.0,0.0,7.6,14.2,1.2,3.4,67.8,0.2,0.0,0.0,3.4,24.8,14.6,1.4,0.0,2.8,2.6,3.2,0.2,0.2,0.0,0.0,0.0,2.0,48.0,2.0,43.6,0.4,0.0,25.6,4.8,0.0
19,0.0,5.4,0.0,0.4,3.8,0.0,0.4,0.6,0.2,90.6,0.8,0.0,0.0,5.0,0.0,4.4,148.8,0.0,17.0,0.0,0.0,2.0,76.6,1.6,0.0,31.2,505.8,0.2,8.8,0.2,28.8,0.0,17.0,135.8,8.0,40.4,0.0,19.2,4.0,0.2,0.2,10.0,0.0,0.0,0.0,19.4,0.4,0.0,284.6,0.0,126.6,3.6,31.6,0.0,0.0,5.8,0.0,15.6,2.6,0.0,1.8,5.2,0.0,11.6,0.0,1.2,2.8,556.8,5.8,0.0,0.0,3.6,0.0,17.2,20.8,3.8,0.0,0.2,0.6,2.6,8.6,6.0,6.6,10.0,0.0,0.0,4.8,0.0,0.2,0.0,148.0,0.0,0.4,1.6,13.6,1.0,1.0,0.0,2.8,0.4,152.0,20.2,14.0,48.4,0.4,0.6,0.2,0.0,0.0,404.4,8.0,1.0,2675.0,0.0,1.8,0.0,0.0,0.2,1.0,0.0,0.0,0.2,0.0,0.0,1.6,1.4,0.2,0.2,0.0,49.8,2.0,1.2,2.0,29.6,0.0,161.8,26.6,2.8,7.0,0.0,3.6,0.0,1.8,0.4,0.4,132.6,10.2,31.6,0.0,3.0,0.2,0.2,0.0,34.0,0.8,14.0,6.0,3.8,3.8,0.0,0.4,45.0,3.8,0.6,0.2,0.0,3.0,9.6,0.0,0.0,3.4,0.6,0.0,10.6,1.4,0.0,0.0,1.2,0.4,1.2,0.0,6.6,4.0,3.8,17.8,0.0,10.2,1.4,0.6,1.4,0.2,3.4,0.0,18.0,0.0,11.0,118.8,151.8,19.6,8.6,0.0,8.0,14.0,1.8,2.6,66.6,0.2,0.2,0.0,1.4,15.8,15.6,0.8,0.2,3.0,2.0,1.8,0.0,0.2,0.0,0.0,0.0,2.0,42.2,1.0,53.2,0.4,0.0,18.6,3.2,0.0
20,0.0,1.0,0.4,0.4,3.2,0.0,0.0,0.2,0.0,78.2,0.2,0.2,0.0,5.2,0.0,3.8,147.2,0.0,16.8,0.0,0.0,1.8,63.8,1.2,0.2,34.8,396.8,0.0,3.2,0.4,29.0,0.2,18.6,87.8,4.8,35.6,0.0,13.0,2.2,0.0,0.0,12.4,0.0,0.0,0.2,15.2,1.4,0.0,225.0,0.2,79.0,2.0,23.6,0.2,0.0,5.0,0.0,19.0,3.4,0.0,3.0,3.2,0.0,9.6,0.0,0.6,1.2,462.6,6.0,0.0,0.0,7.0,0.2,14.2,27.0,4.6,0.0,0.0,1.2,0.8,8.8,7.2,5.0,6.4,0.0,0.0,2.0,0.0,0.8,0.0,117.6,0.0,0.2,1.4,12.2,1.6,2.0,0.0,1.8,0.6,138.4,18.2,10.2,42.6,0.2,0.6,0.0,0.0,0.0,407.4,6.2,1.4,2208.8,0.0,1.4,0.4,0.2,0.0,1.2,0.0,0.0,0.0,0.0,0.0,2.8,1.0,0.2,0.0,0.0,27.8,0.6,1.2,1.4,15.8,0.0,148.8,19.2,3.0,3.8,0.0,2.0,0.0,1.8,0.0,0.0,92.2,7.0,22.2,0.0,3.8,1.0,0.0,0.0,24.8,0.4,13.6,3.8,4.8,3.0,0.2,0.2,39.0,8.0,1.6,0.0,0.0,3.8,10.0,0.0,0.2,3.6,1.4,0.2,11.6,0.8,0.0,0.4,0.0,0.0,0.6,0.0,4.8,0.8,5.8,12.2,0.4,5.2,1.2,1.0,1.8,0.4,2.8,0.0,19.0,0.0,12.2,103.0,139.4,9.2,5.6,0.0,10.8,15.2,1.6,0.4,58.8,0.0,0.0,0.2,0.2,10.6,4.2,0.0,0.2,3.4,2.0,0.6,0.0,0.0,0.0,0.0,0.0,2.4,34.2,0.4,53.6,0.8,0.0,27.4,2.2,0.0
21,0.0,1.4,0.0,0.0,1.6,0.0,0.2,0.2,0.0,54.8,0.2,0.0,0.0,1.6,0.0,1.6,107.0,0.0,10.4,0.0,0.0,0.0,35.2,0.0,0.0,22.0,290.4,0.0,0.6,0.0,15.4,0.2,3.4,56.6,2.4,23.2,0.0,5.6,1.0,0.0,0.0,4.0,0.0,0.0,0.0,5.2,0.2,0.0,85.2,0.0,39.6,1.2,8.0,0.0,0.0,2.0,0.0,3.2,1.6,0.0,0.4,0.8,0.0,2.8,0.0,0.0,0.6,246.2,2.4,0.0,0.0,2.6,0.0,17.0,18.0,1.8,0.0,0.0,0.0,0.4,3.6,2.2,1.4,1.6,0.0,0.0,0.6,0.0,0.2,0.0,70.6,0.0,0.2,1.0,3.0,0.0,0.6,0.0,0.6,0.0,89.0,12.0,3.0,19.8,0.2,0.0,0.2,0.0,0.0,224.0,2.8,0.2,1613.4,0.0,0.6,0.0,0.0,0.0,0.6,0.2,0.0,0.0,0.2,0.0,1.4,0.2,0.0,0.0,0.0,8.0,0.6,0.4,0.4,5.8,0.0,79.0,4.6,0.4,0.8,0.0,0.6,0.0,1.2,0.0,0.6,74.4,3.8,7.2,0.0,1.2,0.2,0.2,0.0,10.2,0.0,6.6,1.0,2.2,0.8,0.0,0.0,20.8,3.4,0.6,0.0,0.2,0.8,3.2,0.0,0.0,4.2,0.2,0.2,1.8,1.2,0.0,0.0,0.0,0.0,0.2,0.0,2.0,1.2,2.8,4.4,0.2,2.2,1.0,0.4,0.6,0.0,0.6,0.0,5.8,0.0,10.6,65.0,78.4,2.6,4.2,0.0,2.6,3.2,0.8,0.2,21.0,0.0,0.0,0.0,0.2,16.0,1.0,0.2,0.0,0.8,0.6,0.2,0.0,0.0,0.2,0.0,0.0,1.4,10.4,0.2,13.0,0.4,0.2,9.0,2.8,0.0
22,0.0,0.6,0.0,0.0,0.2,0.0,0.0,0.2,0.0,35.2,0.0,0.0,0.2,1.2,0.0,1.4,61.4,0.0,7.0,0.0,0.2,0.0,26.2,0.2,0.0,10.4,220.0,0.0,0.0,0.0,9.8,0.0,3.2,35.4,1.6,17.6,0.0,1.8,0.2,0.0,0.0,3.2,0.0,0.0,0.0,2.4,0.0,0.0,44.4,0.0,25.2,0.8,6.4,0.0,0.0,2.2,0.0,6.0,1.0,0.0,1.0,0.6,0.0,1.8,0.0,0.2,1.0,223.2,2.4,0.0,0.0,0.0,0.2,9.2,6.8,1.0,0.2,0.0,0.2,0.2,3.2,1.2,0.8,1.0,0.2,0.0,1.4,0.0,0.0,0.0,30.4,0.0,0.0,0.2,1.0,0.2,0.0,0.0,0.8,0.0,91.0,9.4,2.2,15.0,0.0,0.0,0.0,0.0,0.0,131.4,1.2,0.6,1204.2,0.0,1.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.4,0.0,0.0,0.0,4.4,0.0,0.2,0.8,3.6,0.0,51.6,3.8,0.6,1.6,0.0,0.0,0.0,1.0,0.0,0.2,56.0,4.2,6.8,0.0,0.6,0.0,0.2,0.0,9.0,0.0,4.0,0.6,1.4,0.4,0.0,0.2,16.0,2.0,0.0,0.2,0.0,0.6,1.4,0.0,0.0,0.8,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.8,2.0,4.8,0.0,1.0,0.2,0.2,0.6,0.0,0.4,0.0,3.8,0.0,6.4,41.4,48.6,1.2,1.8,0.2,1.6,2.4,0.8,0.2,10.2,0.0,0.0,0.0,0.0,12.4,0.6,0.0,0.0,0.2,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.8,5.6,0.0,6.6,0.0,0.0,5.6,1.8,0.0
23,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.2,0.0,0.0,0.0,0.4,0.0,0.4,31.4,0.0,4.8,0.0,0.0,0.2,26.4,0.0,0.0,8.6,116.2,0.0,0.0,0.0,6.8,0.0,1.6,23.8,1.6,7.2,0.0,0.6,0.0,0.0,0.0,0.6,0.0,0.0,0.0,1.4,0.0,0.0,20.4,0.0,18.0,0.0,2.4,0.0,0.0,1.6,0.0,2.6,0.2,0.0,0.4,0.0,0.0,1.4,0.0,0.2,0.6,174.2,1.0,0.0,0.0,0.4,0.0,4.6,3.4,2.4,0.0,0.0,0.8,0.4,3.0,0.4,0.8,1.0,0.0,0.2,0.6,0.0,0.2,0.0,27.8,0.0,0.0,0.2,1.6,0.0,0.0,0.0,0.2,0.0,93.8,5.6,1.2,10.4,0.2,0.0,0.2,0.0,0.0,92.4,1.2,0.8,974.6,0.0,0.0,0.0,0.2,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.0,0.0,2.6,0.0,0.2,0.0,2.0,0.0,34.6,2.2,0.2,0.4,0.0,0.0,0.0,0.4,0.0,0.2,35.6,1.6,4.2,0.0,0.0,0.2,0.0,0.0,4.4,0.0,1.0,0.4,0.2,0.8,0.0,0.0,9.8,0.4,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.2,0.2,0.0,0.6,0.2,0.0,0.0,0.0,0.0,0.2,0.0,1.0,0.4,2.0,2.4,0.0,0.6,0.0,0.0,0.0,0.2,0.2,0.0,1.0,0.0,1.6,30.2,26.6,0.0,1.0,0.0,0.6,1.6,0.2,0.2,3.0,0.0,0.0,0.0,0.0,10.4,0.4,0.4,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,2.8,0.0,2.2,0.0,0.0,2.8,1.4,0.0
