ABDON BATISTA,ABELARDO LUZ,AGROLÂNDIA,AGRONÔMICA,ALFREDO WAGNER,ALTO BELA VISTA,ANCHIETA,ANGELINA,ANITA GARIBALDI,ANITÁPOLIS,ANTÔNIO CARLOS,APIÚNA,ARABUTÃ,ARAQUARI,ARARANGUÁ,ARMAZÉM,ARROIO TRINTA,ARVOREDO,ASCURRA,ATALANTA,AURORA,BALNEÁRIO ARROIO DO SILVA,BALNEÁRIO BARRA DO SUL,BALNEÁRIO CAMBORIÚ,BALNEÁRIO GAIVOTA,BALNEÁRIO PIÇARRAS,BALNEÁRIO RINCÃO,BANDEIRANTE,BARRA BONITA,BARRA VELHA,BELA VISTA DO TOLDO,BELMONTE,BENEDITO NOVO,BIGUAÇU,BLUMENAU,BOCAINA DO SUL,BOM JESUS,BOM JESUS DO OESTE,BOM RETIRO,BOMBINHAS,BOTUVERÁ,BRAÇO DO NORTE,BRAÇO DO TROMBUDO,BRUNÓPOLIS,BRUSQUE,CAIBI,CAMBORIÚ,CAMPO ALEGRE,CAMPO ERÊ,CAMPOS NOVOS,CANELINHA,CANOINHAS,CAPINZAL,CAPIVARI DE BAIXO,CAPÃO ALTO,CATANDUVAS,CAXAMBU DO SUL,CAÇADOR,CELSO RAMOS,CHAPECÓ,COCAL DO SUL,CONCÓRDIA,CORDILHEIRA ALTA,CORONEL FREITAS,CORONEL MARTINS,CORREIA PINTO,CORUPÁ,CRICIÚMA,CUNHA PORÃ,CUNHATAÍ,CURITIBANOS,DESCANSO,DIONÍSIO CERQUEIRA,DONA EMMA,DOUTOR PEDRINHO,ENTRE RIOS,ERMO,ERVAL VELHO,FAXINAL DOS GUEDES,FLOR DO SERTÃO,FLORIANÓPOLIS,FORMOSA DO SUL,FORQUILHINHA,FRAIBURGO,GALVÃO,GAROPABA,GARUVA,GASPAR,GOVERNADOR CELSO RAMOS,GRAVATAL,GRÃO-PARÁ,GUABIRUBA,GUARACIABA,GUARAMIRIM,GUARUJÁ DO SUL,GUATAMBÚ,HERVAL D'OESTE,IBIAM,IBICARÉ,IBIRAMA,ILHOTA,IMARUÍ,IMBITUBA,IMBUIA,INDAIAL,IOMERÊ,IPIRA,IPORÃ DO OESTE,IPUAÇU,IPUMIRIM,IRACEMINHA,IRANI,IRATI,IRINEÓPOLIS,ITAIÓPOLIS,ITAJAÍ,ITAPEMA,ITAPIRANGA,ITAPOÁ,ITUPORANGA,ITÁ,IÇARA,JABORÁ,JACINTO MACHADO,JAGUARUNA,JARAGUÁ DO SUL,JARDINÓPOLIS,JOAÇABA,JOINVILLE,JOSÉ BOITEUX,JUPIÁ,LACERDÓPOLIS,LAGES,LAGUNA,LAJEADO GRANDE,LAURENTINO,LAURO MÜLLER,LEBON RÉGIS,LINDÓIA DO SUL,LONTRAS,LUIZ ALVES,LUZERNA,MACIEIRA,MAFRA,MAJOR GERCINO,MAJOR VIEIRA,MARACAJÁ,MARAVILHA,MAREMA,MASSARANDUBA,MATOS COSTA,MELEIRO,MIRIM DOCE,MODELO,MONDAÍ,MONTE CARLO,MONTE CASTELO,MORRO DA FUMAÇA,MORRO GRANDE,NAVEGANTES,NOVA ERECHIM,NOVA ITABERABA,NOVA TRENTO,NOVA VENEZA,NOVO HORIZONTE,ORLEANS,OTACÍLIO COSTA,OURO,OURO VERDE,PAIAL,PAINEL,PALHOÇA,PALMA SOLA,PALMITOS,PAPANDUVA,PARAÍSO,PASSO DE TORRES,PASSOS MAIA,PAULO LOPES,PEDRAS GRANDES,PENHA,PERITIBA,PESCARIA BRAVA,PETROLÂNDIA,PINHALZINHO,PINHEIRO PRETO,PIRATUBA,PLANALTO ALEGRE,POMERODE,PONTE ALTA DO NORTE,PONTE SERRADA,PORTO BELO,PORTO UNIÃO,POUSO REDONDO,PRAIA GRANDE,PRESIDENTE CASTELLO BRANCO,PRESIDENTE GETÚLIO,PRESIDENTE NEREU,PRINCESA,QUILOMBO,RIO DAS ANTAS,RIO DO CAMPO,RIO DO OESTE,RIO DO SUL,RIO DOS CEDROS,RIO FORTUNA,RIO NEGRINHO,RIQUEZA,RODEIO,ROMELÂNDIA,SALETE,SALTINHO,SALTO VELOSO,SANGÃO,SANTA CECÍLIA,SANTA HELENA,SANTA ROSA DO SUL,SANTA TEREZINHA,SANTA TEREZINHA DO PROGRESSO,SANTIAGO DO SUL,SANTO AMARO DA IMPERATRIZ,SAUDADES,SCHROEDER,SEARA,SERRA ALTA,SIDERÓPOLIS,SOMBRIO,SUL BRASIL,SÃO BENTO DO SUL,SÃO BERNARDINO,SÃO BONIFÁCIO,SÃO CARLOS,SÃO CRISTÓVÃO DO SUL,SÃO DOMINGOS,SÃO FRANCISCO DO SUL,SÃO JOSÉ,SÃO JOSÉ DO CEDRO,SÃO JOSÉ DO CERRITO,SÃO JOÃO BATISTA,SÃO JOÃO DO ITAPERIÚ,SÃO JOÃO DO OESTE,SÃO JOÃO DO SUL,SÃO LOURENÇO DO OESTE,SÃO LUDGERO,SÃO MARTINHO,SÃO MIGUEL DA BOA VISTA,SÃO MIGUEL DO OESTE,SÃO PEDRO DE ALCÂNTARA,TAIÓ,TANGARÁ,TIGRINHOS,TIJUCAS,TIMBÓ,TIMBÓ GRANDE,TREVISO,TREZE DE MAIO,TREZE TÍLIAS,TROMBUDO CENTRAL,TRÊS BARRAS,TUBARÃO,TUNÁPOLIS,TURVO,UNIÃO DO OESTE,URUSSANGA,VARGEM,VARGEM BONITA,VARGEÃO,VIDAL RAMOS,VIDEIRA,WITMARSUM,XANXERÊ,XAVANTINA,XAXIM,ZORTÉA,ÁGUA DOCE,ÁGUAS DE CHAPECÓ,ÁGUAS FRIAS,ÁGUAS MORNAS,semana
0.0,-5.18,0.0,-0.09,0.0,-1.0,-1.36,0.0,0.0,0.0,-0.09,-0.82,-0.36,-6.09,0.18000000000000005,0.0,-0.45,0.0,-0.82,-0.18,0.0,-0.18,-3.18,-33.09,-1.45,-13.55,0.0,-0.64,-1.09,-0.73,0.0,-2.45,-0.09,-9.73,-40.0,0.0,-3.36,-0.82,-0.09,-9.91,-0.36,-0.18,0.0,0.0,-23.64,-2.0,-22.09,-0.09,-1.82,-2.18,-0.91,0.0,-0.73,-0.09,0.0,-0.55,-1.36,-2.73,0.0,-41.0,0.0,-23.18,-0.64,-2.91,-1.18,0.0,0.8200000000000001,-0.18,-3.73,-0.82,-0.36,-1.55,-0.8200000000000001,0.0,0.0,-0.55,0.0,-0.36,-1.55,-0.36,-50.55,-0.45,0.0,-0.09,-1.36,-0.55,-2.18,-3.27,-2.0,-0.09,-0.09,-1.27,-4.09,-1.64,-4.18,-1.0,-1.55,0.0,0.0,-0.36,-1.36,0.0,-0.82,0.0,-8.18,-0.45,-1.0,-0.82,-2.18,-0.18,-1.45,-0.09,-0.82,-0.18,0.0,-15.45,-26.18,-5.45,-0.73,-0.18,-2.36,-0.55,-0.36,-0.09,0.0,-9.09,-0.27,-2.45,-173.09,-0.09,-0.27,-0.09,-0.09,0.0,-0.18,0.0,-0.09,0.0,-0.64,-0.18,0.0,-0.73,0.0,0.0,0.0,0.0,0.0,-7.73,0.0,-0.18,0.0,0.0,-0.09,-3.36,-6.55,0.0,0.0,0.0,0.0,-30.36,-3.82,-1.18,-0.73,0.0,0.0,-0.18,0.0,-0.73,-1.09,-0.36,0.0,-24.64,-1.18,-9.18,0.0,-1.27,-1.18,-0.27,0.0,0.0,-11.45,-1.09,0.0,0.0,5.09,0.0,-0.73,-1.73,-0.27,-0.18,-0.36,-20.64,-7.27,-0.55,-0.36,-0.27,-0.09,-0.18,-1.36,-7.0,0.0,0.0,0.91,-0.55,-0.18,0.0,-0.09,-1.27,-0.27,-2.0,-0.09,-0.91,-1.36,-0.18,0.0,-0.82,0.0,0.0,-0.36,-1.55,-0.73,-2.64,-0.36,-6.45,-0.82,0.0,-4.18,-1.0,-1.82,-1.82,0.0,-6.45,0.0,-6.18,-4.91,-12.91,-4.18,0.0,-1.64,-0.09,-0.64,0.0,-6.64,-2.09,0.0,-1.64,-16.55,0.0,-0.09,0.0,0.0,-1.18,-0.45,0.0,0.0,0.0,-0.09,-0.36,-0.36,-0.27,-0.64,0.0,-1.09,0.0,0.0,-0.09,-0.36,0.0,-0.36,0.0,-20.55,-1.73,-16.18,-0.09,-0.82,-2.36,-0.55,0.0,2014-01-05
0.0,-6.27,0.0,0.0,0.0,0.0,-1.45,0.0,0.0,0.0,-0.09,-0.27,-0.36,-12.09,0.18000000000000005,-0.09,0.0,-0.09,0.0,-0.09,0.0,0.0,-1.36,-30.55,-0.55,-12.18,0.0,-1.36,-0.55,-1.64,0.0,-0.64,-0.09,-18.91,-61.45,0.0,-3.55,-0.45,0.0,-10.36,-0.09,-0.18,-0.09,0.0,-27.55,-3.09,-32.27,-0.09,-1.27,-1.36,-1.55,0.0,-0.27,1.0,0.0,-0.27,-0.55,-3.55,0.0,65.09,0.0,-21.55,-1.09,-2.18,-0.82,0.0,-1.27,-0.82,-2.45,-1.73,-0.09,-3.45,-1.55,-0.09,0.0,-0.82,-0.09,-0.27,-2.64,-0.18,-68.91,-1.18,0.0,0.0,-1.18,-0.36,-4.27,-3.36,-2.27,1.0,0.0,-2.55,-4.0,-1.0899999999999999,-4.18,0.73,-2.27,0.0,0.0,-0.82,-1.91,0.0,-0.82,0.0,-9.73,0.0,-1.55,-1.45,-2.45,-0.36,-1.55,-0.45,-0.73,0.0,0.0,-26.27,-26.91,-5.91,-1.09,-0.09,-0.91,-1.64,-0.91,-0.09,0.0,-12.55,-0.09,-2.64,-203.64,0.0,-0.91,-0.09,-0.09,-0.09,-0.27,-0.09,0.0,0.0,-0.45,-0.09,0.0,-0.64,0.0,-0.27,0.0,-0.09,0.0,-7.82,-0.27,-0.36,0.0,0.0,0.0,-2.64,-5.36,0.0,-0.09,0.0,0.0,-29.27,-3.27,-1.91,-1.82,0.0,0.0,-0.09,0.0,-0.18,-0.64,-0.45,0.0,-30.55,-0.91,-15.45,0.0,-3.18,-2.0,-0.36,0.0,0.0,-8.91,-1.36,-0.18,0.0,-6.27,0.0,-0.73,-0.82,-0.55,-0.09,-0.27,-8.73,-7.82,-0.27,0.0,-0.27,-0.18,0.0,-0.91,-7.73,-0.27,0.0,-0.09,-0.64,-0.18,0.0,0.0,-1.45,-0.36,-2.09,0.0,-0.18,-1.18,0.0,0.0,-1.27,-0.27,0.0,-0.18,-1.45,-1.73,-1.45,0.0,-6.0,-0.91,0.0,-6.18,-1.45,-0.27,-0.73,0.0,-6.36,-0.09,-8.82,-5.55,-32.91,1.0,0.0,-3.09,0.0,-1.09,0.0,-5.45,-2.18,0.0,-0.73,7.27,0.0,0.0,0.0,-0.36,-2.36,-0.91,0.0,0.0,0.0,-0.09,-0.18,-0.18,0.64,-1.09,0.0,-1.27,0.0,0.0,-0.09,-0.09,-0.09,-1.0,-0.09,-20.82,-1.0,-13.82,0.0,-2.18,-3.09,-1.27,-0.45,2014-01-12
0.0,-7.27,0.0,-0.09,0.0,-0.36,-3.82,0.0,0.0,0.0,-0.64,-0.45,-0.09,-10.82,0.08999999999999997,0.0,0.0,-0.09,0.0,-0.09,0.0,0.0,-2.36,-33.45,-1.91,-16.45,0.0,-0.91,-0.36,-2.64,0.0,-0.45,-0.27,-19.55,-67.73,0.0,-3.45,-0.36,0.0,-13.36,-0.18,-0.73,0.0,0.0,-37.36,-3.18,-23.27,0.0,-2.18,-1.64,-0.36,-0.09,-0.45,0.0,0.0,-0.45,-1.82,-4.27,0.0,63.36,0.0,-29.82,-1.09,-2.27,-0.64,0.0,-0.82,-1.82,-4.45,-1.09,-0.09,-1.55,-1.36,0.0,0.0,-0.18,0.0,-2.36,-1.55,-0.36,-85.73,-0.36,-0.09,0.0,-1.45,-0.45,-3.45,-5.09,-2.45,-0.27,-0.36,-2.36,-2.91,-0.6400000000000001,-3.91,-0.64,-0.91,0.0,0.0,-1.09,-3.27,-0.09,-1.0,0.0,-13.0,0.0,-0.73,-2.0,-1.73,-1.55,-0.91,-0.18,-0.73,-0.64,-0.09,-19.0,-23.36,-4.18,-0.82,0.0,-1.18,3.55,-2.27,0.0,0.0,-21.45,-0.91,-3.45,-163.73,0.0,-0.45,-0.09,1.0,-0.09,-1.18,0.0,0.0,0.0,-1.27,0.0,-0.18,-1.0,0.0,-0.45,0.0,0.0,0.0,-6.36,0.0,-0.55,0.0,0.0,0.0,-7.0,-3.18,0.0,0.0,0.0,0.0,-32.36,-3.73,-2.91,-0.73,0.0,-0.27,-0.27,0.0,-0.18,-1.27,-0.91,0.0,-27.55,-1.55,-13.82,-0.27,-2.55,-2.45,-1.45,-0.09,0.0,-9.45,-1.45,0.0,0.0,-0.3599999999999999,-0.09,-1.73,-1.73,-1.36,0.0,-0.36,-17.82,-13.0,0.0,-0.09,-0.18,-0.27,0.0,-1.09,-5.18,0.0,0.0,0.0,-1.36,-0.09,0.0,-0.09,-0.82,-0.18,-2.82,0.0,0.0,-1.0,-0.09,0.0,-1.18,0.0,0.0,-0.18,-0.73,-1.55,-2.0,-0.09,-4.09,-1.36,0.0,-6.09,-1.27,-1.0899999999999999,-1.0,0.0,-9.64,-0.09,-6.82,-3.36,-51.91,-1.5499999999999998,0.0,-4.09,-0.09,-0.82,0.0,-7.91,-2.64,0.0,-1.73,-14.73,0.0,-0.18,0.0,-0.18,-3.55,-1.0,0.0,0.0,0.0,-1.55,-0.36,-0.09,0.73,-0.64,0.0,-1.27,0.0,0.0,-0.73,-1.55,0.0,-0.36,0.0,-27.09,-1.82,-15.73,-0.27,-2.27,-2.0,-1.55,-0.36,2014-01-19
0.0,-7.82,0.0,-0.09,0.0,-0.36,-2.64,0.0,0.0,0.0,-0.45,-0.73,-0.27,-11.73,-2.27,-0.64,-0.45,-0.45,0.0,0.0,0.0,0.0,-1.0,-34.64,-0.73,-16.64,0.0,-1.18,-1.0,-2.55,0.0,-1.0,-0.18,-17.73,-66.18,0.0,-3.73,-0.45,0.0,-15.45,-0.36,-0.55,-0.09,0.0,-34.0,-4.45,-29.45,0.0,-2.55,-1.27,-0.27,-0.09,-0.18,-0.18,0.0,-0.64,-0.09,-3.91,0.0,88.55,-0.27,-22.73,-2.82,-3.0,-0.91,0.0,-1.27,0.73,-6.0,-2.27,-0.18,-3.0,-1.9100000000000001,0.0,0.0,0.0,0.0,-2.82,-2.09,-0.36,-79.45,-1.27,-0.09,-0.09,-1.45,-0.18,-2.91,-6.82,-2.91,-0.09,-0.27,-1.64,-4.55,-2.64,-5.18,-1.09,-0.73,-0.09,0.0,-1.09,-3.18,0.0,-1.45,0.0,-12.18,0.0,-0.36,-3.36,-2.45,-0.55,-0.27,-0.27,-1.27,-0.09,0.0,-20.82,-28.36,-3.45,-1.45,-0.27,-1.55,0.44999999999999996,-1.0,-0.27,0.0,-20.45,-0.18,-2.0,-222.0,0.0,-0.73,0.0,-0.27,-0.18,-0.27,0.0,0.0,0.0,-0.55,-0.09,-0.09,-1.82,-0.18,-0.64,0.0,0.0,-0.09,-8.36,-0.36,-0.64,0.0,0.0,0.0,-2.36,-5.27,0.0,0.0,0.0,0.0,-25.64,-2.55,-1.55,-1.36,-0.09,-0.27,-0.09,0.0,-0.27,-0.82,-0.09,0.0,-28.45,-1.45,-14.36,-0.09,-2.73,-2.18,-0.45,-0.36,0.0,-10.82,-1.45,0.0,-0.09,-0.4500000000000002,0.0,-2.0,-1.0,-1.09,0.0,-0.45,-13.27,-12.82,-0.27,0.0,-0.09,-0.18,0.0,-1.36,-6.55,0.0,0.0,-0.18,-2.82,-0.09,0.0,-0.18,-2.45,-0.64,-1.82,0.0,-0.45,-1.82,0.0,0.0,-1.09,-0.18,0.0,-0.09,-1.09,-2.27,-2.45,-0.27,-6.73,-1.27,-0.09,-6.82,-2.0,0.09000000000000008,-0.45,0.0,-7.27,0.0,-5.45,-5.82,-66.55,-3.82,0.0,-5.09,-0.09,-0.73,-0.09,-5.64,-1.45,0.0,-0.82,-14.73,-0.18,-0.09,0.0,-2.09,-1.7300000000000004,-1.82,0.0,0.0,0.0,-0.09,-1.09,-0.09,-1.45,-1.27,0.0,-1.18,0.0,0.0,-0.09,-0.55,0.0,-0.27,0.0,-21.55,-1.36,-22.55,-0.45,-2.73,-5.18,-0.18,-0.45,2014-01-26
0.0,-5.36,0.0,0.0,0.0,-0.27,-1.0,0.0,-0.09,0.0,-0.45,-0.64,-0.18,-11.45,-0.73,0.0,-0.18,-0.45,0.0,-0.09,0.0,-0.09,-5.36,-35.82,-1.09,-18.82,0.0,-0.55,-0.27,-2.82,0.0,-0.64,-0.73,-22.27,-61.73,0.0,-2.18,-0.64,0.0,-11.82,-0.09,-0.18,0.0,0.0,-27.91,-2.91,-19.27,-0.09,-2.18,-1.27,-1.64,-0.09,-0.09,0.0,0.0,-0.91,-0.45,-3.64,-0.36,109.09,0.0,-20.64,-1.0,-2.91,-0.64,0.0,-1.36,-1.91,-3.27,-1.27,0.0,-3.09,-1.0,0.0,0.0,-0.09,0.0,-1.27,-1.18,-0.64,-97.09,-3.27,0.0,-0.45,-1.64,-0.09,-4.09,-6.45,-2.82,0.0,-0.27,-2.18,-4.64,-2.73,-2.73,0.0,-1.55,0.0,0.0,-0.64,-2.09,0.0,-1.55,0.0,-11.55,0.0,-0.73,-1.36,-1.91,-1.27,-0.64,-0.27,-1.0,-0.64,0.0,-20.73,-22.82,-4.18,-1.64,-0.45,-1.82,-0.91,-0.55,-0.09,0.0,-20.91,-0.36,-1.27,-178.91,0.0,-1.09,0.0,0.0,-0.09,-0.55,-0.18,0.0,0.0,-1.0,-0.09,0.0,-0.18,-0.09,-0.18,0.0,0.0,-0.18,-7.82,-0.09,-0.73,0.0,0.0,0.0,-2.91,-5.36,0.0,-0.09,0.0,0.0,-30.27,-2.36,-2.36,-1.36,0.0,-1.55,0.0,0.0,-0.36,-0.55,-0.55,0.0,-33.09,-1.55,-13.73,0.0,-3.18,-2.0,-0.82,-0.73,0.0,-10.18,-3.0,0.0,0.0,7.18,0.0,-0.18,-0.73,-0.55,-0.09,-0.73,-16.45,-10.64,-0.45,0.0,-0.09,-0.27,0.0,-1.36,-7.45,-0.45,0.0,0.0,-2.09,-0.27,0.0,-0.27,-1.0,-0.73,-2.09,0.0,-0.09,-1.18,0.0,0.0,-0.82,-0.36,0.0,-0.64,-0.73,-2.73,-4.55,-0.27,-7.0,-1.91,-0.09,-9.18,-1.73,-0.08999999999999986,-1.27,0.0,-6.0,0.0,-8.0,-10.91,-71.91,-4.82,0.0,-3.36,0.0,-1.27,-0.09,-9.18,-1.18,-0.09,-0.64,12.91,-0.09,0.0,0.0,-0.91,-5.45,-1.73,0.0,0.0,0.0,-0.27,-0.82,0.0,-0.73,-0.73,-0.09,-1.55,-0.09,0.0,0.0,-0.73,-0.09,-0.73,0.0,-22.82,-2.18,-16.91,-0.55,-1.18,-2.55,-0.82,-0.73,2014-02-02
0.0,-3.27,0.0,0.0,0.0,-0.36,-1.73,0.0,0.0,0.0,-0.91,-0.36,-0.45,-19.64,-2.36,-0.18,-1.64,0.0,-0.09,-0.09,-0.09,-0.27,-3.55,-35.91,-1.09,-15.27,-0.09,-0.82,-0.82,-1.55,0.0,-1.36,-0.27,-15.18,-58.82,0.0,-2.0,0.0,-0.09,-11.73,0.0,-0.55,0.0,0.0,-29.0,-3.64,-26.27,-0.09,-2.82,-1.64,-1.64,-0.09,-1.18,0.0,0.0,-0.82,-0.64,-7.45,-0.09,101.91,0.0,-23.45,-2.18,-3.64,-1.18,-0.09,-1.82,-0.09000000000000008,-5.82,-1.82,-0.18,-5.27,1.1800000000000002,0.0,-0.18,-0.73,0.0,-1.36,-1.55,-0.55,-97.27,-1.82,0.0,-0.36,-2.09,-0.55,-2.82,-11.0,-2.55,0.0,-0.36,-2.64,-2.6399999999999997,-4.64,-4.0,-0.27,-1.36,0.0,0.0,-1.18,-3.18,0.0,-2.45,-0.09,-8.64,0.0,-0.82,-1.36,-3.45,-0.82,-1.45,0.0,-1.0,-0.45,0.0,-19.09,-28.0,-4.82,-0.73,-0.09,-1.55,-1.64,-1.0,0.0,0.0,-23.45,0.0,-2.55,-194.36,0.0,-1.0,-0.09,-0.09,0.0,-0.64,0.0,0.0,0.0,-1.18,-0.09,0.0,-0.64,0.0,0.0,0.0,0.0,-0.09,-9.91,-0.09,-0.55,0.0,0.0,0.0,-3.27,-5.73,0.0,0.0,0.0,0.0,-33.73,-4.82,-1.82,-0.91,0.0,-0.82,0.0,0.0,-0.45,-1.27,-0.09,0.0,-37.73,-1.36,-14.45,0.0,-1.64,-1.64,-1.36,-0.36,0.0,-8.27,-1.45,0.0,0.0,1.1799999999999997,-0.09,-0.18,-1.45,-1.36,0.0,-0.64,-12.09,-10.64,-0.27,0.0,-0.09,-0.64,0.0,-3.55,-4.36,0.0,0.0,-0.09,-1.82,-0.36,-0.09,-0.18,-0.73,-0.45,-2.82,0.0,-0.82,-1.55,0.0,0.0,-0.82,-0.18,0.0,-0.09,-0.91,-3.27,-5.55,-0.45,-5.91,-0.64,0.0,-13.36,-2.18,-1.27,-0.55,0.0,-5.36,0.0,-5.73,-7.36,-79.0,-4.27,0.0,-5.64,-0.09,-0.91,-0.18,-8.27,-2.82,0.0,-0.91,9.55,0.0,-0.18,0.0,-1.45,-3.0,-3.27,0.0,0.0,0.0,0.0,-1.18,0.0,1.3599999999999999,-0.91,0.0,-1.27,0.0,0.0,-0.18,-1.27,-0.09,-0.73,0.0,-33.91,-2.36,-17.18,-0.91,-0.91,-4.64,-0.91,-0.45,2014-02-09
0.0,-4.91,0.0,-0.18,0.0,-0.36,-1.73,0.0,0.0,-0.09,-0.64,-0.27,-0.55,-20.09,-3.09,0.0,-0.27,-0.18,-0.09,-0.18,0.0,-0.18,-2.36,-33.64,-1.64,-11.55,-0.09,-0.27,-0.18,-3.0,0.0,-1.73,-0.82,-18.27,-58.36,0.0,-2.18,-0.73,-0.09,-9.27,-0.09,-0.36,0.0,0.0,-23.0,-6.73,-13.91,0.0,-3.18,-2.09,-1.0,-0.18,-2.09,-0.09,0.0,-1.27,-0.73,-5.55,0.0,75.64,0.0,-14.64,-2.91,-4.91,-1.09,-0.09,-2.18,-0.91,-4.55,-1.18,0.0,-2.91,0.27,0.0,-0.09,-0.64,0.0,-1.09,-2.0,-0.91,-94.91,-2.0,0.0,-0.36,-3.91,-0.18,-3.09,-6.82,-1.1800000000000002,0.0,-0.18,-2.0,-4.27,-7.09,-5.36,-0.82,-1.18,0.0,0.0,-1.18,-1.91,-0.09,-1.8199999999999998,0.0,-14.0,0.0,-1.27,-1.18,-2.73,-1.27,-3.09,0.0,-1.27,-0.45,0.0,-20.73,-24.0,-5.18,-1.73,0.0,-1.64,-0.55,-0.64,0.0,-0.82,-24.36,-0.82,-4.0,-185.27,0.0,-0.82,-0.18,-0.09,0.0,-0.09,-0.18,0.0,0.0,-1.0,-0.18,0.0,-0.55,0.0,-0.18,0.0,0.0,-0.09,-7.73,-0.09,0.36,0.0,0.0,0.0,-4.73,-4.09,-0.09,0.0,-0.09,0.0,-29.91,-6.36,-1.0,-2.09,0.0,-0.45,0.0,0.0,-0.27,-1.09,-0.18,0.0,-38.45,-1.64,-11.45,-0.09,-1.64,-1.0899999999999999,-0.82,-0.64,0.0,-11.91,-1.09,0.0,0.0,1.7300000000000004,0.0,-0.09,-0.73,-1.18,0.0,-0.91,-20.82,-11.64,-0.55,-0.09,-0.45,-0.91,0.0,-3.45,-10.27,-0.09,0.0,0.0,-2.55,-0.18,0.0,-0.18,-0.36,-0.18,-1.45,0.0,-0.64,-0.91,0.0,0.0,-0.55,-0.45,0.0,-0.73,-1.09,-4.55,-2.27,-0.36,-5.36,-0.82,0.0,-10.36,-0.73,-2.82,-1.18,0.0,-6.09,0.0,-7.09,-5.0,-63.36,-2.09,0.0,-3.91,-0.09,-1.0,-0.09,-6.82,-1.36,0.0,-0.73,-1.5500000000000007,0.0,-0.27,0.0,-0.82,-4.0,-1.3599999999999999,0.0,0.0,0.0,-0.27,-0.73,-0.36,0.27,-1.45,0.0,-2.73,-0.09,-0.18,-0.18,-0.82,-0.18,-0.73,0.0,-19.27,-2.82,-17.55,-0.36,-1.82,-3.7300000000000004,-1.45,-0.09,2014-02-16
0.0,-3.73,0.0,0.0,-0.09,-0.36,-2.45,-0.09,-0.09,-0.55,-0.64,0.08999999999999997,-1.64,-18.73,0.0,0.0,-0.09,-0.09,-0.36,-0.91,-0.09,-0.36,-2.45,-66.0,-2.73,-10.45,0.0,-0.36,-0.45,-2.64,0.0,-0.55,-0.18,-22.27,-55.45,0.0,-7.36,-0.73,0.0,-6.73,-0.18,-0.82,-0.09,0.0,-18.73,-4.0,-28.82,0.0,-2.45,-2.64,-0.09,-0.36,-0.91,0.0,0.0,-1.55,-4.0,-7.73,0.0,84.64,-0.09,-8.73,-4.36,-4.0,-1.36,0.0,-1.09,-0.82,-12.82,-3.18,0.0,-3.18,-3.27,0.0,-0.09,-0.45,-0.09,-1.82,-2.91,-0.36,-99.55,-2.91,-0.09,-0.64,-4.18,-0.91,-5.09,-8.64,-2.82,0.0,-0.09,-1.73,-3.82,-2.82,-3.0,-0.55,-1.09,-0.09,-0.09,-1.27,-7.09,0.0,2.1799999999999997,-0.09,-10.09,-0.18,-0.36,-1.82,-2.18,-1.55,-1.36,0.0,-1.73,-0.45,-0.09,-32.0,-34.64,-3.82,-2.36,-0.18,-1.73,-1.55,-1.82,0.0,-0.09,-18.09,-0.73,-4.0,-206.09,0.0,-0.91,0.0,0.0,-0.09,-0.82,-0.09,0.0,0.0,-1.18,-0.18,0.0,-1.27,-0.09,-0.55,0.0,0.0,-0.27,-4.64,-0.18,-0.45,0.0,-0.09,0.0,-8.36,-5.45,0.0,0.0,0.0,0.0,-31.73,-5.18,-1.55,-1.0,0.0,-1.18,-0.18,0.0,-0.45,-1.36,-0.64,0.0,-34.82,-3.64,-15.27,-0.09,-4.36,-2.0,-0.64,-0.27,0.0,-9.55,-1.73,-0.09,0.0,2.55,-0.18,-1.0,-2.55,-1.18,0.0,-1.18,-17.64,-17.09,-0.73,0.0,-0.27,-0.36,0.0,-2.36,-5.0,-0.09,0.0,-0.09,-3.36,-0.09,0.0,-0.27,-1.73,-0.36,-4.55,0.0,-1.82,-1.45,0.0,0.0,-1.45,-0.18,-0.09,-0.64,-1.27,-2.27,-3.55,-0.45,-5.55,-1.0,0.0,-9.91,-1.36,-3.27,-0.82,0.0,-6.64,-0.09,-8.27,-4.0,-66.45,-1.82,-0.09,-5.27,0.0,-0.73,-0.55,-11.91,-2.55,-0.09,-3.0,22.73,-0.09,-0.27,0.0,-0.82,-3.09,-2.73,0.0,0.0,0.0,-1.36,-0.45,-0.36,-1.73,-1.91,-0.09,-2.45,0.0,0.0,-0.18,-1.64,-0.18,-1.0,0.0,-27.55,-0.91,-22.64,-0.36,-1.82,-3.36,-1.36,-0.36,2014-02-23
