SE,ALTO URUGUAI CATARINENSE,ALTO VALE DO ITAJAÍ,ALTO VALE DO RIO DO PEIXE,CARBONÍFERA,EXTREMO OESTE,EXTREMO SUL CATARINENSE,FOZ DO RIO ITAJAÍ,GRANDE FLORIANÓPOLIS,LAGUNA,MEIO OESTE,MÉDIO VALE DO ITAJAÍ,NORDESTE,OESTE,PLANALTO NORTE,SERRA CATARINENSE,VALE DO ITAPOCU,XANXERÊ
18,77.4521522,60.28154926,62.182189599999994,85.0505681,48.2559901,83.1268508,50.3413464,53.4391318,72.81250214,79.76074152,53.1975006,40.83,62.4350696,41.73244714,77.80827796,51.557352519999995,62.716347199999994
19,15.984914,9.556349886,9.7751564,13.549432280000001,15.69869814,16.991665779999998,11.81249988,8.259782496,10.03437488,13.315038800000002,11.043055231999999,11.017500000000002,17.3538194,9.15159568,11.82491742,13.13014742,15.3262022
20,24.4607766,18.1944449481,18.696249799999997,27.560227499999996,16.59583322,45.0032416,12.4826922153,16.121195852,17.1364588,19.9318358576,16.0741668012,11.622,14.354861364800001,15.450398624799998,19.306208792,15.2492645682,21.920672907700002
21,40.290948459999996,30.344246324,32.7453138,20.603408608000002,39.709375,23.840277609999998,17.882692846,25.081159413,17.2326388824,36.0212897,21.476943534600004,9.746500000000001,38.063888559999995,27.793615932,26.631208968,17.615440200000002,40.718508959999994
22,18.819827304,26.512499588000004,25.485938400000002,9.87159116,15.10624972,8.777777788,26.020192364000003,16.707065398,10.276388874,22.846093259999996,28.488611354,38.599,18.010415899999998,36.8432173788,17.03302984,33.583088292,20.9262021048
23,24.483189772,25.07361128,19.0660941,33.880681620000004,22.2651038,35.995371600000006,38.70384646000001,41.94981982,35.688888866,20.88320305,30.51083286,31.7635,22.3128463552,26.671676372400004,32.11912206,29.9286761512,19.4762020922
24,50.7702588,35.236705732000004,44.90781236,32.918181782,35.0729155,34.30787124594,30.66346176,25.663587644,31.882639022400003,41.795312875,33.95499968,41.1265,48.0770817,43.5002652,33.501158327999995,37.85882362,46.902403886
25,72.0159489,25.888491799999997,35.23765614,45.634091,36.28593804,58.472220668,10.821153800000001,20.381884,30.129165899999997,59.57089956,12.870833659999999,6.197,50.35972176,10.341356600000001,51.73112604000001,5.763235419999999,41.805048627999994
26,26.580172620000003,25.10019764,27.002655700000002,29.361932380000002,12.00052048,20.797684800000003,15.0682693976,27.500361512,31.204515070000003,26.84218808,22.33444451,19.4045,17.57708332,26.975266356,28.291969799999997,18.536029646,22.066826499999998
27,9.956465865199998,8.000595468,7.5095313599999995,22.53352205,7.220052153999999,35.46018479999999,5.7125000432,11.90217376,15.252778000000001,10.341601608,6.836666790000001,4.6315,8.49687523,3.62433502,18.27632478,5.89264722,8.90072114924
28,65.573707,50.653571,52.11531179999999,58.885796000000006,64.2960952,70.648612,33.1096158,52.6929348,51.236805000000004,62.1123052,39.834722,34.1215,63.077082999999995,45.731383400000006,63.581374200000006,36.3911768,61.311538600000006
29,13.820258276,16.239682604000002,14.61281271,19.160795571999998,11.42005195054,21.916204022,14.1644232028,14.7630436868,19.447917688,14.452148549999999,16.443055766,21.856,13.965972688799999,17.299600864000002,12.947185536000001,23.795588756999997,10.2802885538
30,10.537500256,5.58253973,8.7182813,8.2482954394,8.9145833,11.49305528,4.2115384460000005,3.803804316,6.1124999576,10.05898436,4.64222212,3.6465000000000005,9.36006918,5.294547981999999,10.21299626,4.278676568,10.904566968000001
31,13.0461202,7.028174559999999,9.28281269,8.8522728,12.981250260000001,9.28194436,7.8384614924000005,7.21521754,7.64375012,13.731054649999999,8.655555590599999,11.277000000000001,13.9267362448,9.45837788,9.412665932,12.122059349999999,15.0036054154
32,33.730604,30.84523772,34.08281375,42.075001094,31.7927077168,38.92824064,32.0374990632,31.963224968,42.350693889999995,37.138085788,33.513889739999996,49.1035,28.04826302222,35.953457094,27.803642292,39.653676976,30.616827292
