Semana,SE,ALTO URUGUAI CATARINENSE,ALTO VALE DO ITAJAÍ,ALTO VALE DO RIO DO PEIXE,CARBONÍFERA,EXTREMO OESTE,EXTREMO SUL CATARINENSE,FOZ DO RIO ITAJAÍ,GRANDE FLORIANÓPOLIS,LAGUNA,MEIO OESTE,MÉDIO VALE DO ITAJAÍ,NORDESTE,OESTE,PLANALTO NORTE,SERRA CATARINENSE,VALE DO ITAPOCU,XANXERÊ
2005-07-17,29,52.25431,41.32738,44.05781,30.863636,31.414062,29.38426,35.990383,31.835144,27.506945,50.064453,54.544445,60.49,40.618057,56.98537,52.32699,49.0,59.153847
2005-07-24,30,0.094827585,0.17261904,0.2828125,0.73295456,0.0,0.023148147,2.6923077,0.8786232,0.21180555,0.28125,0.825,6.455,0.0,1.1702127,0.5720199,3.5735295,0.024038462
2005-07-31,31,0.15517241,0.18849206,0.04375,0.0056818184,0.0,0.0,0.01923077,0.032608695,0.024305556,0.92578125,0.11111111,0.36,0.0,0.021276595,0.027317882,0.11029412,0.0072115385
2005-08-07,32,22.76724,33.289684,37.984375,153.53409,17.205729,111.12963,73.90385,72.67029,134.69444,31.632812,53.40278,72.715,15.756945,40.99335,42.45199,58.125,15.370193
2005-08-14,33,14.271552,4.178571,6.5046873,6.3238635,10.7526045,8.449074,3.375,6.070652,4.1944447,12.578125,4.825,3.255,12.645833,6.055851,8.831126,6.257353,9.745193
2005-08-21,34,35.043102,6.1349206,17.178125,3.9772727,39.557293,4.9074073,3.0865386,2.5471015,1.8055556,25.52539,2.7944446,1.65,40.336807,8.969415,15.887417,2.235294,37.572117
2005-08-28,35,115.030174,127.099205,111.13281,149.00568,44.010418,160.77315,119.17308,130.65036,143.86806,125.85742,128.58888,108.275,59.52778,113.864365,146.42633,135.23529,109.87981
2005-09-04,36,31.978449,38.569443,52.89219,7.653409,31.677084,5.5,48.701923,26.451086,12.677083,41.671875,45.675,39.355,37.48611,43.17287,29.160597,43.985294,42.677883
2005-09-11,37,32.077587,65.47817,55.79375,29.164772,38.601562,30.291666,68.28846,57.03442,38.20139,40.501953,78.630554,73.74,37.8125,74.28723,51.784767,96.661766,47.841347
2005-09-18,38,11.663794,28.738094,25.990625,37.715908,13.770833,37.24074,73.21154,75.9058,57.17361,17.328125,43.738888,40.78,14.770833,16.648935,32.2053,40.92647,12.990385
2005-09-25,39,17.780172,30.531746,27.428125,4.7670455,29.059896,2.9305556,17.35577,21.998188,4.5833335,15.537109,27.555555,34.18,20.940971,35.300533,8.421357,26.279411,29.786058
2005-10-02,40,94.12931,59.371033,76.157814,36.232956,66.42448,35.333332,38.451923,47.958332,23.340279,90.62305,44.84722,50.65,83.982635,60.73537,84.59768,52.27941,96.69711
2005-10-09,41,18.073277,9.486111,11.9453125,36.801136,14.697917,39.25463,14.096154,9.481884,18.541666,15.201172,21.347221,23.465,21.20486,9.87766,11.870861,23.139706,17.209135
2005-10-16,42,51.077587,29.198412,41.65,69.568184,51.411457,61.851852,18.115385,37.800724,61.78472,41.945312,16.405556,22.15,55.368057,27.81383,57.91556,19.367647,61.64423
2005-10-23,43,80.82758,57.396824,76.94688,50.19318,84.76302,42.62963,29.682692,56.028984,31.333334,70.01172,41.002777,76.45,74.041664,79.44149,52.384933,56.60294,101.15865
2005-10-30,44,0.5646552,21.864088,14.21875,4.340909,0.033854168,1.8935186,7.1971154,13.457428,7.763889,6.5,12.109722,13.835,0.012152778,9.734708,22.60058,12.183824,0.38942307
2005-11-06,45,5.6163793,28.53373,22.7875,67.170456,12.7421875,57.064816,24.846153,43.188404,48.895832,13.5234375,24.655556,42.21,7.982639,22.81117,24.478477,28.492647,7.5024037
2005-11-13,46,12.021552,19.664682,23.007812,30.920454,10.229167,19.851852,18.759615,18.387682,29.475695,16.003906,18.319445,26.085,9.809028,24.208776,21.387417,22.375,11.348557
2005-11-20,47,40.5,12.313492,14.7734375,8.568182,63.197918,0.5694444,22.153847,15.096014,8.53125,28.199219,22.313889,28.35,52.96528,20.714096,10.84851,23.235294,39.098557
2005-11-27,48,3.3189654,8.813492,10.846875,13.0625,3.7395833,6.608796,1.0576923,3.5326087,5.6909723,3.4003906,5.0972223,6.4425,0.625,9.3783245,1.4395696,5.716912,15.938702
2005-12-04,49,12.478448,11.859127,11.375,19.267046,38.15625,13.199074,11.865385,13.027174,16.288195,11.605469,17.788889,19.57,21.20139,7.6343083,15.158113,21.308823,10.459135
2005-12-11,50,9.068966,9.37004,13.528125,20.755682,12.4817705,12.703704,5.0048075,17.203804,17.871529,16.84961,6.913889,7.0325,9.427083,8.12234,35.192883,3.327206,4.7427883
2005-12-18,51,32.71552,34.585316,21.525,29.238636,21.973959,12.268518,31.634615,62.773552,35.39236,16.804688,44.230556,44.89,26.13889,24.86436,24.36341,28.345589,28.228365
2005-12-25,52,0.2112069,0.47420636,1.2828125,2.2045455,6.7109375,4.2916665,1.2403846,1.7789855,1.8506944,0.8144531,0.975,8.045,1.0902778,0.88164896,2.639073,5.9411764,1.1730769
2006-01-01,1,13.8922415,9.180555,13.354688,39.710228,18.622396,19.375,3.3365386,25.141304,31.253471,10.314453,5.6138887,16.365,25.038195,13.333776,19.139072,15.764706,12.985577
2006-01-08,2,24.590517,5.5793653,4.0015626,6.375,13.5286455,2.5370371,1.8557693,7.8242755,2.2326388,4.783203,5.2222223,0.285,22.034721,7.361702,5.1200333,3.139706,18.94952
2006-01-15,3,28.87069,43.984127,42.46406,65.27273,19.231771,61.1875,25.586538,27.59058,44.598957,35.288086,45.1625,26.905,29.890625,25.377659,44.384933,39.23897,20.534855
2006-01-22,4,49.105602,46.209324,35.97344,100.579544,61.454426,94.24074,46.158653,73.153076,57.605904,34.58789,50.8875,34.71,66.986115,38.029255,42.490067,31.191177,69.498795
2006-01-29,5,4.8836207,7.4761906,5.1609373,32.454544,0.0625,10.523149,0.43269232,25.67029,16.246529,2.8261719,2.0916667,1.425,8.440972,2.224734,10.113411,0.8088235,8.733173
2006-02-05,6,12.790948,24.167658,26.240625,37.982956,17.320312,19.060184,32.447117,44.088768,39.605904,15.329102,17.109722,58.4875,17.21875,21.805185,28.262003,33.10294,17.016827
2006-02-12,7,21.5,5.4781747,11.190625,21.84659,19.270834,9.324074,3.3269231,16.717392,10.493055,20.15039,5.7611113,21.265,18.53125,8.668883,18.155628,8.720589,14.375
2006-02-19,8,21.331896,18.285715,32.164062,29.960228,25.533854,61.01389,24.51923,27.929348,29.635416,34.164062,13.502778,33.04,23.5625,24.259308,17.331125,24.852942,27.545673
2006-02-26,9,26.599138,27.68353,29.25,2.5994318,24.770834,10.685185,18.538462,12.343297,1.53125,34.023438,20.523611,31.845,27.552084,21.594416,16.254967,26.764706,34.146633
2006-03-05,10,5.573276,16.289682,6.23125,9.073864,12.2786455,4.1944447,15.442307,15.563406,20.45139,1.3808594,20.447222,31.875,16.70139,7.6875,1.8336092,12.492647,14.25
2006-03-12,11,0.077586204,0.09920635,0.3171875,0.47727272,4.0104165,0.032407407,0.45192307,0.91847825,0.121527776,0.49023438,0.99444443,2.275,0.9618056,0.28590426,0.23261589,0.05147059,0.69471157
2006-03-19,12,64.35776,28.493055,48.903908,35.43182,48.190105,24.747684,17.23077,23.005434,30.350695,85.17285,29.547222,28.4775,68.28819,33.97939,39.543873,21.775736,58.36899
2006-03-26,13,33.314655,17.704365,24.296875,12.914773,26.807291,13.986111,18.298077,7.195652,6.8541665,28.978516,21.416666,50.86,26.930555,21.090425,18.637417,23.558823,27.740385
2006-04-02,14,0.7112069,1.1369047,0.35,13.806818,11.770833,10.597222,5.2884617,5.512681,11.982639,0.34570312,3.1555555,15.585,3.3333333,0.9587766,7.2061257,9.044118,1.3846154
2006-04-09,15,11.245689,9.551587,14.675,63.579544,62.369793,33.662037,15.230769,25.740942,44.211807,18.580078,9.669444,6.15,26.291666,10.011968,8.474338,7.8897057,27.09375
2006-04-16,16,16.650862,7.8055553,7.453125,6.6875,12.661458,9.444445,1.2596154,7.396739,3.6909723,14.978516,1.8027778,5.845,11.510417,4.5452127,15.528146,2.3308823,9.774038
2006-04-23,17,0.6508621,0.09920635,0.1234375,0.17613636,3.1119792,0.4861111,0.07692308,0.12137681,0.18055555,0.5488281,0.19166666,0.06,1.7361112,0.035904255,0.5629139,0.007352941,0.71153843
2006-04-30,18,0.01724138,0.0,0.0859375,0.47727272,0.020833334,0.037037037,0.34615386,0.25,0.1736111,0.1015625,0.29166666,0.8,0.7118056,0.09707447,0.4147351,0.13970588,0.4158654
2006-05-07,19,6.577586,1.3412699,5.421875,81.59659,0.2265625,68.64815,3.1923077,26.360508,85.416664,10.115234,0.68333334,2.12,1.1041666,0.60771275,12.284768,1.8602941,7.2908654
2006-05-14,20,6.676724,2.9484127,3.728125,5.2102275,11.5911455,14.407408,1.3173077,0.85144925,2.0972223,3.4453125,0.62222224,0.15,9.225695,0.7194149,6.941225,0.3382353,4.3389425
2006-05-21,21,0.31896552,4.595238,1.8640625,0.3409091,0.026041666,0.19907407,4.8846154,5.6503625,0.5729167,0.5136719,8.875,14.69,0.8506944,5.6542554,1.9014901,8.985294,0.50721157
2006-05-28,22,0.23275863,0.45238096,0.846875,1.125,0.0,4.0,0.26923078,0.6032609,0.16319445,2.1855469,0.175,0.995,0.0,0.14893617,1.2574503,0.4117647,0.0
2006-06-04,23,6.801724,1.3511904,1.078125,2.6136363,22.71875,2.8611112,0.86538464,0.7246377,2.4548612,3.125,0.7638889,4.595,13.177083,0.9946808,2.9445364,1.6691177,6.3389425
2006-06-11,24,1.7176725,2.3611112,0.58203125,11.303977,0.061197918,17.166666,1.4038461,4.875906,8.855903,3.209961,2.5958333,3.7725,0.22743055,0.54853725,8.131622,0.95955884,0.010817308
2006-06-18,25,23.185345,16.202381,13.69375,23.369318,13.791667,23.375,6.9903846,11.974638,14.288195,26.234375,9.577778,5.55,12.920139,3.1489363,28.072847,10.279411,8.637019
2006-06-25,26,32.564655,10.930555,21.7,12.085227,38.734375,10.953704,14.596154,11.407609,10.625,29.167969,9.766666,22.665,42.774307,18.783245,23.75745,13.911765,42.139423
2006-07-02,27,0.8362069,0.14087301,0.3578125,0.07386363,0.0,0.083333336,0.01923077,0.08695652,0.4861111,0.7265625,0.0055555557,0.095,0.027777778,0.05718085,0.38990065,0.022058824,0.036057692
2006-07-09,28,10.461206,5.0277777,8.2375,6.994318,0.953125,5.212963,2.7692308,3.1594203,4.9722223,11.283203,1.9527777,18.3,1.96875,12.061171,10.484271,8.044118,9.8125
2006-07-16,29,0.22413793,0.7380952,0.1703125,2.1306818,0.0,2.2685184,1.4423077,1.4148551,1.9305556,0.30664062,1.8277777,0.06,0.0,0.022606382,0.884106,1.1911764,0.0
2006-07-23,30,29.237068,28.335318,34.804688,55.045456,20.158854,63.851852,34.53846,24.655798,49.770832,35.246094,38.872223,25.57,29.784721,27.513298,67.90149,33.316177,26.461538
2006-07-30,31,0.004310345,0.06944445,0.1921875,0.0056818184,0.0,0.0,0.0,0.106884055,0.121527776,0.14453125,0.16111112,4.095,0.0069444445,0.2393617,0.1589404,0.21323529,0.0
2006-08-06,32,10.129311,0.7619048,3.5671875,3.471591,3.6901042,11.675926,0.17307693,0.39855072,1.1597222,9.2265625,0.51944447,0.59,7.701389,0.05319149,11.239239,0.8897059,7.545673
2006-08-13,33,97.76293,78.91865,94.63281,83.57386,103.953125,53.86574,47.673077,68.88587,82.701385,111.56641,50.375,31.105,97.84375,57.10372,123.3808,41.52941,113.45673
2006-08-20,34,3.3405173,0.001984127,0.015625,0.0,0.0,0.0,1.1153846,0.32246378,0.0,0.51171875,0.011111111,0.215,0.045138888,0.015957447,0.92466885,0.22058824,0.37740386
2006-08-27,35,49.98707,43.142857,54.91094,14.840909,41.729168,11.236111,32.365383,27.956522,15.003472,58.19336,41.238888,26.045,42.71875,50.106384,39.799667,31.411764,51.822117
2006-09-03,36,25.806034,4.910714,15.825,5.193182,26.664062,6.7453704,0.5,2.5416667,1.7777778,21.828125,1.125,0.575,25.253471,2.442819,14.999172,0.3897059,27.23077
2006-09-10,37,22.896551,17.706348,11.217188,10.5625,15.78125,16.50463,10.182693,9.451087,6.3333335,19.730469,14.683333,18.955,19.381945,16.597075,16.3899,18.095589,13.882212
2006-09-17,38,30.090517,8.18254,25.84375,0.8011364,37.463543,0.8796296,13.653846,5.487319,0.5868056,24.394531,10.891666,25.245,33.8125,24.723404,10.876656,16.492647,37.415867
2006-09-24,39,0.82327586,7.3849206,5.44375,5.630682,6.1458335,2.074074,5.0865383,10.84058,6.4027777,1.5761719,6.588889,20.29,3.2638888,13.485373,4.5596027,9.632353,2.0865386
2006-10-01,40,42.956898,36.587303,33.344532,34.715908,34.992188,23.078703,48.865383,37.179348,25.39757,33.353516,46.77222,58.0725,38.506943,39.75266,26.151903,49.246323,44.951923
2006-10-08,41,6.349138,20.438492,12.5,25.892046,6.653646,23.208334,27.115385,32.80616,23.54514,15.482422,24.725,24.045,2.6979167,16.603724,23.741722,28.397058,6.862981
2006-10-15,42,22.37931,19.319445,28.382812,21.71591,42.721355,17.421297,4.826923,8.182971,12.784722,29.896484,8.794444,12.84,27.48611,11.359042,20.548841,11.654411,20.213942
2006-10-22,43,0.31034482,0.6527778,0.4703125,2.1420455,1.5755209,0.23148148,6.6153846,4.344203,1.4375,1.3925781,3.5472221,1.165,0.8125,1.081117,1.6746689,1.0441177,0.40625
2006-10-29,44,11.698276,6.4206347,37.89219,45.784092,57.026043,26.407408,20.490385,23.942028,21.725695,23.201172,8.65,24.915,30.354166,26.98936,41.75331,19.897058,35.870193
2006-11-05,45,43.26293,7.049603,19.251562,15.926136,40.546875,12.337963,2.1057692,12.978261,10.618055,29.814453,6.413889,8.02,36.805557,10.69282,26.746689,6.9264708,37.016827
2006-11-12,46,46.982758,23.805555,34.01875,7.943182,35.494793,9.314815,48.884617,24.139492,9.0625,40.921875,36.233334,27.25,49.729168,5.882979,39.36755,16.772058,14.954327
2006-11-19,47,16.202587,21.958334,23.479687,75.02841,22.997396,80.388885,21.971153,39.599636,62.916668,25.18164,17.072222,29.735,16.76736,28.88564,33.411423,18.57353,19.838942
2006-11-26,48,22.469828,32.32143,31.070312,76.78977,12.8411455,56.74537,43.451923,44.085144,70.885414,22.554688,27.086111,81.545,32.48264,32.484043,35.249172,35.19853,19.447115
2006-12-03,49,36.045258,34.54861,27.782812,19.068182,17.31901,21.002316,13.105769,15.48913,18.14236,19.399414,26.470833,31.2225,22.559029,23.076464,25.67467,23.669117,34.289665
2006-12-10,50,13.163794,14.712301,8.357813,5.9602275,2.859375,4.162037,16.288462,26.969202,7.09375,5.919922,13.705556,11.525,12.642361,3.5585105,4.8369207,10.198529,14.512019
2006-12-17,51,35.07543,36.515873,60.983593,16.380682,52.454426,29.74537,22.26923,7.905797,6.1875,49.208008,30.480556,35.1875,40.529514,54.7121,59.824917,33.735294,38.14543
2006-12-24,52,26.398706,18.936508,24.939062,16.852272,50.641926,4.3333335,14.759615,15.807065,18.269096,23.62793,16.166666,16.3425,35.868057,12.50532,21.878725,9.694853,37.058895
2006-12-31,1,33.53879,26.978174,36.367188,14.113636,36.26823,16.925926,29.23077,31.044384,14.798611,40.938477,44.390278,54.61,29.404514,40.321144,19.107203,50.860294,27.116587
2007-01-07,2,8.060345,23.28373,22.59375,21.335228,17.609375,7.5925927,12.807693,20.096014,15.600695,18.84375,24.333334,31.475,9.177083,16.511969,25.485928,31.558823,11.485577
2007-01-14,3,28.818966,48.50794,37.840626,10.886364,78.45573,17.574074,10.403846,12.875,9.659722,27.300781,15.1472225,28.375,54.09028,34.582447,18.427153,17.058823,53.71154
2007-01-21,4,25.05819,11.208333,13.021875,10.684659,24.018229,4.196759,7.0240383,4.692935,5.5381947,32.299805,12.133333,17.7725,24.319445,15.763298,8.884106,12.1029415,30.292067
2007-01-28,5,40.474136,42.43849,22.20625,52.335228,13.8255205,67.703705,38.64423,17.998188,36.052082,36.904297,36.491665,65.045,23.197916,38.851063,37.83775,40.05147,20.995192
2007-02-04,6,21.978449,27.962301,11.884375,22.994318,19.638021,22.26389,28.528847,9.436594,18.86111,13.498047,31.008333,44.225,31.29861,15.981383,23.161425,24.735294,15.841346
2007-02-11,7,0.6853448,14.351191,0.9625,3.3238637,0.0390625,4.1064816,11.019231,4.6757245,4.3159723,0.4140625,9.877778,9.015,0.21527778,1.3723404,2.1506622,7.132353,0.100961536
2007-02-18,8,42.290947,82.53968,65.2961,70.298294,37.660156,93.16204,38.16827,58.009964,64.94965,54.29883,63.118057,69.1025,51.487846,78.16223,54.335266,83.41912,42.23077
2007-02-25,9,43.20043,22.179564,13.089063,45.386364,12.470052,28.483797,14.9375,29.166666,39.118057,34.98828,29.527779,8.6075,43.68403,11.84641,39.679222,8.6029415,42.31851
2007-03-04,10,8.859914,10.293651,17.307032,31.318182,11.052083,12.185185,11.283654,6.8514495,27.755209,17.269531,1.9916667,13.0475,9.282986,2.9275267,21.786425,5.4191175,11.296875
2007-03-11,11,18.45474,34.478176,24.946095,36.446022,22.279947,29.532408,40.966347,33.449276,16.315971,29.695312,18.01389,100.305,12.784722,39.125,20.62293,21.900736,25.586538
2007-03-18,12,1.9008621,2.9960318,1.7796875,12.272727,0.37760416,14.824074,2.1730769,13.865942,10.135417,2.6445312,2.4388888,3.86,0.5381944,4.6582446,7.6796355,1.7941177,0.5625
2007-03-25,13,7.6271553,7.6686506,15.209375,16.329546,0.32291666,15.358796,4.6538463,20.407608,7.0243053,6.879883,11.384722,3.635,1.2395834,15.384974,16.85058,8.172794,4.844952
2007-04-01,14,46.28448,22.190475,10.751562,60.045456,29.664062,58.837963,16.01923,20.548914,46.927082,31.509766,26.063889,17.605,28.621529,6.0452127,12.0149,25.779411,41.651443
2007-04-08,15,21.030172,4.924603,18.026562,4.494318,25.692709,0.3888889,6.6923075,5.378623,1.9027778,17.455078,4.4166665,10.22,32.274307,7.3470745,8.290563,1.9117647,27.805288
2007-04-15,16,0.05172414,0.7797619,0.871875,1.0397727,0.34114584,1.3472222,1.7788461,1.3786232,0.53125,0.49609375,2.7472222,6.735,0.14583333,2.343085,1.5703642,1.5367647,0.75240386
2007-04-22,17,84.51293,43.160713,101.18437,5.2102275,130.99219,7.939815,34.28846,9.844203,3.5694444,63.523438,36.291668,36.46,114.50347,89.28324,22.63659,37.889706,145.0673
2007-04-29,18,27.14224,1.1111112,6.8109374,11.795455,33.161457,16.662037,0.88461536,2.8677535,8.878472,15.005859,1.4055556,2.95,30.29861,2.2406914,8.192053,1.7279412,18.66827
2007-05-06,19,55.077587,42.91865,43.864063,64.09659,60.372395,57.99074,40.576923,34.565216,46.49653,47.070312,46.55,46.5,56.479168,50.56649,66.23013,47.838234,58.745193
2007-05-13,20,106.25431,83.605156,89.63594,66.30114,103.625,66.703705,66.22115,65.41123,67.40972,99.23047,81.26111,63.76,119.05903,92.00133,86.7558,77.411766,116.11539
2007-05-20,21,81.590515,54.05754,70.32031,21.34091,114.59375,4.5972223,68.49039,32.288044,17.881945,63.814453,60.747223,53.565,111.458336,87.42952,36.93129,56.205883,91.82452
2007-05-27,22,13.021552,9.553572,13.7578125,6.7727275,9.84375,5.1574073,8.923077,4.9836955,4.4305553,17.957031,12.161111,10.93,11.579861,15.871011,17.108444,8.2279415,12.709135
2007-06-03,23,5.0603447,10.4920635,5.8953123,1.1818181,2.2369792,0.18981482,12.259615,4.7608695,1.6145834,11.509766,8.725,1.27,4.9930553,2.2699468,7.6407285,1.3235294,1.0576923
2007-06-10,24,5.340517,0.8492063,1.5796875,1.25,2.046875,10.291667,0.22115384,1.298913,4.4652777,4.4453125,0.16388889,0.08,4.1527777,0.17021276,6.1572847,0.04411765,2.6995192
2007-06-17,25,0.8534483,0.15277778,0.3828125,2.4204545,0.5963542,0.7314815,0.3846154,0.5344203,2.2152777,0.9003906,0.15833333,0.455,0.7777778,0.13829787,2.6167219,0.4632353,0.7235577
2007-06-24,26,9.801724,9.236111,5.265625,11.846591,7.0859375,13.25463,4.576923,5.5923915,9.583333,9.328125,7.141667,10.325,9.003472,6.6343083,14.29139,4.272059,5.423077
2007-07-01,27,0.13793103,0.3452381,0.0703125,0.21022727,0.39583334,0.18518518,1.2403846,0.1557971,0.7708333,0.17382812,0.25833333,0.255,0.041666668,0.1143617,0.5008278,0.14705883,0.057692308
2007-07-08,28,85.75,101.59524,99.495316,78.60227,80.078125,86.65741,33.567307,84.46739,83.69097,105.947266,60.794445,14.07,92.37153,42.527927,111.00497,36.308823,96.6226
2007-07-15,29,18.043104,14.5337305,18.767187,5.7386365,24.325521,2.125,1.5,5.2427535,5.079861,26.126953,4.788889,5.955,30.82986,12.4375,16.447847,4.1764708,22.122597
2007-07-22,30,39.53448,56.49405,41.159374,39.977272,21.34375,35.148148,51.490383,58.976448,37.8125,47.410156,58.025,35.62,32.395832,53.601063,55.85596,49.72059,28.216347
2007-07-29,31,29.478449,7.4345236,10.596875,47.073864,18.591146,46.72222,6.4903846,17.36413,41.479168,32.253906,7.1361113,3.755,17.895834,4.0531917,41.938744,3.9191177,6.389423
2007-08-05,32,3.525862,7.248016,1.4515625,1.0965909,5.6822915,0.8148148,1.0384616,0.54347825,0.15277778,2.7988281,1.0388889,1.515,5.90625,0.1462766,2.0182118,1.9044118,3.0817308
2007-08-12,33,0.0,0.53373015,0.05,4.590909,0.0026041667,6.1990743,0.26923078,0.64855075,2.5729167,0.01171875,6.8638887,0.64,0.16319445,0.2805851,0.23096026,0.2720588,0.043269232
2007-08-19,34,1.262931,0.06746032,0.4,2.2556818,1.0130209,2.9675925,1.2115384,0.4728261,1.6909722,2.1601562,0.06111111,0.175,1.6041666,0.041223403,3.9850993,0.18382353,0.7043269
2007-08-26,35,45.668102,98.468254,80.995316,25.988636,27.963541,21.467592,67.90385,61.653984,30.760416,60.339844,93.76667,48.565,32.04861,43.42952,42.94454,56.794117,60.271633
2007-09-02,36,0.47844827,1.1329365,1.653125,14.920455,0.0,11.300926,3.5865386,3.4746377,11.90625,0.52734375,1.8083333,1.85,0.0,0.9175532,10.405629,1.4558823,0.46394232
2007-09-09,37,0.37068966,3.2559524,0.096875,0.0,12.651042,0.0,0.0,0.46195653,0.8715278,0.57421875,0.16111112,0.085,2.8402777,0.24734043,0.0910596,0.11029412,1.0480769
2007-09-16,38,48.327587,45.761906,35.296875,45.426136,28.091146,54.0,74.01923,53.335144,39.788193,49.283203,69.775,55.245,33.73264,47.335106,76.17632,64.90441,34.740383
2007-09-23,39,16.353449,23.285715,15.759375,32.38068,6.9739585,67.546295,12.980769,38.346016,36.31597,22.789062,8.747222,7.29,11.979167,3.5079787,36.1101,5.6838236,11.865385
2007-09-30,40,1.2327586,0.007936508,0.8953125,0.07954545,13.4453125,0.027777778,8.759615,0.17028986,0.31944445,2.0527344,7.108333,0.51,15.184028,1.3178191,1.3849338,1.8235294,9.057693
2007-10-07,41,67.93965,39.77778,76.029686,28.198864,81.92448,15.236111,28.25,21.755434,16.895834,74.9375,31.230556,12.99,84.052086,61.91622,54.593544,25.80147,72.07933
2007-10-14,42,57.642242,68.12302,63.939064,23.926136,105.875,22.546297,36.778847,44.813404,24.20486,64.677734,47.158333,36.25,86.71875,53.54122,53.770695,40.72794,90.92548
2007-10-21,43,6.75,2.2539682,6.3734374,0.375,27.375,0.032407407,5.6346154,2.972826,0.7291667,6.3867188,6.5805554,21.355,17.493055,5.8989363,0.6779801,8.588235,20.694712
2007-10-28,44,87.81035,102.77778,116.32031,65.318184,102.77604,87.85648,109.85577,79.940216,63.90625,102.984375,117.977776,72.52,86.892365,136.72873,89.07699,103.07353,83.71875
2007-11-04,45,43.74569,5.0079365,19.157812,5.090909,75.154945,8.444445,6.6586537,3.6358695,2.6458333,30.109375,4.523611,18.925,57.265625,16.24468,14.442053,9.5220585,55.86178
2007-11-11,46,77.94827,15.555555,46.229687,37.0,130.12761,37.38889,12.100962,13.727355,24.32118,67.72656,8.797222,9.67,101.02778,24.817154,32.353477,9.014706,107.59375
2007-11-18,47,10.905172,8.476191,11.6484375,18.176136,33.26302,25.444445,4.6923075,3.8713768,7.5277777,11.064453,4.297222,3.625,18.663195,15.574468,7.6051326,3.639706,17.723558
2007-11-25,48,0.20689656,2.311508,0.43125,15.931818,0.013020833,21.699074,0.086538464,1.0344203,15.045139,0.36132812,1.6638889,2.32,0.034722224,3.1023936,3.9437087,1.3455882,0.56009614
2007-12-02,49,41.00862,60.00595,67.76719,32.801136,49.778645,21.555555,78.23077,33.467392,22.524305,45.697266,90.91389,69.545,54.333332,94.46809,29.00745,97.73529,63.379807
2007-12-09,50,39.21121,17.742064,27.773438,19.77841,9.614583,37.86574,33.778847,31.661232,14.833333,27.550781,18.441668,18.69,18.875,20.417553,24.038908,15.220589,30.146635
2007-12-16,51,10.674569,21.374008,14.7890625,28.110796,9.128906,10.43287,41.0,24.343298,20.20139,19.402344,34.327778,20.2825,3.9045138,24.819149,14.703643,32.29044,19.996395
2007-12-23,52,17.965517,57.13294,42.578125,52.340908,23.638021,44.35648,16.375,27.684782,25.055555,13.974609,24.519444,8.135,20.833334,46.613033,39.77318,13.860294,15.776443
2007-12-30,1,31.290949,56.358135,48.864063,31.875,31.957031,19.916666,57.9375,48.096016,22.6875,37.128906,36.822224,34.1625,34.918404,83.70744,47.723923,29.279411,34.82452
2008-01-06,2,11.637931,13.9087305,8.935938,24.21591,4.921875,7.9675927,11.288462,19.141304,24.350695,7.3710938,13.705556,9.215,10.572917,19.555851,14.581126,12.735294,13.209135
2008-01-13,3,26.198277,30.678572,46.14375,13.607955,26.481771,7.8425927,11.134615,43.106884,29.059029,40.876953,13.269444,34.745,23.680555,47.268616,31.440397,23.360294,26.247597
2008-01-20,4,1.2758621,4.508929,1.1234375,6.8664775,0.075520836,3.101852,16.35577,13.942935,7.5815973,0.7011719,15.822222,43.8475,0.0069444445,4.2972074,2.0865066,29.180147,0.80528843
2008-01-27,5,21.090517,64.14088,37.445312,113.431816,6.7083335,86.68519,176.35577,176.05978,140.84375,40.11328,108.897224,181.975,12.142361,25.613031,55.7351,141.30882,18.841347
2008-02-03,6,0.42672414,1.1617063,1.1328125,3.9261363,6.549479,0.38425925,9.711538,4.6358695,10.03125,1.1181641,7.040278,19.57,1.4444444,1.0917553,7.7516556,14.341911,3.4519231
2008-02-10,7,15.568966,24.880953,17.354687,45.176136,15.729167,41.273148,29.365385,25.264492,40.805557,18.171875,33.416668,60.205,17.520834,25.38032,37.409767,50.044117,13.800481
2008-02-17,8,3.7284484,17.319445,19.771875,39.403408,3.7395833,35.52778,89.96154,42.483696,18.854166,9.113281,24.972221,13.76,3.8298612,20.69149,7.5827813,26.838236,4.8100963
2008-02-24,9,38.25431,32.45635,22.301563,28.238636,28.138021,24.856482,66.625,92.628624,40.5,26.654297,52.380554,97.38,46.90972,22.8125,29.736755,48.007355,44.884617
2008-03-02,10,8.556034,20.803572,7.4171877,24.9375,1.6510416,14.277778,13.346154,22.320652,26.29514,11.2109375,7.85,2.435,6.6493053,0.6263298,14.310431,4.1838236,3.6754808
2008-03-09,11,9.7952585,20.315475,20.401562,22.8125,23.90625,12.555555,19.01923,26.299818,16.126736,16.49414,27.683332,42.675,13.666667,35.11436,24.442467,24.772058,10.888221
2008-03-16,12,3.4267242,14.219246,20.609375,8.099432,1.8372396,1.9097222,9.966346,14.165761,6.204861,12.25,14.379167,31.7,0.9496528,27.778591,5.299669,19.764706,3.1598558
2008-03-23,13,1.2198275,5.6438494,4.3,48.892044,1.0494791,25.481482,14.903846,33.880436,40.626736,5.640625,9.047222,37.37,0.2795139,2.5591755,16.029387,14.349265,2.1838942
